,how,many,phases,was,the,metro,opened,in,between,1980,and,1984,?
urban,0.17792615294456482,0.16275019943714142,0.21606354415416718,0.20821256935596466,0.1482323557138443,0.3522108495235443,0.18279260396957397,0.24264946579933167,0.16566462814807892,-0.0035056706983596087,0.25797802209854126,0.03813169151544571,0.13119809329509735
light,0.29295584559440613,0.23877617716789246,0.29589682817459106,0.20157849788665771,0.2649136185646057,0.2476017326116562,0.195600688457489,0.1819845736026764,0.16172510385513306,0.15415534377098083,0.20458035171031952,0.019411958754062653,0.17429810762405396
rail,0.13560721278190613,0.10045430064201355,0.18690258264541626,0.15518274903297424,0.2306264042854309,0.39465299248695374,0.21449314057826996,0.22738659381866455,0.2605052888393402,0.17557772994041443,0.2157215178012848,0.12940405309200287,0.1349031925201416
transit,0.16626155376434326,0.1466836929321289,0.29890209436416626,0.1799197942018509,0.23945073783397675,0.4509650766849518,0.1896747648715973,0.23025041818618774,0.1905190348625183,0.1359015703201294,0.17682607471942902,0.12315104156732559,0.186569482088089
system,0.282820463180542,0.2631138563156128,0.28882595896720886,0.2147521674633026,0.3233085572719574,0.24759142100811005,0.19059112668037415,0.21978288888931274,0.1696578860282898,0.12273401021957397,0.231138214468956,-0.0209756288677454,0.15556083619594574
;,0.07230665534734726,0.11763367056846619,0.040280409157276154,0.0754367932677269,0.09152708947658539,0.03929276019334793,0.04673153907060623,0.092739537358284,0.1024872213602066,-0.02390807494521141,0.08403264731168747,0.02930908277630806,0.10349778085947037
two,0.2499001920223236,0.5147606730461121,0.3299805521965027,0.27166637778282166,0.43858039379119873,0.1760234385728836,0.19520097970962524,0.36463531851768494,0.4709945023059845,0.07403755187988281,0.4671151638031006,0.008545145392417908,0.19645625352859497
extensions,0.20223458111286163,0.2791498005390167,0.32686832547187805,0.12437301874160767,0.2811371684074402,0.15963931381702423,0.2468874305486679,0.24174083769321442,0.28648674488067627,0.10152079164981842,0.23189054429531097,0.05631893128156662,0.267410010099411
were,0.2082374095916748,0.4804460406303406,0.22061166167259216,0.590133786201477,0.3906462490558624,0.16038520634174347,0.21289664506912231,0.3815755248069763,0.27047741413116455,0.01555734034627676,0.42175528407096863,-0.019520478323101997,0.17890112102031708
opened,0.12807206809520721,0.17347609996795654,0.16630788147449493,0.31916534900665283,0.28544309735298157,0.2779727280139923,1.0,0.2972770035266876,0.20216943323612213,0.024654537439346313,0.22545495629310608,0.060453541576862335,0.1934700310230255
in,0.2601168751716614,0.41474202275276184,0.25332507491111755,0.45514053106307983,0.6662389636039734,0.22130531072616577,0.2972770035266876,1.0,0.41100412607192993,-0.03510594367980957,0.4954058527946472,0.006334475241601467,0.20430970191955566
1991,0.0894000455737114,0.06983742117881775,-0.07860945910215378,0.12848040461540222,0.002508036559447646,-0.1318996548652649,0.024404136463999748,0.0019440409960225224,0.00448233587667346,-0.3187539875507355,-0.0026356412563472986,-0.20838677883148193,0.175977423787117
and,0.33647966384887695,0.5296266674995422,0.2951827645301819,0.3740963041782379,0.5171257257461548,0.20572388172149658,0.22545495629310608,0.4954058527946472,0.40645647048950195,0.011456938460469246,1.0,0.01118233148008585,0.20544172823429108
2002,0.05020543187856674,-0.04735536873340607,-0.031781602650880814,-0.07885236293077469,-0.07970229536294937,-0.1693696230649948,-0.1500396430492401,-0.15852214395999908,-0.15701311826705933,-0.055772412568330765,-0.025821788236498833,-0.19640317559242249,0.045828185975551605
.,0.3287222981452942,0.3974229395389557,0.26186880469322205,0.40146201848983765,0.5934505462646484,0.1843852996826172,0.26111578941345215,0.5591574311256409,0.30295518040657043,0.039312392473220825,0.588965117931366,0.08901527523994446,0.4130953550338745
