,when,would,the,occupation,of,allies,leave,rhineland,?
rhineland,0.16607217490673065,0.1967042237520218,0.3147023320198059,0.24948786199092865,0.29512593150138855,0.31868696212768555,0.1488511860370636,0.9999999403953552,0.15271615982055664
",",0.36674630641937256,0.32586824893951416,0.4933079481124878,0.28664809465408325,0.4946078956127167,0.25814759731292725,0.2779998779296875,0.20026758313179016,0.31091248989105225
in,0.4431333839893341,0.30461156368255615,0.6662389636039734,0.1896161586046219,0.5696388483047485,0.22134138643741608,0.24126532673835754,0.29477596282958984,0.20430970191955566
1930,0.09368439018726349,0.01107789110392332,0.13953739404678345,-0.043573737144470215,0.10439298301935196,-0.06972096115350723,-0.04383959248661995,0.0326928049325943,-0.18270333111286163
and,0.4716290831565857,0.34921059012413025,0.5171257257461548,0.3541368842124939,0.5116966962814331,0.2856144905090332,0.2462838888168335,0.2362796813249588,0.20544172823429108
the,0.5091903209686279,0.4133751392364502,1.0,0.23079249262809753,0.733189046382904,0.2923043370246887,0.32171857357025146,0.3147023320198059,0.22068053483963013
german,0.16090898215770721,0.1689043790102005,0.256483793258667,0.26412612199783325,0.2122138887643814,0.23242034018039703,0.1310170739889145,0.5541817545890808,0.13978645205497742
army,0.2435331642627716,0.21930839121341705,0.31011611223220825,0.19767425954341888,0.2669098675251007,0.48823896050453186,0.23306819796562195,0.23644964396953583,0.180583193898201
re-occupied,0.25846606492996216,0.25955289602279663,0.34777766466140747,0.291738361120224,0.3323464095592499,0.39194223284721375,0.35274598002433777,0.3075375556945801,0.14110957086086273
it,0.4775012135505676,0.36398744583129883,0.6251175999641418,0.1094738021492958,0.38761502504348755,0.223608136177063,0.24468719959259033,0.21740154922008514,0.25732165575027466
in,0.4431333839893341,0.30461156368255615,0.6662389636039734,0.1896161586046219,0.5696388483047485,0.22134138643741608,0.24126532673835754,0.29477596282958984,0.20430970191955566
1936,0.001050587510690093,0.0002802118251565844,0.05235753208398819,-0.11481150984764099,0.02114286832511425,-0.1345055103302002,-0.08642575889825821,-0.10452136397361755,-0.17954853177070618
",",0.36674630641937256,0.32586824893951416,0.4933079481124878,0.28664809465408325,0.4946078956127167,0.25814759731292725,0.2779998779296875,0.20026758313179016,0.31091248989105225
which,0.572554349899292,0.3854503035545349,0.6521818041801453,0.1374589055776596,0.5011631846427917,0.23140683770179749,0.21442323923110962,0.213282972574234,0.25814583897590637
was,0.37326499819755554,0.41663143038749695,0.48711544275283813,0.2635958790779114,0.4069072902202606,0.28652453422546387,0.18728552758693695,0.2024223506450653,0.18412111699581146
enormously,0.3582649827003479,0.2977984547615051,0.35570406913757324,0.08211524784564972,0.3183344006538391,0.23994609713554382,0.15630070865154266,0.05913251265883446,0.15062375366687775
popular,0.18394137918949127,0.1971614807844162,0.2724021077156067,0.14722619950771332,0.25281813740730286,0.1485462635755539,0.0767364427447319,0.09949434548616409,0.13108457624912262
in,0.4431333839893341,0.30461156368255615,0.6662389636039734,0.1896161586046219,0.5696388483047485,0.22134138643741608,0.24126532673835754,0.29477596282958984,0.20430970191955566
germany,0.20363320410251617,0.18950334191322327,0.3181285262107849,0.23494426906108856,0.2942050099372864,0.34590327739715576,0.15556131303310394,0.6812238693237305,0.1388660967350006
.,0.475719153881073,0.35067233443260193,0.5934505462646484,0.20114995539188385,0.5352458953857422,0.22272630035877228,0.30909571051597595,0.22604186832904816,0.4130953550338745
