,how,were,the,mongol,garrison,families,earning,money,?
their,0.3316696584224701,0.43277356028556824,0.516537070274353,0.2211313098669052,0.15841682255268097,0.3209688067436218,0.28315719962120056,0.325857013463974,0.1898253709077835
chinese,0.21388240158557892,0.22925853729248047,0.2785343527793884,0.3877440094947815,0.1701098382472992,0.19719909131526947,0.18656468391418457,0.15339109301567078,0.20843194425106049
tenants,0.08799145370721817,0.22400909662246704,0.22016942501068115,0.15551123023033142,0.269558310508728,0.26001080870628357,0.2211826890707016,0.29563048481941223,0.08888810873031616
eaten,0.17989139258861542,0.22486770153045654,0.24814368784427643,0.1318851113319397,0.13435371220111847,0.21181944012641907,0.15357494354248047,0.18667830526828766,0.19809049367904663
up,0.2819872200489044,0.29601457715034485,0.38423117995262146,0.16795594990253448,0.16223423182964325,0.1817634254693985,0.17215754091739655,0.24055178463459015,0.1819818764925003
by,0.34370526671409607,0.4406847059726715,0.4408751428127289,0.1995033621788025,0.19861483573913574,0.17431262135505676,0.1468571424484253,0.2333964854478836,0.17966607213020325
costs,0.28816989064216614,0.21330046653747559,0.2180386483669281,0.1314713954925537,0.0219297893345356,0.21487963199615479,0.3887583613395691,0.4992862045764923,0.19150719046592712
of,0.2480744868516922,0.34038281440734863,0.733189046382904,0.22712039947509766,0.17924772202968597,0.2529911398887634,0.2474178522825241,0.23114095628261566,0.1826142966747284
equipping,0.3262660503387451,0.2810802459716797,0.2913224697113037,0.16146104037761688,0.2101617157459259,0.18223699927330017,0.3303762376308441,0.2860147953033447,0.19323532283306122
and,0.33647966384887695,0.42175528407096863,0.5171257257461548,0.21553155779838562,0.2271093726158142,0.28506118059158325,0.2875525653362274,0.3070235550403595,0.20544172823429108
dispatching,0.27045899629592896,0.20468966662883759,0.281511515378952,0.2608940303325653,0.23472779989242554,0.17597775161266327,0.20721659064292908,0.13471904397010803,0.23505720496177673
men,0.2069610059261322,0.3566102683544159,0.26001617312431335,0.19691476225852966,0.23846779763698578,0.2126172035932541,0.23344188928604126,0.2276184856891632,0.1408759206533432
for,0.3308170735836029,0.33592689037323,0.4739971458911896,0.1556200236082077,0.17529349029064178,0.19045168161392212,0.35043564438819885,0.3105318546295166,0.264628142118454
their,0.3316696584224701,0.43277356028556824,0.516537070274353,0.2211313098669052,0.15841682255268097,0.3209688067436218,0.28315719962120056,0.325857013463974,0.1898253709077835
tours,0.13198722898960114,0.1555633693933487,0.24928417801856995,0.1302461177110672,0.13739338517189026,0.14765667915344238,0.24044078588485718,0.19591936469078064,0.09602359682321548
of,0.2480744868516922,0.34038281440734863,0.733189046382904,0.22712039947509766,0.17924772202968597,0.2529911398887634,0.2474178522825241,0.23114095628261566,0.1826142966747284
duty,0.17767222225666046,0.15432745218276978,0.18581759929656982,0.09452713280916214,0.11501343548297882,0.13626699149608612,0.29024967551231384,0.19383685290813446,0.20404963195323944
.,0.3287222981452942,0.3378238379955292,0.5934505462646484,0.16751837730407715,0.19881083071231842,0.22725634276866913,0.2867327630519867,0.2570818066596985,0.4130953550338745
