,what,will,the,prime,minister,have,power,over,?
government,0.28074538707733154,0.13674113154411316,0.31798112392425537,0.3585837185382843,0.43487975001335144,0.23351164162158966,0.3452511131763458,0.24897949397563934,0.18851417303085327
and,0.31309178471565247,0.35983073711395264,0.5171257257461548,0.21528048813343048,0.24971023201942444,0.4711785912513733,0.27496716380119324,0.4021143913269043,0.20544172823429108
will,0.3510494530200958,1.0,0.3635469079017639,0.15580779314041138,0.13358211517333984,0.4443284869194031,0.19713377952575684,0.27833864092826843,0.35046905279159546
be,0.3929833769798279,0.4925616979598999,0.4248143136501312,0.14576895534992218,0.14974933862686157,0.5760743618011475,0.20631518959999084,0.27136483788490295,0.3324260413646698
occupied,0.2295091450214386,0.08831045776605606,0.3288927674293518,0.1955675184726715,0.20604290068149567,0.19879622757434845,0.10931586474180222,0.23321469128131866,0.11679025739431381
by,0.2455483376979828,0.2520078420639038,0.4408751428127289,0.1702890843153,0.15696930885314941,0.3359639644622803,0.21582826972007751,0.29360154271125793,0.17966607213020325
an,0.2821882665157318,0.22877877950668335,0.4207492768764496,0.08209051191806793,0.07818209379911423,0.22897054255008698,0.1744573563337326,0.22070914506912231,0.19793890416622162
elected,0.16005432605743408,0.17560401558876038,0.23167964816093445,0.34958603978157043,0.40928372740745544,0.13752682507038116,0.24719101190567017,0.19543826580047607,0.1966295689344406
mp,0.14097881317138672,0.1391700655221939,0.16571511328220367,0.30172720551490784,0.3152059316635132,0.16025398671627045,0.12611261010169983,0.05313396081328392,0.12648896872997284
who,0.40942975878715515,0.24651563167572021,0.3733934462070465,0.16031751036643982,0.18775032460689545,0.39246654510498047,0.25855374336242676,0.316001296043396,0.26220351457595825
will,0.3510494530200958,1.0,0.3635469079017639,0.15580779314041138,0.13358211517333984,0.4443284869194031,0.19713377952575684,0.27833864092826843,0.35046905279159546
be,0.3929833769798279,0.4925616979598999,0.4248143136501312,0.14576895534992218,0.14974933862686157,0.5760743618011475,0.20631518959999084,0.27136483788490295,0.3324260413646698
the,0.42745697498321533,0.3635469079017639,1.0,0.19960100948810577,0.19297581911087036,0.40389683842658997,0.2647338807582855,0.39856547117233276,0.22068053483963013
leader,0.15734966099262238,0.08753032237291336,0.27799519896507263,0.3784496784210205,0.4717351794242859,0.12337493896484375,0.23651503026485443,0.17771446704864502,0.09527933597564697
of,0.33290785551071167,0.2473582625389099,0.733189046382904,0.23935265839099884,0.23343199491500854,0.3802283704280853,0.25273123383522034,0.36136594414711,0.1826142966747284
the,0.42745697498321533,0.3635469079017639,1.0,0.19960100948810577,0.19297581911087036,0.40389683842658997,0.2647338807582855,0.39856547117233276,0.22068053483963013
party,0.2398013323545456,0.15653784573078156,0.23779736459255219,0.330253928899765,0.3770914673805237,0.1880331039428711,0.25325459241867065,0.14432843029499054,0.19031576812267303
or,0.33867141604423523,0.41331517696380615,0.4174870550632477,0.12635108828544617,0.15449458360671997,0.46389055252075195,0.23362433910369873,0.30238664150238037,0.32389625906944275
coalition,0.15644073486328125,0.2179296314716339,0.27709540724754333,0.36493414640426636,0.4340565800666809,0.15836195647716522,0.31432512402534485,0.2135225385427475,0.13521195948123932
with,0.2464839518070221,0.33888739347457886,0.4223487675189972,0.09384632855653763,0.09788184612989426,0.48046383261680603,0.20798128843307495,0.34885337948799133,0.2433311939239502
majority,0.25967487692832947,0.2038634866476059,0.28757327795028687,0.2632056474685669,0.2642076909542084,0.36177510023117065,0.2868514060974121,0.36044275760650635,0.220119908452034
members,0.16873176395893097,0.1977192610502243,0.3321719169616699,0.1960206776857376,0.23313948512077332,0.2992980480194092,0.19974319636821747,0.17638054490089417,0.10212311148643494
in,0.30808621644973755,0.2580665349960327,0.6662389636039734,0.18097394704818726,0.19794908165931702,0.36843645572662354,0.16666220128536224,0.3605569899082184,0.20430970191955566
parliament,0.21650300920009613,0.15437255799770355,0.26521381735801697,0.409198135137558,0.46939271688461304,0.16643136739730835,0.29766279458999634,0.16282236576080322,0.1586504578590393
.,0.3567904531955719,0.33682769536972046,0.5934505462646484,0.17658381164073944,0.16012521088123322,0.41614407300949097,0.2141435295343399,0.37877383828163147,0.4130953550338745
