,when,the,rhine,emerges,from,lake,constance,which,way,does,it,flow,?
",",0.36674630641937256,0.4933079481124878,0.167837992310524,0.20277588069438934,0.39760664105415344,0.2802521586418152,0.3135715425014496,0.3658004403114319,0.2861018478870392,0.28617382049560547,0.48329564929008484,0.23027558624744415,0.31091248989105225
passes,0.27299174666404724,0.3752402365207672,0.18002983927726746,0.24288876354694366,0.18699975311756134,0.14567577838897705,0.1585291028022766,0.30248111486434937,0.29357245564460754,0.26493188738822937,0.2643519341945648,0.32833316922187805,0.09716983139514923
the,0.5091903209686279,1.0,0.30735138058662415,0.31405022740364075,0.40150508284568787,0.24325428903102875,0.23177717626094818,0.6521818041801453,0.36217406392097473,0.35928019881248474,0.6251175999641418,0.314039409160614,0.22068053483963013
rhine,0.13750529289245605,0.30735138058662415,1.0,0.12692593038082123,0.2181936800479889,0.22246339917182922,0.33406126499176025,0.18744276463985443,0.17141522467136383,0.13532963395118713,0.17693428695201874,0.20253489911556244,0.13754533231258392
falls,0.19246278703212738,0.2708098292350769,0.2623627483844757,0.2658521234989166,0.23195196688175201,0.28429391980171204,0.13261857628822327,0.19630128145217896,0.12796016037464142,0.3261214792728424,0.18943685293197632,0.18951277434825897,0.15918700397014618
",",0.36674630641937256,0.4933079481124878,0.167837992310524,0.20277588069438934,0.39760664105415344,0.2802521586418152,0.3135715425014496,0.3658004403114319,0.2861018478870392,0.28617382049560547,0.48329564929008484,0.23027558624744415,0.31091248989105225
and,0.4716290831565857,0.5171257257461548,0.22029656171798706,0.22599735856056213,0.3601827025413513,0.234501451253891,0.30396533012390137,0.506277859210968,0.32150545716285706,0.3461615741252899,0.40957894921302795,0.2773895561695099,0.20544172823429108
is,0.3471449911594391,0.5823672413825989,0.15617261826992035,0.2250874936580658,0.27355384826660156,0.22300897538661957,0.2383592426776886,0.4457404911518097,0.31685471534729004,0.4403602182865143,0.6328473687171936,0.26788079738616943,0.22961433231830597
joined,0.2696928381919861,0.2943263649940491,0.2115587294101715,0.10804703831672668,0.17056068778038025,0.12737587094306946,0.12372574955224991,0.18207672238349915,0.09903165698051453,0.1460048407316208,0.14989949762821198,0.1833096742630005,0.06566751003265381
by,0.4376842677593231,0.4408751428127289,0.18456800282001495,0.13897906243801117,0.3373257517814636,0.17407365143299103,0.19241288304328918,0.40543368458747864,0.3228684663772583,0.143477201461792,0.40926623344421387,0.16639110445976257,0.17966607213020325
its,0.34032323956489563,0.559237003326416,0.17144687473773956,0.28516796231269836,0.32706040143966675,0.16622896492481232,0.18877826631069183,0.5154205560684204,0.23329468071460724,0.33437713980674744,0.5786119699478149,0.22264854609966278,0.15103481709957123
major,0.17186790704727173,0.31775903701782227,0.10607928037643433,0.19000931084156036,0.1417090892791748,0.12608104944229126,0.04995693266391754,0.31470122933387756,0.23116034269332886,0.17495857179164886,0.22329258918762207,0.15195955336093903,0.19788557291030884
tributary,0.11606253683567047,0.2506791055202484,0.38415995240211487,0.2865062952041626,0.16882888972759247,0.350729763507843,0.2620871663093567,0.16096635162830353,0.1482735425233841,0.132293239235878,0.21914006769657135,0.45976734161376953,0.15467847883701324
",",0.36674630641937256,0.4933079481124878,0.167837992310524,0.20277588069438934,0.39760664105415344,0.2802521586418152,0.3135715425014496,0.3658004403114319,0.2861018478870392,0.28617382049560547,0.48329564929008484,0.23027558624744415,0.31091248989105225
the,0.5091903209686279,1.0,0.30735138058662415,0.31405022740364075,0.40150508284568787,0.24325428903102875,0.23177717626094818,0.6521818041801453,0.36217406392097473,0.35928019881248474,0.6251175999641418,0.314039409160614,0.22068053483963013
river,0.14102806150913239,0.2894456386566162,0.3672541379928589,0.30093228816986084,0.20433256030082703,0.4539169669151306,0.1973106861114502,0.25416892766952515,0.1325654536485672,0.14026834070682526,0.24976809322834015,0.45109862089157104,0.15390869975090027
aare,0.16159328818321228,0.3575730621814728,0.4274474084377289,0.17910775542259216,0.15081119537353516,0.35919269919395447,0.31995075941085815,0.33076366782188416,0.22174014151096344,0.2321879118680954,0.32902324199676514,0.26965782046318054,0.15954816341400146
.,0.475719153881073,0.5934505462646484,0.2089352011680603,0.18615014851093292,0.41536515951156616,0.18603695929050446,0.2745775878429413,0.45942068099975586,0.33520638942718506,0.3022993505001068,0.5593622326850891,0.191733717918396,0.4130953550338745
