,in,what,types,of,organisms,did,the,adaptive,immune,system,first,evolve,?
for,0.4322226941585541,0.3017193675041199,0.29793059825897217,0.4185989499092102,0.21865904331207275,0.318512886762619,0.4739971458911896,0.22177909314632416,0.1448224037885666,0.2630598843097687,0.3800288736820221,0.24587799608707428,0.264628142118454
a,0.539380669593811,0.3320399522781372,0.27099108695983887,0.5052502155303955,0.1930171549320221,0.2552328109741211,0.5829201340675354,0.24145695567131042,0.20466765761375427,0.2589043080806732,0.4287874400615692,0.2652837932109833,0.23916715383529663
stronger,0.20021474361419678,0.26740801334381104,0.21656176447868347,0.19056105613708496,0.17725791037082672,0.24810373783111572,0.24540938436985016,0.20914338529109955,0.2652669847011566,0.23853066563606262,0.20872744917869568,0.27116888761520386,0.12132075428962708
immune,0.14682820439338684,0.2410416603088379,0.2538298964500427,0.16620753705501556,0.3922001123428345,0.22016388177871704,0.21364226937294006,0.4945787191390991,1.0,0.3962631821632385,0.12267449498176575,0.30611419677734375,0.16080476343631744
response,0.20744606852531433,0.3532308340072632,0.19293251633644104,0.21864040195941925,0.17816242575645447,0.23455248773097992,0.28909924626350403,0.3731633722782135,0.43541768193244934,0.2933112382888794,0.24658751487731934,0.14789026975631714,0.2007838636636734
as,0.3887844979763031,0.31749409437179565,0.2006441354751587,0.3886612355709076,0.2541891038417816,0.3596470057964325,0.48381632566452026,0.22404366731643677,0.17487213015556335,0.1973835676908493,0.33842000365257263,0.20382127165794373,0.27043893933296204
well,0.36612698435783386,0.4154493808746338,0.29953911900520325,0.3343164324760437,0.24013209342956543,0.4341743588447571,0.42630070447921753,0.2299025058746338,0.18631522357463837,0.2583600878715515,0.320014625787735,0.2670094072818756,0.24815571308135986
as,0.3887844979763031,0.31749409437179565,0.2006441354751587,0.3886612355709076,0.2541891038417816,0.3596470057964325,0.48381632566452026,0.22404366731643677,0.17487213015556335,0.1973835676908493,0.33842000365257263,0.20382127165794373,0.27043893933296204
immunological,0.22100606560707092,0.26173391938209534,0.25220808386802673,0.3113144040107727,0.4703753590583801,0.178655743598938,0.27035608887672424,0.49530941247940063,0.6595817804336548,0.32446733117103577,0.1792038083076477,0.28002437949180603,0.18608254194259644
memory,0.2039261907339096,0.20690667629241943,0.13451674580574036,0.17919406294822693,0.2016299068927765,0.12954865396022797,0.1785092055797577,0.2664898633956909,0.26059073209762573,0.18036310374736786,0.12365429848432541,0.11550914496183395,0.1397676020860672
",",0.5201468467712402,0.3087472915649414,0.24108222126960754,0.4946078956127167,0.20150232315063477,0.3015086054801941,0.4933079481124878,0.1528570055961609,0.15102852880954742,0.18439900875091553,0.34503069519996643,0.1798633337020874,0.31091248989105225
where,0.5344807505607605,0.4457937180995941,0.23438596725463867,0.38066378235816956,0.20966456830501556,0.24159270524978638,0.5003893971443176,0.2317676842212677,0.19671759009361267,0.2373466193675995,0.3238157331943512,0.21785378456115723,0.24793872237205505
each,0.30816060304641724,0.3353266417980194,0.361520916223526,0.38460010290145874,0.24372273683547974,0.20516681671142578,0.470844566822052,0.22868485748767853,0.20908746123313904,0.19864937663078308,0.35237833857536316,0.31090113520622253,0.21173812448978424
pathogen,0.1709301620721817,0.2550991475582123,0.27050504088401794,0.22046351432800293,0.5952157974243164,0.16602759063243866,0.21664372086524963,0.4467320442199707,0.5720921158790588,0.2914358079433441,0.12580114603042603,0.328409880399704,0.1893778294324875
is,0.5394441485404968,0.28837618231773376,0.21496213972568512,0.4854315221309662,0.1773757040500641,0.19247472286224365,0.5823672413825989,0.22713550925254822,0.2092347890138626,0.2282046526670456,0.30889374017715454,0.2095315158367157,0.22961433231830597
``,0.04765888676047325,0.008517155423760414,0.001780139748007059,0.06780257821083069,0.07052341103553772,-0.029888948425650597,0.029072100296616554,0.07554429769515991,0.15046526491641998,0.07236211001873016,0.006519378628581762,0.06548837572336197,0.0685480609536171
remembered,0.31027668714523315,0.2889537811279297,0.127291738986969,0.31641438603401184,0.17313840985298157,0.2699604332447052,0.3026362359523773,0.1896432340145111,0.19345569610595703,0.1337849646806717,0.2780403792858124,0.11922255158424377,0.20024313032627106
'',0.07432962208986282,0.08143015950918198,-0.006088451948016882,0.13035868108272552,-0.05098387598991394,0.01978493109345436,0.041273195296525955,-0.013611001893877983,-0.032193783670663834,-0.018831472843885422,-0.03874251991510391,0.033319663256406784,0.018684765323996544
by,0.370934396982193,0.2455483376979828,0.15044783055782318,0.3646814823150635,0.19641327857971191,0.18574509024620056,0.4408751428127289,0.2714908719062805,0.17260463535785675,0.23017624020576477,0.3877052962779999,0.08936571329832077,0.17966607213020325
a,0.539380669593811,0.3320399522781372,0.27099108695983887,0.5052502155303955,0.1930171549320221,0.2552328109741211,0.5829201340675354,0.24145695567131042,0.20466765761375427,0.2589043080806732,0.4287874400615692,0.2652837932109833,0.23916715383529663
signature,0.07454866915941238,0.13816918432712555,0.078278549015522,0.13593903183937073,0.04422891139984131,0.16461022198200226,0.08575572818517685,0.11145685613155365,0.14794711768627167,0.09189366549253464,0.21995483338832855,0.05155351758003235,0.16868096590042114
antigen,0.19772455096244812,0.1935727745294571,0.23347967863082886,0.2816563546657562,0.47950080037117004,0.12911462783813477,0.2583788335323334,0.4485032856464386,0.5719437599182129,0.22888480126857758,0.14559362828731537,0.36043551564216614,0.19160577654838562
.,0.5591574311256409,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.2715383470058441,0.35288307070732117,0.5934505462646484,0.19474436342716217,0.18267881870269775,0.2277725487947464,0.4345304071903229,0.250874400138855,0.4130953550338745
