,what,does,the,wg,i,summary,for,policymakers,report,say,human,activities,are,doing,to,greenhouse,gases,?
report,0.2868559956550598,0.1839267909526825,0.2556745111942291,0.32964351773262024,0.21879704296588898,0.3882492184638977,0.2216007560491562,0.45479339361190796,0.9999998807907104,0.271028608083725,0.21873526275157928,0.24423031508922577,0.1750389188528061,0.2582768201828003,0.2559358477592468,0.16073928773403168,0.1579340398311615,0.3138936758041382
says,0.43107321858406067,0.4395788609981537,0.29071056842803955,0.11977837979793549,0.25051215291023254,0.3032355308532715,0.2572396695613861,0.3175751864910126,0.292548269033432,0.6450499892234802,0.25981324911117554,0.16313809156417847,0.20766083896160126,0.3401655852794647,0.31942060589790344,0.17953604459762573,0.2298828810453415,0.2869862914085388
they,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.08534002304077148,0.35231977701187134,0.1389402151107788,0.3466525673866272,0.30313050746917725,0.20073619484901428,0.3993258774280548,0.2860458195209503,0.2304997742176056,0.610666811466217,0.3415575325489044,0.5452046394348145,0.2410549521446228,0.2916477918624878,0.2753053903579712
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.03920864686369896,0.21339178085327148,0.15400069952011108,0.3895993232727051,0.2663073241710663,0.1750389188528061,0.37062135338783264,0.23456993699073792,0.3175194263458252,1.0,0.2746124863624573,0.3504326641559601,0.1824464201927185,0.28111857175827026,0.24591213464736938
certain,0.4561643898487091,0.41002264618873596,0.392071396112442,0.12087876349687576,0.2608778178691864,0.2123326063156128,0.3654305636882782,0.3169567883014679,0.17853575944900513,0.4180372953414917,0.3102077841758728,0.3071947395801544,0.48443952202796936,0.37906357645988464,0.4444960355758667,0.24583540856838226,0.313727468252182,0.2516106069087982
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.09862738102674484,0.4255519211292267,0.3151160180568695,0.4137635827064514,0.37032851576805115,0.30103304982185364,0.5852095484733582,0.3200635015964508,0.307251513004303,0.45265161991119385,0.50474613904953,0.5436353087425232,0.28950396180152893,0.32052531838417053,0.32716336846351624
emissions,0.2559395730495453,0.2747842073440552,0.24195483326911926,0.19369465112686157,0.20020173490047455,0.1999223828315735,0.2366008162498474,0.35137826204299927,0.2687855362892151,0.18620872497558594,0.2664934992790222,0.31203773617744446,0.354765385389328,0.248552605509758,0.28014418482780457,0.4828691780567169,0.5651023387908936,0.19590985774993896
resulting,0.17960047721862793,0.23127596080303192,0.3905409574508667,0.08597086369991302,0.17162346839904785,0.16376587748527527,0.28196775913238525,0.1502920389175415,0.21891240775585175,0.16805653274059296,0.2826111614704132,0.1613815575838089,0.21578353643417358,0.22228457033634186,0.26808956265449524,0.24936145544052124,0.2972339987754822,0.10813049972057343
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.10938546061515808,0.1677764356136322,0.12636727094650269,0.314039945602417,0.21639370918273926,0.13743405044078827,0.2877751290798187,0.1504075527191162,0.14146654307842255,0.2674213647842407,0.22320200502872467,0.4069952368736267,0.1804644912481308,0.23400506377220154,0.19969791173934937
human,0.24243313074111938,0.23807655274868011,0.3103327453136444,0.11991682648658752,0.16192224621772766,0.19025814533233643,0.2089424729347229,0.24162524938583374,0.21873526275157928,0.27660462260246277,1.0,0.21314997971057892,0.23456993699073792,0.1718815565109253,0.25612473487854004,0.2540213465690613,0.25014472007751465,0.19748784601688385
activities,0.21757790446281433,0.2549113929271698,0.2626894414424896,0.10652665793895721,0.12427069246768951,0.2087024599313736,0.34456658363342285,0.399568110704422,0.24423031508922577,0.14407727122306824,0.21314997971057892,1.0000001192092896,0.3175194263458252,0.4270543158054352,0.2740468382835388,0.2018372118473053,0.23239848017692566,0.11289679259061813
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.03920864686369896,0.21339178085327148,0.15400069952011108,0.3895993232727051,0.2663073241710663,0.1750389188528061,0.37062135338783264,0.23456993699073792,0.3175194263458252,1.0,0.2746124863624573,0.3504326641559601,0.1824464201927185,0.28111857175827026,0.24591213464736938
substantially,0.3593144714832306,0.3384290933609009,0.3244253695011139,0.07162594050168991,0.22840017080307007,0.3315049111843109,0.2971985340118408,0.3449194133281708,0.27085694670677185,0.3033626675605774,0.20741800963878632,0.2622251808643341,0.3278767764568329,0.2508610486984253,0.3734811842441559,0.30443620681762695,0.30338045954704285,0.2573455274105072
increasing,0.2066856026649475,0.2398691326379776,0.34958165884017944,0.048435334116220474,0.18791325390338898,0.12686635553836823,0.28076329827308655,0.2509898841381073,0.205130472779274,0.18104122579097748,0.25936293601989746,0.33020085096359253,0.26778411865234375,0.30391180515289307,0.35017409920692444,0.3384774923324585,0.29272574186325073,0.0681626945734024
the,0.42745697498321533,0.35928019881248474,1.0,0.15458931028842926,0.26687872409820557,0.18884122371673584,0.4739971458911896,0.28423207998275757,0.2556745111942291,0.3200206458568573,0.3103327453136444,0.2626894414424896,0.40399202704429626,0.29305580258369446,0.535392165184021,0.24104130268096924,0.25194600224494934,0.22068053483963013
atmospheric,0.2079145908355713,0.18423116207122803,0.25230076909065247,0.11984218657016754,0.17877550423145294,0.24484695494174957,0.2140766829252243,0.29885610938072205,0.21263280510902405,0.13115018606185913,0.2434449940919876,0.24636723101139069,0.18460805714130402,0.21766287088394165,0.24248166382312775,0.4734325110912323,0.5096442699432373,0.11404281854629517
concentrations,0.21233819425106049,0.1848604828119278,0.24966663122177124,0.11639494448900223,0.15918682515621185,0.12598006427288055,0.21190546452999115,0.269981324672699,0.17946873605251312,0.18944278359413147,0.20824480056762695,0.3214113116264343,0.3337324559688568,0.23645268380641937,0.2643222510814667,0.33333754539489746,0.39550361037254333,0.12325159460306168
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.08974659442901611,0.25849398970603943,0.14881475269794464,0.4185989499092102,0.25868871808052063,0.22992923855781555,0.30290520191192627,0.3083189129829407,0.23520112037658691,0.39081433415412903,0.25269845128059387,0.41548454761505127,0.2204664796590805,0.217218816280365,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.15458931028842926,0.26687872409820557,0.18884122371673584,0.4739971458911896,0.28423207998275757,0.2556745111942291,0.3200206458568573,0.3103327453136444,0.2626894414424896,0.40399202704429626,0.29305580258369446,0.535392165184021,0.24104130268096924,0.25194600224494934,0.22068053483963013
greenhouse,0.18998095393180847,0.267493337392807,0.24104130268096924,0.07063431292772293,0.13931933045387268,0.11352917551994324,0.21598491072654724,0.2989479601383209,0.16073928773403168,0.13067243993282318,0.2540213465690613,0.2018372118473053,0.1824464201927185,0.18157145380973816,0.26909852027893066,1.0,0.5787156820297241,0.17256315052509308
gases,0.24276718497276306,0.3112175464630127,0.25194600224494934,0.055017635226249695,0.17129357159137726,0.12772412598133087,0.21186786890029907,0.2386871725320816,0.1579340398311615,0.20424678921699524,0.25014472007751465,0.23239848017692566,0.28111857175827026,0.2345135509967804,0.2727961242198944,0.5787156820297241,1.0000001192092896,0.1804526448249817
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2036733329296112,0.3467482030391693,0.19522196054458618,0.4464869201183319,0.29703962802886963,0.250803142786026,0.35129812359809875,0.23877760767936707,0.19959557056427002,0.4062570035457611,0.31285786628723145,0.44245919585227966,0.24487458169460297,0.19359388947486877,0.31091248989105225
resulting,0.17960047721862793,0.23127596080303192,0.3905409574508667,0.08597086369991302,0.17162346839904785,0.16376587748527527,0.28196775913238525,0.1502920389175415,0.21891240775585175,0.16805653274059296,0.2826111614704132,0.1613815575838089,0.21578353643417358,0.22228457033634186,0.26808956265449524,0.24936145544052124,0.2972339987754822,0.10813049972057343
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.22130648791790009,0.238076314330101,0.2188710868358612,0.36199691891670227,0.292380154132843,0.29382312297821045,0.2754344344139099,0.18558697402477264,0.24141795933246613,0.268924742937088,0.2873699367046356,0.41031414270401,0.18305012583732605,0.16445668041706085,0.2714994251728058
average,0.24068789184093475,0.17787541449069977,0.27058175206184387,0.14969909191131592,0.09497170150279999,0.21197722852230072,0.20724235475063324,0.20865462720394135,0.20708073675632477,0.18563546240329742,0.1961180418729782,0.1742093712091446,0.25111138820648193,0.1711721122264862,0.2572915256023407,0.31141602993011475,0.22725096344947815,0.21764592826366425
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.09239161014556885,0.22907796502113342,0.11889870464801788,0.4322226941585541,0.19516542553901672,0.204250767827034,0.26482993364334106,0.23986108601093292,0.2027697116136551,0.3841303884983063,0.27240219712257385,0.45010748505592346,0.18596510589122772,0.18955570459365845,0.20430970191955566
an,0.2821882665157318,0.29477936029434204,0.4207492768764496,0.14413349330425262,0.20297521352767944,0.2233847677707672,0.3236706852912903,0.22112439572811127,0.18313995003700256,0.2514885663986206,0.18078956007957458,0.19097791612148285,0.1556541919708252,0.21229656040668488,0.3138085603713989,0.21996299922466278,0.20270441472530365,0.19793890416622162
additional,0.20172064006328583,0.2654404044151306,0.2539002597332001,0.1787557750940323,0.22324562072753906,0.23064738512039185,0.3404708206653595,0.23736202716827393,0.2390977144241333,0.19794300198554993,0.19067168235778809,0.19207768142223358,0.29729586839675903,0.21432046592235565,0.29850050806999207,0.22273075580596924,0.17147566378116608,0.24309562146663666
warming,0.28293129801750183,0.27164965867996216,0.28771063685417175,0.19409680366516113,0.20205600559711456,0.1577780395746231,0.27511540055274963,0.39573660492897034,0.3524695336818695,0.19734182953834534,0.3072309195995331,0.3421187102794647,0.19930076599121094,0.3469768464565277,0.3203888237476349,0.5711086392402649,0.4384614825248718,0.24314598739147186
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.08974659442901611,0.25849398970603943,0.14881475269794464,0.4185989499092102,0.25868871808052063,0.22992923855781555,0.30290520191192627,0.3083189129829407,0.23520112037658691,0.39081433415412903,0.25269845128059387,0.41548454761505127,0.2204664796590805,0.217218816280365,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.15458931028842926,0.26687872409820557,0.18884122371673584,0.4739971458911896,0.28423207998275757,0.2556745111942291,0.3200206458568573,0.3103327453136444,0.2626894414424896,0.40399202704429626,0.29305580258369446,0.535392165184021,0.24104130268096924,0.25194600224494934,0.22068053483963013
earth,0.25883176922798157,0.24806667864322662,0.2801888585090637,0.11031688749790192,0.18357396125793457,0.12233439832925797,0.20491120219230652,0.15502774715423584,0.08356694877147675,0.2669260799884796,0.30750349164009094,0.11155396699905396,0.22218742966651917,0.206520214676857,0.2486501932144165,0.38262900710105896,0.4047447144985199,0.17717236280441284
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,0.019202619791030884,0.09143294394016266,-0.014833289198577404,-0.07241261005401611,-0.007462759036570787,-0.0383719876408577,0.02346254698932171,0.03975607082247734,0.018340596929192543,-0.008927806280553341,-0.003558715106919408,0.03782717138528824,0.02441580966114998,0.0013759065186604857,-0.023395681753754616
surface,0.23580394685268402,0.22910720109939575,0.2555135488510132,0.12448632717132568,0.18625953793525696,0.1302780658006668,0.17463307082653046,0.12663142383098602,0.18031087517738342,0.22299881279468536,0.23095011711120605,0.17896969616413116,0.24727550148963928,0.19739696383476257,0.23727688193321228,0.3447001874446869,0.4150101840496063,0.14613434672355652
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.28056296706199646,0.33645379543304443,0.23222093284130096,0.4726039469242096,0.2821531295776367,0.277835488319397,0.33481550216674805,0.24595768749713898,0.1808198243379593,0.3452940285205841,0.3253456652164459,0.4645031690597534,0.24622081220149994,0.22829675674438477,0.4130953550338745
