,along,with,mills,and,mines,",",in,what,industrial,locations,did,steam,drive,machines,?
and,0.4213258922100067,0.5477725267410278,0.2831710875034332,1.0,0.23175810277462006,0.6633074283599854,0.4954058527946472,0.31309178471565247,0.3274568021297455,0.2926171123981476,0.34479495882987976,0.24133789539337158,0.19344621896743774,0.2919604778289795,0.20544172823429108
saw,0.2731241285800934,0.2560844421386719,0.20219969749450684,0.2664891481399536,0.17170272767543793,0.2245745062828064,0.24892163276672363,0.24788837134838104,0.17760223150253296,0.1287936270236969,0.4446955919265747,0.20953558385372162,0.163600891828537,0.20640446245670319,0.14690998196601868
widespread,0.1265849620103836,0.17052602767944336,0.1537742018699646,0.24883680045604706,0.14607389271259308,0.2598702907562256,0.26911109685897827,0.236628457903862,0.21848468482494354,0.16424500942230225,0.23944862186908722,0.16036094725131989,0.1740553230047226,0.20098738372325897,0.16958627104759216
commercial,0.10831616073846817,0.16438549757003784,0.25949522852897644,0.240259051322937,0.1867734044790268,0.26546892523765564,0.2615188956260681,0.12070754915475845,0.4184786081314087,0.23791779577732086,0.17984269559383392,0.23320558667182922,0.2564472556114197,0.22312404215335846,0.04216946288943291
use,0.16399286687374115,0.3356984257698059,0.202681764960289,0.34145063161849976,0.21613427996635437,0.3276674151420593,0.2715643048286438,0.3453877568244934,0.23516546189785004,0.30926942825317383,0.32446643710136414,0.2950085997581482,0.3064635694026947,0.3805813789367676,0.32795652747154236
driving,0.23323170840740204,0.22748202085494995,0.23589825630187988,0.24490134418010712,0.19961504638195038,0.22151504456996918,0.2480645477771759,0.249915212392807,0.23904284834861755,0.24775069952011108,0.19894996285438538,0.3270554542541504,0.5945707559585571,0.23768402636051178,0.0902169942855835
machinery,0.17693160474300385,0.16496799886226654,0.4165264070034027,0.2654326856136322,0.3476409316062927,0.24756817519664764,0.2546854317188263,0.19969290494918823,0.503724217414856,0.24060627818107605,0.1714453101158142,0.43493762612342834,0.2765820026397705,0.798748791217804,0.13786892592906952
in,0.3603311777114868,0.4080928862094879,0.24612903594970703,0.4954058527946472,0.23567435145378113,0.5201468467712402,1.0,0.30808621644973755,0.3118434548377991,0.36845505237579346,0.2593238651752472,0.19852672517299652,0.16816924512386322,0.2209317833185196,0.20430970191955566
factories,0.21030418574810028,0.2066943347454071,0.43301984667778015,0.33217841386795044,0.44263190031051636,0.25142666697502136,0.3225904107093811,0.18422946333885193,0.5878298878669739,0.33949369192123413,0.2277228981256485,0.3955792486667633,0.20760439336299896,0.4389549791812897,0.13455291092395782
",",0.29824912548065186,0.4120737314224243,0.31102821230888367,0.6633074283599854,0.22789384424686432,1.0000001192092896,0.5201468467712402,0.3087472915649414,0.28774935007095337,0.2831610143184662,0.3015086054801941,0.2264556586742401,0.17920437455177307,0.25857728719711304,0.31091248989105225
mills,0.19911471009254456,0.14439818263053894,0.9999999403953552,0.2831710875034332,0.35010915994644165,0.31102821230888367,0.24612903594970703,0.11937421560287476,0.37924161553382874,0.15097616612911224,0.11092373728752136,0.34476423263549805,0.2541605830192566,0.394080251455307,0.13688337802886963
and,0.4213258922100067,0.5477725267410278,0.2831710875034332,1.0,0.23175810277462006,0.6633074283599854,0.4954058527946472,0.31309178471565247,0.3274568021297455,0.2926171123981476,0.34479495882987976,0.24133789539337158,0.19344621896743774,0.2919604778289795,0.20544172823429108
mines,0.13567356765270233,0.13514891266822815,0.35010915994644165,0.23175810277462006,0.9999999403953552,0.22789384424686432,0.23567435145378113,0.1355462670326233,0.39654064178466797,0.21754878759384155,0.11972011625766754,0.2542871832847595,0.1441970020532608,0.3546759784221649,0.1238413155078888
;,0.04494662955403328,0.12944702804088593,-0.06837226450443268,0.08403264731168747,-0.07398096472024918,0.04938793554902077,0.092739537358284,0.10986888408660889,0.011297528631985188,0.06567571312189102,0.10727239400148392,-0.0341496504843235,0.0034852633252739906,-0.042604923248291016,0.10349778085947037
powering,0.183851957321167,0.21972887217998505,0.2938302755355835,0.3054705858230591,0.19692294299602509,0.20438136160373688,0.17637385427951813,0.17623014748096466,0.32707470655441284,0.16019321978092194,0.16991552710533142,0.3983120918273926,0.30709701776504517,0.4211667776107788,0.14105787873268127
pumping,0.2198251485824585,0.174496129155159,0.3477267920970917,0.24935178458690643,0.26809513568878174,0.2648894488811493,0.20604990422725677,0.19585782289505005,0.29698896408081055,0.2513261139392853,0.12398502975702286,0.4241339862346649,0.26154711842536926,0.3820514380931854,0.19188620150089264
stations,0.25682881474494934,0.1949257254600525,0.234659343957901,0.2687023878097534,0.25399231910705566,0.26337406039237976,0.25864288210868835,0.1621520221233368,0.2831123173236847,0.4494050145149231,0.16568200290203094,0.30662333965301514,0.22603081166744232,0.2746109664440155,0.13192185759544373
;,0.04494662955403328,0.12944702804088593,-0.06837226450443268,0.08403264731168747,-0.07398096472024918,0.04938793554902077,0.092739537358284,0.10986888408660889,0.011297528631985188,0.06567571312189102,0.10727239400148392,-0.0341496504843235,0.0034852633252739906,-0.042604923248291016,0.10349778085947037
and,0.4213258922100067,0.5477725267410278,0.2831710875034332,1.0,0.23175810277462006,0.6633074283599854,0.4954058527946472,0.31309178471565247,0.3274568021297455,0.2926171123981476,0.34479495882987976,0.24133789539337158,0.19344621896743774,0.2919604778289795,0.20544172823429108
propelling,0.19303663074970245,0.2621479034423828,0.14980126917362213,0.2513427138328552,0.19673605263233185,0.27448225021362305,0.19428741931915283,0.23911462724208832,0.2352536916732788,0.24301046133041382,0.2205083817243576,0.4700241982936859,0.31574881076812744,0.350734144449234,0.1735215187072754
transport,0.17092639207839966,0.1287173479795456,0.1743890345096588,0.2537272870540619,0.2537185847759247,0.21959951519966125,0.2746078073978424,0.1845296025276184,0.2824259102344513,0.2737618386745453,0.11462101340293884,0.3153337240219116,0.14806751906871796,0.25518879294395447,0.16607823967933655
appliances,0.15374048054218292,0.26008689403533936,0.3032495677471161,0.3034888803958893,0.2846199870109558,0.23275712132453918,0.22245006263256073,0.22092172503471375,0.4642597734928131,0.28294137120246887,0.14582252502441406,0.3860320448875427,0.2508045732975006,0.55759197473526,0.1466084122657776
such,0.29103851318359375,0.3346101939678192,0.19029568135738373,0.44540345668792725,0.1465766727924347,0.39626169204711914,0.2704046070575714,0.23989605903625488,0.19396142661571503,0.305122435092926,0.24497397243976593,0.27096763253211975,0.16794799268245697,0.3609457314014435,0.17851735651493073
as,0.31813573837280273,0.40387406945228577,0.20700213313102722,0.49487000703811646,0.14967142045497894,0.48816442489624023,0.3887844979763031,0.31749409437179565,0.20984408259391785,0.24038170278072357,0.3596470057964325,0.20776431262493134,0.15328913927078247,0.2588748633861542,0.27043893933296204
railway,0.22928255796432495,0.13719378411769867,0.24649205803871155,0.19695477187633514,0.33301106095314026,0.21531596779823303,0.2326211929321289,0.16704553365707397,0.3146052658557892,0.26351606845855713,0.13646093010902405,0.4340377151966095,0.20479287207126617,0.21409527957439423,0.07994066178798676
locomotives,0.12481763958930969,0.17084451019763947,0.2959650754928589,0.1988791525363922,0.27090057730674744,0.19764263927936554,0.17941859364509583,0.12965811789035797,0.29123803973197937,0.18592838943004608,0.10748276859521866,0.551257848739624,0.2678745985031128,0.3085976839065552,0.13195066154003143
",",0.29824912548065186,0.4120737314224243,0.31102821230888367,0.6633074283599854,0.22789384424686432,1.0000001192092896,0.5201468467712402,0.3087472915649414,0.28774935007095337,0.2831610143184662,0.3015086054801941,0.2264556586742401,0.17920437455177307,0.25857728719711304,0.31091248989105225
ships,0.264989972114563,0.1974010020494461,0.17051959037780762,0.27834877371788025,0.4081064760684967,0.21014784276485443,0.2328297346830368,0.18164707720279694,0.24800576269626617,0.24791382253170013,0.20675621926784515,0.32751697301864624,0.12744241952896118,0.28545841574668884,0.18477600812911987
",",0.29824912548065186,0.4120737314224243,0.31102821230888367,0.6633074283599854,0.22789384424686432,1.0000001192092896,0.5201468467712402,0.3087472915649414,0.28774935007095337,0.2831610143184662,0.3015086054801941,0.2264556586742401,0.17920437455177307,0.25857728719711304,0.31091248989105225
steamboats,0.26103782653808594,0.24156130850315094,0.35836854577064514,0.24913069605827332,0.3272702991962433,0.29055434465408325,0.24829447269439697,0.09068640321493149,0.32944369316101074,0.20239457488059998,0.20326697826385498,0.6425002813339233,0.28364840149879456,0.3452785313129425,0.09294833987951279
and,0.4213258922100067,0.5477725267410278,0.2831710875034332,1.0,0.23175810277462006,0.6633074283599854,0.4954058527946472,0.31309178471565247,0.3274568021297455,0.2926171123981476,0.34479495882987976,0.24133789539337158,0.19344621896743774,0.2919604778289795,0.20544172823429108
road,0.3328495919704437,0.21253445744514465,0.22394396364688873,0.21445010602474213,0.21570543944835663,0.1889011263847351,0.23586870729923248,0.14859327673912048,0.18816852569580078,0.21074607968330383,0.10854122787714005,0.1954708695411682,0.3018779754638672,0.11717954277992249,0.10894691944122314
vehicles,0.2409481555223465,0.20821073651313782,0.23564627766609192,0.25169602036476135,0.35305920243263245,0.19388854503631592,0.23028446733951569,0.1784372627735138,0.308871865272522,0.28851285576820374,0.1401449739933014,0.3949655294418335,0.46457433700561523,0.3971821963787079,0.1874745488166809
.,0.27491724491119385,0.4446153938770294,0.2706886827945709,0.588965117931366,0.22016841173171997,0.6812511086463928,0.5591574311256409,0.3567904531955719,0.2738547623157501,0.2907765209674835,0.35288307070732117,0.22855372726917267,0.21262511610984802,0.22565115988254547,0.4130953550338745
