,how,many,successors,of,kublai,was,toghun,the,last,of,?
year,0.19631797075271606,0.21933086216449738,0.15906210243701935,0.2578314542770386,0.25413915514945984,0.3209837079048157,0.1962355524301529,0.3609684407711029,0.3419959247112274,0.2578314542770386,0.18315006792545319
",",0.22659391164779663,0.40610817074775696,0.15858691930770874,0.4946078956127167,0.2569756805896759,0.45456063747406006,0.29529309272766113,0.4933079481124878,0.29026782512664795,0.4946078956127167,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.20207785069942474,0.733189046382904,0.32886171340942383,0.48711544275283813,0.270424485206604,1.0,0.3698786795139313,0.733189046382904,0.22068053483963013
13-year-old,0.23638023436069489,0.18385186791419983,0.20264889299869537,0.26021263003349304,0.30504074692726135,0.274393230676651,0.3202939033508301,0.29242148995399475,0.3218564987182617,0.26021263003349304,0.4002852141857147
toghun,0.14359700679779053,0.1749241203069687,0.21722236275672913,0.2873504161834717,0.4445301294326782,0.16988223791122437,0.9999998807907104,0.270424485206604,0.18716254830360413,0.2873504161834717,0.1859661489725113
temür,0.24690347909927368,0.22456616163253784,0.18892109394073486,0.31823858618736267,0.4129662811756134,0.3291587233543396,0.39955708384513855,0.3494127094745636,0.2414107471704483,0.31823858618736267,0.17946790158748627
(,0.1676948219537735,0.1455259770154953,0.08689162135124207,0.35032153129577637,0.18629640340805054,0.2980341613292694,0.23982663452625275,0.33289089798927307,0.290768563747406,0.35032153129577637,0.40561532974243164
emperor,0.1337691843509674,0.14269791543483734,0.22217756509780884,0.2615426778793335,0.4727574288845062,0.2147601991891861,0.30412057042121887,0.2871226370334625,0.25426870584487915,0.2615426778793335,0.19661661982536316
huizong,0.2134413868188858,0.25473207235336304,0.260746568441391,0.3219469487667084,0.5048268437385559,0.2758188843727112,0.5226269364356995,0.34044185280799866,0.27941274642944336,0.3219469487667084,0.2626197636127472
),0.17939934134483337,0.16602720320224762,0.07400432974100113,0.3680361211299896,0.21268317103385925,0.3267642855644226,0.24103815853595734,0.3456730246543884,0.30915912985801697,0.3680361211299896,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.15858691930770874,0.4946078956127167,0.2569756805896759,0.45456063747406006,0.29529309272766113,0.4933079481124878,0.29026782512664795,0.4946078956127167,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.20207785069942474,0.733189046382904,0.32886171340942383,0.48711544275283813,0.270424485206604,1.0,0.3698786795139313,0.733189046382904,0.22068053483963013
last,0.24577783048152924,0.21182136237621307,0.2436496913433075,0.3052992522716522,0.29496753215789795,0.32424551248550415,0.18716254830360413,0.3698786795139313,1.0,0.3052992522716522,0.22371746599674225
of,0.2480744868516922,0.37253960967063904,0.19462554156780243,1.0,0.231930211186409,0.4069072902202606,0.2873504161834717,0.733189046382904,0.3052992522716522,1.0,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.20207785069942474,0.733189046382904,0.32886171340942383,0.48711544275283813,0.270424485206604,1.0,0.3698786795139313,0.733189046382904,0.22068053483963013
nine,0.1557593196630478,0.3415135145187378,0.15622113645076752,0.29486238956451416,0.14865170419216156,0.2782309651374817,0.2098362296819687,0.33253175020217896,0.23340798914432526,0.29486238956451416,0.13964155316352844
successors,0.1924082636833191,0.23388098180294037,1.0,0.19462554156780243,0.31447911262512207,0.2502745985984802,0.21722236275672913,0.20207785069942474,0.2436496913433075,0.19462554156780243,0.10190409421920776
of,0.2480744868516922,0.37253960967063904,0.19462554156780243,1.0,0.231930211186409,0.4069072902202606,0.2873504161834717,0.733189046382904,0.3052992522716522,1.0,0.1826142966747284
kublai,0.20475788414478302,0.21436981856822968,0.31447911262512207,0.231930211186409,0.9999999403953552,0.3139400780200958,0.4445301294326782,0.32886171340942383,0.29496753215789795,0.231930211186409,0.14562560617923737
khan,0.11783289164304733,0.15215526521205902,0.20698800683021545,0.17124508321285248,0.5925762057304382,0.23483267426490784,0.37790825963020325,0.21067845821380615,0.1790974736213684,0.17124508321285248,0.12862591445446014
",",0.22659391164779663,0.40610817074775696,0.15858691930770874,0.4946078956127167,0.2569756805896759,0.45456063747406006,0.29529309272766113,0.4933079481124878,0.29026782512664795,0.4946078956127167,0.31091248989105225
was,0.16678167879581451,0.260356068611145,0.2502745985984802,0.4069072902202606,0.3139400780200958,1.0000001192092896,0.16988223791122437,0.48711544275283813,0.32424551248550415,0.4069072902202606,0.18412111699581146
summoned,0.15039044618606567,0.16052252054214478,0.19321346282958984,0.26175934076309204,0.3792608678340912,0.22964097559452057,0.16183459758758545,0.29255178570747375,0.18230001628398895,0.26175934076309204,0.12790928781032562
back,0.2557322680950165,0.2512952387332916,0.1221805140376091,0.23051875829696655,0.2814345359802246,0.2438982129096985,0.14730900526046753,0.3612101674079895,0.27975037693977356,0.23051875829696655,0.2397768795490265
from,0.22939439117908478,0.33099696040153503,0.08601637929677963,0.4249346852302551,0.13737952709197998,0.31171464920043945,0.13354331254959106,0.40150508284568787,0.235591322183609,0.4249346852302551,0.19969791173934937
guangxi,0.2036413699388504,0.2665804624557495,0.21556217968463898,0.31618332862854004,0.510178804397583,0.19729043543338776,0.5292642116546631,0.3066142797470093,0.1885536015033722,0.31618332862854004,0.1489756554365158
and,0.33647966384887695,0.5296266674995422,0.19702008366584778,0.5116966962814331,0.25078991055488586,0.3740963041782379,0.22120755910873413,0.5171257257461548,0.25967320799827576,0.5116966962814331,0.20544172823429108
succeeded,0.13908007740974426,0.09725533425807953,0.5029946565628052,0.26539725065231323,0.2867931127548218,0.36064937710762024,0.2002873420715332,0.2137616127729416,0.22012726962566376,0.26539725065231323,0.12414717674255371
to,0.44169697165489197,0.40243685245513916,0.15720818936824799,0.41548454761505127,0.2918815314769745,0.3636345863342285,0.15596270561218262,0.535392165184021,0.30156898498535156,0.41548454761505127,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.20207785069942474,0.733189046382904,0.32886171340942383,0.48711544275283813,0.270424485206604,1.0,0.3698786795139313,0.733189046382904,0.22068053483963013
throne,0.09724017977714539,0.12199891358613968,0.34073078632354736,0.211557537317276,0.3680238127708435,0.25343436002731323,0.23853172361850739,0.2638266980648041,0.2366013079881668,0.211557537317276,0.17206846177577972
.,0.3287222981452942,0.3974229395389557,0.12908315658569336,0.5352458953857422,0.2311694622039795,0.40146201848983765,0.25734615325927734,0.5934505462646484,0.3548945486545563,0.5352458953857422,0.4130953550338745
