,what,geologic,feature,is,composed,of,oxygen,oxides,?
bauxite,0.2086021602153778,0.4261540472507477,0.23441122472286224,0.3806309401988983,0.2661091685295105,0.3132390081882477,0.3878496587276459,0.5888298153877258,0.16008946299552917
and,0.31309178471565247,0.1878790259361267,0.29179611802101135,0.3859752118587494,0.25432297587394714,0.5116966962814331,0.22261030972003937,0.2194577157497406,0.20544172823429108
corundum,0.22162474691867828,0.2885700464248657,0.11937820166349411,0.3214645981788635,0.1807551085948944,0.21389326453208923,0.3021848499774933,0.4590438902378082,0.18310382962226868
),0.26259949803352356,0.1917421668767929,0.1909548044204712,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.19541971385478973,0.1557846963405609,0.42300865054130554
",",0.3087472915649414,0.19010312855243683,0.22241170704364777,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.21812842786312103,0.19839848577976227,0.31091248989105225
iron,0.1444280743598938,0.21532762050628662,0.12762440741062164,0.22105827927589417,0.19524838030338287,0.263920396566391,0.41131383180618286,0.5101712346076965,0.1309053897857666
(,0.2411840260028839,0.178060382604599,0.1903994381427765,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.189798504114151,0.1593090444803238,0.40561532974243164
iron,0.1444280743598938,0.21532762050628662,0.12762440741062164,0.22105827927589417,0.19524838030338287,0.263920396566391,0.41131383180618286,0.5101712346076965,0.1309053897857666
(,0.2411840260028839,0.178060382604599,0.1903994381427765,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.189798504114151,0.1593090444803238,0.40561532974243164
iii,0.09164873510599136,0.1136285811662674,0.0068357097916305065,0.1991383284330368,0.20747190713882446,0.21691277623176575,0.15205992758274078,0.283071368932724,0.13642357289791107
),0.26259949803352356,0.1917421668767929,0.1909548044204712,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.19541971385478973,0.1557846963405609,0.42300865054130554
oxide,0.1961873471736908,0.25374168157577515,0.13226774334907532,0.21587015688419342,0.1957874894142151,0.15275245904922485,0.5954530835151672,0.9161686897277832,0.20583678781986237
fe,0.1869426965713501,0.20277583599090576,0.1248646005988121,0.16083765029907227,0.17869940400123596,0.19759707152843475,0.23477163910865784,0.31502771377563477,0.16597414016723633
2o,0.09537039697170258,-0.06969981640577316,0.06663153320550919,0.05618066340684891,-0.023875433951616287,-0.03890562430024147,0.07295845448970795,0.02454233169555664,0.0794609934091568
3,0.04473085701465607,0.09850350767374039,0.135660782456398,0.1504552811384201,0.11195937544107437,0.046857766807079315,0.08124106377363205,0.09859839826822281,0.005975271109491587
",",0.3087472915649414,0.19010312855243683,0.22241170704364777,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.21812842786312103,0.19839848577976227,0.31091248989105225
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
hematite,0.19743715226650238,0.4447658061981201,0.1711156666278839,0.27113351225852966,0.2715722620487213,0.2538025379180908,0.4603246748447418,0.6147041320800781,0.14878112077713013
and,0.31309178471565247,0.1878790259361267,0.29179611802101135,0.3859752118587494,0.25432297587394714,0.5116966962814331,0.22261030972003937,0.2194577157497406,0.20544172823429108
rust,0.1574314534664154,0.27294600009918213,0.10735341161489487,0.25552430748939514,0.1679525226354599,0.17440688610076904,0.36239174008369446,0.5268914103507996,0.13617248833179474
),0.26259949803352356,0.1917421668767929,0.1909548044204712,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.19541971385478973,0.1557846963405609,0.42300865054130554
",",0.3087472915649414,0.19010312855243683,0.22241170704364777,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.21812842786312103,0.19839848577976227,0.31091248989105225
and,0.31309178471565247,0.1878790259361267,0.29179611802101135,0.3859752118587494,0.25432297587394714,0.5116966962814331,0.22261030972003937,0.2194577157497406,0.20544172823429108
calcium,0.2323334962129593,0.28579509258270264,0.16720815002918243,0.21611666679382324,0.25726836919784546,0.19643335044384003,0.5606456995010376,0.60400390625,0.19370245933532715
carbonate,0.2247025966644287,0.3745763897895813,0.17274850606918335,0.2794380187988281,0.3036411702632904,0.22983774542808533,0.5671248435974121,0.7124820947647095,0.20675261318683624
(,0.2411840260028839,0.178060382604599,0.1903994381427765,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.189798504114151,0.1593090444803238,0.40561532974243164
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
limestone,0.21550041437149048,0.46773096919059753,0.18967074155807495,0.24210186302661896,0.2428101897239685,0.2845222055912018,0.3185614049434662,0.49756601452827454,0.13390444219112396
),0.26259949803352356,0.1917421668767929,0.1909548044204712,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.19541971385478973,0.1557846963405609,0.42300865054130554
.,0.3567904531955719,0.23605851829051971,0.25145211815834045,0.4569662809371948,0.21116578578948975,0.5352458953857422,0.2554275095462799,0.1993575096130371,0.4130953550338745
,what,geologic,feature,is,composed,of,oxygen,oxides,?
the,0.42745697498321533,0.27847176790237427,0.3053930699825287,0.5823672413825989,0.21816956996917725,0.733189046382904,0.20428593456745148,0.15098689496517181,0.22068053483963013
rest,0.35225364565849304,0.1891811043024063,0.13784006237983704,0.26480963826179504,0.1561366766691208,0.33621829748153687,0.251313179731369,0.14039301872253418,0.1725541204214096
of,0.33290785551071167,0.2885846793651581,0.2117752879858017,0.4854315221309662,0.29509663581848145,1.0,0.16848602890968323,0.19486629962921143,0.1826142966747284
the,0.42745697498321533,0.27847176790237427,0.3053930699825287,0.5823672413825989,0.21816956996917725,0.733189046382904,0.20428593456745148,0.15098689496517181,0.22068053483963013
earth,0.25883176922798157,0.3423881232738495,0.15027979016304016,0.26888176798820496,0.17983998358249664,0.2329314798116684,0.3065866231918335,0.3308538794517517,0.17717236280441284
's,0.02692362666130066,-0.028283389285206795,-0.016047948971390724,0.02396530658006668,-0.00410611554980278,-0.03817026689648628,-0.011648092418909073,-0.002461931901052594,-0.023395681753754616
crust,0.22092486917972565,0.4745735228061676,0.19079074263572693,0.2493407428264618,0.211540088057518,0.21774794161319733,0.35231712460517883,0.4417768120765686,0.1887258142232895
is,0.28837618231773376,0.22330020368099213,0.2553035318851471,1.0,0.18838012218475342,0.4854315221309662,0.21825239062309265,0.2404932975769043,0.22961433231830597
also,0.42747777700424194,0.18816958367824554,0.2872490882873535,0.5012649297714233,0.19749240577220917,0.4924938678741455,0.22828444838523865,0.2881026268005371,0.21848613023757935
made,0.23419176042079926,0.17752592265605927,0.16997550427913666,0.29543453454971313,0.31885090470314026,0.33167365193367004,0.19023919105529785,0.2796964943408966,0.17218779027462006
of,0.33290785551071167,0.2885846793651581,0.2117752879858017,0.4854315221309662,0.29509663581848145,1.0,0.16848602890968323,0.19486629962921143,0.1826142966747284
oxygen,0.16781960427761078,0.21982455253601074,0.1711151897907257,0.21825239062309265,0.20973333716392517,0.16848602890968323,0.9999999403953552,0.6094407439231873,0.16786395013332367
compounds,0.19472219049930573,0.2142195701599121,0.1627277135848999,0.2659003734588623,0.29839035868644714,0.232599675655365,0.514471173286438,0.7078349590301514,0.2057836651802063
",",0.3087472915649414,0.19010312855243683,0.22241170704364777,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.21812842786312103,0.19839848577976227,0.31091248989105225
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
particular,0.4548671245574951,0.23671205341815948,0.30921077728271484,0.3500361442565918,0.2465083748102188,0.3490585684776306,0.21218153834342957,0.21703989803791046,0.2741454839706421
various,0.26045072078704834,0.19562596082687378,0.2268202155828476,0.13601526618003845,0.1967410445213318,0.3196488320827484,0.17260438203811646,0.27061033248901367,0.12823495268821716
complex,0.2605343163013458,0.2712401747703552,0.1451845020055771,0.2723233699798584,0.23325654864311218,0.24271073937416077,0.21453747153282166,0.2452680468559265,0.17752902209758759
silicates,0.21545453369617462,0.3948543667793274,0.21869339048862457,0.33365529775619507,0.3408057689666748,0.316294401884079,0.4526268243789673,0.6138924360275269,0.17571869492530823
(,0.2411840260028839,0.178060382604599,0.1903994381427765,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.189798504114151,0.1593090444803238,0.40561532974243164
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
silicate,0.22535786032676697,0.40434321761131287,0.2090567946434021,0.2675294280052185,0.32032498717308044,0.24404722452163696,0.4124651849269867,0.6266640424728394,0.18100841343402863
minerals,0.24195240437984467,0.44396960735321045,0.16060008108615875,0.2842824459075928,0.28203850984573364,0.2877640724182129,0.43256935477256775,0.5921541452407837,0.19654792547225952
),0.26259949803352356,0.1917421668767929,0.1909548044204712,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.19541971385478973,0.1557846963405609,0.42300865054130554
.,0.3567904531955719,0.23605851829051971,0.25145211815834045,0.4569662809371948,0.21116578578948975,0.5352458953857422,0.2554275095462799,0.1993575096130371,0.4130953550338745
,what,geologic,feature,is,composed,of,oxygen,oxides,?
oxygen,0.16781960427761078,0.21982455253601074,0.1711151897907257,0.21825239062309265,0.20973333716392517,0.16848602890968323,0.9999999403953552,0.6094407439231873,0.16786395013332367
is,0.28837618231773376,0.22330020368099213,0.2553035318851471,1.0,0.18838012218475342,0.4854315221309662,0.21825239062309265,0.2404932975769043,0.22961433231830597
present,0.30940163135528564,0.1734820306301117,0.20737184584140778,0.1967432200908661,0.21104325354099274,0.3116828501224518,0.1954377293586731,0.1464337557554245,0.21759982407093048
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
the,0.42745697498321533,0.27847176790237427,0.3053930699825287,0.5823672413825989,0.21816956996917725,0.733189046382904,0.20428593456745148,0.15098689496517181,0.22068053483963013
atmosphere,0.2530241310596466,0.3003014624118805,0.20117993652820587,0.1850086748600006,0.2343141734600067,0.1981431096792221,0.48839667439460754,0.4571392834186554,0.15636961162090302
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
trace,0.2132062166929245,0.31196174025535583,0.22246234118938446,0.20081879198551178,0.15327657759189606,0.2614986300468445,0.2631644606590271,0.27919262647628784,0.15792298316955566
quantities,0.22645783424377441,0.31687793135643005,0.13770951330661774,0.28369030356407166,0.17393973469734192,0.29088422656059265,0.30358952283859253,0.41867899894714355,0.18230070173740387
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
the,0.42745697498321533,0.27847176790237427,0.3053930699825287,0.5823672413825989,0.21816956996917725,0.733189046382904,0.20428593456745148,0.15098689496517181,0.22068053483963013
form,0.15868011116981506,0.1677858829498291,0.21407032012939453,0.3218395411968231,0.32105302810668945,0.29600051045417786,0.22106200456619263,0.1929810792207718,0.1463010311126709
of,0.33290785551071167,0.2885846793651581,0.2117752879858017,0.4854315221309662,0.29509663581848145,1.0,0.16848602890968323,0.19486629962921143,0.1826142966747284
carbon,0.22238978743553162,0.2496040165424347,0.14471150934696198,0.2770232558250427,0.2026398777961731,0.22596238553524017,0.6396464109420776,0.6348223686218262,0.19040444493293762
dioxide,0.2206297367811203,0.2599956691265106,0.1411120742559433,0.2507719099521637,0.21120651066303253,0.19224253296852112,0.6974000334739685,0.7608327865600586,0.19322559237480164
(,0.2411840260028839,0.178060382604599,0.1903994381427765,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.189798504114151,0.1593090444803238,0.40561532974243164
co,0.1456490308046341,0.08297204971313477,0.09420765191316605,0.12997739017009735,0.2192693054676056,0.1610306054353714,0.18465393781661987,0.21645322442054749,0.1823645681142807
2,-0.049862053245306015,-0.11750577390193939,-0.02535943128168583,-0.07940074801445007,0.04003141447901726,-0.013777675107121468,0.04063820466399193,0.07994085550308228,0.001977203879505396
),0.26259949803352356,0.1917421668767929,0.1909548044204712,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.19541971385478973,0.1557846963405609,0.42300865054130554
.,0.3567904531955719,0.23605851829051971,0.25145211815834045,0.4569662809371948,0.21116578578948975,0.5352458953857422,0.2554275095462799,0.1993575096130371,0.4130953550338745
