,what,relative,of,doctor,who,traveled,with,him,in,the,early,episodes,?
(,0.2411840260028839,0.21364818513393402,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.14263397455215454,0.29503780603408813,0.1509418487548828,0.3087427020072937,0.33289089798927307,0.1926054060459137,0.17736345529556274,0.40561532974243164
carole,0.17102093994617462,0.11828538775444031,0.1686079204082489,0.16331526637077332,0.2646254003047943,0.2689082622528076,0.1651652455329895,0.28214672207832336,0.1991351991891861,0.17224420607089996,0.24747778475284576,0.22370781004428864,0.17668157815933228
ann,0.16341476142406464,0.05654730275273323,0.11028870940208435,0.24664223194122314,0.23269067704677582,0.19775767624378204,0.12086640298366547,0.1586834043264389,0.1508776843547821,0.1298162192106247,0.20884859561920166,0.20621676743030548,0.19313561916351318
ford,0.12612242996692657,0.14479658007621765,0.2179923951625824,0.10016599297523499,0.22112779319286346,0.1600949764251709,0.1284576803445816,0.2016262412071228,0.190155491232872,0.24780116975307465,0.21542568504810333,0.17379368841648102,0.19164219498634338
),0.26259949803352356,0.21589268743991852,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.16023525595664978,0.3069596290588379,0.1530005782842636,0.3326910734176636,0.3456730246543884,0.2297687977552414,0.1691657453775406,0.42300865054130554
and,0.31309178471565247,0.3077041506767273,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.26132526993751526,0.5477725267410278,0.35759612917900085,0.4954058527946472,0.5171257257461548,0.29847630858421326,0.246442511677742,0.20544172823429108
her,0.2733216881752014,0.18357786536216736,0.27399197220802307,0.34635496139526367,0.3824957311153412,0.27617567777633667,0.28014177083969116,0.5788412690162659,0.30892789363861084,0.354963481426239,0.23368728160858154,0.23218736052513123,0.20310723781585693
teachers,0.2526462972164154,0.1299637109041214,0.27737662196159363,0.176473930478096,0.34250906109809875,0.2877933382987976,0.17936164140701294,0.30296576023101807,0.2128150761127472,0.22025763988494873,0.1901278793811798,0.1728346347808838,0.19522249698638916
barbara,0.23599056899547577,0.06250078231096268,0.17332223057746887,0.20949894189834595,0.15739917755126953,0.19406434893608093,0.07162890583276749,0.1695515662431717,0.17272788286209106,0.17965389788150787,0.19582699239253998,0.19283296167850494,0.15980994701385498
wright,0.20066818594932556,0.12417535483837128,0.1498521864414215,0.1302667260169983,0.2125413566827774,0.08348150551319122,0.18160605430603027,0.14481483399868011,0.16385115683078766,0.19668225944042206,0.2647462785243988,0.17074623703956604,0.17454510927200317
(,0.2411840260028839,0.21364818513393402,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.14263397455215454,0.29503780603408813,0.1509418487548828,0.3087427020072937,0.33289089798927307,0.1926054060459137,0.17736345529556274,0.40561532974243164
jacqueline,0.1355273425579071,0.16759003698825836,0.0990038737654686,0.28605857491493225,0.24158132076263428,0.21271371841430664,0.19848768413066864,0.18841052055358887,0.21547994017601013,0.16557717323303223,0.1954076588153839,0.21651925146579742,0.1265462338924408
hill,0.17965343594551086,0.1282580941915512,0.2003067433834076,0.11651936173439026,0.15769852697849274,0.08883585780858994,0.15371324121952057,0.19507043063640594,0.21030452847480774,0.24348382651805878,0.15478278696537018,0.155305877327919,0.1149863451719284
),0.26259949803352356,0.21589268743991852,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.16023525595664978,0.3069596290588379,0.1530005782842636,0.3326910734176636,0.3456730246543884,0.2297687977552414,0.1691657453775406,0.42300865054130554
and,0.31309178471565247,0.3077041506767273,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.26132526993751526,0.5477725267410278,0.35759612917900085,0.4954058527946472,0.5171257257461548,0.29847630858421326,0.246442511677742,0.20544172823429108
ian,0.11849325895309448,0.01217492576688528,0.09688276797533035,0.20832127332687378,0.31236594915390015,0.09931429475545883,0.10150443017482758,0.19086992740631104,0.07977136224508286,0.16776441037654877,0.12603329122066498,0.2278406023979187,0.1368764042854309
chesterton,0.19511502981185913,0.15509672462940216,0.20122601091861725,0.2307972013950348,0.24053822457790375,0.1466687172651291,0.1890925168991089,0.22840099036693573,0.24094656109809875,0.24626882374286652,0.21725508570671082,0.15787558257579803,0.20371729135513306
(,0.2411840260028839,0.21364818513393402,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.14263397455215454,0.29503780603408813,0.1509418487548828,0.3087427020072937,0.33289089798927307,0.1926054060459137,0.17736345529556274,0.40561532974243164
william,0.24990826845169067,0.1394897997379303,0.20272590219974518,0.16732777655124664,0.32068803906440735,0.17791959643363953,0.121340811252594,0.27196642756462097,0.21605195105075836,0.21537061035633087,0.21531084179878235,0.1374429166316986,0.14462219178676605
russell,0.16743159294128418,0.14289727807044983,0.21486875414848328,0.12072563916444778,0.2708354890346527,0.18307581543922424,0.1846441626548767,0.18222491443157196,0.22963611781597137,0.2413037121295929,0.25895431637763977,0.18133310973644257,0.11642709374427795
),0.26259949803352356,0.21589268743991852,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.16023525595664978,0.3069596290588379,0.1530005782842636,0.3326910734176636,0.3456730246543884,0.2297687977552414,0.1691657453775406,0.42300865054130554
.,0.3567904531955719,0.21581801772117615,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.2449105829000473,0.4446153938770294,0.30228540301322937,0.5591574311256409,0.5934505462646484,0.3224305212497711,0.22130145132541656,0.4130953550338745
