,mohammad,iqbal,was,what,type,of,father,to,the,state,of,pakistan,?
of,0.20559412240982056,0.17434294521808624,0.4069072902202606,0.33290785551071167,0.18112817406654358,1.0,0.22142449021339417,0.41548454761505127,0.733189046382904,0.34253445267677307,1.0,0.26013073325157166,0.1826142966747284
the,0.21050898730754852,0.1828971952199936,0.48711544275283813,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24010279774665833,0.535392165184021,1.0,0.3097178041934967,0.733189046382904,0.2717324197292328,0.22068053483963013
state,0.18087297677993774,0.2241142839193344,0.22072885930538177,0.24273863434791565,0.1545526683330536,0.34253445267677307,0.17329145967960358,0.25557461380958557,0.3097178041934967,1.0,0.34253445267677307,0.22231610119342804,0.1160883978009224
of,0.20559412240982056,0.17434294521808624,0.4069072902202606,0.33290785551071167,0.18112817406654358,1.0,0.22142449021339417,0.41548454761505127,0.733189046382904,0.34253445267677307,1.0,0.26013073325157166,0.1826142966747284
pakistan,0.47273048758506775,0.46760132908821106,0.1720658242702484,0.22231245040893555,0.10996709018945694,0.26013073325157166,0.13638116419315338,0.20286579430103302,0.2717324197292328,0.22231610119342804,0.26013073325157166,0.9999999403953552,0.1329864263534546
",",0.20386433601379395,0.21315646171569824,0.45456063747406006,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.30597206950187683,0.44245919585227966,0.4933079481124878,0.29481780529022217,0.4946078956127167,0.2179376631975174,0.31091248989105225
but,0.14374125003814697,0.17415077984333038,0.36023372411727905,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.27937811613082886,0.5542377829551697,0.4859698414802551,0.2526400089263916,0.39942997694015503,0.23116761445999146,0.27921953797340393
khomeini,0.5833284258842468,0.5384516716003418,0.24911373853683472,0.17591406404972076,0.05998801067471504,0.23098638653755188,0.26023149490356445,0.1702355444431305,0.22672760486602783,0.26091867685317993,0.23098638653755188,0.4046934247016907,0.16343249380588531
's,0.038245778530836105,0.07606908679008484,0.008974763564765453,0.02692362666130066,0.05257158726453781,-0.03817026689648628,0.029256420210003853,0.03782717138528824,-0.01540423184633255,0.038451772183179855,-0.03817026689648628,0.05393676087260246,-0.023395681753754616
beliefs,0.2454872876405716,0.3059793710708618,0.21999593079090118,0.3655100166797638,0.11983153969049454,0.2516281008720398,0.2451145052909851,0.28781747817993164,0.2159741371870041,0.2039375603199005,0.2516281008720398,0.18064072728157043,0.254576712846756
is,0.21332846581935883,0.18386873602867126,0.5810302495956421,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.21280217170715332,0.42745086550712585,0.5823672413825989,0.2627358138561249,0.4854315221309662,0.2133760154247284,0.22961433231830597
perceived,0.12206533551216125,0.17924834787845612,0.22454136610031128,0.35275155305862427,0.21460981667041779,0.27688950300216675,0.14029578864574432,0.24050778150558472,0.2552545368671417,0.1661205142736435,0.27688950300216675,0.24509075284004211,0.20685844123363495
to,0.1529897302389145,0.21185679733753204,0.3636345863342285,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2544635832309723,1.0,0.535392165184021,0.25557461380958557,0.41548454761505127,0.20286579430103302,0.29463258385658264
be,0.18235725164413452,0.16180573403835297,0.42228707671165466,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.15117910504341125,0.4972836375236511,0.4248143136501312,0.22221757471561432,0.33904364705085754,0.22262226045131683,0.3324260413646698
placed,0.12641988694667816,0.10657083243131638,0.23873765766620636,0.20823347568511963,0.21340137720108032,0.2962164878845215,0.13398079574108124,0.26181700825691223,0.38702741265296936,0.13392813503742218,0.2962164878845215,0.1759028434753418,0.18964257836341858
somewhere,0.08647679537534714,0.11942698061466217,0.17991819977760315,0.4753977358341217,0.16597288846969604,0.19648483395576477,0.16225849092006683,0.3829862177371979,0.31683439016342163,0.20030973851680756,0.19648483395576477,0.1736643761396408,0.4073143005371094
between,0.1604929268360138,0.14534686505794525,0.24048170447349548,0.2462156116962433,0.13229937851428986,0.3737983703613281,0.10518896579742432,0.3639189600944519,0.39067012071609497,0.15876169502735138,0.3737983703613281,0.20699256658554077,0.12887074053287506
beliefs,0.2454872876405716,0.3059793710708618,0.21999593079090118,0.3655100166797638,0.11983153969049454,0.2516281008720398,0.2451145052909851,0.28781747817993164,0.2159741371870041,0.2039375603199005,0.2516281008720398,0.18064072728157043,0.254576712846756
of,0.20559412240982056,0.17434294521808624,0.4069072902202606,0.33290785551071167,0.18112817406654358,1.0,0.22142449021339417,0.41548454761505127,0.733189046382904,0.34253445267677307,1.0,0.26013073325157166,0.1826142966747284
sunni,0.5474825501441956,0.4310149550437927,0.16802074015140533,0.24205702543258667,0.052561867982149124,0.25304439663887024,0.2194419801235199,0.2236357480287552,0.23035748302936554,0.21899448335170746,0.25304439663887024,0.39521196484565735,0.17507030069828033
islamic,0.4850337505340576,0.44116348028182983,0.19776177406311035,0.2204568088054657,0.13606184720993042,0.25656506419181824,0.12077433615922928,0.1969100832939148,0.27231070399284363,0.26186755299568176,0.25656506419181824,0.4184521436691284,0.1692383587360382
thinkers,0.23979809880256653,0.3189242482185364,0.22074948251247406,0.3094954192638397,0.14597739279270172,0.24130256474018097,0.19395391643047333,0.17417408525943756,0.20325066149234772,0.20976585149765015,0.24130256474018097,0.1897965967655182,0.24928995966911316
like,0.14172381162643433,0.07125700265169144,0.19745829701423645,0.4320242702960968,0.2712353765964508,0.3244853615760803,0.16194336116313934,0.35482415556907654,0.32912567257881165,0.17676028609275818,0.3244853615760803,0.17073598504066467,0.3268813192844391
mawdudi,0.4708779454231262,0.4911108613014221,0.33228835463523865,0.20218399167060852,0.13113056123256683,0.2965799570083618,0.32585111260414124,0.23280306160449982,0.2712559998035431,0.19809949398040771,0.2965799570083618,0.33420252799987793,0.22071678936481476
and,0.208880215883255,0.26650312542915344,0.3740963041782379,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3168204128742218,0.48971283435821533,0.5171257257461548,0.2653750479221344,0.5116966962814331,0.2796770930290222,0.20544172823429108
qutb,0.6175061464309692,0.6031080484390259,0.37132319808006287,0.2122718095779419,0.1272893249988556,0.2860225439071655,0.286117285490036,0.17913803458213806,0.303955614566803,0.20476356148719788,0.2860225439071655,0.4514870345592499,0.18769441545009613
.,0.21980221569538116,0.2092389315366745,0.40146201848983765,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2509099841117859,0.4645031690597534,0.5934505462646484,0.31380724906921387,0.5352458953857422,0.24408453702926636,0.4130953550338745
