,what,is,the,lowest,ranking,one,of,the,counties,could,have,in,terms,of,most,populous,counties,in,the,united,states,?
bernardino,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.16424760222434998,0.17572440207004547,0.18859316408634186,0.26093193888664246,0.2722903788089752,0.25415217876434326,0.167694553732872,0.1673329770565033,0.28734850883483887,0.13426652550697327,0.26093193888664246,0.23534612357616425,0.2964247465133667,0.25415217876434326,0.28734850883483887,0.2722903788089752,0.30033212900161743,0.29557815194129944,0.11443846672773361
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2272098958492279,0.2863360047340393,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.2766191363334656,0.27399855852127075,0.3541618287563324,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.3636029064655304,0.3247142732143402,0.2766191363334656,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21811194717884064,0.2464282363653183,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.21969299018383026,0.3385082483291626,0.4711785912513733,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.4309377074241638,0.2610417604446411,0.21969299018383026,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
riverside,0.1112799271941185,0.19612395763397217,0.27102717757225037,0.19085365533828735,0.1806909590959549,0.21591374278068542,0.2871353030204773,0.27102717757225037,0.3590361475944519,0.11697607487440109,0.17961885035037994,0.30268025398254395,0.12268985062837601,0.2871353030204773,0.1548420786857605,0.3127705454826355,0.3590361475944519,0.30268025398254395,0.27102717757225037,0.329324334859848,0.2912970185279846,0.10042606294155121
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.2257385104894638,0.19082099199295044,0.42537835240364075,0.39081433415412903,0.40399202704429626,0.24759000539779663,0.33511802554130554,0.6577680706977844,0.3841303884983063,0.28526657819747925,0.39081433415412903,0.48698675632476807,0.22572074830532074,0.24759000539779663,0.3841303884983063,0.40399202704429626,0.16919764876365662,0.1846873015165329,0.24591213464736938
the,0.42745697498321533,0.5823672413825989,1.0,0.3453028202056885,0.3187980651855469,0.5514441132545471,0.733189046382904,1.0,0.23370873928070068,0.35393214225769043,0.40389683842658997,0.6662389636039734,0.29706791043281555,0.733189046382904,0.47635307908058167,0.3307441174983978,0.23370873928070068,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
five,0.18688078224658966,0.22980348765850067,0.41977158188819885,0.25359028577804565,0.22662721574306488,0.5382834076881409,0.3980514109134674,0.41977158188819885,0.2508431673049927,0.22732430696487427,0.35977232456207275,0.3634254038333893,0.19130975008010864,0.3980514109134674,0.3166104853153229,0.23569457232952118,0.2508431673049927,0.3634254038333893,0.41977158188819885,0.29035672545433044,0.27354732155799866,0.18342848122119904
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.30039215087890625,0.2841104567050934,0.5404669642448425,0.4178851246833801,0.47635307908058167,0.12402977794408798,0.3053472340106964,0.44364631175994873,0.41416558623313904,0.25675201416015625,0.4178851246833801,1.0,0.3985730707645416,0.12402977794408798,0.41416558623313904,0.47635307908058167,0.24793334305286407,0.286347895860672,0.2107497900724411
populous,0.18190032243728638,0.3188974857330322,0.3307441174983978,0.28750813007354736,0.2754567563533783,0.34986427426338196,0.3670322299003601,0.3307441174983978,0.4358086585998535,0.09642525762319565,0.18150460720062256,0.35825732350349426,0.21634191274642944,0.3670322299003601,0.3985730707645416,1.0000001192092896,0.4358086585998535,0.35825732350349426,0.3307441174983978,0.29778409004211426,0.32262998819351196,0.1949436515569687
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2796158194541931,0.23205991089344025,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.26787781715393066,0.29357993602752686,0.36843645572662354,1.0,0.2410934716463089,0.5696388483047485,0.41416558623313904,0.35825732350349426,0.26787781715393066,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3453028202056885,0.3187980651855469,0.5514441132545471,0.733189046382904,1.0,0.23370873928070068,0.35393214225769043,0.40389683842658997,0.6662389636039734,0.29706791043281555,0.733189046382904,0.47635307908058167,0.3307441174983978,0.23370873928070068,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.22519659996032715,0.21361513435840607,0.23717761039733887,0.34253445267677307,0.3097178041934967,0.40980127453804016,0.09943660348653793,0.2083192616701126,0.33316072821617126,0.18825244903564453,0.34253445267677307,0.24461878836154938,0.33884137868881226,0.40980127453804016,0.33316072821617126,0.3097178041934967,0.3713562488555908,0.5370627045631409,0.1160883978009224
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21811194717884064,0.2464282363653183,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.21969299018383026,0.3385082483291626,0.4711785912513733,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.4309377074241638,0.2610417604446411,0.21969299018383026,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.26158764958381653,0.31655019521713257,0.4628787636756897,0.42798417806625366,0.4860881567001343,0.21577653288841248,0.4014686942100525,0.5559456944465637,0.3335905969142914,0.2613937258720398,0.42798417806625366,0.5116150975227356,0.2466488480567932,0.21577653288841248,0.3335905969142914,0.4860881567001343,0.20563383400440216,0.22727420926094055,0.29575422406196594
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.2257385104894638,0.19082099199295044,0.42537835240364075,0.39081433415412903,0.40399202704429626,0.24759000539779663,0.33511802554130554,0.6577680706977844,0.3841303884983063,0.28526657819747925,0.39081433415412903,0.48698675632476807,0.22572074830532074,0.24759000539779663,0.3841303884983063,0.40399202704429626,0.16919764876365662,0.1846873015165329,0.24591213464736938
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2796158194541931,0.23205991089344025,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.26787781715393066,0.29357993602752686,0.36843645572662354,1.0,0.2410934716463089,0.5696388483047485,0.41416558623313904,0.35825732350349426,0.26787781715393066,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3453028202056885,0.3187980651855469,0.5514441132545471,0.733189046382904,1.0,0.23370873928070068,0.35393214225769043,0.40389683842658997,0.6662389636039734,0.29706791043281555,0.733189046382904,0.47635307908058167,0.3307441174983978,0.23370873928070068,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
top,0.21232028305530548,0.17102722823619843,0.31754136085510254,0.3011035919189453,0.39432862401008606,0.34088772535324097,0.20362378656864166,0.31754136085510254,0.14835187792778015,0.17994952201843262,0.24586878716945648,0.2235720455646515,0.10553581267595291,0.20362378656864166,0.2498643398284912,0.1423836350440979,0.14835187792778015,0.2235720455646515,0.31754136085510254,0.18213622272014618,0.1425268054008484,0.17265194654464722
15,-0.01077192835509777,-0.00426758686080575,-0.011810222640633583,0.03057722933590412,0.0790538415312767,-0.054384972900152206,-0.02319195494055748,-0.011810222640633583,-0.003659098409116268,-0.028651591390371323,0.0053451950661838055,0.02424248494207859,-0.09128886461257935,-0.02319195494055748,-0.028328396379947662,0.02553315833210945,-0.003659098409116268,0.02424248494207859,-0.011810222640633583,0.008116157725453377,-0.022337235510349274,-0.010706285014748573
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.30039215087890625,0.2841104567050934,0.5404669642448425,0.4178851246833801,0.47635307908058167,0.12402977794408798,0.3053472340106964,0.44364631175994873,0.41416558623313904,0.25675201416015625,0.4178851246833801,1.0,0.3985730707645416,0.12402977794408798,0.41416558623313904,0.47635307908058167,0.24793334305286407,0.286347895860672,0.2107497900724411
populous,0.18190032243728638,0.3188974857330322,0.3307441174983978,0.28750813007354736,0.2754567563533783,0.34986427426338196,0.3670322299003601,0.3307441174983978,0.4358086585998535,0.09642525762319565,0.18150460720062256,0.35825732350349426,0.21634191274642944,0.3670322299003601,0.3985730707645416,1.0000001192092896,0.4358086585998535,0.35825732350349426,0.3307441174983978,0.29778409004211426,0.32262998819351196,0.1949436515569687
counties,0.18263769149780273,0.19452480971813202,0.23370873928070068,0.2314164787530899,0.19749733805656433,0.18550936877727509,0.2559657096862793,0.23370873928070068,1.0,0.15309575200080872,0.17950494587421417,0.26787781715393066,0.24559466540813446,0.2559657096862793,0.12402977794408798,0.4358086585998535,1.0,0.26787781715393066,0.23370873928070068,0.3086705207824707,0.36398062109947205,0.09521792083978653
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2796158194541931,0.23205991089344025,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.26787781715393066,0.29357993602752686,0.36843645572662354,1.0,0.2410934716463089,0.5696388483047485,0.41416558623313904,0.35825732350349426,0.26787781715393066,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3453028202056885,0.3187980651855469,0.5514441132545471,0.733189046382904,1.0,0.23370873928070068,0.35393214225769043,0.40389683842658997,0.6662389636039734,0.29706791043281555,0.733189046382904,0.47635307908058167,0.3307441174983978,0.23370873928070068,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.17392326891422272,0.23710015416145325,0.28796783089637756,0.3187655806541443,0.34367692470550537,0.3086705207824707,0.2082442045211792,0.17950676381587982,0.3938477039337158,0.2210661768913269,0.3187655806541443,0.24793334305286407,0.29778409004211426,0.3086705207824707,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.18371108174324036,0.23511652648448944,0.2856254577636719,0.30884552001953125,0.3463578522205353,0.36398062109947205,0.2124703973531723,0.20162390172481537,0.3977442979812622,0.24709321558475494,0.30884552001953125,0.286347895860672,0.32262998819351196,0.36398062109947205,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22654418647289276,0.2531220316886902,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.21356114745140076,0.3200591504573822,0.41614407300949097,0.5591574311256409,0.24108539521694183,0.5352458953857422,0.35404038429260254,0.235090434551239,0.21356114745140076,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
