,what,did,protestant,nobles,form,the,following,year,after,the,signing,of,the,augsburg,confession,?
the,0.42745697498321533,0.34736719727516174,0.2679212689399719,0.2815840542316437,0.29286009073257446,1.0,0.39779382944107056,0.3609684407711029,0.4565047025680542,1.0,0.3163802921772003,0.733189046382904,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
signing,0.2526516616344452,0.2153119593858719,0.189239040017128,0.2162940949201584,0.06686617434024811,0.3163802921772003,0.19659674167633057,0.25731563568115234,0.2673015594482422,0.3163802921772003,1.0000001192092896,0.2501838505268097,0.3163802921772003,0.18542209267616272,0.21282248198986053,0.15776143968105316
in,0.30808621644973755,0.2593238651752472,0.2637297511100769,0.22803747653961182,0.2815987169742584,0.6662389636039734,0.355264812707901,0.3359307050704956,0.44050168991088867,0.6662389636039734,0.25496771931648254,0.5696388483047485,0.6662389636039734,0.26930519938468933,0.18932084739208221,0.20430970191955566
1530,-0.12592312693595886,-0.06697874516248703,0.024688515812158585,-0.06704732030630112,-0.14665736258029938,-0.16544051468372345,-0.0833059772849083,-0.05822956934571266,-0.020049773156642914,-0.16544051468372345,-0.0726715549826622,-0.03948625549674034,-0.16544051468372345,0.11177947372198105,-0.061482250690460205,-0.001345398253761232
of,0.33290785551071167,0.2513895630836487,0.31440475583076477,0.25869613885879517,0.29600051045417786,0.733189046382904,0.3576679527759552,0.2578314542770386,0.3867455720901489,0.733189046382904,0.2501838505268097,1.0,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2679212689399719,0.2815840542316437,0.29286009073257446,1.0,0.39779382944107056,0.3609684407711029,0.4565047025680542,1.0,0.3163802921772003,0.733189046382904,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
augsburg,0.21001459658145905,0.1348627358675003,0.3681061267852783,0.16242940723896027,0.1835012584924698,0.25331857800483704,0.15951627492904663,0.28320735692977905,0.20764271914958954,0.25331857800483704,0.18542209267616272,0.2404417097568512,0.25331857800483704,0.9999999403953552,0.36975979804992676,0.19882380962371826
confession,0.2553298771381378,0.20081323385238647,0.4800204634666443,0.2676977813243866,0.14180873334407806,0.19474709033966064,0.13684353232383728,0.1863357424736023,0.20758405327796936,0.19474709033966064,0.21282248198986053,0.22894072532653809,0.19474709033966064,0.36975979804992676,1.0,0.19668595492839813
",",0.3087472915649414,0.3015086054801941,0.2710806429386139,0.20595300197601318,0.21805599331855774,0.4933079481124878,0.27101513743400574,0.28560417890548706,0.38860568404197693,0.4933079481124878,0.2177143543958664,0.4946078956127167,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.25109967589378357,0.2810729444026947,0.30469027161598206,0.5171257257461548,0.2696467339992523,0.2506658732891083,0.3765919506549835,0.5171257257461548,0.1918805092573166,0.5116966962814331,0.5171257257461548,0.23422925174236298,0.21430335938930511,0.20544172823429108
for,0.3017193675041199,0.318512886762619,0.11954054981470108,0.196146160364151,0.2342945635318756,0.4739971458911896,0.2965082824230194,0.29294124245643616,0.3650246858596802,0.4739971458911896,0.2884059548377991,0.4185989499092102,0.4739971458911896,0.1612590253353119,0.17102979123592377,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.2679212689399719,0.2815840542316437,0.29286009073257446,1.0,0.39779382944107056,0.3609684407711029,0.4565047025680542,1.0,0.3163802921772003,0.733189046382904,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
formation,0.16291823983192444,0.1121787428855896,0.20319555699825287,0.1346895396709442,0.42506447434425354,0.33687281608581543,0.18705008924007416,0.18130430579185486,0.1967630684375763,0.33687281608581543,0.177579864859581,0.2957320809364319,0.33687281608581543,0.14165154099464417,0.21998852491378784,0.09831923991441727
of,0.33290785551071167,0.2513895630836487,0.31440475583076477,0.25869613885879517,0.29600051045417786,0.733189046382904,0.3576679527759552,0.2578314542770386,0.3867455720901489,0.733189046382904,0.2501838505268097,1.0,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2679212689399719,0.2815840542316437,0.29286009073257446,1.0,0.39779382944107056,0.3609684407711029,0.4565047025680542,1.0,0.3163802921772003,0.733189046382904,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
schmalkaldic,0.2117709517478943,0.14903949201107025,0.34196922183036804,0.2760588526725769,0.2697478234767914,0.34497350454330444,0.2472396343946457,0.16120539605617523,0.2283085435628891,0.34497350454330444,0.10875238478183746,0.3513506054878235,0.34497350454330444,0.39511558413505554,0.23867706954479218,0.18515823781490326
league,0.16616638004779816,0.17557655274868011,0.14789776504039764,0.1890261173248291,0.16801689565181732,0.2724147439002991,0.15130263566970825,0.20387181639671326,0.18380607664585114,0.2724147439002991,0.21552567183971405,0.23588460683822632,0.2724147439002991,0.22543591260910034,0.1501646488904953,0.15941482782363892
the,0.42745697498321533,0.34736719727516174,0.2679212689399719,0.2815840542316437,0.29286009073257446,1.0,0.39779382944107056,0.3609684407711029,0.4565047025680542,1.0,0.3163802921772003,0.733189046382904,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
following,0.2506418824195862,0.28040066361427307,0.1381302773952484,0.1480388343334198,0.14108923077583313,0.39779382944107056,0.9999999403953552,0.2646180987358093,0.39623188972473145,0.39779382944107056,0.19659674167633057,0.3576679527759552,0.39779382944107056,0.15951627492904663,0.13684353232383728,0.1555173695087433
year,0.15184831619262695,0.21422851085662842,0.1542445719242096,0.1482793539762497,0.12272514402866364,0.3609684407711029,0.2646180987358093,1.0,0.336445689201355,0.3609684407711029,0.25731563568115234,0.2578314542770386,0.3609684407711029,0.28320735692977905,0.1863357424736023,0.18315006792545319
by,0.2455483376979828,0.18574509024620056,0.15124845504760742,0.2155829668045044,0.20338405668735504,0.4408751428127289,0.25132864713668823,0.28805047273635864,0.41259682178497314,0.4408751428127289,0.18281841278076172,0.3646814823150635,0.4408751428127289,0.15550613403320312,0.2585470378398895,0.17966607213020325
leading,0.197072371840477,0.20311816036701202,0.14737586677074432,0.2590773403644562,0.14305555820465088,0.3809107840061188,0.2690783143043518,0.23067477345466614,0.3334098756313324,0.3809107840061188,0.2745029628276825,0.29180192947387695,0.3809107840061188,0.15590009093284607,0.05557890236377716,0.1360926628112793
protestant,0.23531195521354675,0.23091652989387512,1.0,0.36845317482948303,0.09215974062681198,0.2679212689399719,0.1381302773952484,0.1542445719242096,0.17197231948375702,0.2679212689399719,0.189239040017128,0.31440475583076477,0.2679212689399719,0.3681061267852783,0.4800204634666443,0.14798137545585632
nobles,0.20172527432441711,0.26412659883499146,0.36845317482948303,0.9999999403953552,0.12465359270572662,0.2815840542316437,0.1480388343334198,0.1482793539762497,0.20744934678077698,0.2815840542316437,0.2162940949201584,0.25869613885879517,0.2815840542316437,0.16242940723896027,0.2676977813243866,0.13999377191066742
such,0.23989605903625488,0.24497397243976593,0.10356811434030533,0.1781720668077469,0.2648303806781769,0.3575236201286316,0.26987478137016296,0.11548022925853729,0.16916970908641815,0.3575236201286316,0.16248667240142822,0.3209529519081116,0.3575236201286316,0.13421177864074707,0.10268131643533707,0.17851735651493073
as,0.31749409437179565,0.3596470057964325,0.19902361929416656,0.21027739346027374,0.24710296094417572,0.48381632566452026,0.39620932936668396,0.28440728783607483,0.3014480769634247,0.48381632566452026,0.1993025243282318,0.3886612355709076,0.48381632566452026,0.20676368474960327,0.16873060166835785,0.27043893933296204
john,0.18237407505512238,0.18785913288593292,0.20783214271068573,0.23698769509792328,0.07017334550619125,0.2230520099401474,0.13248677551746368,0.13745838403701782,0.22597751021385193,0.2230520099401474,0.16199538111686707,0.2407056987285614,0.2230520099401474,0.14335186779499054,0.20355546474456787,0.13162356615066528
of,0.33290785551071167,0.2513895630836487,0.31440475583076477,0.25869613885879517,0.29600051045417786,0.733189046382904,0.3576679527759552,0.2578314542770386,0.3867455720901489,0.733189046382904,0.2501838505268097,1.0,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
saxony,0.20899251103401184,0.1633453220129013,0.3490358591079712,0.25759345293045044,0.1279478371143341,0.27077290415763855,0.19470949470996857,0.2014935314655304,0.20283229649066925,0.27077290415763855,0.13975277543067932,0.3575356900691986,0.27077290415763855,0.5300912857055664,0.19353629648685455,0.17603406310081482
",",0.3087472915649414,0.3015086054801941,0.2710806429386139,0.20595300197601318,0.21805599331855774,0.4933079481124878,0.27101513743400574,0.28560417890548706,0.38860568404197693,0.4933079481124878,0.2177143543958664,0.4946078956127167,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
philip,0.11288820952177048,0.16742472350597382,0.23886026442050934,0.2625153958797455,0.1328212022781372,0.21499985456466675,0.1625189632177353,0.13681748509407043,0.17908896505832672,0.21499985456466675,0.14176952838897705,0.24375313520431519,0.21499985456466675,0.21926744282245636,0.25315433740615845,0.11887923628091812
of,0.33290785551071167,0.2513895630836487,0.31440475583076477,0.25869613885879517,0.29600051045417786,0.733189046382904,0.3576679527759552,0.2578314542770386,0.3867455720901489,0.733189046382904,0.2501838505268097,1.0,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
hesse,0.12103702872991562,0.11396785080432892,0.3055080771446228,0.19750842452049255,0.14747723937034607,0.24440348148345947,0.17251859605312347,0.12362924218177795,0.21315020322799683,0.24440348148345947,0.12304476648569107,0.30378347635269165,0.24440348148345947,0.45667997002601624,0.2549267113208771,0.11271942406892776
",",0.3087472915649414,0.3015086054801941,0.2710806429386139,0.20595300197601318,0.21805599331855774,0.4933079481124878,0.27101513743400574,0.28560417890548706,0.38860568404197693,0.4933079481124878,0.2177143543958664,0.4946078956127167,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.25109967589378357,0.2810729444026947,0.30469027161598206,0.5171257257461548,0.2696467339992523,0.2506658732891083,0.3765919506549835,0.5171257257461548,0.1918805092573166,0.5116966962814331,0.5171257257461548,0.23422925174236298,0.21430335938930511,0.20544172823429108
george,0.22000353038311005,0.238631471991539,0.1819121241569519,0.17236235737800598,-0.0003025179903488606,0.2510760426521301,0.1141963005065918,0.15252074599266052,0.18871039152145386,0.2510760426521301,0.18136310577392578,0.22097964584827423,0.2510760426521301,0.15766343474388123,0.1522200107574463,0.1479024887084961
",",0.3087472915649414,0.3015086054801941,0.2710806429386139,0.20595300197601318,0.21805599331855774,0.4933079481124878,0.27101513743400574,0.28560417890548706,0.38860568404197693,0.4933079481124878,0.2177143543958664,0.4946078956127167,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
margrave,0.2284841239452362,0.196018248796463,0.3636529743671417,0.36369583010673523,0.15588858723640442,0.22720706462860107,0.186428502202034,0.15735279023647308,0.22521327435970306,0.22720706462860107,0.13185559213161469,0.2869515120983124,0.22720706462860107,0.39470455050468445,0.2706424593925476,0.21491341292858124
of,0.33290785551071167,0.2513895630836487,0.31440475583076477,0.25869613885879517,0.29600051045417786,0.733189046382904,0.3576679527759552,0.2578314542770386,0.3867455720901489,0.733189046382904,0.2501838505268097,1.0,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
brandenburg-ansbach,0.19800840318202972,0.18681353330612183,0.4115236699581146,0.2669145464897156,0.1845654547214508,0.2823593020439148,0.21038760244846344,0.2174793779850006,0.24663563072681427,0.2823593020439148,0.1647556871175766,0.3098996579647064,0.2823593020439148,0.5396811366081238,0.2799796462059021,0.16881704330444336
.,0.3567904531955719,0.35288307070732117,0.279432475566864,0.22927695512771606,0.28317511081695557,0.5934505462646484,0.30538758635520935,0.32538118958473206,0.35870397090911865,0.5934505462646484,0.2366824597120285,0.5352458953857422,0.5934505462646484,0.2838364243507385,0.2229078710079193,0.4130953550338745
