,when,did,the,black,death,technically,subside,?
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.19815593957901,0.19013920426368713,0.3014931082725525,0.20647792518138885,0.27043893933296204
low,0.23078076541423798,0.17553527653217316,0.2544175982475281,0.1548987179994583,0.08362043648958206,0.20031490921974182,0.2700652778148651,0.10658930987119675
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.19815593957901,0.19013920426368713,0.3014931082725525,0.20647792518138885,0.27043893933296204
4,0.06794765591621399,0.0646207332611084,0.15499350428581238,0.026916686445474625,0.05073587968945503,0.14401890337467194,0.017222153022885323,0.010515431873500347
million,0.17012886703014374,0.1815238744020462,0.277012437582016,0.15968438982963562,0.08350206166505814,0.037468280643224716,0.25461187958717346,0.23092924058437347
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.21685348451137543,0.2033558338880539,0.20430970191955566
1300,0.001079911831766367,0.02263900637626648,-0.020564422011375427,0.004314619582146406,0.09516500681638718,-0.049726784229278564,-0.023692283779382706,-0.06911228597164154
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.2593480050563812,0.15657314658164978,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.24407927691936493,0.1816639006137848,0.2647007703781128,0.21026070415973663,0.20544172823429108
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.24836225807666779,0.20593734085559845,0.23916715383529663
postincident,0.306878000497818,0.3108086585998535,0.266218900680542,0.16094350814819336,0.2545435428619385,0.30308622121810913,0.13266293704509735,0.35571879148483276
population,0.19297641515731812,0.0652005523443222,0.32044094800949097,0.17196610569953918,0.1300671100616455,0.23732246458530426,0.1976255178451538,0.14449454843997955
figure,0.19554820656776428,0.13151919841766357,0.24786046147346497,0.11652757227420807,0.17500722408294678,0.1371094435453415,-0.0074640484526753426,0.21107101440429688
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.19815593957901,0.19013920426368713,0.3014931082725525,0.20647792518138885,0.27043893933296204
low,0.23078076541423798,0.17553527653217316,0.2544175982475281,0.1548987179994583,0.08362043648958206,0.20031490921974182,0.2700652778148651,0.10658930987119675
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.19815593957901,0.19013920426368713,0.3014931082725525,0.20647792518138885,0.27043893933296204
2,-0.02478109858930111,-0.044790901243686676,-0.019434669986367226,0.06072934344410896,0.012089710682630539,-0.007908725179731846,-0.06724920123815536,0.001977203879505396
million,0.17012886703014374,0.1815238744020462,0.277012437582016,0.15968438982963562,0.08350206166505814,0.037468280643224716,0.25461187958717346,0.23092924058437347
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.24577875435352325,0.24631039798259735,0.2231805920600891,0.15867701172828674,0.4130953550338745
,when,did,the,black,death,technically,subside,?
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.1966358721256256,0.23285827040672302,0.2809297740459442,0.24615922570228577,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,1.0,0.28466513752937317,0.21438048779964447,0.3016735911369324,0.22980837523937225,0.22068053483963013
end,0.3228412866592407,0.18808481097221375,0.39658910036087036,0.11932820081710815,0.18974000215530396,0.1941087245941162,0.1081143170595169,0.12543344497680664
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23966942727565765,0.23778599500656128,0.26906076073646545,0.16784518957138062,0.1826142966747284
1350,0.0128068458288908,-0.05586433783173561,0.15980932116508484,-0.04544350132346153,0.056681521236896515,0.019470738247036934,-0.08010741323232651,-0.13355082273483276
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.2593480050563812,0.15657314658164978,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.28466513752937317,0.21438048779964447,0.3016735911369324,0.22980837523937225,0.22068053483963013
black,0.1860525906085968,0.14310608804225922,0.28466513752937317,1.0,0.1932034194469452,0.12712861597537994,0.12254859507083893,0.15159966051578522
death,0.21254116296768188,0.2252790331840515,0.21438048779964447,0.1932034194469452,0.9999998807907104,0.17264261841773987,0.08753112703561783,0.21149799227714539
subsided,0.17899076640605927,0.23637016117572784,0.271359920501709,0.13298240303993225,0.12242604047060013,0.28064030408859253,0.8988547921180725,0.08378100395202637
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.2593480050563812,0.15657314658164978,0.31091248989105225
but,0.5599016547203064,0.49033689498901367,0.4859698414802551,0.21190190315246582,0.17718371748924255,0.45529335737228394,0.23198863863945007,0.27921953797340393
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.2078537493944168,0.16903388500213623,0.4049847424030304,0.25632819533348083,0.25732165575027466
never,0.47350817918777466,0.4329567551612854,0.31617826223373413,0.18853795528411865,0.19938862323760986,0.31159940361976624,0.09564607590436935,0.24137508869171143
really,0.43657729029655457,0.40362080931663513,0.3639739453792572,0.18459250032901764,0.1708400845527649,0.45681601762771606,0.1538078337907791,0.5184177756309509
died,0.20204433798789978,0.2759808599948883,0.18710990250110626,0.06654546409845352,0.49539607763290405,0.06631714850664139,0.03266498073935509,0.15254227817058563
out,0.45263928174972534,0.28413498401641846,0.39404502511024475,0.12750746309757233,0.15523947775363922,0.2344883382320404,0.21593797206878662,0.22020699083805084
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.21685348451137543,0.2033558338880539,0.20430970191955566
england,0.26359328627586365,0.22023706138134003,0.28280043601989746,0.16946254670619965,0.17668470740318298,0.17423823475837708,0.17563530802726746,0.13436897099018097
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.24577875435352325,0.24631039798259735,0.2231805920600891,0.15867701172828674,0.4130953550338745
