,who,found,that,protestants,voted,for,nazis,more,than,catholics,?
professor,0.2747347950935364,0.1294979304075241,0.13997994363307953,0.18426044285297394,0.11226678639650345,0.1630515307188034,0.1733400523662567,0.10833337157964706,0.08197792619466782,0.16092288494110107,0.09837866574525833
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.3160131573677063,0.25903964042663574,0.4185989499092102,0.18243147432804108,0.30478984117507935,0.33036211133003235,0.3054737448692322,0.1826142966747284
modern,0.16937296092510223,0.16013142466545105,0.24473170936107635,0.1462690383195877,0.04467814788222313,0.22431503236293793,0.14590167999267578,0.2332674264907837,0.27056068181991577,0.13330258429050446,0.12475407868623734
history,0.22458811104297638,0.14470048248767853,0.24826017022132874,0.12434720993041992,0.1845807433128357,0.25068506598472595,0.18231727182865143,0.19273345172405243,0.18527893722057343,0.15840142965316772,0.2501974403858185
at,0.22096660733222961,0.21720094978809357,0.3183255195617676,0.15542082488536835,0.19333325326442719,0.34237727522850037,0.21290606260299683,0.2627858817577362,0.27679139375686646,0.15288694202899933,0.21978627145290375
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.2936698794364929,0.3015371859073639,0.4739971458911896,0.22388386726379395,0.39758381247520447,0.3227543234825134,0.27357813715934753,0.22068053483963013
university,0.2115909904241562,0.13880765438079834,0.16441112756729126,0.22483092546463013,0.15280501544475555,0.18573740124702454,0.15778298676013947,0.16529905796051025,0.1508307009935379,0.19957335293293,0.11887256056070328
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.3160131573677063,0.25903964042663574,0.4185989499092102,0.18243147432804108,0.30478984117507935,0.33036211133003235,0.3054737448692322,0.1826142966747284
nottingham,0.23656822741031647,0.09467939287424088,0.14852187037467957,0.17224828898906708,0.15338486433029175,0.24619680643081665,0.1808089017868042,0.174504816532135,0.16180913150310516,0.16045784950256348,0.1709529608488083
",",0.3365725874900818,0.27385151386260986,0.4137537479400635,0.2839384078979492,0.2582967281341553,0.4464869201183319,0.21364323794841766,0.3696524500846863,0.3371901512145996,0.2824510335922241,0.31091248989105225
england,0.23733465373516083,0.13117943704128265,0.2558189034461975,0.2930607199668884,0.15363505482673645,0.2606674134731293,0.2448842078447342,0.218344584107399,0.15627270936965942,0.2567187249660492,0.13436897099018097
",",0.3365725874900818,0.27385151386260986,0.4137537479400635,0.2839384078979492,0.2582967281341553,0.4464869201183319,0.21364323794841766,0.3696524500846863,0.3371901512145996,0.2824510335922241,0.31091248989105225
and,0.41279885172843933,0.27978911995887756,0.4731321930885315,0.26846030354499817,0.1609976589679718,0.5064792633056641,0.2841957211494446,0.39880692958831787,0.39361441135406494,0.2484855204820633,0.20544172823429108
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.2936698794364929,0.3015371859073639,0.4739971458911896,0.22388386726379395,0.39758381247520447,0.3227543234825134,0.27357813715934753,0.22068053483963013
author,0.23989170789718628,0.08065684884786606,0.19326357543468475,0.18311628699302673,0.1824830323457718,0.24170896410942078,0.1291840374469757,0.0885491743683815,0.11538855731487274,0.1797124296426773,0.14162757992744446
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.3160131573677063,0.25903964042663574,0.4185989499092102,0.18243147432804108,0.30478984117507935,0.33036211133003235,0.3054737448692322,0.1826142966747284
hitler,0.21904928982257843,0.09914952516555786,0.25093090534210205,0.3534483313560486,0.11562731862068176,0.16119182109832764,0.6122210025787354,0.20691783726215363,0.17396217584609985,0.31683072447776794,0.22639022767543793
and,0.41279885172843933,0.27978911995887756,0.4731321930885315,0.26846030354499817,0.1609976589679718,0.5064792633056641,0.2841957211494446,0.39880692958831787,0.39361441135406494,0.2484855204820633,0.20544172823429108
nazism,0.2775748372077942,0.11350946873426437,0.22950342297554016,0.43988877534866333,0.19538581371307373,0.22980783879756927,0.7655640244483948,0.18378421664237976,0.11555519700050354,0.4398016631603241,0.20580346882343292
(,0.2443375140428543,0.1583331823348999,0.2264307141304016,0.14719991385936737,0.16356149315834045,0.3357032239437103,0.09539476782083511,0.20831379294395447,0.19419437646865845,0.16846688091754913,0.40561532974243164
routledge,0.15415136516094208,0.11142188310623169,0.1572267860174179,0.19308029115200043,0.09511034190654755,0.20846998691558838,0.23017126321792603,0.18264853954315186,0.10242585837841034,0.2186197191476822,0.20823650062084198
1993,0.19856210052967072,-0.07976853102445602,0.04311354458332062,0.13153186440467834,0.16944892704486847,0.03299114480614662,0.10456071048974991,0.008732736110687256,-0.08982354402542114,0.1583905965089798,0.14008748531341553
),0.2457384318113327,0.16750772297382355,0.23478686809539795,0.16586238145828247,0.15132349729537964,0.3639558255672455,0.10535125434398651,0.23179085552692413,0.21982109546661377,0.16548430919647217,0.42300865054130554
",",0.3365725874900818,0.27385151386260986,0.4137537479400635,0.2839384078979492,0.2582967281341553,0.4464869201183319,0.21364323794841766,0.3696524500846863,0.3371901512145996,0.2824510335922241,0.31091248989105225
wrote,0.2670581638813019,0.19385379552841187,0.27484676241874695,0.2621919810771942,0.2587136924266815,0.3117217421531677,0.26046159863471985,0.1876446008682251,0.17099419236183167,0.19200146198272705,0.19322504103183746
in,0.2792111933231354,0.39141854643821716,0.435920387506485,0.26583972573280334,0.22158056497573853,0.4322226941585541,0.25396132469177246,0.32563260197639465,0.3270052373409271,0.20728369057178497,0.20430970191955566
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.2936698794364929,0.3015371859073639,0.4739971458911896,0.22388386726379395,0.39758381247520447,0.3227543234825134,0.27357813715934753,0.22068053483963013
journal,0.10266067087650299,0.2253468632698059,0.21266260743141174,0.10650262981653214,0.0978940799832344,0.15530851483345032,0.11215829849243164,0.13952036201953888,0.13981346786022186,0.09670691937208176,0.11746427416801453
history,0.22458811104297638,0.14470048248767853,0.24826017022132874,0.12434720993041992,0.1845807433128357,0.25068506598472595,0.18231727182865143,0.19273345172405243,0.18527893722057343,0.15840142965316772,0.2501974403858185
today,0.28769350051879883,0.20177331566810608,0.3898550271987915,0.2424461394548416,0.19542162120342255,0.31663668155670166,0.2318938821554184,0.28398892283439636,0.25864771008491516,0.17731553316116333,0.17338968813419342
an,0.2848317325115204,0.11655625700950623,0.365763783454895,0.13688497245311737,0.16092029213905334,0.3236706852912903,0.15612274408340454,0.316240519285202,0.2493579238653183,0.17834097146987915,0.19793890416622162
article,0.2547345757484436,0.16423805058002472,0.41666144132614136,0.16112874448299408,0.28845569491386414,0.31357312202453613,0.14126315712928772,0.29788336157798767,0.23791484534740448,0.16747651994228363,0.4948462247848511
on,0.2340552806854248,0.2337699830532074,0.42569106817245483,0.1751640886068344,0.22236128151416779,0.36199691891670227,0.1376655250787735,0.37351730465888977,0.2864885926246643,0.1309061199426651,0.2714994251728058
who,0.9999998807907104,0.17055200040340424,0.45444270968437195,0.28060296177864075,0.3554985225200653,0.37110671401023865,0.29550155997276306,0.31567877531051636,0.24983921647071838,0.3262416124343872,0.26220351457595825
voted,0.3554985225200653,0.09951197355985641,0.2901621162891388,0.2536814510822296,1.0,0.24463090300559998,0.1953626275062561,0.13589023053646088,0.1357821822166443,0.19419234991073608,0.22732289135456085
for,0.37110671401023865,0.19707661867141724,0.4137635827064514,0.13563798367977142,0.24463090300559998,0.9999999403953552,0.24620971083641052,0.3891189992427826,0.30793827772140503,0.17216873168945312,0.264628142118454
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.2936698794364929,0.3015371859073639,0.4739971458911896,0.22388386726379395,0.39758381247520447,0.3227543234825134,0.27357813715934753,0.22068053483963013
nazis,0.29550155997276306,0.1507566273212433,0.24911198019981384,0.39407864212989807,0.1953626275062561,0.24620971083641052,0.9999999403953552,0.25072258710861206,0.18843911588191986,0.3643520772457123,0.1800263673067093
in,0.2792111933231354,0.39141854643821716,0.435920387506485,0.26583972573280334,0.22158056497573853,0.4322226941585541,0.25396132469177246,0.32563260197639465,0.3270052373409271,0.20728369057178497,0.20430970191955566
elections,0.25705838203430176,0.11363209784030914,0.24628452956676483,0.3015289604663849,0.46951693296432495,0.24397696554660797,0.21233265101909637,0.20013155043125153,0.16344638168811798,0.3304743766784668,0.2319818139076233
held,0.21375896036624908,0.22518108785152435,0.224154531955719,0.21329787373542786,0.2677654027938843,0.2495253086090088,0.21759405732154846,0.15828721225261688,0.17135155200958252,0.19015870988368988,0.14103956520557404
from,0.27839982509613037,0.15488772094249725,0.3477667272090912,0.14453178644180298,0.15609510242938995,0.314039945602417,0.16963689029216766,0.2529715299606323,0.2633618414402008,0.2180480659008026,0.19969791173934937
1928-1933,0.009446091018617153,0.2387838065624237,0.11630970239639282,0.1506473273038864,0.027152804657816887,-0.004581366200000048,-0.002923188731074333,0.07177571207284927,0.10465724021196365,0.12218562513589859,0.034860722720623016
",",0.3365725874900818,0.27385151386260986,0.4137537479400635,0.2839384078979492,0.2582967281341553,0.4464869201183319,0.21364323794841766,0.3696524500846863,0.3371901512145996,0.2824510335922241,0.31091248989105225
where,0.41804537177085876,0.2867223024368286,0.4876193106174469,0.20052272081375122,0.18309196829795837,0.38599511981010437,0.16102299094200134,0.29405033588409424,0.2726525366306305,0.17801468074321747,0.24793872237205505
he,0.5500732064247131,0.14217868447303772,0.36068853735923767,0.1957654356956482,0.2848069965839386,0.4540175199508667,0.29446133971214294,0.25741079449653625,0.16873370110988617,0.23796263337135315,0.2089974731206894
claimed,0.32327672839164734,0.3278540074825287,0.38060468435287476,0.20193268358707428,0.249057337641716,0.2044578492641449,0.17385296523571014,0.1911981850862503,0.2165994942188263,0.2202918976545334,0.2083493024110794
that,0.45444270968437195,0.29063743352890015,1.0,0.2919386923313141,0.2901621162891388,0.4137635827064514,0.24911198019981384,0.4813884496688843,0.4891277849674225,0.28212302923202515,0.32716336846351624
from,0.27839982509613037,0.15488772094249725,0.3477667272090912,0.14453178644180298,0.15609510242938995,0.314039945602417,0.16963689029216766,0.2529715299606323,0.2633618414402008,0.2180480659008026,0.19969791173934937
his,0.44966956973075867,0.13338476419448853,0.3173833191394806,0.20452846586704254,0.23283208906650543,0.39312878251075745,0.26271045207977295,0.23633438348770142,0.18405678868293762,0.21439655125141144,0.18075084686279297
research,0.17335498332977295,0.24629881978034973,0.3083151876926422,0.10762675851583481,0.12409885972738266,0.29481053352355957,0.17162182927131653,0.23015832901000977,0.19787703454494476,0.09663483500480652,0.13481977581977844
he,0.5500732064247131,0.14217868447303772,0.36068853735923767,0.1957654356956482,0.2848069965839386,0.4540175199508667,0.29446133971214294,0.25741079449653625,0.16873370110988617,0.23796263337135315,0.2089974731206894
found,0.17055200040340424,0.9999999403953552,0.29063743352890015,0.09947521239519119,0.09951197355985641,0.19707661867141724,0.1507566273212433,0.23245514929294586,0.21039707958698273,0.15336787700653076,0.16790300607681274
that,0.45444270968437195,0.29063743352890015,1.0,0.2919386923313141,0.2901621162891388,0.4137635827064514,0.24911198019981384,0.4813884496688843,0.4891277849674225,0.28212302923202515,0.32716336846351624
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.2936698794364929,0.3015371859073639,0.4739971458911896,0.22388386726379395,0.39758381247520447,0.3227543234825134,0.27357813715934753,0.22068053483963013
nazis,0.29550155997276306,0.1507566273212433,0.24911198019981384,0.39407864212989807,0.1953626275062561,0.24620971083641052,0.9999999403953552,0.25072258710861206,0.18843911588191986,0.3643520772457123,0.1800263673067093
gained,0.1691395491361618,0.1666114628314972,0.18878613412380219,0.15476807951927185,0.2420082539319992,0.28392210602760315,0.18264345824718475,0.2851356267929077,0.24526265263557434,0.16867750883102417,0.11261032521724701
disproportionately,0.2962971329689026,0.25341102480888367,0.36641600728034973,0.20199733972549438,0.16264097392559052,0.1958988606929779,0.272792249917984,0.38280725479125977,0.3704868257045746,0.2546301782131195,0.17803797125816345
more,0.31567877531051636,0.23245514929294586,0.4813884496688843,0.22118015587329865,0.13589023053646088,0.3891189992427826,0.25072258710861206,1.0,0.726518988609314,0.2651555836200714,0.27894994616508484
votes,0.2908877730369568,0.09334544837474823,0.26520517468452454,0.3256935775279999,0.7004246115684509,0.2052048295736313,0.22316189110279083,0.23403200507164001,0.24229860305786133,0.24842587113380432,0.23052719235420227
from,0.27839982509613037,0.15488772094249725,0.3477667272090912,0.14453178644180298,0.15609510242938995,0.314039945602417,0.16963689029216766,0.2529715299606323,0.2633618414402008,0.2180480659008026,0.19969791173934937
protestant,0.2817428708076477,0.12416000664234161,0.2545807659626007,0.9133146405220032,0.23018784821033478,0.11954054981470108,0.3721643090248108,0.20674629509449005,0.19218704104423523,0.6940770149230957,0.14798137545585632
than,0.24983921647071838,0.21039707958698273,0.4891277849674225,0.22852297127246857,0.1357821822166443,0.30793827772140503,0.18843911588191986,0.726518988609314,1.0,0.21919865906238556,0.24917294085025787
catholic,0.2637768089771271,0.12742768228054047,0.2050773948431015,0.6216479539871216,0.16523759067058563,0.15741609036922455,0.30139198899269104,0.192637637257576,0.14321273565292358,0.8498657941818237,0.16609853506088257
areas,0.25495338439941406,0.20614445209503174,0.27244997024536133,0.19750428199768066,0.18468180298805237,0.2626132369041443,0.18639728426933289,0.33441853523254395,0.2586155831813812,0.25931352376937866,0.1273590475320816
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.3160131573677063,0.25903964042663574,0.4185989499092102,0.18243147432804108,0.30478984117507935,0.33036211133003235,0.3054737448692322,0.1826142966747284
germany,0.2021419107913971,0.13632400333881378,0.22514168918132782,0.2675248980522156,0.15665298700332642,0.2319389283657074,0.5071678161621094,0.1932339072227478,0.19044505059719086,0.1908431053161621,0.1388660967350006
.,0.3541337847709656,0.3618174195289612,0.4460422694683075,0.2648395001888275,0.2740060091018677,0.4726039469242096,0.25072503089904785,0.4070230722427368,0.3594527542591095,0.24427172541618347,0.4130953550338745
