,the,umc,understands,itself,to,be,part,of,what,church,?
the,1.0,0.21262750029563904,0.3002285063266754,0.45971640944480896,0.535392165184021,0.4248143136501312,0.527681291103363,0.733189046382904,0.42745697498321533,0.23846197128295898,0.22068053483963013
holy,0.2778179347515106,0.2911567986011505,0.130736842751503,0.2430802434682846,0.22131432592868805,0.19221054017543793,0.1668402999639511,0.32529065012931824,0.21269184350967407,0.4132955074310303,0.18148104846477509
catholic,0.26391419768333435,0.18716484308242798,0.18261554837226868,0.16828040778636932,0.2619607746601105,0.1558610200881958,0.18918706476688385,0.3452084958553314,0.1882777214050293,0.6546704173088074,0.16609853506088257
(,0.33289089798927307,0.2078039050102234,0.2270149290561676,0.1687830686569214,0.30882009863853455,0.2349044382572174,0.2208257019519806,0.35032153129577637,0.2411840260028839,0.17581534385681152,0.40561532974243164
or,0.4174870550632477,0.2574913501739502,0.32912540435791016,0.3667561411857605,0.38921234011650085,0.5260903835296631,0.28093159198760986,0.3792596757411957,0.33867141604423523,0.1717420071363449,0.32389625906944275
universal,0.2359178364276886,0.16451343894004822,0.2128434032201767,0.2480163872241974,0.19006553292274475,0.22472326457500458,0.18439748883247375,0.20601727068424225,0.20640362799167633,0.1806047260761261,0.2074412703514099
),0.3456730246543884,0.21987228095531464,0.24457325041294098,0.16357243061065674,0.31236231327056885,0.24578070640563965,0.24734117090702057,0.3680361211299896,0.26259949803352356,0.1983546018600464,0.42300865054130554
church,0.23846197128295898,0.20494024455547333,0.2064945548772812,0.2276635766029358,0.24439501762390137,0.14655785262584686,0.20504266023635864,0.3079429268836975,0.1944202184677124,0.9999999403953552,0.18081501126289368
and,0.5171257257461548,0.21982228755950928,0.3193489611148834,0.2663651406764984,0.48971283435821533,0.41766801476478577,0.35301485657691956,0.5116966962814331,0.31309178471565247,0.1976170688867569,0.20544172823429108
it,0.6251175999641418,0.2123039811849594,0.3342140316963196,0.5190377831459045,0.513711154460907,0.5203388929367065,0.4648587107658386,0.38761502504348755,0.45803478360176086,0.23105517029762268,0.25732165575027466
recognizes,0.34116318821907043,0.19075118005275726,0.3404976427555084,0.2881609797477722,0.21606756746768951,0.16570036113262177,0.21102812886238098,0.37725546956062317,0.2045670747756958,0.18117858469486237,0.1910683959722519
the,1.0,0.21262750029563904,0.3002285063266754,0.45971640944480896,0.535392165184021,0.4248143136501312,0.527681291103363,0.733189046382904,0.42745697498321533,0.23846197128295898,0.22068053483963013
historic,0.2829611599445343,0.1707494556903839,0.08592763543128967,0.24153266847133636,0.19668124616146088,0.15078039467334747,0.25276151299476624,0.2833002209663391,0.18988226354122162,0.2767401933670044,0.09992891550064087
ecumenical,0.30836302042007446,0.2868376672267914,0.2657848298549652,0.2399682104587555,0.23515217006206512,0.1777023822069168,0.18086692690849304,0.34940052032470703,0.21353460848331451,0.5310415625572205,0.18502023816108704
creeds,0.26751866936683655,0.26944616436958313,0.24420712888240814,0.2210535705089569,0.18490533530712128,0.21513289213180542,0.1898605227470398,0.28372299671173096,0.21608656644821167,0.3920867443084717,0.1969941407442093
",",0.4933079481124878,0.1953766793012619,0.2837817668914795,0.2783147692680359,0.44245919585227966,0.39254459738731384,0.3376222252845764,0.4946078956127167,0.3087472915649414,0.2707274258136749,0.31091248989105225
the,1.0,0.21262750029563904,0.3002285063266754,0.45971640944480896,0.535392165184021,0.4248143136501312,0.527681291103363,0.733189046382904,0.42745697498321533,0.23846197128295898,0.22068053483963013
apostle,0.25246158242225647,0.2033979743719101,0.19576230645179749,0.20689015090465546,0.22709417343139648,0.14584437012672424,0.1616520881652832,0.28012797236442566,0.27091699838638306,0.5030863881111145,0.15964865684509277
's,-0.01540423184633255,-0.057754456996917725,0.026129882782697678,-0.024358876049518585,0.03782717138528824,0.025217169895768166,0.007562864106148481,-0.03817026689648628,0.02692362666130066,0.023664841428399086,-0.023395681753754616
creed,0.26800665259361267,0.2879068851470947,0.24839700758457184,0.2623524069786072,0.21282435953617096,0.19708481431007385,0.19256077706813812,0.26977285742759705,0.24051550030708313,0.40571340918540955,0.19858981668949127
and,0.5171257257461548,0.21982228755950928,0.3193489611148834,0.2663651406764984,0.48971283435821533,0.41766801476478577,0.35301485657691956,0.5116966962814331,0.31309178471565247,0.1976170688867569,0.20544172823429108
the,1.0,0.21262750029563904,0.3002285063266754,0.45971640944480896,0.535392165184021,0.4248143136501312,0.527681291103363,0.733189046382904,0.42745697498321533,0.23846197128295898,0.22068053483963013
nicene,0.24748718738555908,0.2918037176132202,0.3661983013153076,0.2659938633441925,0.25991901755332947,0.2929445505142212,0.1742442399263382,0.27990278601646423,0.2990100085735321,0.46917375922203064,0.2558540999889374
creed,0.26800665259361267,0.2879068851470947,0.24839700758457184,0.2623524069786072,0.21282435953617096,0.19708481431007385,0.19256077706813812,0.26977285742759705,0.24051550030708313,0.40571340918540955,0.19858981668949127
;,0.09152708947658539,0.02082229033112526,0.08636338263750076,-0.020785070955753326,0.0979827418923378,0.06185305491089821,0.17379768192768097,0.054534342139959335,0.10986888408660889,0.03897353261709213,0.10349778085947037
which,0.6521818041801453,0.22190320491790771,0.4029337763786316,0.5675862431526184,0.5345056653022766,0.476310670375824,0.4460882246494293,0.5011631846427917,0.5261979103088379,0.20821009576320648,0.25814583897590637
are,0.40399202704429626,0.2037472277879715,0.3614450991153717,0.23437081277370453,0.3504326641559601,0.5556803941726685,0.3086032569408417,0.39081433415412903,0.29724663496017456,0.16039738059043884,0.24591213464736938
used,0.3718377649784088,0.194576695561409,0.3201568126678467,0.37816372513771057,0.40058770775794983,0.3731876611709595,0.2790772020816803,0.3075267970561981,0.27546408772468567,0.1413264274597168,0.22430120408535004
frequently,0.2643548250198364,0.1840003877878189,0.2450101375579834,0.2624020576477051,0.368136465549469,0.3593524694442749,0.1677057445049286,0.22709041833877563,0.2888586223125458,0.13825003802776337,0.21401989459991455
in,0.6662389636039734,0.15436193346977234,0.2136126458644867,0.28042417764663696,0.45010748505592346,0.3481820821762085,0.4499994218349457,0.5696388483047485,0.30808621644973755,0.2493300437927246,0.20430970191955566
services,0.2381475418806076,0.20459048449993134,0.18751098215579987,0.21399907767772675,0.27867045998573303,0.25824883580207825,0.20756712555885315,0.23787347972393036,0.16048473119735718,0.24413137137889862,0.1328447163105011
of,0.733189046382904,0.18128293752670288,0.2492469847202301,0.3157202899456024,0.41548454761505127,0.33904364705085754,0.452393114566803,1.0,0.33290785551071167,0.3079429268836975,0.1826142966747284
worship,0.2739982008934021,0.3193212151527405,0.2886574864387512,0.2645602226257324,0.2843751609325409,0.27499961853027344,0.1781892478466034,0.2610277831554413,0.2504543364048004,0.46193012595176697,0.17813213169574738
.,0.5934505462646484,0.23154163360595703,0.2853871285915375,0.28960058093070984,0.4645031690597534,0.4383580684661865,0.32817673683166504,0.5352458953857422,0.3567904531955719,0.28898224234580994,0.4130953550338745
