,what,group,of,civil,disobedients,brought,medicine,to,iraq,without,the,permission,of,the,government,?
medical,0.2389855533838272,0.0919443666934967,0.2826511859893799,0.19537904858589172,0.31828615069389343,0.16538015007972717,0.5872411727905273,0.2909846603870392,0.19499988853931427,0.2185249626636505,0.2398311346769333,0.24737484753131866,0.2826511859893799,0.2398311346769333,0.23596034944057465,0.13234087824821472
cannabis,0.19893696904182434,0.1403537094593048,0.18103986978530884,0.14309528470039368,0.34502869844436646,0.19613084197044373,0.31156280636787415,0.2052776962518692,0.28516119718551636,0.19112235307693481,0.20106162130832672,0.21193507313728333,0.18103986978530884,0.20106162130832672,0.2319544404745102,0.17839333415031433
dispensaries,0.33956003189086914,0.12191271781921387,0.3943612575531006,0.3082825243473053,0.5160037279129028,0.2857304513454437,0.23702752590179443,0.3665250241756439,0.26752278208732605,0.34565114974975586,0.35180923342704773,0.408435583114624,0.3943612575531006,0.35180923342704773,0.37694862484931946,0.2910919189453125
and,0.31309178471565247,0.3510662019252777,0.5116966962814331,0.25259146094322205,0.32351022958755493,0.3560350239276886,0.1892286092042923,0.48971283435821533,0.2504468858242035,0.35511502623558044,0.5171257257461548,0.23462046682834625,0.5116966962814331,0.5171257257461548,0.2859337627887726,0.20544172823429108
voice,0.19483280181884766,0.08760124444961548,0.1260928511619568,0.15745052695274353,0.23408985137939453,0.10791637748479843,0.08914512395858765,0.15644241869449615,0.14680275321006775,0.2209576666355133,0.19344258308410645,0.16212746500968933,0.1260928511619568,0.19344258308410645,0.07954004406929016,0.17046543955802917
in,0.30808621644973755,0.2304753065109253,0.5696388483047485,0.26466667652130127,0.30752769112586975,0.25879573822021484,0.2281779944896698,0.45010748505592346,0.2443525791168213,0.2553589344024658,0.6662389636039734,0.15197794139385223,0.5696388483047485,0.6662389636039734,0.3066793978214264,0.20430970191955566
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.2477465271949768,0.34096023440361023,0.32700833678245544,0.19564834237098694,0.535392165184021,0.2386751025915146,0.3270869255065918,1.0,0.2008170187473297,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
wilderness,0.23615862429141998,0.15464462339878082,0.2411338835954666,0.2523702383041382,0.2818857729434967,0.15560486912727356,0.07239362597465515,0.18537789583206177,0.18696419894695282,0.1568174958229065,0.26517605781555176,0.14250688254833221,0.2411338835954666,0.26517605781555176,0.17930160462856293,0.1363435983657837
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.24795588850975037,0.2989228069782257,0.30810219049453735,0.2526143491268158,0.44245919585227966,0.20734131336212158,0.24492648243904114,0.4933079481124878,0.2866009473800659,0.4946078956127167,0.4933079481124878,0.27344048023223877,0.31091248989105225
which,0.5261979103088379,0.32466647028923035,0.5011631846427917,0.13459211587905884,0.36296695470809937,0.2530832886695862,0.18779802322387695,0.5345056653022766,0.1898120939731598,0.3639591634273529,0.6521818041801453,0.26055577397346497,0.5011631846427917,0.6521818041801453,0.27266770601272583,0.25814583897590637
brought,0.26212388277053833,0.10892211645841599,0.3339962065219879,0.23051263391971588,0.26530367136001587,0.9999999403953552,0.1464613825082779,0.35361579060554504,0.16585078835487366,0.18045607209205627,0.32700833678245544,0.2739695608615875,0.3339962065219879,0.32700833678245544,0.1738458126783371,0.2339296191930771
medicine,0.20377366244792938,0.11087484657764435,0.20997224748134613,0.09804972261190414,0.2376505434513092,0.1464613825082779,1.0,0.1913563460111618,0.1385980248451233,0.15329928696155548,0.19564834237098694,0.12575137615203857,0.20997224748134613,0.19564834237098694,0.20126578211784363,0.14826606214046478
to,0.455847829580307,0.2672896385192871,0.41548454761505127,0.2019355595111847,0.34340938925743103,0.35361579060554504,0.1913563460111618,1.0,0.18802489340305328,0.37970873713493347,0.535392165184021,0.39300405979156494,0.41548454761505127,0.535392165184021,0.28343796730041504,0.29463258385658264
iraq,0.19968436658382416,0.20555390417575836,0.24110949039459229,0.2977738678455353,0.33855199813842773,0.16585078835487366,0.1385980248451233,0.18802489340305328,1.0000001192092896,0.14510929584503174,0.2386751025915146,0.132486954331398,0.24110949039459229,0.2386751025915146,0.28482577204704285,0.13788843154907227
without,0.3181614279747009,0.1372128576040268,0.3081340193748474,0.15056446194648743,0.3344866931438446,0.18045607209205627,0.15329928696155548,0.37970873713493347,0.14510929584503174,1.0,0.3270869255065918,0.4228821098804474,0.3081340193748474,0.3270869255065918,0.17324504256248474,0.2928665280342102
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.2477465271949768,0.34096023440361023,0.32700833678245544,0.19564834237098694,0.535392165184021,0.2386751025915146,0.3270869255065918,1.0,0.2008170187473297,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
permission,0.29350385069847107,0.15050959587097168,0.20709235966205597,0.1989145129919052,0.32112881541252136,0.2739695608615875,0.12575137615203857,0.39300405979156494,0.132486954331398,0.4228821098804474,0.2008170187473297,1.0,0.20709235966205597,0.2008170187473297,0.3208107054233551,0.2520243525505066
of,0.33290785551071167,0.25542253255844116,1.0,0.24698495864868164,0.32510921359062195,0.3339962065219879,0.20997224748134613,0.41548454761505127,0.24110949039459229,0.3081340193748474,0.733189046382904,0.20709235966205597,1.0,0.733189046382904,0.3475167155265808,0.1826142966747284
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.2477465271949768,0.34096023440361023,0.32700833678245544,0.19564834237098694,0.535392165184021,0.2386751025915146,0.3270869255065918,1.0,0.2008170187473297,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
u.s.,0.11178889125585556,-0.08084777742624283,0.011562774889171124,0.00861771497875452,-0.038604095578193665,0.0792749673128128,-0.039029065519571304,0.09732837975025177,-0.023235881701111794,0.042277224361896515,0.06592652946710587,0.08696853369474411,0.011562774889171124,0.06592652946710587,-0.02470526285469532,0.07886100560426712
government,0.28074538707733154,0.1905447095632553,0.3475167155265808,0.30626749992370605,0.39648327231407166,0.1738458126783371,0.20126578211784363,0.28343796730041504,0.28482577204704285,0.17324504256248474,0.31798112392425537,0.3208107054233551,0.3475167155265808,0.31798112392425537,1.0000001192092896,0.18851417303085327
",",0.3087472915649414,0.2809832692146301,0.4946078956127167,0.24795588850975037,0.2989228069782257,0.30810219049453735,0.2526143491268158,0.44245919585227966,0.20734131336212158,0.24492648243904114,0.4933079481124878,0.2866009473800659,0.4946078956127167,0.4933079481124878,0.27344048023223877,0.31091248989105225
directly,0.3618607521057129,0.21265801787376404,0.2998887896537781,0.12980283796787262,0.26417332887649536,0.21097862720489502,0.19360652565956116,0.46690139174461365,0.12320300936698914,0.3676604926586151,0.4502958655357361,0.2667379379272461,0.2998887896537781,0.4502958655357361,0.20546819269657135,0.2187996357679367
achieve,0.2524374723434448,0.15219594538211823,0.24381192028522491,0.24549980461597443,0.321201890707016,0.22452405095100403,0.12781035900115967,0.3419070541858673,0.09059040248394012,0.32451286911964417,0.23965083062648773,0.1955513060092926,0.24381192028522491,0.23965083062648773,0.2026100605726242,0.17526866495609283
a,0.3320399522781372,0.2594761848449707,0.5052502155303955,0.21693918108940125,0.26969417929649353,0.2422461211681366,0.16882139444351196,0.45503583550453186,0.19861188530921936,0.2797018885612488,0.5829201340675354,0.2638487219810486,0.5052502155303955,0.5829201340675354,0.25158295035362244,0.23916715383529663
desired,0.32847166061401367,0.1000242680311203,0.2489352971315384,0.16102126240730286,0.29782044887542725,0.18709991872310638,0.1959654837846756,0.36662161350250244,0.10073944181203842,0.3335721492767334,0.3089691996574402,0.2657560110092163,0.2489352971315384,0.3089691996574402,0.14110957086086273,0.30338212847709656
social,0.22217629849910736,0.1989186406135559,0.2605111300945282,0.2795228660106659,0.28487733006477356,0.25315576791763306,0.2279292643070221,0.19684761762619019,0.13439935445785522,0.14668169617652893,0.21797899901866913,0.12356727570295334,0.2605111300945282,0.21797899901866913,0.3182539641857147,0.1615191102027893
goal,0.2571476101875305,0.15820470452308655,0.1838325709104538,0.17077134549617767,0.2087748646736145,0.1963806301355362,0.17427422106266022,0.37094977498054504,0.15073451399803162,0.1673775464296341,0.2443244755268097,0.17505870759487152,0.1838325709104538,0.2443244755268097,0.17317861318588257,0.1964566856622696
(,0.2411840260028839,0.21665191650390625,0.35032153129577637,0.16291406750679016,0.12687037885189056,0.19757404923439026,0.18477937579154968,0.30882009863853455,0.1813010573387146,0.1785571426153183,0.33289089798927307,0.19461031258106232,0.35032153129577637,0.33289089798927307,0.14655277132987976,0.40561532974243164
such,0.23989605903625488,0.23581965267658234,0.3209529519081116,0.09689128398895264,0.29000118374824524,0.25122788548469543,0.21701680123806,0.2871878743171692,0.12393622100353241,0.3131762146949768,0.3575236201286316,0.22535640001296997,0.3209529519081116,0.3575236201286316,0.13764050602912903,0.17851735651493073
as,0.31749409437179565,0.2519444227218628,0.3886612355709076,0.18100082874298096,0.2719380557537079,0.2719915211200714,0.16645358502864838,0.42092081904411316,0.18979857861995697,0.2948721945285797,0.48381632566452026,0.24627867341041565,0.3886612355709076,0.48381632566452026,0.1883569210767746,0.27043893933296204
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.2477465271949768,0.34096023440361023,0.32700833678245544,0.19564834237098694,0.535392165184021,0.2386751025915146,0.3270869255065918,1.0,0.2008170187473297,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
provision,0.23705077171325684,0.2518019676208496,0.24258814752101898,0.25281620025634766,0.3711153268814087,0.2529568076133728,0.13338877260684967,0.27076178789138794,0.23310530185699463,0.30490532517433167,0.2599116861820221,0.41387349367141724,0.24258814752101898,0.2599116861820221,0.4131354093551636,0.19758205115795135
of,0.33290785551071167,0.25542253255844116,1.0,0.24698495864868164,0.32510921359062195,0.3339962065219879,0.20997224748134613,0.41548454761505127,0.24110949039459229,0.3081340193748474,0.733189046382904,0.20709235966205597,1.0,0.733189046382904,0.3475167155265808,0.1826142966747284
medication,0.28847256302833557,0.1690070480108261,0.2616158723831177,0.16030684113502502,0.44304484128952026,0.15943890810012817,0.5901493430137634,0.29681551456451416,0.20283110439777374,0.33709287643432617,0.24671530723571777,0.2934437692165375,0.2616158723831177,0.24671530723571777,0.21402360498905182,0.2275196760892868
to,0.455847829580307,0.2672896385192871,0.41548454761505127,0.2019355595111847,0.34340938925743103,0.35361579060554504,0.1913563460111618,1.0,0.18802489340305328,0.37970873713493347,0.535392165184021,0.39300405979156494,0.41548454761505127,0.535392165184021,0.28343796730041504,0.29463258385658264
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.2477465271949768,0.34096023440361023,0.32700833678245544,0.19564834237098694,0.535392165184021,0.2386751025915146,0.3270869255065918,1.0,0.2008170187473297,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
sick,0.23248423635959625,0.203850656747818,0.2389625459909439,0.14735808968544006,0.3527274429798126,0.2403990626335144,0.3325195610523224,0.2855961322784424,0.16909624636173248,0.2891843020915985,0.17309121787548065,0.29225635528564453,0.2389625459909439,0.17309121787548065,0.14252729713916779,0.1836603581905365
),0.26259949803352356,0.23240500688552856,0.3680361211299896,0.168956458568573,0.12465008348226547,0.20007632672786713,0.1830063909292221,0.31236231327056885,0.19313398003578186,0.19944514334201813,0.3456730246543884,0.19509227573871613,0.3680361211299896,0.3456730246543884,0.15263929963111877,0.42300865054130554
while,0.35511791706085205,0.22896799445152283,0.3366928696632385,0.17608642578125,0.27723070979118347,0.32374706864356995,0.15766923129558563,0.43899232149124146,0.18907973170280457,0.40961626172065735,0.39804592728614807,0.26090964674949646,0.3366928696632385,0.39804592728614807,0.1848406046628952,0.21076419949531555
openly,0.24464668333530426,0.19355811178684235,0.14141330122947693,0.19546376168727875,0.2430127114057541,0.21426261961460114,0.12096770852804184,0.25191524624824524,0.15526877343654633,0.19162115454673767,0.19510823488235474,0.2734420597553253,0.14141330122947693,0.19510823488235474,0.2384812980890274,0.16308623552322388
breaking,0.2832198143005371,0.1746508926153183,0.2451951652765274,0.15410278737545013,0.30790457129478455,0.29439619183540344,0.12503865361213684,0.2557200789451599,0.1561872363090515,0.3226676285266876,0.33078882098197937,0.16113054752349854,0.2451951652765274,0.33078882098197937,0.1496664583683014,0.16709092259407043
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.2477465271949768,0.34096023440361023,0.32700833678245544,0.19564834237098694,0.535392165184021,0.2386751025915146,0.3270869255065918,1.0,0.2008170187473297,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
law,0.2145031988620758,0.1177792102098465,0.2816956341266632,0.31305259466171265,0.37916383147239685,0.13674241304397583,0.2777535021305084,0.259207159280777,0.17427583038806915,0.16878442466259003,0.24548950791358948,0.3012969195842743,0.2816956341266632,0.24548950791358948,0.3640907108783722,0.1528988480567932
.,0.3567904531955719,0.27268800139427185,0.5352458953857422,0.2541380822658539,0.2842986583709717,0.31484454870224,0.242958664894104,0.4645031690597534,0.24258935451507568,0.29967203736305237,0.5934505462646484,0.2709774374961853,0.5352458953857422,0.5934505462646484,0.2521961033344269,0.4130953550338745
