,what,was,started,after,these,new,programs,were,in,place,?
",",0.3087472915649414,0.45456063747406006,0.32632124423980713,0.38860568404197693,0.37613096833229065,0.36073189973831177,0.21514803171157837,0.36755475401878357,0.5201468467712402,0.34068408608436584,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.3222070634365082,0.4565047025680542,0.49086877703666687,0.3845241069793701,0.21757709980010986,0.3906462490558624,0.6662389636039734,0.4179787337779999,0.22068053483963013
evangelical,0.20315878093242645,0.20954948663711548,0.22400766611099243,0.13785065710544586,0.2204102724790573,0.1795768439769745,0.16495615243911743,0.18537278473377228,0.21747030317783356,0.11657854169607162,0.16597984731197357
lutheran,0.195865198969841,0.2620541453361511,0.20714910328388214,0.12467803806066513,0.2156173586845398,0.21013180911540985,0.1279386729001999,0.22986336052417755,0.2489040344953537,0.1531199812889099,0.1752520203590393
church,0.1944202184677124,0.24960921704769135,0.20759637653827667,0.12355173379182816,0.17131376266479492,0.1963353157043457,0.1293441206216812,0.21372953057289124,0.2493300437927246,0.1524525135755539,0.18081501126289368
in,0.30808621644973755,0.45514053106307983,0.3199414014816284,0.44050168991088867,0.3791837692260742,0.3758552670478821,0.2276356965303421,0.3815755248069763,1.0,0.38128477334976196,0.20430970191955566
kenya,0.18398970365524292,0.17758844792842865,0.1984228938817978,0.2081187516450882,0.10835309326648712,0.10794293880462646,0.13685108721256256,0.15519973635673523,0.23621977865695953,0.2413230836391449,0.17197901010513306
started,0.21609699726104736,0.44883424043655396,1.0,0.443480521440506,0.1752236932516098,0.24461758136749268,0.22431573271751404,0.3347722291946411,0.3199414014816284,0.21497613191604614,0.19447724521160126
peace,0.18390877544879913,0.20237044990062714,0.1693870574235916,0.20540599524974823,0.14701877534389496,0.16593778133392334,0.11879361420869827,0.15526390075683594,0.22529716789722443,0.1961268186569214,0.1404135823249817
meetings,0.24949911236763,0.21595045924186707,0.2611106336116791,0.19259530305862427,0.34176716208457947,0.20722121000289917,0.28132426738739014,0.2799260914325714,0.24394764006137848,0.30944496393203735,0.17293356359004974
and,0.31309178471565247,0.3740963041782379,0.2649672031402588,0.3765919506549835,0.5314885973930359,0.31402453780174255,0.334749311208725,0.42175528407096863,0.4954058527946472,0.2813849449157715,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.3222070634365082,0.4565047025680542,0.49086877703666687,0.3845241069793701,0.21757709980010986,0.3906462490558624,0.6662389636039734,0.4179787337779999,0.22068053483963013
kenya,0.18398970365524292,0.17758844792842865,0.1984228938817978,0.2081187516450882,0.10835309326648712,0.10794293880462646,0.13685108721256256,0.15519973635673523,0.23621977865695953,0.2413230836391449,0.17197901010513306
national,0.16882304847240448,0.2433898150920868,0.15485014021396637,0.1503983587026596,0.19830188155174255,0.22361111640930176,0.23627698421478271,0.13822269439697266,0.28915393352508545,0.18832017481327057,0.15643028914928436
dialogue,0.28533935546875,0.1884670853614807,0.10118748992681503,0.17051100730895996,0.2507639527320862,0.21063640713691711,0.26465317606925964,0.17239928245544434,0.23324540257453918,0.1688850075006485,0.20502491295337677
and,0.31309178471565247,0.3740963041782379,0.2649672031402588,0.3765919506549835,0.5314885973930359,0.31402453780174255,0.334749311208725,0.42175528407096863,0.4954058527946472,0.2813849449157715,0.20544172823429108
reconciliation,0.23001986742019653,0.15243008732795715,0.11966484040021896,0.21290254592895508,0.2163904905319214,0.15505355596542358,0.13156940042972565,0.1637195646762848,0.21498405933380127,0.19243082404136658,0.17171992361545563
process,0.3466717302799225,0.15519841015338898,0.18421430885791779,0.29070353507995605,0.3142855167388916,0.17879632115364075,0.22780878841876984,0.15144316852092743,0.19851736724376678,0.270680695772171,0.2460896074771881
was,0.22111038863658905,1.0000001192092896,0.44883424043655396,0.49306565523147583,0.19784674048423767,0.2748313844203949,0.16294841468334198,0.590133786201477,0.45514053106307983,0.26867109537124634,0.18412111699581146
started,0.21609699726104736,0.44883424043655396,1.0,0.443480521440506,0.1752236932516098,0.24461758136749268,0.22431573271751404,0.3347722291946411,0.3199414014816284,0.21497613191604614,0.19447724521160126
.,0.3567904531955719,0.40146201848983765,0.3230702877044678,0.35870397090911865,0.3840779960155487,0.35031336545944214,0.21148164570331573,0.3378238379955292,0.5591574311256409,0.2844318151473999,0.4130953550338745
