,when,did,the,ban,on,cigarette,advertising,take,effect,for,television,networks,?
advertising,0.15837132930755615,0.21803075075149536,0.2048189342021942,0.29534342885017395,0.21307794749736786,0.3619861304759979,1.0000001192092896,0.2060188353061676,0.1942111700773239,0.25178438425064087,0.2895004153251648,0.2715088725090027,0.23602379858493805
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.16998670995235443,0.36926645040512085,0.15866245329380035,0.11549631506204605,0.21964672207832336,0.1890663206577301,0.314039945602417,0.19486135244369507,0.10511881113052368,0.19969791173934937
all,0.35107192397117615,0.33943864703178406,0.4860881567001343,0.1932755410671234,0.3832052946090698,0.11983447521924973,0.26419252157211304,0.3959510922431946,0.19967606663703918,0.41144001483917236,0.16301117837429047,0.2493741810321808,0.29575422406196594
television,0.19077982008457184,0.17055591940879822,0.24569597840309143,0.11390078067779541,0.2825660705566406,0.13937900960445404,0.2895004153251648,0.1796734482049942,0.13696958124637604,0.27045196294784546,1.0000001192092896,0.4588569104671478,0.16825827956199646
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.15939861536026,0.4077630043029785,0.1970135122537613,0.19678813219070435,0.296702116727829,0.23508284986019135,0.5064792633056641,0.29514092206954956,0.27532249689102173,0.20544172823429108
radio,0.13374444842338562,0.16486462950706482,0.23511973023414612,0.08369756489992142,0.2590620815753937,0.11392759531736374,0.31738346815109253,0.11976905167102814,0.20193588733673096,0.2325505018234253,0.5466874837875366,0.35456371307373047,0.08763375133275986
networks,0.1901119351387024,0.06869131326675415,0.24705806374549866,0.13581737875938416,0.26789405941963196,0.14208988845348358,0.2715088725090027,0.19481441378593445,0.146219402551651,0.2421427071094513,0.4588569104671478,1.0,0.17815114557743073
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2151244729757309,0.49057599902153015,0.18937896192073822,0.24089011549949646,0.2881867289543152,0.2150653600692749,0.4464869201183319,0.27995240688323975,0.20105446875095367,0.31091248989105225
including,0.24633030593395233,0.26678287982940674,0.3738902807235718,0.13842755556106567,0.324923574924469,0.07373359054327011,0.20073160529136658,0.22273269295692444,0.13388307392597198,0.42507120966911316,0.2257671058177948,0.1955316811800003,0.1633303165435791
abc,0.13294127583503723,0.13353709876537323,0.2068762183189392,0.141238272190094,0.2862928807735443,0.06744128465652466,0.1800631880760193,0.17909680306911469,0.11115770787000656,0.22510288655757904,0.46871840953826904,0.350273072719574,0.19065172970294952
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2151244729757309,0.49057599902153015,0.18937896192073822,0.24089011549949646,0.2881867289543152,0.2150653600692749,0.4464869201183319,0.27995240688323975,0.20105446875095367,0.31091248989105225
when,0.9999999403953552,0.3228907287120819,0.5091903209686279,0.20362064242362976,0.37706470489501953,0.19723202288150787,0.15837132930755615,0.32727745175361633,0.2713961899280548,0.43402108550071716,0.19077982008457184,0.1901119351387024,0.22841128706932068
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.24239091575145721,0.4529881477355957,0.22100068628787994,0.2082482874393463,0.27032700181007385,0.2770649194717407,0.32171204686164856,0.17099279165267944,0.26461464166641235,0.25732165575027466
took,0.25529301166534424,0.42470768094062805,0.31657639145851135,0.13554273545742035,0.22459004819393158,0.04452958703041077,0.16124463081359863,0.5846115350723267,0.1587972342967987,0.27585867047309875,0.17356646060943604,0.12660375237464905,0.14109265804290771
effect,0.2713961899280548,0.19503958523273468,0.2865084111690521,0.26931232213974,0.2661469280719757,0.246740460395813,0.1942111700773239,0.24621765315532684,1.0,0.2288459986448288,0.13696958124637604,0.146219402551651,0.1783771812915802
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.24485474824905396,0.9999999403953552,0.1325964331626892,0.21307794749736786,0.27423644065856934,0.2661469280719757,0.36199691891670227,0.2825660705566406,0.26789405941963196,0.2714994251728058
january,0.23963238298892975,0.23508968949317932,0.2467057853937149,0.2557532787322998,0.3576357066631317,0.10526628792285919,0.18671689927577972,0.12122074514627457,0.1497879922389984,0.27304044365882874,0.2761542797088623,0.13370881974697113,0.28608936071395874
2,-0.02478109858930111,-0.044790901243686676,-0.019434669986367226,0.03623205050826073,-0.0046874904073774815,0.0780256986618042,-0.05637296289205551,0.04550151526927948,0.016677865758538246,-0.09542696177959442,-0.002422461286187172,0.007411872502416372,0.001977203879505396
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2151244729757309,0.49057599902153015,0.18937896192073822,0.24089011549949646,0.2881867289543152,0.2150653600692749,0.4464869201183319,0.27995240688323975,0.20105446875095367,0.31091248989105225
1971,0.2807418704032898,0.17965981364250183,0.21928679943084717,0.22999998927116394,0.17606762051582336,0.31022006273269653,0.2202652543783188,0.18036969006061554,0.1979021579027176,0.20694366097450256,0.22499467432498932,0.27818477153778076,0.29388657212257385
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.20274263620376587,0.49257001280784607,0.20854347944259644,0.2438061386346817,0.3045158088207245,0.2277858853340149,0.4726039469242096,0.2806251645088196,0.24027101695537567,0.4130953550338745
