,what,was,the,number,of,times,the,denver,broncos,played,in,a,super,bowl,by,the,time,they,reached,super,bowl,50,?
have,0.39808809757232666,0.2863433063030243,0.40389683842658997,0.3633861541748047,0.3802283704280853,0.3492240011692047,0.40389683842658997,0.17510470747947693,0.16986088454723358,0.16157019138336182,0.36843645572662354,0.338716596364975,0.19903038442134857,0.19536113739013672,0.3359639644622803,0.40389683842658997,0.3659670352935791,0.6542890071868896,0.22958266735076904,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.32991164922714233
acquired,0.15010768175125122,0.20753280818462372,0.22202405333518982,0.04520071670413017,0.20385384559631348,0.026377150788903236,0.22202405333518982,0.09335009753704071,0.18537423014640808,0.13200631737709045,0.20108897984027863,0.16495825350284576,0.15271182358264923,0.1029040664434433,0.2711716294288635,0.22202405333518982,0.13090799748897552,0.16249912977218628,0.1381973773241043,0.15271182358264923,0.1029040664434433,-0.08052553236484528,0.09366346150636673
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2992287278175354,0.5052502155303955,0.2745400369167328,0.5829201340675354,0.179859921336174,0.19771797955036163,0.2472371906042099,0.539380669593811,1.0,0.26005712151527405,0.19533146917819977,0.32094135880470276,0.5829201340675354,0.3292340338230133,0.3528250455856323,0.21212449669837952,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
15–1,-0.21432454884052277,-0.1326320916414261,-0.2592649459838867,-0.1366627812385559,-0.1507280021905899,-0.20985370874404907,-0.2592649459838867,-0.02468463033437729,-0.04333417862653732,-0.03749345242977142,-0.21467117965221405,-0.1303160935640335,0.02869866043329239,0.074991874396801,-0.12933631241321564,-0.2592649459838867,-0.31819263100624084,-0.21102255582809448,-0.12663380801677704,0.02869866043329239,0.074991874396801,-0.025917677208781242,0.04290514066815376
record,0.1772487461566925,0.2787264287471771,0.23569516837596893,0.19180263578891754,0.19289259612560272,0.25687506794929504,0.23569516837596893,0.19634279608726501,0.18765106797218323,0.22645319998264313,0.23162534832954407,0.2588478624820709,0.2505435347557068,0.24389338493347168,0.1887274980545044,0.23569516837596893,0.3095698952674866,0.207293301820755,0.28805509209632874,0.2505435347557068,0.24389338493347168,0.06952042132616043,0.14407116174697876
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.2897866368293762,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.2987361550331116,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.3680937886238098,0.4933079481124878,0.3029961884021759,0.390799880027771,0.26771560311317444,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.23913393914699554,0.3366928696632385,0.29085081815719604,0.39804592728614807,0.20923270285129547,0.23601266741752625,0.20544704794883728,0.3399278521537781,0.3733035624027252,0.20227555930614471,0.15627816319465637,0.3083919286727905,0.39804592728614807,0.4294273555278778,0.3770460784435272,0.2523640990257263,0.20227555930614471,0.15627816319465637,0.046641163527965546,0.21076419949531555
the,0.42745697498321533,0.48711544275283813,1.0,0.35145696997642517,0.733189046382904,0.29093852639198303,1.0,0.2052404284477234,0.25985947251319885,0.2603478729724884,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.4408751428127289,1.0,0.43061500787734985,0.49925389885902405,0.29860952496528625,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
denver,0.1275133192539215,0.2766761779785156,0.2052404284477234,0.1493568867444992,0.14595118165016174,0.1485476791858673,0.2052404284477234,1.0,0.5774994492530823,0.26066020131111145,0.2221570909023285,0.179859921336174,0.24589714407920837,0.2861449718475342,0.16241613030433655,0.2052404284477234,0.1789873242378235,0.23547865450382233,0.15243008732795715,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
broncos,0.1787765771150589,0.23574475944042206,0.25985947251319885,0.11545195430517197,0.19310332834720612,0.1636822521686554,0.25985947251319885,0.5774994492530823,1.0000001192092896,0.36128896474838257,0.20316283404827118,0.19771797955036163,0.36141330003738403,0.4351775348186493,0.11333504319190979,0.25985947251319885,0.18860319256782532,0.25937581062316895,0.18486598134040833,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
became,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.1951807290315628,0.3638904094696045,0.161031574010849,0.36325156688690186,0.2588076889514923,0.23884166777133942,0.292416512966156,0.31047213077545166,0.28774285316467285,0.15664279460906982,0.1635434478521347,0.24051691591739655,0.36325156688690186,0.3099048137664795,0.2442759871482849,0.27951207756996155,0.15664279460906982,0.1635434478521347,0.026260828599333763,0.11374033987522125
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.4248921275138855,0.4999135136604309,0.3664974272251129,0.5514441132545471,0.12505562603473663,0.17801736295223236,0.22216525673866272,0.4129433035850525,0.4910551905632019,0.21711376309394836,0.19098831713199615,0.29445651173591614,0.5514441132545471,0.4878559708595276,0.4178827106952667,0.27959614992141724,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2778518795967102,1.0,0.24352745711803436,0.733189046382904,0.14595118165016174,0.19310332834720612,0.21120788156986237,0.5696388483047485,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.3646814823150635,0.733189046382904,0.35127586126327515,0.3426007330417633,0.18604008853435516,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
four,0.18057085573673248,0.2866098880767822,0.40344667434692383,0.3651246130466461,0.36293646693229675,0.2773490250110626,0.40344667434692383,0.16628514230251312,0.2302631437778473,0.2532992959022522,0.3085027039051056,0.28236961364746094,0.17333437502384186,0.18062108755111694,0.2771659195423126,0.40344667434692383,0.24939590692520142,0.3668050169944763,0.22669276595115662,0.17333437502384186,0.18062108755111694,0.02793193608522415,0.14532537758350372
teams,0.16624371707439423,0.1698075383901596,0.3164927661418915,0.23010273277759552,0.27933305501937866,0.20071087777614594,0.3164927661418915,0.22444693744182587,0.4494050145149231,0.39578181505203247,0.2639528214931488,0.21163642406463623,0.26333683729171753,0.2752957046031952,0.16955985128879547,0.3164927661418915,0.2633274793624878,0.3116898834705353,0.1857764720916748,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2706126868724823,0.41548454761505127,0.32875269651412964,0.535392165184021,0.23706497251987457,0.23674264550209045,0.14824016392230988,0.45010748505592346,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.33534231781959534,0.535392165184021,0.3679993152618408,0.5452046394348145,0.20677556097507477,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
have,0.39808809757232666,0.2863433063030243,0.40389683842658997,0.3633861541748047,0.3802283704280853,0.3492240011692047,0.40389683842658997,0.17510470747947693,0.16986088454723358,0.16157019138336182,0.36843645572662354,0.338716596364975,0.19903038442134857,0.19536113739013672,0.3359639644622803,0.40389683842658997,0.3659670352935791,0.6542890071868896,0.22958266735076904,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.32991164922714233
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.186367005109787,0.33167365193367004,0.13152779638767242,0.3885267674922943,0.09604963660240173,0.19829139113426208,0.230319544672966,0.25271502137184143,0.3180864453315735,0.14032290875911713,0.206265389919281,0.34175434708595276,0.3885267674922943,0.25157099962234497,0.3347621262073517,0.21435284614562988,0.14032290875911713,0.206265389919281,0.04318181425333023,0.17218779027462006
eight,0.15383057296276093,0.2945409417152405,0.34254369139671326,0.41013407707214355,0.3220755457878113,0.2503972053527832,0.34254369139671326,0.16959460079669952,0.20130003988742828,0.22927135229110718,0.3002670109272003,0.3028070032596588,0.20521503686904907,0.17254112660884857,0.3041055202484131,0.34254369139671326,0.278333842754364,0.26088473200798035,0.23666690289974213,0.20521503686904907,0.17254112660884857,0.04304129257798195,0.11634626984596252
appearances,0.14484012126922607,0.23857617378234863,0.25270983576774597,0.23815365135669708,0.18878264725208282,0.2938914895057678,0.25270983576774597,0.2667270600795746,0.29627928137779236,0.4218762218952179,0.2627871632575989,0.2695651054382324,0.2672627866268158,0.23921391367912292,0.19858011603355408,0.25270983576774597,0.26381608843803406,0.19675514101982117,0.20062027871608734,0.2672627866268158,0.23921391367912292,0.10673414915800095,0.18098464608192444
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.3024539053440094,0.5696388483047485,0.2427823841571808,0.6662389636039734,0.2221570909023285,0.20316283404827118,0.27605336904525757,1.0,0.539380669593811,0.18576006591320038,0.17236235737800598,0.370934396982193,0.6662389636039734,0.3431483507156372,0.4330179989337921,0.24389809370040894,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.35145696997642517,0.733189046382904,0.29093852639198303,1.0,0.2052404284477234,0.25985947251319885,0.2603478729724884,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.4408751428127289,1.0,0.43061500787734985,0.49925389885902405,0.29860952496528625,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.19262047111988068,0.14718765020370483,0.19135531783103943,0.21959073841571808,0.24589714407920837,0.36141330003738403,0.21511296927928925,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.15233319997787476,0.21959073841571808,0.18677926063537598,0.1988932192325592,0.17897918820381165,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.14966735243797302,0.2243070751428604,0.25533148646354675,0.21576224267482758,0.2861449718475342,0.4351775348186493,0.19033360481262207,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.12992306053638458,0.21576224267482758,0.20419740676879883,0.18658970296382904,0.11242140829563141,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3256329298019409,0.5352458953857422,0.2891986668109894,0.5934505462646484,0.2573630213737488,0.2612393796443939,0.2876244783401489,0.5591574311256409,0.50484299659729,0.2757420241832733,0.21516893804073334,0.3936232924461365,0.5934505462646484,0.371569961309433,0.4510921239852905,0.2790040373802185,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
