,who,was,the,denver,head,coach,for,super,bowl,50,?
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.08765961974859238,-0.041913021355867386,-0.02642884850502014,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
playoffs,0.1687159389257431,0.11031175404787064,0.21945282816886902,0.25497597455978394,0.16539110243320465,0.30679038166999817,0.21381168067455292,0.23227180540561676,0.35547947883605957,0.09772592782974243,0.17343482375144958
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.25173696875572205,0.2711189091205597,0.2760384678840637,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.2052404284477234,0.3079071640968323,0.14297698438167572,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
denver,0.20955970883369446,0.2766761779785156,0.2052404284477234,1.0,0.19997245073318481,0.29413852095603943,0.22017966210842133,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
broncos,0.1763724684715271,0.23574475944042206,0.25985947251319885,0.5774994492530823,0.2802664041519165,0.40552663803100586,0.2739109396934509,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
underwent,0.169152170419693,0.3799797594547272,0.33590078353881836,0.21331432461738586,0.17947538197040558,0.07083319872617722,0.2784963548183441,0.08183174580335617,0.09302331507205963,0.016541650518774986,0.12751154601573944
numerous,0.24434210360050201,0.19624626636505127,0.3353725075721741,0.13332878053188324,0.1484152227640152,0.07306059449911118,0.2626895606517792,0.17539815604686737,0.13804976642131805,-0.016960421577095985,0.0875130444765091
coaching,0.1874576061964035,0.21708883345127106,0.21933473646640778,0.31700655817985535,0.32347261905670166,0.7631375193595886,0.2840249836444855,0.19151870906352997,0.2518019378185272,0.06441613286733627,0.18237164616584778
changes,0.20586563646793365,0.17310309410095215,0.3427845537662506,0.05920862779021263,0.15704670548439026,0.09272276610136032,0.25747987627983093,0.09753360599279404,0.1394612342119217,0.06001393496990204,0.21264225244522095
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.25173696875572205,0.2711189091205597,0.2760384678840637,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
including,0.2835840582847595,0.21884717047214508,0.3738902807235718,0.1571250855922699,0.1213342696428299,0.10371776670217514,0.42507120966911316,0.20355892181396484,0.1517006903886795,0.0682697743177414,0.1633303165435791
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.179859921336174,0.2807295620441437,0.16662418842315674,0.44038116931915283,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
mutual,0.2736228406429291,0.10678567737340927,0.21255530416965485,0.16568413376808167,0.06464860588312149,0.0739947035908699,0.29456284642219543,0.11894059926271439,0.10197845101356506,0.09442628175020218,0.14322642982006073
parting,0.22303956747055054,0.15869779884815216,0.2963137626647949,0.19160202145576477,0.1395207643508911,0.11676628142595291,0.3185289204120636,0.16056057810783386,0.16015499830245972,0.011136089451611042,0.1695823073387146
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.20079316198825836,0.2096976488828659,0.2121175080537796,0.39140474796295166,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
head,0.20998527109622955,0.2465479075908661,0.3079071640968323,0.19997245073318481,0.9999998807907104,0.41754329204559326,0.15612448751926422,0.10849252343177795,0.1580892950296402,0.03328836336731911,0.10879309475421906
coach,0.1715262234210968,0.20918557047843933,0.14297698438167572,0.29413852095603943,0.41754329204559326,0.9999998807907104,0.20248901844024658,0.14526855945587158,0.2445603609085083,-0.01023964025080204,0.11963751912117004
john,0.30388808250427246,0.2875721752643585,0.2230520099401474,0.20788034796714783,0.15809836983680725,0.19683262705802917,0.22649751603603363,0.1567493975162506,0.19344750046730042,0.049744050949811935,0.13162356615066528
fox,0.20670369267463684,0.18574436008930206,0.24760441482067108,0.24840685725212097,0.07893308252096176,0.17076337337493896,0.1993214637041092,0.17024748027324677,0.17459118366241455,0.007465891540050507,0.1670110523700714
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.23238550126552582,0.23052836954593658,0.2267160564661026,0.3357032239437103,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.20955970883369446,0.20998527109622955,0.1715262234210968,0.37110671401023865,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.26220351457595825
had,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.22139029204845428,0.24529026448726654,0.1863328069448471,0.3270139992237091,0.17216899991035461,0.1661457121372223,0.09219186753034592,0.20728366076946259
won,0.24654650688171387,0.35383549332618713,0.29432493448257446,0.1950361430644989,0.15105806291103363,0.2705681324005127,0.3782569169998169,0.23658764362335205,0.2380966693162918,0.1270197182893753,0.17925700545310974
four,0.1980169266462326,0.2866098880767822,0.40344667434692383,0.16628514230251312,0.15748171508312225,0.14225079119205475,0.27783235907554626,0.17333437502384186,0.18062108755111694,0.02793193608522415,0.14532537758350372
divisional,0.12287947535514832,0.22680401802062988,0.29866886138916016,0.19392408430576324,0.14744974672794342,0.16330519318580627,0.23845630884170532,0.2693016827106476,0.2604678273200989,0.12611772119998932,0.08093056827783585
championships,0.17288143932819366,0.24317452311515808,0.2617073357105255,0.24664808809757233,0.14123131334781647,0.39409053325653076,0.24192337691783905,0.3081444501876831,0.37443116307258606,0.07280509173870087,0.12499503791332245
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.2221570909023285,0.21927717328071594,0.1651318073272705,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.1710202693939209,0.2232082635164261,0.21406444907188416,0.39312878251075745,0.12594756484031677,0.13805828988552094,0.04898534715175629,0.18075084686279297
four,0.1980169266462326,0.2866098880767822,0.40344667434692383,0.16628514230251312,0.15748171508312225,0.14225079119205475,0.27783235907554626,0.17333437502384186,0.18062108755111694,0.02793193608522415,0.14532537758350372
years,0.29867154359817505,0.35855233669281006,0.2912273406982422,0.24351242184638977,0.11371049284934998,0.18034127354621887,0.2878222167491913,0.15193983912467957,0.221580371260643,-0.00639002351090312,0.1914375126361847
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.23965661227703094,0.23658350110054016,0.1861812025308609,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
broncos,0.1763724684715271,0.23574475944042206,0.25985947251319885,0.5774994492530823,0.2802664041519165,0.40552663803100586,0.2739109396934509,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
head,0.20998527109622955,0.2465479075908661,0.3079071640968323,0.19997245073318481,0.9999998807907104,0.41754329204559326,0.15612448751926422,0.10849252343177795,0.1580892950296402,0.03328836336731911,0.10879309475421906
coach,0.1715262234210968,0.20918557047843933,0.14297698438167572,0.29413852095603943,0.41754329204559326,0.9999998807907104,0.20248901844024658,0.14526855945587158,0.2445603609085083,-0.01023964025080204,0.11963751912117004
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.2208423912525177,0.24616102874279022,0.22604507207870483,0.3639558255672455,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.25173696875572205,0.2711189091205597,0.2760384678840637,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.20625516772270203,0.24040718376636505,0.2508825957775116,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,1.0,0.2052404284477234,0.3079071640968323,0.14297698438167572,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
hiring,0.33406466245651245,0.2188761681318283,0.19678819179534912,0.27337971329689026,0.169167160987854,0.1324983835220337,0.3030354082584381,0.0723363608121872,0.030629733577370644,0.021958673372864723,0.18248823285102844
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.14595118165016174,0.2945564389228821,0.144924595952034,0.4185989499092102,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
gary,0.2093702107667923,0.23893626034259796,0.16962489485740662,0.31782636046409607,0.1472642421722412,0.2571870684623718,0.1532762497663498,0.15355345606803894,0.12636373937129974,-0.10578620433807373,0.06767930835485458
kubiak,0.1886254996061325,0.2883514165878296,0.1740415245294571,0.2754456698894501,0.38312670588493347,0.4861065447330475,0.19223859906196594,0.2177102267742157,0.21843846142292023,-0.017048168927431107,0.15975911915302277
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.23965661227703094,0.23658350110054016,0.1861812025308609,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
the,0.3733934462070465,0.48711544275283813,1.0,0.2052404284477234,0.3079071640968323,0.14297698438167572,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
new,0.2378052920103073,0.2748313844203949,0.3845241069793701,0.2101706713438034,0.18110334873199463,0.16024479269981384,0.2700757384300232,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
head,0.20998527109622955,0.2465479075908661,0.3079071640968323,0.19997245073318481,0.9999998807907104,0.41754329204559326,0.15612448751926422,0.10849252343177795,0.1580892950296402,0.03328836336731911,0.10879309475421906
coach,0.1715262234210968,0.20918557047843933,0.14297698438167572,0.29413852095603943,0.41754329204559326,0.9999998807907104,0.20248901844024658,0.14526855945587158,0.2445603609085083,-0.01023964025080204,0.11963751912117004
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2573630213737488,0.2515932321548462,0.20588655769824982,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
