,what,are,the,first,buildings,the,university,built,knows,as,today,?
now,0.4903225302696228,0.3292219042778015,0.38266420364379883,0.3032863736152649,0.2399805337190628,0.38266420364379883,0.253681480884552,0.27062228322029114,0.3291952610015869,0.3483183979988098,0.6037042140960693,0.29641881585121155
known,0.20381177961826324,0.26720109581947327,0.3624623417854309,0.274125337600708,0.15214911103248596,0.3624623417854309,0.15387564897537231,0.25903862714767456,0.29711228609085083,0.4815765619277954,0.33643534779548645,0.18314571678638458
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.33842000365257263,0.21993879973888397,0.48381632566452026,0.21858684718608856,0.20560723543167114,0.20670343935489655,1.0,0.33237552642822266,0.27043893933296204
the,0.42745697498321533,0.40399202704429626,1.0,0.49448907375335693,0.25566717982292175,1.0,0.263973206281662,0.2950156033039093,0.2657349407672882,0.48381632566452026,0.35740926861763,0.22068053483963013
main,0.2344268560409546,0.2828797399997711,0.38631999492645264,0.24865727126598358,0.20187623798847198,0.38631999492645264,0.19745540618896484,0.16786392033100128,0.16807155311107635,0.25940921902656555,0.30360761284828186,0.1665669083595276
quadrangles,0.16237908601760864,0.22978165745735168,0.3175604045391083,0.20253024995326996,0.3426387906074524,0.3175604045391083,0.26913702487945557,0.31709760427474976,0.12629832327365875,0.22622770071029663,0.19548968970775604,0.1280493140220642
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.34503069519996643,0.272444486618042,0.4933079481124878,0.3017033040523529,0.22658206522464752,0.24772903323173523,0.48816442489624023,0.3282252550125122,0.31091248989105225
were,0.22298263013362885,0.6489362716674805,0.3906462490558624,0.3285558819770813,0.29042333364486694,0.3906462490558624,0.153096005320549,0.31323960423469543,0.19073152542114258,0.3025437891483307,0.3418138325214386,0.17890112102031708
part,0.3476244807243347,0.3086032569408417,0.527681291103363,0.2607765197753906,0.21247144043445587,0.527681291103363,0.24883095920085907,0.205158993601799,0.17563743889331818,0.2563304007053375,0.3304010033607483,0.08557961881160736
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3536086082458496,0.2829168736934662,0.733189046382904,0.30646374821662903,0.23442776501178741,0.20924244821071625,0.3886612355709076,0.3291318118572235,0.1826142966747284
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.4287874400615692,0.22776827216148376,0.5829201340675354,0.20256656408309937,0.23064446449279785,0.29010695219039917,0.39550232887268066,0.2396019846200943,0.23916715383529663
``,0.008517155423760414,0.12624181807041168,0.029072100296616554,0.006519378628581762,-0.06896474212408066,0.029072100296616554,-0.05806000158190727,-0.08544228971004486,0.012667020782828331,0.03910288214683533,0.036287181079387665,0.0685480609536171
master,0.16430073976516724,0.12116571515798569,0.19769129157066345,0.24330560863018036,0.12832719087600708,0.19769129157066345,0.27631905674934387,0.1511601060628891,0.2416566014289856,0.2009018212556839,0.14152900874614716,0.11915034055709839
plan,0.2947953939437866,0.15314653515815735,0.2852855324745178,0.2247759997844696,0.29989925026893616,0.2852855324745178,0.17010807991027832,0.23563514649868011,0.24047300219535828,0.22160357236862183,0.17032481729984283,0.1961054503917694
'',0.08143015950918198,0.0263817198574543,0.041273195296525955,-0.03874251991510391,-0.0062951575964689255,0.041273195296525955,0.0635535717010498,0.015334987081587315,0.006438049487769604,0.006628023460507393,0.005411121994256973,0.018684765323996544
conceived,0.22557096183300018,0.16463007032871246,0.23506250977516174,0.2187049686908722,0.1728716790676117,0.23506250977516174,0.20788876712322235,0.30695080757141113,0.17951752245426178,0.33083462715148926,0.18681691586971283,0.14654332399368286
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.3877052962779999,0.22986018657684326,0.4408751428127289,0.1929011344909668,0.22056880593299866,0.19681553542613983,0.3815547823905945,0.16644306480884552,0.17966607213020325
two,0.23363454639911652,0.46276170015335083,0.43858039379119873,0.3794230818748474,0.20153003931045532,0.43858039379119873,0.21943320333957672,0.2191213220357895,0.17741958796977997,0.3029302954673767,0.2578253149986267,0.19645625352859497
university,0.20256435871124268,0.16609783470630646,0.263973206281662,0.2596641778945923,0.2568190395832062,0.263973206281662,1.0,0.15573816001415253,0.10220669209957123,0.21858684718608856,0.24341242015361786,0.11887256056070328
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3536086082458496,0.2829168736934662,0.733189046382904,0.30646374821662903,0.23442776501178741,0.20924244821071625,0.3886612355709076,0.3291318118572235,0.1826142966747284
chicago,0.1521448791027069,0.1553531140089035,0.27360326051712036,0.24072907865047455,0.2776731550693512,0.27360326051712036,0.29005804657936096,0.17393474280834198,0.15567538142204285,0.16836167871952057,0.15263569355010986,0.16446958482265472
trustees,0.18544350564479828,0.19564402103424072,0.2802223861217499,0.22040878236293793,0.18603110313415527,0.2802223861217499,0.3692660927772522,0.2217561900615692,0.1914243847131729,0.25136929750442505,0.16625000536441803,0.12247486412525177
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3167642652988434,0.3477250337600708,0.5171257257461548,0.2665814459323883,0.2814858853816986,0.2977628707885742,0.49487000703811646,0.37503334879875183,0.20544172823429108
plotted,0.19626851379871368,0.18667364120483398,0.26552432775497437,0.19515156745910645,0.08599761873483658,0.26552432775497437,0.12150201201438904,0.17845073342323303,0.1437154859304428,0.21334771811962128,0.10609260946512222,0.1812591552734375
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.3877052962779999,0.22986018657684326,0.4408751428127289,0.1929011344909668,0.22056880593299866,0.19681553542613983,0.3815547823905945,0.16644306480884552,0.17966607213020325
chicago,0.1521448791027069,0.1553531140089035,0.27360326051712036,0.24072907865047455,0.2776731550693512,0.27360326051712036,0.29005804657936096,0.17393474280834198,0.15567538142204285,0.16836167871952057,0.15263569355010986,0.16446958482265472
architect,0.12894795835018158,0.0416419580578804,0.13209693133831024,0.17129933834075928,0.4719042181968689,0.13209693133831024,0.2113843858242035,0.4416904151439667,0.1609026938676834,0.142146036028862,0.11103948950767517,0.11996878683567047
henry,0.1911626160144806,0.07912015169858932,0.2542637586593628,0.2219134271144867,0.19041702151298523,0.2542637586593628,0.1812899112701416,0.17339877784252167,0.12345407158136368,0.2156684696674347,0.14319385588169098,0.16836383938789368
ives,0.18842341005802155,0.14885741472244263,0.22803302109241486,0.1605723351240158,0.23065172135829926,0.22803302109241486,0.26844483613967896,0.16325514018535614,0.26160091161727905,0.21861065924167633,0.1693200320005417,0.15136300027370453
cobb,0.20570765435695648,0.1196630671620369,0.20319372415542603,0.17220285534858704,0.2601509392261505,0.20319372415542603,0.18019737303256989,0.23288916051387787,0.2227555215358734,0.20116961002349854,0.20099985599517822,0.19696582853794098
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.4345304071903229,0.2799520492553711,0.5934505462646484,0.290679007768631,0.2374027520418167,0.2560783624649048,0.515582263469696,0.30348071455955505,0.4130953550338745
