,what,city,was,former,wwe,nxt,champion,neville,born,in,?
cole,0.14566268026828766,0.1169024407863617,0.22517915070056915,0.14292344450950623,0.29057297110557556,0.22596648335456848,0.192655548453331,0.3236614465713501,0.21184146404266357,0.16279925405979156,0.1507469266653061
and,0.31309178471565247,0.2827445864677429,0.3740963041782379,0.2516189515590668,0.15513208508491516,0.132967010140419,0.21845601499080658,0.27912774682044983,0.25002726912498474,0.4954058527946472,0.20544172823429108
neil,0.10462997853755951,0.07965019345283508,0.22418345510959625,0.20688383281230927,0.10526584833860397,0.16176819801330566,0.09889665246009827,0.2977299988269806,0.27053090929985046,0.15338237583637238,0.08238664269447327
tennant,0.17013365030288696,0.24969372153282166,0.310945063829422,0.22473040223121643,0.164820596575737,0.27492955327033997,0.2505221664905548,0.37133675813674927,0.35196688771247864,0.3161557614803314,0.09592169523239136
lived,0.18411467969417572,0.29002758860588074,0.3715285658836365,0.18364615738391876,0.13033145666122437,0.17114001512527466,0.1908033788204193,0.14434288442134857,0.3547080159187317,0.3669787347316742,0.1798510104417801
in,0.30808621644973755,0.3911624252796173,0.45514053106307983,0.2668642997741699,0.17188139259815216,0.162118062376976,0.1986149251461029,0.189695805311203,0.30027052760124207,1.0,0.20430970191955566
newcastle,0.16276082396507263,0.32860881090164185,0.25710436701774597,0.19742733240127563,0.20404574275016785,0.16252900660037994,0.16013477742671967,0.29683420062065125,0.2374611496925354,0.19270820915699005,0.0902252271771431
.,0.3567904531955719,0.29856356978416443,0.40146201848983765,0.20895031094551086,0.2323271483182907,0.17574480175971985,0.21011604368686676,0.22944512963294983,0.2350279539823532,0.5591574311256409,0.4130953550338745
,what,city,was,former,wwe,nxt,champion,neville,born,in,?
hank,0.14234472811222076,0.17658352851867676,0.2338784784078598,0.20508915185928345,0.22764451801776886,0.23863914608955383,0.2039600908756256,0.27602124214172363,0.2856932282447815,0.16871917247772217,0.17129042744636536
marvin,0.1709521859884262,0.06924226135015488,0.2599630057811737,0.1838839054107666,0.24324406683444977,0.1736486703157425,0.23010164499282837,0.28285008668899536,0.21409392356872559,0.16766798496246338,0.18246011435985565
and,0.31309178471565247,0.2827445864677429,0.3740963041782379,0.2516189515590668,0.15513208508491516,0.132967010140419,0.21845601499080658,0.27912774682044983,0.25002726912498474,0.4954058527946472,0.20544172823429108
bruce,0.12445461004972458,0.17530392110347748,0.27862879633903503,0.16367550194263458,0.16767746210098267,0.18362994492053986,0.1670418083667755,0.2791373133659363,0.22845624387264252,0.18656545877456665,0.06869585812091827
welch,0.16532623767852783,0.18119561672210693,0.24049068987369537,0.21731463074684143,0.17242048680782318,0.23089316487312317,0.19183453917503357,0.35714980959892273,0.3405044376850128,0.20082145929336548,0.19623346626758575
were,0.22298263013362885,0.20383071899414062,0.590133786201477,0.1692831814289093,0.18720363080501556,0.16810448467731476,0.17269514501094818,0.1692672073841095,0.14765699207782745,0.3815755248069763,0.17890112102031708
both,0.3361809551715851,0.18512237071990967,0.2990766167640686,0.2012929469347,0.2260272353887558,0.16696082055568695,0.20390354096889496,0.20731113851070404,0.17735248804092407,0.3960166871547699,0.19455738365650177
former,0.13598288595676422,0.24221928417682648,0.2544213533401489,1.0,0.2180107980966568,0.19032011926174164,0.28558677434921265,0.2062307596206665,0.4917752742767334,0.2668642997741699,0.10570605844259262
pupils,0.180222749710083,0.08686553686857224,0.11121103912591934,0.16874898970127106,0.11168117821216583,0.05215013399720192,0.17062030732631683,0.16127195954322815,0.09557778388261795,0.15253189206123352,0.06499303877353668
of,0.33290785551071167,0.32503411173820496,0.4069072902202606,0.30415382981300354,0.20258058607578278,0.14263316988945007,0.1902693659067154,0.19542667269706726,0.19769194722175598,0.5696388483047485,0.1826142966747284
rutherford,0.21765227615833282,0.22598868608474731,0.24991630017757416,0.20420289039611816,0.22342917323112488,0.2220880687236786,0.2303730547428131,0.3515279293060303,0.25186121463775635,0.26773783564567566,0.11082080751657486
grammar,0.24915918707847595,0.14221109449863434,0.20134475827217102,0.12988008558750153,0.09513847529888153,0.12395257502794266,0.07448522001504898,0.1825757473707199,0.17569908499717712,0.251787930727005,0.19932536780834198
school,0.18774057924747467,0.2677709758281708,0.25740107893943787,0.1826586127281189,0.12405264377593994,0.1385965198278427,0.16983619332313538,0.16923126578330994,0.2736741900444031,0.26157811284065247,0.15091250836849213
",",0.3087472915649414,0.35839709639549255,0.45456063747406006,0.2738454341888428,0.21025894582271576,0.17750895023345947,0.2964343726634979,0.2736637592315674,0.37898433208465576,0.5201468467712402,0.31091248989105225
actors,0.19468875229358673,0.22010551393032074,0.20793429017066956,0.14972862601280212,0.14379847049713135,0.13500015437602997,0.1388191282749176,0.11095980554819107,0.33129993081092834,0.18698661029338837,0.16258424520492554
charlie,0.13311828672885895,0.13209092617034912,0.19557678699493408,0.15057414770126343,0.16095809638500214,0.18205329775810242,0.2071102112531662,0.3906090557575226,0.23383338749408722,0.13899368047714233,0.1200689822435379
hunnam,0.19506514072418213,0.2450539767742157,0.21246205270290375,0.17474794387817383,0.14621499180793762,0.24137869477272034,0.22288760542869568,0.19035202264785767,0.17260131239891052,0.26665544509887695,0.22233034670352936
and,0.31309178471565247,0.2827445864677429,0.3740963041782379,0.2516189515590668,0.15513208508491516,0.132967010140419,0.21845601499080658,0.27912774682044983,0.25002726912498474,0.4954058527946472,0.20544172823429108
james,0.20536290109157562,0.12180742621421814,0.2958067059516907,0.15967506170272827,0.20104239881038666,0.17572049796581268,0.13473229110240936,0.31825926899909973,0.31148603558540344,0.1994210183620453,0.12139993160963058
scott,0.09048497676849365,0.15685948729515076,0.26564231514930725,0.18528658151626587,0.15625357627868652,0.15554967522621155,0.12183140218257904,0.2768704295158386,0.23304712772369385,0.2145105004310608,0.0875725969672203
",",0.3087472915649414,0.35839709639549255,0.45456063747406006,0.2738454341888428,0.21025894582271576,0.17750895023345947,0.2964343726634979,0.2736637592315674,0.37898433208465576,0.5201468467712402,0.31091248989105225
entertainers,0.18596988916397095,0.334872305393219,0.24567736685276031,0.16295430064201355,0.21184781193733215,0.1166955754160881,0.16061140596866608,0.17720399796962738,0.3158167004585266,0.26431137323379517,0.14732755720615387
ant,0.1890239119529724,0.08539897948503494,0.1582123339176178,0.1053512841463089,0.0601932592689991,0.11980131268501282,0.11452288925647736,0.16657517850399017,0.14048592746257782,0.17649424076080322,0.1641456037759781
and,0.31309178471565247,0.2827445864677429,0.3740963041782379,0.2516189515590668,0.15513208508491516,0.132967010140419,0.21845601499080658,0.27912774682044983,0.25002726912498474,0.4954058527946472,0.20544172823429108
dec,0.16614139080047607,0.18628022074699402,0.16736072301864624,0.15216170251369476,0.13798677921295166,0.1216067299246788,0.10813388228416443,0.18224401772022247,0.1257084608078003,0.15356774628162384,0.2517213821411133
and,0.31309178471565247,0.2827445864677429,0.3740963041782379,0.2516189515590668,0.15513208508491516,0.132967010140419,0.21845601499080658,0.27912774682044983,0.25002726912498474,0.4954058527946472,0.20544172823429108
international,0.10870302468538284,0.24892936646938324,0.22185437381267548,0.15929527580738068,0.18961267173290253,0.10770314186811447,0.20083166658878326,0.09715844690799713,0.15808475017547607,0.26377472281455994,0.15335838496685028
footballers,0.26315897703170776,0.19558431208133698,0.19197987020015717,0.2806050181388855,0.20468217134475708,0.14921517670154572,0.19893789291381836,0.12655025720596313,0.32794591784477234,0.17842154204845428,0.18930238485336304
michael,0.12049687653779984,0.1505059450864792,0.2856155037879944,0.17541763186454773,0.17124934494495392,0.20572200417518616,0.18322786688804626,0.22226230800151825,0.307463139295578,0.2203132063150406,0.0667748749256134
carrick,0.12545059621334076,0.2588214874267578,0.25630757212638855,0.2578728497028351,0.19089816510677338,0.23248808085918427,0.1395197957754135,0.3985523581504822,0.33042097091674805,0.22151120007038116,0.13190068304538727
and,0.31309178471565247,0.2827445864677429,0.3740963041782379,0.2516189515590668,0.15513208508491516,0.132967010140419,0.21845601499080658,0.27912774682044983,0.25002726912498474,0.4954058527946472,0.20544172823429108
alan,0.134607195854187,0.14775896072387695,0.27611038088798523,0.17887701094150543,0.10566060990095139,0.16468116641044617,0.14016315340995789,0.28320252895355225,0.3186207413673401,0.20067796111106873,0.12765617668628693
shearer,0.1587899923324585,0.14059141278266907,0.2675478458404541,0.17934417724609375,0.20657256245613098,0.1928592026233673,0.18541520833969116,0.3513243794441223,0.2413339614868164,0.19282706081867218,0.15499114990234375
were,0.22298263013362885,0.20383071899414062,0.590133786201477,0.1692831814289093,0.18720363080501556,0.16810448467731476,0.17269514501094818,0.1692672073841095,0.14765699207782745,0.3815755248069763,0.17890112102031708
born,0.16581368446350098,0.33035704493522644,0.388632208108902,0.4917752742767334,0.16385364532470703,0.1821272373199463,0.2686048150062561,0.27817854285240173,1.0,0.30027052760124207,0.19166848063468933
in,0.30808621644973755,0.3911624252796173,0.45514053106307983,0.2668642997741699,0.17188139259815216,0.162118062376976,0.1986149251461029,0.189695805311203,0.30027052760124207,1.0,0.20430970191955566
newcastle,0.16276082396507263,0.32860881090164185,0.25710436701774597,0.19742733240127563,0.20404574275016785,0.16252900660037994,0.16013477742671967,0.29683420062065125,0.2374611496925354,0.19270820915699005,0.0902252271771431
.,0.3567904531955719,0.29856356978416443,0.40146201848983765,0.20895031094551086,0.2323271483182907,0.17574480175971985,0.21011604368686676,0.22944512963294983,0.2350279539823532,0.5591574311256409,0.4130953550338745
