,what,did,john,mayow,name,the,part,of,air,that,caused,combustion,?
fire,0.19359004497528076,0.19300588965415955,0.09817898273468018,0.2511146366596222,0.12737028300762177,0.2911929488182068,0.10809394717216492,0.20259131491184235,0.21486154198646545,0.22560954093933105,0.20034219324588776,0.2860585153102875,0.14396874606609344
requires,0.24784088134765625,0.2742418646812439,0.09533398598432541,0.0844724252820015,0.04993893951177597,0.2693159878253937,0.23586809635162354,0.29617026448249817,0.0995701402425766,0.33935680985450745,0.21079713106155396,0.29885509610176086,0.26020103693008423
only,0.41415658593177795,0.4039593040943146,0.19376562535762787,0.2521412670612335,0.2607339918613434,0.5497692227363586,0.3272135257720947,0.49632513523101807,0.1701217144727707,0.6004067063331604,0.21692535281181335,0.2555784583091736,0.2767370045185089
a,0.3320399522781372,0.2552328109741211,0.20638683438301086,0.2520800232887268,0.26421117782592773,0.5829201340675354,0.3994528353214264,0.5052502155303955,0.23199330270290375,0.47537946701049805,0.22472180426120758,0.3238258957862854,0.23916715383529663
part,0.3476244807243347,0.23558001220226288,0.10001262277364731,0.21830670535564423,0.239738330245018,0.527681291103363,1.0,0.452393114566803,0.15813080966472626,0.37747326493263245,0.19722586870193481,0.1866121143102646,0.08557961881160736
of,0.33290785551071167,0.2513895630836487,0.2407056987285614,0.29014331102371216,0.24075818061828613,0.733189046382904,0.452393114566803,1.0,0.24196814000606537,0.41498205065727234,0.29665443301200867,0.25126782059669495,0.1826142966747284
air,0.10361403971910477,0.12297173589468002,0.0848143994808197,0.17096176743507385,0.06703422218561172,0.2877824306488037,0.15813080966472626,0.24196814000606537,1.0000001192092896,0.19720019400119781,0.18385939300060272,0.3806820511817932,0.1491677612066269
that,0.6297725439071655,0.47518548369407654,0.17830057442188263,0.17556115984916687,0.27224332094192505,0.5473989248275757,0.37747326493263245,0.41498205065727234,0.19720019400119781,1.0,0.33201703429222107,0.30958232283592224,0.32716336846351624
he,0.3114890456199646,0.3292143940925598,0.24136601388454437,0.17773355543613434,0.16665782034397125,0.4571082592010498,0.2723296284675598,0.38706058263778687,0.1551557034254074,0.36068853735923767,0.15931689739227295,0.20285411179065704,0.2089974731206894
called,0.3235960602760315,0.277748167514801,0.1628292202949524,0.15934953093528748,0.30947911739349365,0.489897221326828,0.4405199885368347,0.4222904443740845,0.1542491763830185,0.41604554653167725,0.29066911339759827,0.3131065368652344,0.18963319063186646
spiritus,0.2161986231803894,0.11999708414077759,0.2583465576171875,0.2054755985736847,0.12421812862157822,0.22793851792812347,0.20481525361537933,0.30101925134658813,0.13244037330150604,0.222558856010437,0.14715534448623657,0.2037643939256668,0.18231043219566345
nitroaereus,0.2122950553894043,0.2013114094734192,0.24629861116409302,0.26818013191223145,0.30143433809280396,0.29371917247772217,0.18419326841831207,0.26271575689315796,0.32148849964141846,0.3148280382156372,0.27189791202545166,0.46370580792427063,0.17964670062065125
or,0.33867141604423523,0.28211739659309387,0.12893807888031006,0.17686307430267334,0.19621294736862183,0.4174870550632477,0.28093159198760986,0.3792596757411957,0.23161770403385162,0.4729836881160736,0.34061622619628906,0.3234851062297821,0.32389625906944275
just,0.5854880809783936,0.38283270597457886,0.2145569771528244,0.22525347769260406,0.20323963463306427,0.40061673521995544,0.3153948187828064,0.35124439001083374,0.1968727707862854,0.6540043354034424,0.27762869000434875,0.2296435534954071,0.4144178032875061
nitroaereus,0.2122950553894043,0.2013114094734192,0.24629861116409302,0.26818013191223145,0.30143433809280396,0.29371917247772217,0.18419326841831207,0.26271575689315796,0.32148849964141846,0.3148280382156372,0.27189791202545166,0.46370580792427063,0.17964670062065125
.,0.3567904531955719,0.35288307070732117,0.26428887248039246,0.3014738857746124,0.24737101793289185,0.5934505462646484,0.32817673683166504,0.5352458953857422,0.2759295105934143,0.4460422694683075,0.2413787543773651,0.2124136984348297,0.4130953550338745
