,what,did,robert,koch,prove,was,the,cause,of,infectious,disease,?
prize,0.1654435694217682,0.20095181465148926,0.23789647221565247,0.1951059252023697,0.13763263821601868,0.2402031123638153,0.18969248235225677,0.16425274312496185,0.2154514491558075,0.2323596179485321,0.20411476492881775,0.14158497750759125
in,0.30808621644973755,0.2593238651752472,0.22155319154262543,0.20945636928081512,0.18126966059207916,0.45514053106307983,0.6662389636039734,0.24822883307933807,0.5696388483047485,0.32221463322639465,0.2769028842449188,0.20430970191955566
1905,0.160391703248024,0.13497057557106018,0.014062703587114811,0.10825324803590775,0.0926034078001976,0.07948453724384308,0.11463959515094757,0.026549071073532104,0.08918522298336029,0.10165603458881378,0.14945830404758453,0.1770307421684265
",",0.3087472915649414,0.3015086054801941,0.22878289222717285,0.2431698590517044,0.2527165114879608,0.45456063747406006,0.4933079481124878,0.2546827793121338,0.4946078956127167,0.26648250222206116,0.29627472162246704,0.31091248989105225
that,0.6297725439071655,0.47518548369407654,0.17482081055641174,0.20036961138248444,0.4621013104915619,0.33670201897621155,0.5473989248275757,0.40003344416618347,0.41498205065727234,0.2307734489440918,0.2282186597585678,0.32716336846351624
microorganisms,0.2322647124528885,0.18935662508010864,0.12374217808246613,0.19488653540611267,0.2370089292526245,0.1283268928527832,0.2374553233385086,0.3661993145942688,0.22795136272907257,0.4602370858192444,0.36242830753326416,0.16060204803943634
were,0.22298263013362885,0.4162326455116272,0.15146300196647644,0.17244353890419006,0.23192048072814941,0.590133786201477,0.3906462490558624,0.16935448348522186,0.34038281440734863,0.17857618629932404,0.16626101732254028,0.17890112102031708
confirmed,0.1880883276462555,0.23830153048038483,0.16887766122817993,0.11810597032308578,0.3285318911075592,0.29274246096611023,0.2951974868774414,0.21493203938007355,0.24135258793830872,0.26397019624710083,0.16144080460071564,0.20580808818340302
as,0.31749409437179565,0.3596470057964325,0.18202318251132965,0.21761584281921387,0.2558647096157074,0.3677520453929901,0.48381632566452026,0.22159208357334137,0.3886612355709076,0.14408092200756073,0.15819621086120605,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.2257954627275467,0.21238113939762115,0.22804732620716095,0.48711544275283813,1.0,0.2551237642765045,0.733189046382904,0.24809768795967102,0.22720423340797424,0.22068053483963013
cause,0.24883218109607697,0.2225308120250702,0.10706252604722977,0.12690672278404236,0.35790756344795227,0.1555917114019394,0.2551237642765045,1.0000001192092896,0.25979894399642944,0.4045175611972809,0.38188058137893677,0.240532785654068
of,0.33290785551071167,0.2513895630836487,0.2398476004600525,0.17438627779483795,0.22006440162658691,0.4069072902202606,0.733189046382904,0.25979894399642944,1.0,0.2824004292488098,0.22984620928764343,0.1826142966747284
infectious,0.20024196803569794,0.12281082570552826,0.21912018954753876,0.2040102630853653,0.2113003134727478,0.1822981983423233,0.24809768795967102,0.4045175611972809,0.2824004292488098,1.0000001192092896,0.7168095707893372,0.14836658537387848
disease,0.2391042411327362,0.18150202929973602,0.20231865346431732,0.24961690604686737,0.1926111876964569,0.1844245046377182,0.22720423340797424,0.38188058137893677,0.22984620928764343,0.7168095707893372,1.0,0.16159942746162415
.,0.3567904531955719,0.35288307070732117,0.25747326016426086,0.2724079191684723,0.28196895122528076,0.40146201848983765,0.5934505462646484,0.267557293176651,0.5352458953857422,0.24207566678524017,0.25074082612991333,0.4130953550338745
