,what,abc,division,handles,domestic,television,distribution,?
in-house,0.29119497537612915,0.2682965099811554,0.09714348614215851,0.23843835294246674,0.22740507125854492,0.2773348093032837,0.1439376026391983,0.28404587507247925
productions,0.18529511988162994,0.34230175614356995,0.15191377699375153,0.18273018300533295,0.24454918503761292,0.4012118875980377,0.3485787510871887,0.22681239247322083
it,0.45803478360176086,0.17324577271938324,0.2437172681093216,0.1864534318447113,0.15137739479541779,0.17099279165267944,0.2561117708683014,0.25732165575027466
continues,0.27419164776802063,0.17982712388038635,0.03193355351686478,0.08587624877691269,0.14062964916229248,0.2078918069601059,0.12409653514623642,0.13186512887477875
to,0.455847829580307,0.1762417107820511,0.20332986116409302,0.2788752615451813,0.22657187283039093,0.1933557242155075,0.18405549228191376,0.29463258385658264
produce,0.1685742735862732,0.20918875932693481,0.13939251005649567,0.1906989961862564,0.25822919607162476,0.17096631228923798,0.322306364774704,0.19229066371917725
(,0.2411840260028839,0.183883935213089,0.2016449272632599,0.22315233945846558,0.17033341526985168,0.27449095249176025,0.15190289914608002,0.40561532974243164
such,0.23989605903625488,0.12735801935195923,0.05868769437074661,0.273267924785614,0.20780716836452484,0.22890077531337738,0.21416227519512177,0.17851735651493073
as,0.31749409437179565,0.2286096066236496,0.15425626933574677,0.28466108441352844,0.2261807769536972,0.25070273876190186,0.16124595701694489,0.27043893933296204
america,0.2517423629760742,0.24776576459407806,0.14153772592544556,0.07694680243730545,0.2185642123222351,0.24823608994483948,0.22250576317310333,0.19333907961845398
's,0.02692362666130066,0.06670809537172318,-0.006703963968902826,-0.05608336627483368,0.02897552214562893,0.11021530628204346,0.049042776226997375,-0.023395681753754616
funniest,0.3022727072238922,0.31244879961013794,0.09984482079744339,0.0875287875533104,0.21982978284358978,0.44733521342277527,0.22109933197498322,0.2281583547592163
home,0.1608789712190628,0.21116513013839722,0.1710050106048584,0.12756729125976562,0.1693364977836609,0.19588547945022583,0.1591564267873764,0.0757145956158638
videos,0.18419082462787628,0.2926858365535736,0.05376843735575676,0.05970252677798271,0.1704859882593155,0.3845294415950775,0.17609713971614838,0.23127327859401703
",",0.3087472915649414,0.2097204476594925,0.24344468116760254,0.2519405782222748,0.21976107358932495,0.27995240688323975,0.20136328041553497,0.31091248989105225
general,0.24928055703639984,0.1430114507675171,0.2370971441268921,0.18246614933013916,0.14867059886455536,0.16580867767333984,0.18146386742591858,0.1972234547138214
hospital,0.14525319635868073,0.1614045947790146,0.13045184314250946,0.10768090188503265,0.12418114393949509,0.211091086268425,-0.007765752729028463,0.12508831918239594
",",0.3087472915649414,0.2097204476594925,0.24344468116760254,0.2519405782222748,0.21976107358932495,0.27995240688323975,0.20136328041553497,0.31091248989105225
and,0.31309178471565247,0.16453155875205994,0.23460866510868073,0.3106207847595215,0.2692606449127197,0.29514092206954956,0.24142658710479736,0.20544172823429108
abc,0.1317344456911087,1.0000001192092896,0.24142871797084808,0.223147913813591,0.24279604852199554,0.46871840953826904,0.2225266695022583,0.19065172970294952
news,0.2584491968154907,0.40620431303977966,0.15417103469371796,0.16718129813671112,0.10849579423666,0.3808996081352234,0.11008792370557785,0.1899169683456421
productions,0.18529511988162994,0.34230175614356995,0.15191377699375153,0.18273018300533295,0.24454918503761292,0.4012118875980377,0.3485787510871887,0.22681239247322083
),0.26259949803352356,0.18381085991859436,0.20391593873500824,0.23691853880882263,0.15894484519958496,0.27724143862724304,0.15289439260959625,0.42300865054130554
",",0.3087472915649414,0.2097204476594925,0.24344468116760254,0.2519405782222748,0.21976107358932495,0.27995240688323975,0.20136328041553497,0.31091248989105225
although,0.24844598770141602,0.12329328805208206,0.17163950204849243,0.19880717992782593,0.18897435069084167,0.1561204344034195,0.1922549456357956,0.15541206300258636
disney–abc,0.2614334523677826,0.4950595200061798,0.20049959421157837,0.28476983308792114,0.36218032240867615,0.4371485412120819,0.39567553997039795,0.2595943808555603
domestic,0.11560896784067154,0.24279604852199554,0.06892216950654984,0.32131361961364746,1.0,0.21261820197105408,0.2572268545627594,0.1850636899471283
television,0.19838058948516846,0.46871840953826904,0.18900638818740845,0.19148430228233337,0.21261820197105408,1.0000001192092896,0.15408609807491302,0.16825827956199646
(,0.2411840260028839,0.183883935213089,0.2016449272632599,0.22315233945846558,0.17033341526985168,0.27449095249176025,0.15190289914608002,0.40561532974243164
formerly,0.1585959643125534,0.1492352932691574,0.17958416044712067,0.14752182364463806,0.16203491389751434,0.19485798478126526,0.21263082325458527,0.0843876302242279
known,0.20381177961826324,0.1306922435760498,0.10806595534086227,0.21015779674053192,0.14566831290721893,0.28405800461769104,0.16554716229438782,0.18314571678638458
as,0.31749409437179565,0.2286096066236496,0.15425626933574677,0.28466108441352844,0.2261807769536972,0.25070273876190186,0.16124595701694489,0.27043893933296204
buena,0.2058514803647995,0.340117484331131,0.1586845964193344,0.13531085848808289,0.1889999955892563,0.30140209197998047,0.30716273188591003,0.11174851655960083
vista,0.18265077471733093,0.2748144567012787,0.10645412653684616,0.142281636595726,0.10654330998659134,0.2414836436510086,0.3137046992778778,0.15661835670471191
television,0.19838058948516846,0.46871840953826904,0.18900638818740845,0.19148430228233337,0.21261820197105408,1.0000001192092896,0.15408609807491302,0.16825827956199646
),0.26259949803352356,0.18381085991859436,0.20391593873500824,0.23691853880882263,0.15894484519958496,0.27724143862724304,0.15289439260959625,0.42300865054130554
handles,0.17447753250598907,0.223147913813591,0.18752606213092804,1.0000001192092896,0.32131361961364746,0.19148430228233337,0.16320723295211792,0.18804331123828888
domestic,0.11560896784067154,0.24279604852199554,0.06892216950654984,0.32131361961364746,1.0,0.21261820197105408,0.2572268545627594,0.1850636899471283
television,0.19838058948516846,0.46871840953826904,0.18900638818740845,0.19148430228233337,0.21261820197105408,1.0000001192092896,0.15408609807491302,0.16825827956199646
distribution,0.17429208755493164,0.2225266695022583,0.1783061921596527,0.16320723295211792,0.2572268545627594,0.15408609807491302,1.0,0.0929616317152977
",",0.3087472915649414,0.2097204476594925,0.24344468116760254,0.2519405782222748,0.21976107358932495,0.27995240688323975,0.20136328041553497,0.31091248989105225
while,0.35511791706085205,0.14978811144828796,0.21343345940113068,0.2747955322265625,0.21795807778835297,0.14194349944591522,0.14205195009708405,0.21076419949531555
disney–abc,0.2614334523677826,0.4950595200061798,0.20049959421157837,0.28476983308792114,0.36218032240867615,0.4371485412120819,0.39567553997039795,0.2595943808555603
international,0.10870302468538284,0.13385500013828278,0.15945500135421753,0.29868754744529724,0.39611494541168213,0.18837027251720428,0.20396851003170013,0.15335838496685028
television,0.19838058948516846,0.46871840953826904,0.18900638818740845,0.19148430228233337,0.21261820197105408,1.0000001192092896,0.15408609807491302,0.16825827956199646
(,0.2411840260028839,0.183883935213089,0.2016449272632599,0.22315233945846558,0.17033341526985168,0.27449095249176025,0.15190289914608002,0.40561532974243164
formerly,0.1585959643125534,0.1492352932691574,0.17958416044712067,0.14752182364463806,0.16203491389751434,0.19485798478126526,0.21263082325458527,0.0843876302242279
known,0.20381177961826324,0.1306922435760498,0.10806595534086227,0.21015779674053192,0.14566831290721893,0.28405800461769104,0.16554716229438782,0.18314571678638458
as,0.31749409437179565,0.2286096066236496,0.15425626933574677,0.28466108441352844,0.2261807769536972,0.25070273876190186,0.16124595701694489,0.27043893933296204
buena,0.2058514803647995,0.340117484331131,0.1586845964193344,0.13531085848808289,0.1889999955892563,0.30140209197998047,0.30716273188591003,0.11174851655960083
vista,0.18265077471733093,0.2748144567012787,0.10645412653684616,0.142281636595726,0.10654330998659134,0.2414836436510086,0.3137046992778778,0.15661835670471191
international,0.10870302468538284,0.13385500013828278,0.15945500135421753,0.29868754744529724,0.39611494541168213,0.18837027251720428,0.20396851003170013,0.15335838496685028
television,0.19838058948516846,0.46871840953826904,0.18900638818740845,0.19148430228233337,0.21261820197105408,1.0000001192092896,0.15408609807491302,0.16825827956199646
),0.26259949803352356,0.18381085991859436,0.20391593873500824,0.23691853880882263,0.15894484519958496,0.27724143862724304,0.15289439260959625,0.42300865054130554
handles,0.17447753250598907,0.223147913813591,0.18752606213092804,1.0000001192092896,0.32131361961364746,0.19148430228233337,0.16320723295211792,0.18804331123828888
international,0.10870302468538284,0.13385500013828278,0.15945500135421753,0.29868754744529724,0.39611494541168213,0.18837027251720428,0.20396851003170013,0.15335838496685028
television,0.19838058948516846,0.46871840953826904,0.18900638818740845,0.19148430228233337,0.21261820197105408,1.0000001192092896,0.15408609807491302,0.16825827956199646
distribution,0.17429208755493164,0.2225266695022583,0.1783061921596527,0.16320723295211792,0.2572268545627594,0.15408609807491302,1.0,0.0929616317152977
.,0.3567904531955719,0.2567209303379059,0.27855971455574036,0.2604278326034546,0.2479872703552246,0.2806251645088196,0.22641029953956604,0.4130953550338745
