,who,are,fda,laws,against,importing,medications,aimed,at,?
drug,0.23350955545902252,0.18132726848125458,0.46124255657196045,0.24142079055309296,0.22685714066028595,0.23159947991371155,0.56787109375,0.16784800589084625,0.1579223871231079,0.12584024667739868
administration,0.2072920948266983,0.1780962198972702,0.42792004346847534,0.31474921107292175,0.18343286216259003,0.22866222262382507,0.29758962988853455,0.17488470673561096,0.2424902319908142,0.14283715188503265
(,0.2443375140428543,0.23263892531394958,0.1875503659248352,0.17210182547569275,0.17481690645217896,0.2447877675294876,0.15278491377830505,0.07561318576335907,0.23315078020095825,0.40561532974243164
fda,0.16166487336158752,0.17892996966838837,1.0000001192092896,0.2995448410511017,0.12535202503204346,0.2718229591846466,0.48750513792037964,0.20400342345237732,0.15135440230369568,0.24756141006946564
),0.2457384318113327,0.2373749315738678,0.2061472088098526,0.15580500662326813,0.17787303030490875,0.24311670660972595,0.1460486203432083,0.07076174765825272,0.23338089883327484,0.42300865054130554
regulations,0.18198275566101074,0.3044874966144562,0.37840181589126587,0.5488995313644409,0.2439279556274414,0.3843744099140167,0.4431358575820923,0.26744040846824646,0.191852405667305,0.17806588113307953
and,0.41279885172843933,0.48576638102531433,0.20718806982040405,0.290377676486969,0.3292689621448517,0.3129800260066986,0.25130701065063477,0.23274865746498108,0.3571503460407257,0.20544172823429108
federal,0.20259030163288116,0.16786867380142212,0.3017999231815338,0.41774484515190125,0.16098767518997192,0.1739254593849182,0.17212560772895813,0.14464853703975677,0.18054115772247314,0.1812247931957245
laws,0.30102699995040894,0.22158654034137726,0.2995448410511017,1.0,0.3110208213329315,0.27216941118240356,0.30201005935668945,0.22983165085315704,0.13847118616104126,0.17911791801452637
",",0.3365725874900818,0.4062570035457611,0.21317388117313385,0.26751992106437683,0.31168749928474426,0.3167475759983063,0.2232554405927658,0.18614020943641663,0.38314947485923767,0.31091248989105225
enforcement,0.2675056755542755,0.2788003385066986,0.4380764365196228,0.5173647999763489,0.2682342827320099,0.34525638818740845,0.3220021724700928,0.2754916548728943,0.18617597222328186,0.1750432252883911
is,0.24293622374534607,0.5330929756164551,0.16709744930267334,0.17527072131633759,0.1754940152168274,0.20799052715301514,0.23351168632507324,0.16567008197307587,0.25906258821487427,0.22961433231830597
generally,0.3352776765823364,0.5254502892494202,0.2755264639854431,0.26937028765678406,0.17595215141773224,0.27750349044799805,0.3058192729949951,0.2947354316711426,0.23514722287654877,0.23411904275417328
targeted,0.2504022419452667,0.26211223006248474,0.23978838324546814,0.18177659809589386,0.3157990872859955,0.3100533187389374,0.25917848944664,0.507485568523407,0.23739378154277802,0.1849984973669052
at,0.22096660733222961,0.2074895054101944,0.15135440230369568,0.13847118616104126,0.183924600481987,0.19588664174079895,0.18424174189567566,0.23772814869880676,1.0,0.21978627145290375
international,0.14208874106407166,0.18634282052516937,0.2044798731803894,0.20744676887989044,0.16205225884914398,0.17094653844833374,0.15208756923675537,0.1541644036769867,0.22578327357769012,0.15335838496685028
drug,0.23350955545902252,0.18132726848125458,0.46124255657196045,0.24142079055309296,0.22685714066028595,0.23159947991371155,0.56787109375,0.16784800589084625,0.1579223871231079,0.12584024667739868
suppliers,0.14786754548549652,0.2573833465576172,0.31607192754745483,0.25951823592185974,0.19244495034217834,0.30952104926109314,0.34826716780662537,0.2280019372701645,0.16078808903694153,0.06783156096935272
",",0.3365725874900818,0.4062570035457611,0.21317388117313385,0.26751992106437683,0.31168749928474426,0.3167475759983063,0.2232554405927658,0.18614020943641663,0.38314947485923767,0.31091248989105225
rather,0.24589720368385315,0.325596421957016,0.18027113378047943,0.17351391911506653,0.17148834466934204,0.35913944244384766,0.2690005898475647,0.3191570043563843,0.24202780425548553,0.3053998053073883
than,0.24983921647071838,0.39206281304359436,0.16232991218566895,0.1784285604953766,0.16809462010860443,0.2795075476169586,0.2803030014038086,0.272188663482666,0.27679139375686646,0.24917294085025787
consumers,0.21562260389328003,0.35929015278816223,0.3529990613460541,0.30337899923324585,0.193526491522789,0.4167096018791199,0.35900387167930603,0.24179063737392426,0.16233360767364502,0.23383185267448425
.,0.3541337847709656,0.3452940285205841,0.2714857757091522,0.2222834676504135,0.28705209493637085,0.33485642075538635,0.23682083189487457,0.19275502860546112,0.4549728035926819,0.4130953550338745
