,some,species,of,beroe,have,a,pair,of,strips,of,adhesive,cells,on,the,stomach,wall,.,what,does,it,do,?
lips,0.21624930202960968,0.1759514957666397,0.15387248992919922,0.1378154754638672,0.2515527009963989,0.20513564348220825,0.36152124404907227,0.15387248992919922,0.373280793428421,0.15387248992919922,0.3862167000770569,0.3160552978515625,0.20364457368850708,0.1989738941192627,0.35358837246894836,0.20067790150642395,0.24482905864715576,0.20122739672660828,0.2737962305545807,0.16279233992099762,0.19488385319709778,0.20877473056316376
'',0.04253336414694786,0.005810560192912817,0.13035868108272552,-0.021927639842033386,0.0312618687748909,0.04890415817499161,0.0015828119358047843,0.13035868108272552,0.015416874550282955,0.13035868108272552,0.02160731516778469,-0.04999896138906479,0.04238596186041832,0.041273195296525955,-0.05526629835367203,-0.06659471243619919,-0.07181349396705627,0.08143015950918198,-0.004023602232336998,-0.016964951530098915,-0.00043653504690155387,0.018684765323996544
in,0.4010399878025055,0.2179255336523056,0.5696388483047485,0.21582861244678497,0.36843645572662354,0.539380669593811,0.19120758771896362,0.5696388483047485,0.1890670359134674,0.5696388483047485,0.1661490947008133,0.1711641103029251,0.46853652596473694,0.6662389636039734,0.26206666231155396,0.22622939944267273,0.5591574311256409,0.30808621644973755,0.214483380317688,0.5130809545516968,0.23402775824069977,0.20430970191955566
some,0.9999999403953552,0.3064201772212982,0.4300730526447296,0.2237604409456253,0.6421269774436951,0.34539633989334106,0.25805288553237915,0.4300730526447296,0.28573891520500183,0.4300730526447296,0.271025687456131,0.24649012088775635,0.31474894285202026,0.4566698372364044,0.19597218930721283,0.21372656524181366,0.40663889050483704,0.4491020441055298,0.39611563086509705,0.4438856542110443,0.4725562036037445,0.2562315762042999
species,0.3064201772212982,0.9999999403953552,0.23307405412197113,0.3046763837337494,0.3239450752735138,0.22986134886741638,0.2134091556072235,0.23307405412197113,0.15700753033161163,0.23307405412197113,0.21925878524780273,0.35222429037094116,0.17463403940200806,0.2522439956665039,0.20810048282146454,0.13335557281970978,0.25772613286972046,0.14617158472537994,0.1635095626115799,0.24010367691516876,0.20613440871238708,0.1957087516784668
of,0.4300730526447296,0.23307405412197113,1.0,0.24126726388931274,0.3802283704280853,0.5052502155303955,0.19449220597743988,1.0,0.21180932223796844,1.0,0.24816083908081055,0.21305565536022186,0.3966929316520691,0.733189046382904,0.23124437034130096,0.18525563180446625,0.5352458953857422,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.26150479912757874,0.1826142966747284
beroe,0.2237604409456253,0.3046763837337494,0.24126726388931274,1.0,0.19815091788768768,0.2801643908023834,0.14503464102745056,0.24126726388931274,0.18915113806724548,0.24126726388931274,0.16488035023212433,0.24988630414009094,0.16552194952964783,0.2654626965522766,0.1727174073457718,0.16915783286094666,0.24944455921649933,0.14043943583965302,0.14422236382961273,0.21826374530792236,0.1479204297065735,0.1766621172428131
",",0.42400437593460083,0.2223871648311615,0.4946078956127167,0.2364800125360489,0.3541618287563324,0.427140474319458,0.17576158046722412,0.4946078956127167,0.1962551474571228,0.4946078956127167,0.17612706124782562,0.20582014322280884,0.49057599902153015,0.4933079481124878,0.31099626421928406,0.21039406955242157,0.6812511086463928,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.31091248989105225
is,0.3038453459739685,0.2673557698726654,0.4854315221309662,0.23844553530216217,0.3613572418689728,0.658733606338501,0.18615111708641052,0.4854315221309662,0.2119734138250351,0.4854315221309662,0.2297869622707367,0.1644774079322815,0.3635730445384979,0.5823672413825989,0.20176467299461365,0.19004526734352112,0.4569662809371948,0.28837618231773376,0.4403602182865143,0.6328473687171936,0.30895981192588806,0.22961433231830597
a,0.34539633989334106,0.22986134886741638,0.5052502155303955,0.2801643908023834,0.338716596364975,1.0,0.3077886998653412,0.5052502155303955,0.24214617908000946,0.5052502155303955,0.27590516209602356,0.2297232300043106,0.3848365545272827,0.5829201340675354,0.22801126539707184,0.2142888605594635,0.50484299659729,0.3320399522781372,0.38201746344566345,0.5452592968940735,0.26237669587135315,0.23916715383529663
pair,0.25805288553237915,0.2134091556072235,0.19449220597743988,0.14503464102745056,0.31741735339164734,0.3077886998653412,1.0000001192092896,0.19449220597743988,0.30571654438972473,0.19449220597743988,0.30973464250564575,0.26442596316337585,0.1934850513935089,0.2643369734287262,0.18113639950752258,0.19230858981609344,0.2106073498725891,0.1797199696302414,0.11549903452396393,0.21043787896633148,0.18702144920825958,0.11695868521928787
of,0.4300730526447296,0.23307405412197113,1.0,0.24126726388931274,0.3802283704280853,0.5052502155303955,0.19449220597743988,1.0,0.21180932223796844,1.0,0.24816083908081055,0.21305565536022186,0.3966929316520691,0.733189046382904,0.23124437034130096,0.18525563180446625,0.5352458953857422,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.26150479912757874,0.1826142966747284
narrow,0.2750614881515503,0.18737736344337463,0.248264878988266,0.22597551345825195,0.28669512271881104,0.31331387162208557,0.2617661952972412,0.248264878988266,0.26890653371810913,0.248264878988266,0.3067309260368347,0.19047686457633972,0.21160206198692322,0.3104094862937927,0.2311931550502777,0.23064281046390533,0.19551116228103638,0.21173065900802612,0.2384456992149353,0.267782598733902,0.15406569838523865,0.1023377925157547
strips,0.28573891520500183,0.15700753033161163,0.21180932223796844,0.18915113806724548,0.2590125501155853,0.24214617908000946,0.30571654438972473,0.21180932223796844,1.0,0.21180932223796844,0.41742610931396484,0.17001640796661377,0.26210927963256836,0.22506500780582428,0.17206360399723053,0.22298362851142883,0.1681584268808365,0.15434999763965607,0.2184792459011078,0.21810171008110046,0.18156015872955322,0.07454114407300949
of,0.4300730526447296,0.23307405412197113,1.0,0.24126726388931274,0.3802283704280853,0.5052502155303955,0.19449220597743988,1.0,0.21180932223796844,1.0,0.24816083908081055,0.21305565536022186,0.3966929316520691,0.733189046382904,0.23124437034130096,0.18525563180446625,0.5352458953857422,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.26150479912757874,0.1826142966747284
adhesive,0.271025687456131,0.21925878524780273,0.24816083908081055,0.16488035023212433,0.24511952698230743,0.27590516209602356,0.30973464250564575,0.24816083908081055,0.41742610931396484,0.24816083908081055,0.9999999403953552,0.2746208906173706,0.22518566250801086,0.19201050698757172,0.23185402154922485,0.25792837142944336,0.19448435306549072,0.17428472638130188,0.22805410623550415,0.18713097274303436,0.2312164157629013,0.17806750535964966
epithelial,0.3211126923561096,0.3730844259262085,0.32583191990852356,0.3457549810409546,0.3277064561843872,0.26065120100975037,0.3273952603340149,0.32583191990852356,0.28762996196746826,0.32583191990852356,0.44474905729293823,0.5636310577392578,0.18393315374851227,0.30176806449890137,0.44913798570632935,0.32899022102355957,0.23582935333251953,0.2701612412929535,0.2548117935657501,0.2310132086277008,0.25705763697624207,0.1838352233171463
cells,0.24649012088775635,0.35222429037094116,0.21305565536022186,0.24988630414009094,0.294906347990036,0.2297232300043106,0.26442596316337585,0.21305565536022186,0.17001640796661377,0.21305565536022186,0.2746208906173706,1.0,0.14727668464183807,0.19095487892627716,0.30733799934387207,0.27504652738571167,0.2868211269378662,0.1758001297712326,0.24285221099853516,0.1893734186887741,0.2676107585430145,0.1898086667060852
on,0.31474894285202026,0.17463403940200806,0.3966929316520691,0.16552194952964783,0.36494916677474976,0.3848365545272827,0.1934850513935089,0.3966929316520691,0.26210927963256836,0.3966929316520691,0.22518566250801086,0.14727668464183807,0.9999999403953552,0.5107308030128479,0.2053767740726471,0.24183031916618347,0.49257001280784607,0.34226128458976746,0.2568802833557129,0.4529881477355957,0.3025321364402771,0.2714994251728058
the,0.4566698372364044,0.2522439956665039,0.733189046382904,0.2654626965522766,0.40389683842658997,0.5829201340675354,0.2643369734287262,0.733189046382904,0.22506500780582428,0.733189046382904,0.19201050698757172,0.19095487892627716,0.5107308030128479,1.0,0.23040339350700378,0.3003387749195099,0.5934505462646484,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.30239659547805786,0.22068053483963013
stomach,0.19597218930721283,0.20810048282146454,0.23124437034130096,0.1727174073457718,0.1913914680480957,0.22801126539707184,0.18113639950752258,0.23124437034130096,0.17206360399723053,0.23124437034130096,0.23185402154922485,0.30733799934387207,0.2053767740726471,0.23040339350700378,0.9999999403953552,0.2228495478630066,0.29190218448638916,0.15104956924915314,0.17960916459560394,0.24293170869350433,0.21099582314491272,0.17851494252681732
wall,0.21372656524181366,0.13335557281970978,0.18525563180446625,0.16915783286094666,0.19845415651798248,0.2142888605594635,0.19230858981609344,0.18525563180446625,0.22298362851142883,0.18525563180446625,0.25792837142944336,0.27504652738571167,0.24183031916618347,0.3003387749195099,0.2228495478630066,1.0000001192092896,0.24395984411239624,0.164457768201828,0.14503061771392822,0.2298247367143631,0.146332785487175,0.06349854171276093
that,0.6049469113349915,0.22146284580230713,0.41498205065727234,0.18084250390529633,0.6182622313499451,0.47537946701049805,0.2777472734451294,0.41498205065727234,0.281398206949234,0.41498205065727234,0.2308543175458908,0.2709589898586273,0.42569106817245483,0.5473989248275757,0.2411077320575714,0.21960142254829407,0.4460422694683075,0.6297725439071655,0.4764937460422516,0.5921133160591125,0.44533252716064453,0.32716336846351624
``,0.06408426910638809,0.0859888568520546,0.06780257821083069,0.1646428406238556,0.1022237241268158,0.07272057235240936,0.1758156567811966,0.06780257821083069,-0.0345962718129158,0.06780257821083069,0.07026169449090958,0.1241510808467865,-0.03274054825305939,0.029072100296616554,0.1376761943101883,-0.04662159085273743,0.05720457062125206,0.008517155423760414,0.06539655476808548,0.035206809639930725,0.06628920882940292,0.0685480609536171
zip,0.17436981201171875,0.20705759525299072,0.15926946699619293,0.30346545577049255,0.18158988654613495,0.19579795002937317,0.20909586548805237,0.15926946699619293,0.302953839302063,0.15926946699619293,0.3378056287765503,0.12786850333213806,0.08136800676584244,0.1920934021472931,0.1627379059791565,0.08375967293977737,0.23646686971187592,0.048085518181324005,0.16812601685523987,0.18226012587547302,0.16717731952667236,0.17864041030406952
'',0.04253336414694786,0.005810560192912817,0.13035868108272552,-0.021927639842033386,0.0312618687748909,0.04890415817499161,0.0015828119358047843,0.13035868108272552,0.015416874550282955,0.13035868108272552,0.02160731516778469,-0.04999896138906479,0.04238596186041832,0.041273195296525955,-0.05526629835367203,-0.06659471243619919,-0.07181349396705627,0.08143015950918198,-0.004023602232336998,-0.016964951530098915,-0.00043653504690155387,0.018684765323996544
the,0.4566698372364044,0.2522439956665039,0.733189046382904,0.2654626965522766,0.40389683842658997,0.5829201340675354,0.2643369734287262,0.733189046382904,0.22506500780582428,0.733189046382904,0.19201050698757172,0.19095487892627716,0.5107308030128479,1.0,0.23040339350700378,0.3003387749195099,0.5934505462646484,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.30239659547805786,0.22068053483963013
mouth,0.17120595276355743,0.21408823132514954,0.2183857262134552,0.19541604816913605,0.15580078959465027,0.22701963782310486,0.20814572274684906,0.2183857262134552,0.1940971314907074,0.2183857262134552,0.26427754759788513,0.24190957844257355,0.23081868886947632,0.3073960244655609,0.5015929937362671,0.2362799197435379,0.24325765669345856,0.18337541818618774,0.21820485591888428,0.2545073330402374,0.17105767130851746,0.21761061251163483
shut,0.24070990085601807,0.10222133249044418,0.11211235821247101,0.15063469111919403,0.2716570496559143,0.13849765062332153,0.11087104678153992,0.11211235821247101,0.21245281398296356,0.11211235821247101,0.1250630021095276,0.18563008308410645,0.2814497649669647,0.23559285700321198,0.18946796655654907,0.1734893023967743,0.23950250446796417,0.2487407624721527,0.206777423620224,0.2759036421775818,0.24526336789131165,0.22577165067195892
when,0.386913925409317,0.13816511631011963,0.3757161796092987,0.1683955192565918,0.40555819869041443,0.44397395849227905,0.31273943185806274,0.3757161796092987,0.23753531277179718,0.3757161796092987,0.22464124858379364,0.2794494032859802,0.37706470489501953,0.5091903209686279,0.23874004185199738,0.22983333468437195,0.475719153881073,0.4700249433517456,0.3380102217197418,0.4775012135505676,0.28572237491607666,0.22841128706932068
the,0.4566698372364044,0.2522439956665039,0.733189046382904,0.2654626965522766,0.40389683842658997,0.5829201340675354,0.2643369734287262,0.733189046382904,0.22506500780582428,0.733189046382904,0.19201050698757172,0.19095487892627716,0.5107308030128479,1.0,0.23040339350700378,0.3003387749195099,0.5934505462646484,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.30239659547805786,0.22068053483963013
animal,0.2175903171300888,0.3828825354576111,0.2429264932870865,0.24916402995586395,0.2380390763282776,0.2330022156238556,0.186872199177742,0.2429264932870865,0.186341792345047,0.2429264932870865,0.21740132570266724,0.30846908688545227,0.2100268453359604,0.2502762973308563,0.27328771352767944,0.23941712081432343,0.2140108346939087,0.2420092225074768,0.15385185182094574,0.17496860027313232,0.1809399127960205,0.13991324603557587
is,0.3038453459739685,0.2673557698726654,0.4854315221309662,0.23844553530216217,0.3613572418689728,0.658733606338501,0.18615111708641052,0.4854315221309662,0.2119734138250351,0.4854315221309662,0.2297869622707367,0.1644774079322815,0.3635730445384979,0.5823672413825989,0.20176467299461365,0.19004526734352112,0.4569662809371948,0.28837618231773376,0.4403602182865143,0.6328473687171936,0.30895981192588806,0.22961433231830597
not,0.564181387424469,0.24377579987049103,0.3307090103626251,0.19532960653305054,0.5619372129440308,0.3791346549987793,0.20962975919246674,0.3307090103626251,0.21557824313640594,0.3307090103626251,0.22262346744537354,0.286389023065567,0.3516409695148468,0.4310511648654938,0.2030191272497177,0.2160884439945221,0.4824007451534271,0.5449194312095642,0.6355478763580322,0.4651523232460022,0.6619802713394165,0.41942933201789856
feeding,0.31693950295448303,0.4805658757686615,0.2187827229499817,0.2170518934726715,0.2816201150417328,0.24663759768009186,0.2884155213832855,0.2187827229499817,0.20917432010173798,0.2187827229499817,0.2633005678653717,0.3101051449775696,0.2516036927700043,0.27616533637046814,0.3217887878417969,0.18533608317375183,0.2532356083393097,0.25255632400512695,0.2402135729789734,0.2030678540468216,0.24794423580169678,0.1769361048936844
",",0.42400437593460083,0.2223871648311615,0.4946078956127167,0.2364800125360489,0.3541618287563324,0.427140474319458,0.17576158046722412,0.4946078956127167,0.1962551474571228,0.4946078956127167,0.17612706124782562,0.20582014322280884,0.49057599902153015,0.4933079481124878,0.31099626421928406,0.21039406955242157,0.6812511086463928,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.31091248989105225
by,0.306446373462677,0.11455577611923218,0.3646814823150635,0.13070620596408844,0.3359639644622803,0.32094135880470276,0.19983817636966705,0.3646814823150635,0.1933024823665619,0.3646814823150635,0.164662167429924,0.19208736717700958,0.33887791633605957,0.4408751428127289,0.12333853542804718,0.2210022509098053,0.3936232924461365,0.2455483376979828,0.143477201461792,0.40926623344421387,0.1481526494026184,0.17966607213020325
forming,0.228012815117836,0.24544620513916016,0.36614730954170227,0.15775306522846222,0.25057512521743774,0.2713898718357086,0.2614428699016571,0.36614730954170227,0.1869392842054367,0.36614730954170227,0.29724806547164917,0.32491061091423035,0.19550971686840057,0.3776164948940277,0.1637570708990097,0.21656623482704163,0.29125842452049255,0.18138349056243896,0.16553376615047455,0.26868152618408203,0.21139582991600037,0.11404796689748764
intercellular,0.25410136580467224,0.3104188144207001,0.25336161255836487,0.27776038646698,0.25427767634391785,0.2491149604320526,0.29846787452697754,0.25336161255836487,0.20349174737930298,0.25336161255836487,0.34758880734443665,0.5479433536529541,0.19981186091899872,0.2879800498485565,0.30471211671829224,0.2413775622844696,0.2935184836387634,0.21224792301654816,0.23137608170509338,0.22328582406044006,0.26248985528945923,0.16642093658447266
connections,0.3272950053215027,0.15363851189613342,0.25601693987846375,0.16600266098976135,0.29966920614242554,0.2864567041397095,0.2447962909936905,0.25601693987846375,0.25821760296821594,0.25601693987846375,0.24680432677268982,0.2728707194328308,0.28933900594711304,0.31443437933921814,0.18213669955730438,0.19515308737754822,0.2633778750896454,0.23633168637752533,0.21988347172737122,0.25931498408317566,0.21508201956748962,0.14831478893756866
with,0.3924338221549988,0.1754012405872345,0.41827285289764404,0.17580267786979675,0.48046383261680603,0.3783375024795532,0.3151315152645111,0.41827285289764404,0.2608483135700226,0.41827285289764404,0.2746267020702362,0.2187740057706833,0.40749499201774597,0.4223487675189972,0.2167510986328125,0.1703147441148758,0.4446153938770294,0.2464839518070221,0.26186925172805786,0.3369046747684479,0.23744353652000427,0.2433311939239502
the,0.4566698372364044,0.2522439956665039,0.733189046382904,0.2654626965522766,0.40389683842658997,0.5829201340675354,0.2643369734287262,0.733189046382904,0.22506500780582428,0.733189046382904,0.19201050698757172,0.19095487892627716,0.5107308030128479,1.0,0.23040339350700378,0.3003387749195099,0.5934505462646484,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.30239659547805786,0.22068053483963013
opposite,0.24476629495620728,0.14627160131931305,0.2534274458885193,0.09511550515890121,0.27613285183906555,0.22833546996116638,0.3055591285228729,0.2534274458885193,0.19223205745220184,0.2534274458885193,0.27685877680778503,0.21089918911457062,0.2522927224636078,0.2730693221092224,0.09316755831241608,0.28219273686408997,0.21231721341609955,0.2760887145996094,0.28554317355155945,0.22980999946594238,0.24732781946659088,0.0778411254286766
adhesive,0.271025687456131,0.21925878524780273,0.24816083908081055,0.16488035023212433,0.24511952698230743,0.27590516209602356,0.30973464250564575,0.24816083908081055,0.41742610931396484,0.24816083908081055,0.9999999403953552,0.2746208906173706,0.22518566250801086,0.19201050698757172,0.23185402154922485,0.25792837142944336,0.19448435306549072,0.17428472638130188,0.22805410623550415,0.18713097274303436,0.2312164157629013,0.17806750535964966
strip,0.1752934604883194,0.11268746852874756,0.1824764758348465,0.19952601194381714,0.20019330084323883,0.2385350912809372,0.1796872615814209,0.1824764758348465,0.7242357730865479,0.1824764758348465,0.28549402952194214,0.11580027639865875,0.2334149032831192,0.20150524377822876,0.08731350302696228,0.21438288688659668,0.21094229817390442,0.15591688454151154,0.16811233758926392,0.19620095193386078,0.10779234766960144,0.06863179802894592
.,0.40663889050483704,0.25772613286972046,0.5352458953857422,0.24944455921649933,0.41614407300949097,0.50484299659729,0.2106073498725891,0.5352458953857422,0.1681584268808365,0.5352458953857422,0.19448435306549072,0.2868211269378662,0.49257001280784607,0.5934505462646484,0.29190218448638916,0.24395984411239624,1.0000001192092896,0.3567904531955719,0.3022993505001068,0.5593622326850891,0.3613996207714081,0.4130953550338745
