,who,aide,the,reich,in,germany,in,antisemitism,?
clergy,0.2824920117855072,0.2045397162437439,0.26154741644859314,0.23198837041854858,0.17874550819396973,0.19758978486061096,0.17874550819396973,0.3940533995628357,0.14422976970672607
and,0.41279885172843933,0.18712392449378967,0.5171257257461548,0.2155928909778595,0.4954058527946472,0.29381805658340454,0.4954058527946472,0.20131291449069977,0.20544172823429108
theologians,0.3292122781276703,0.21016903221607208,0.17993895709514618,0.1869247406721115,0.16565491259098053,0.21689946949481964,0.16565491259098053,0.3618319630622864,0.1817215532064438
during,0.30551859736442566,0.231686532497406,0.4838213622570038,0.2127688080072403,0.4627237319946289,0.22361253201961517,0.4627237319946289,0.24977745115756989,0.1325719803571701
the,0.3733934462070465,0.2219216227531433,1.0,0.2300819307565689,0.6662389636039734,0.3181285262107849,0.6662389636039734,0.20361100137233734,0.22068053483963013
nazi,0.2594028115272522,0.22803790867328644,0.23007801175117493,0.4978844225406647,0.2028401643037796,0.6106715202331543,0.2028401643037796,0.5098626613616943,0.21425682306289673
third,0.20739443600177765,0.10200437903404236,0.4229298532009125,0.27272939682006836,0.3309578001499176,0.1612132042646408,0.3309578001499176,0.1631176620721817,0.15394791960716248
reich,0.11050769686698914,0.21238192915916443,0.2300819307565689,1.0,0.21795225143432617,0.47752031683921814,0.21795225143432617,0.33603206276893616,0.131435826420784
used,0.20756356418132782,0.1404113620519638,0.3718377649784088,0.23344974219799042,0.3090210556983948,0.2561575770378113,0.3090210556983948,0.16474109888076782,0.22430120408535004
luther,0.21013082563877106,0.18857665359973907,0.1759674996137619,0.23585668206214905,0.20523880422115326,0.30716460943222046,0.20523880422115326,0.33306023478507996,0.1732746809720993
's,0.05599616840481758,0.007368708495050669,-0.01540423184633255,0.016711615025997162,-0.037580832839012146,0.07082316279411316,-0.037580832839012146,-0.03303133323788643,-0.023395681753754616
hostile,0.27833256125450134,0.28577008843421936,0.26774856448173523,0.07168570160865784,0.20523297786712646,0.10787567496299744,0.20523297786712646,0.28377673029899597,0.13611407577991486
publications,0.09870032221078873,0.16088852286338806,0.17345446348190308,0.2113911360502243,0.19806735217571259,0.1704786866903305,0.19806735217571259,0.212358295917511,0.20990557968616486
towards,0.1973830610513687,0.229986771941185,0.31815874576568604,-0.007652051281183958,0.23474496603012085,0.15036897361278534,0.23474496603012085,0.2176276445388794,0.13023285567760468
the,0.3733934462070465,0.2219216227531433,1.0,0.2300819307565689,0.6662389636039734,0.3181285262107849,0.6662389636039734,0.20361100137233734,0.22068053483963013
jews,0.3023342192173004,0.13396115601062775,0.24901628494262695,0.2638193368911743,0.2334136962890625,0.317192018032074,0.2334136962890625,0.46833470463752747,0.16730794310569763
and,0.41279885172843933,0.18712392449378967,0.5171257257461548,0.2155928909778595,0.4954058527946472,0.29381805658340454,0.4954058527946472,0.20131291449069977,0.20544172823429108
their,0.3767721951007843,0.1417543739080429,0.516537070274353,0.16258472204208374,0.34976133704185486,0.19817201793193817,0.34976133704185486,0.21565461158752441,0.1898253709077835
jewish,0.27238789200782776,0.11937686800956726,0.19492539763450623,0.2731110751628876,0.22940313816070557,0.2776283323764801,0.22940313816070557,0.42126336693763733,0.15521590411663055
religion,0.2548578977584839,0.11143042892217636,0.2757669985294342,0.24330168962478638,0.2462482750415802,0.19844430685043335,0.2462482750415802,0.3871219754219055,0.2503177225589752
to,0.42656609416007996,0.2510092258453369,0.535392165184021,0.11712190508842468,0.45010748505592346,0.24172882735729218,0.45010748505592346,0.17824991047382355,0.29463258385658264
justify,0.2734846770763397,0.1754927635192871,0.16716225445270538,0.14488328993320465,0.14288990199565887,0.14465001225471497,0.14288990199565887,0.3446217477321625,0.3789809048175812
at,0.22096660733222961,0.1876537799835205,0.457212895154953,0.13947519659996033,0.4374977946281433,0.2133002132177353,0.4374977946281433,0.12454311549663544,0.21978627145290375
least,0.2801615297794342,0.10575949400663376,0.3428877890110016,0.06016756594181061,0.3232700824737549,0.15623952448368073,0.3232700824737549,0.15137602388858795,0.28866854310035706
in,0.2792111933231354,0.18871314823627472,0.6662389636039734,0.21795225143432617,1.0,0.3642844259738922,1.0,0.21951206028461456,0.20430970191955566
part,0.19576206803321838,0.12623798847198486,0.527681291103363,0.23747669160366058,0.4499994218349457,0.2679857611656189,0.4499994218349457,0.1581236869096756,0.08557961881160736
the,0.3733934462070465,0.2219216227531433,1.0,0.2300819307565689,0.6662389636039734,0.3181285262107849,0.6662389636039734,0.20361100137233734,0.22068053483963013
anti-semitic,0.2816099524497986,0.15529707074165344,0.28486621379852295,0.2790745198726654,0.22175703942775726,0.3082260489463806,0.22175703942775726,0.7390556931495667,0.18726210296154022
policies,0.2789143919944763,0.28238382935523987,0.22566401958465576,0.15513598918914795,0.12669669091701508,0.20000115036964417,0.12669669091701508,0.3611920475959778,0.2969106435775757
of,0.2827862501144409,0.21353301405906677,0.733189046382904,0.2368013858795166,0.5696388483047485,0.2942050099372864,0.5696388483047485,0.21233119070529938,0.1826142966747284
the,0.3733934462070465,0.2219216227531433,1.0,0.2300819307565689,0.6662389636039734,0.3181285262107849,0.6662389636039734,0.20361100137233734,0.22068053483963013
national,0.18105065822601318,0.15194380283355713,0.32739606499671936,0.13320131599903107,0.28915393352508545,0.26014241576194763,0.28915393352508545,0.13667917251586914,0.15643028914928436
socialists,0.33678293228149414,0.22447165846824646,0.2460591197013855,0.3164319097995758,0.19073569774627686,0.30776092410087585,0.19073569774627686,0.425824910402298,0.1783614307641983
.,0.3541337847709656,0.2270401120185852,0.5934505462646484,0.22819054126739502,0.5591574311256409,0.28498756885528564,0.5591574311256409,0.23070161044597626,0.4130953550338745
