,when,was,the,newsmagazine,20/20,first,created,?
the,0.5091903209686279,0.48711544275283813,1.0,0.1918679177761078,0.10782012343406677,0.49448907375335693,0.3539263904094696,0.22068053483963013
program,0.2301054745912552,0.1849333792924881,0.22986935079097748,0.3206323981285095,0.0314958393573761,0.2659492492675781,0.22369033098220825,0.1440187245607376
–,0.20347917079925537,0.30754852294921875,0.2607575058937073,0.2619227468967438,0.10293041169643402,0.35467371344566345,0.1500539481639862,0.2714554965496063
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.14792652428150177,0.04377086088061333,0.3828166127204895,0.3362928330898285,0.25814583897590637
debuted,0.16806688904762268,0.3357197344303131,0.28418588638305664,0.3265867531299591,0.11049316078424454,0.35306718945503235,0.1979774832725525,0.12089905142784119
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.18962064385414124,0.013620398007333279,0.33842000365257263,0.25030744075775146,0.27043893933296204
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.20749765634536743,0.032233305275440216,0.4287874400615692,0.30777761340141296,0.23916715383529663
summer,0.267126202583313,0.22632931172847748,0.2685571610927582,0.15734170377254486,0.07902707159519196,0.23611345887184143,0.11325334757566452,0.11625723540782928
series,0.2194245308637619,0.2261398285627365,0.31376904249191284,0.30719077587127686,-0.0268961600959301,0.3264976441860199,0.25338736176490784,0.1709602326154709
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2769719362258911,0.11310062557458878,0.34503069519996643,0.2755771577358246,0.31091248989105225
before,0.5650408267974854,0.38607707619667053,0.45900648832321167,0.13663287460803986,-0.0007669880869798362,0.46023231744766235,0.23924563825130463,0.2507109045982361
becoming,0.4152827262878418,0.39893877506256104,0.333665668964386,0.18941882252693176,-0.026332486420869827,0.3537147641181946,0.20457987487316132,0.17354105412960052
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.20749765634536743,0.032233305275440216,0.4287874400615692,0.30777761340141296,0.23916715383529663
year-round,0.3187319040298462,0.27792492508888245,0.35636159777641296,0.34487295150756836,0.23281852900981903,0.34986767172813416,0.16106495261192322,0.30329644680023193
program,0.2301054745912552,0.1849333792924881,0.22986935079097748,0.3206323981285095,0.0314958393573761,0.2659492492675781,0.22369033098220825,0.1440187245607376
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.20620420575141907,0.04978962242603302,0.4127444326877594,0.2843434810638428,0.20430970191955566
1979,0.20640838146209717,0.1920030564069748,0.3323744237422943,0.005108576267957687,0.3055086135864258,0.1524573117494583,0.1649666130542755,0.09159877151250839
–,0.20347917079925537,0.30754852294921875,0.2607575058937073,0.2619227468967438,0.10293041169643402,0.35467371344566345,0.1500539481639862,0.2714554965496063
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2739943563938141,0.008665344677865505,0.5022147297859192,0.3592788577079773,0.18412111699581146
immediately,0.513379693031311,0.28622254729270935,0.39876270294189453,0.1569482386112213,-0.06266436725854874,0.3052530288696289,0.1288754642009735,0.21004259586334229
revamped,0.24755600094795227,0.3307194709777832,0.3294838070869446,0.2876160740852356,0.004539893474429846,0.27205386757850647,0.2511216104030609,0.2505996525287628
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.15108324587345123,0.03522279113531113,0.3792489171028137,0.2592601478099823,0.29463258385658264
feature,0.1741556078195572,0.2405846118927002,0.3053930699825287,0.21050886809825897,0.1125546395778656,0.22024497389793396,0.19049669802188873,0.2893312871456146
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.20749765634536743,0.032233305275440216,0.4287874400615692,0.30777761340141296,0.23916715383529663
mix,0.12839967012405396,0.13280797004699707,0.15310801565647125,0.152362659573555,0.11783339083194733,0.13731272518634796,0.1647704690694809,0.11501310765743256
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.16290313005447388,0.11460263282060623,0.3536086082458496,0.32043445110321045,0.1826142966747284
in-depth,0.22403781116008759,0.11023875325918198,0.22993062436580658,0.18380703032016754,0.004624037072062492,0.12545764446258545,0.11632835865020752,0.2095649689435959
stories,0.17480595409870148,0.20611076056957245,0.2397296130657196,0.34377312660217285,0.140555277466774,0.2370806485414505,0.1727452129125595,0.20536305010318756
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.17612142860889435,0.036012202501297,0.3167642652988434,0.2873832881450653,0.20544172823429108
interviews,0.22420071065425873,0.19121584296226501,0.14292944967746735,0.5220901966094971,0.0034621169324964285,0.17189247906208038,0.14914259314537048,0.1978021264076233
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2769719362258911,0.11310062557458878,0.34503069519996643,0.2755771577358246,0.31091248989105225
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.15067315101623535,0.03371058404445648,0.2691199779510498,0.2505694031715393,0.2433311939239502
hugh,0.12841206789016724,0.2388894110918045,0.24369864165782928,0.22450444102287292,0.005182014778256416,0.200292706489563,0.12876680493354797,0.12381613999605179
downs,0.16063229739665985,0.18749697506427765,0.2521526515483856,0.1705634742975235,0.15445071458816528,0.1313508152961731,0.10441616177558899,0.13175012171268463
appointed,0.19494225084781647,0.33569878339767456,0.2626524269580841,0.18494118750095367,0.09689723700284958,0.2839486598968506,0.2774939239025116,0.13895352184772491
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.18962064385414124,0.013620398007333279,0.33842000365257263,0.25030744075775146,0.27043893933296204
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.16207551956176758,0.0031918606255203485,0.26377397775650024,0.28512200713157654,0.15103481709957123
anchor,0.16974739730358124,0.1356995701789856,0.21501964330673218,0.36920681595802307,0.057467661798000336,0.12777338922023773,0.09375648945569992,0.12241752445697784
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.24773000180721283,0.1548171490430832,0.2450505793094635,0.2334475964307785,0.40561532974243164
later,0.4627884030342102,0.5684447288513184,0.4060266613960266,0.2417711764574051,-0.022321971133351326,0.48412203788757324,0.26607316732406616,0.1417175978422165
paired,0.28960713744163513,0.12579165399074554,0.26406329870224,0.10052955150604248,0.014913427643477917,0.24302203953266144,0.198844313621521,0.08378737419843674
alongside,0.22126494348049164,0.186976358294487,0.2475084811449051,0.10697562992572784,0.021338757127523422,0.22780176997184753,0.1462244838476181,0.20579710602760315
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.17843729257583618,-0.1143527403473854,0.3241460621356964,0.1766064465045929,0.18075084686279297
former,0.1756535917520523,0.2544213533401489,0.2251449078321457,0.194183811545372,0.12708809971809387,0.19098392128944397,0.1759994477033615,0.10570605844259262
today,0.3225412964820862,0.3137040436267853,0.35740926861763,0.17928938567638397,0.1196354478597641,0.287946879863739,0.26987311244010925,0.17338968813419342
colleague,0.2734856903553009,0.2992372214794159,0.20048752427101135,0.16544480621814728,-0.08883319795131683,0.21812960505485535,0.16116566956043243,0.1546282321214676
barbara,0.11873284727334976,0.26702234148979187,0.17965389788150787,0.28012216091156006,0.09216088056564331,0.222612664103508,0.09752170741558075,0.15980994701385498
walters,0.2102237045764923,0.26959294080734253,0.19897876679897308,0.27882400155067444,-0.028926491737365723,0.23132479190826416,0.12465105950832367,0.20491035282611847
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.24025101959705353,0.1489553451538086,0.27228695154190063,0.2251489907503128,0.42300865054130554
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.22909726202487946,0.08967238664627075,0.4345304071903229,0.3230568766593933,0.4130953550338745
