,an,algorithm,for,x,which,reduces,to,c,would,us,to,do,what,?
allows,0.1764877289533615,0.29343515634536743,0.3132713735103607,0.16683454811573029,0.3681032955646515,0.4294436275959015,0.4045441448688507,0.09536746889352798,0.4398615062236786,0.20908324420452118,0.4045441448688507,0.31501758098602295,0.1957017332315445,0.16094227135181427
us,0.1722210943698883,0.17624512314796448,0.26768606901168823,0.11924047768115997,0.24368898570537567,0.13690394163131714,0.2928973436355591,0.14581309258937836,0.30914580821990967,1.0000001192092896,0.2928973436355591,0.21005748212337494,0.32081687450408936,0.2742428481578827
to,0.3138085603713989,0.20727625489234924,0.4451248347759247,0.21431612968444824,0.5345056653022766,0.28110599517822266,1.0,0.1638970822095871,0.5965728163719177,0.2928973436355591,1.0,0.38876664638519287,0.455847829580307,0.29463258385658264
solve,0.11479517817497253,0.463092565536499,0.24012605845928192,0.17484550178050995,0.21744050085544586,0.27216798067092896,0.2640334367752075,0.06815564632415771,0.24044227600097656,0.14295023679733276,0.2640334367752075,0.3117655813694,0.3072938323020935,0.27457404136657715
any,0.3555181324481964,0.2422652691602707,0.3944643437862396,0.21068362891674042,0.5186169743537903,0.3600817918777466,0.46410247683525085,0.14122888445854187,0.4657389223575592,0.2470182180404663,0.46410247683525085,0.4126444458961487,0.43670421838760376,0.4113408327102661
problem,0.21292734146118164,0.39858657121658325,0.2661307752132416,0.17171038687229156,0.309948593378067,0.31311237812042236,0.2502208352088928,0.1311071813106537,0.33138108253479004,0.18624426424503326,0.2502208352088928,0.35249948501586914,0.42183366417884827,0.3762950301170349
in,0.2605783939361572,0.1526014357805252,0.4322226941585541,0.16749148070812225,0.4840516746044159,0.2139897495508194,0.45010748505592346,0.1977744996547699,0.30461156368255615,0.19746538996696472,0.45010748505592346,0.23402775824069977,0.30808621644973755,0.20430970191955566
c.,-0.04661460220813751,0.03302237018942833,-0.10942672193050385,-0.049883317202329636,-0.1055765300989151,0.13443374633789062,-0.015615013428032398,-0.030207719653844833,-0.016020935028791428,-0.07375037670135498,-0.015615013428032398,0.07005103677511215,0.03813721984624863,0.019047532230615616
of,0.32280945777893066,0.17516344785690308,0.4185989499092102,0.1708947718143463,0.5011631846427917,0.3051842451095581,0.41548454761505127,0.1682119220495224,0.3353942930698395,0.23568789660930634,0.41548454761505127,0.26150479912757874,0.33290785551071167,0.1826142966747284
course,0.22722481191158295,0.2098933756351471,0.29164767265319824,0.13789956271648407,0.34200045466423035,0.17340165376663208,0.30525898933410645,0.06476107239723206,0.3512524664402008,0.21630656719207764,0.30525898933410645,0.273395836353302,0.3412042260169983,0.28826573491096497
",",0.3581022024154663,0.19359813630580902,0.4464869201183319,0.2696380019187927,0.3658004403114319,0.190145343542099,0.44245919585227966,0.2580876350402832,0.32586824893951416,0.3120202422142029,0.44245919585227966,0.3283645510673523,0.3087472915649414,0.31091248989105225
the,0.4207492768764496,0.15884782373905182,0.4739971458911896,0.20980626344680786,0.6521818041801453,0.29580312967300415,0.535392165184021,0.17891426384449005,0.4133751392364502,0.25727739930152893,0.535392165184021,0.30239659547805786,0.42745697498321533,0.22068053483963013
notion,0.216561958193779,0.32922807335853577,0.2546587884426117,0.2007187306880951,0.31472715735435486,0.2643490731716156,0.2296772450208664,0.10891932249069214,0.2624765634536743,0.17880867421627045,0.2296772450208664,0.24320554733276367,0.3655226528644562,0.20487375557422638
of,0.32280945777893066,0.17516344785690308,0.4185989499092102,0.1708947718143463,0.5011631846427917,0.3051842451095581,0.41548454761505127,0.1682119220495224,0.3353942930698395,0.23568789660930634,0.41548454761505127,0.26150479912757874,0.33290785551071167,0.1826142966747284
hard,0.1891300082206726,0.253315806388855,0.2908433973789215,0.17962665855884552,0.3152138590812683,0.1925297975540161,0.31646713614463806,0.09072878211736679,0.29768919944763184,0.18017376959323883,0.31646713614463806,0.2981174886226654,0.3417404592037201,0.1823338270187378
problems,0.1804785281419754,0.28445136547088623,0.27039530873298645,0.17143216729164124,0.3054017126560211,0.34277093410491943,0.28989166021347046,0.10926929116249084,0.30150145292282104,0.14903272688388824,0.28989166021347046,0.3000752329826355,0.3306994140148163,0.2638136148452759
depends,0.23896464705467224,0.19763411581516266,0.33744484186172485,0.18677569925785065,0.3568166196346283,0.4889618754386902,0.2660207748413086,0.1816139966249466,0.3671301305294037,0.1580958366394043,0.2660207748413086,0.28723788261413574,0.3503915071487427,0.18496274948120117
on,0.3192969560623169,0.1285811960697174,0.36199691891670227,0.1793646216392517,0.4245251417160034,0.17443521320819855,0.41031414270401,0.17445160448551178,0.35589995980262756,0.2646999955177307,0.41031414270401,0.3025321364402771,0.34226128458976746,0.2714994251728058
the,0.4207492768764496,0.15884782373905182,0.4739971458911896,0.20980626344680786,0.6521818041801453,0.29580312967300415,0.535392165184021,0.17891426384449005,0.4133751392364502,0.25727739930152893,0.535392165184021,0.30239659547805786,0.42745697498321533,0.22068053483963013
type,0.21485474705696106,0.16641801595687866,0.20848464965820312,0.151067852973938,0.31462597846984863,0.24727314710617065,0.19930607080459595,0.18917079269886017,0.13977667689323425,0.1764208972454071,0.19930607080459595,0.18961571156978607,0.2722663879394531,0.17536182701587677
of,0.32280945777893066,0.17516344785690308,0.4185989499092102,0.1708947718143463,0.5011631846427917,0.3051842451095581,0.41548454761505127,0.1682119220495224,0.3353942930698395,0.23568789660930634,0.41548454761505127,0.26150479912757874,0.33290785551071167,0.1826142966747284
reduction,0.2275005280971527,0.2635457515716553,0.2523634135723114,0.20341621339321136,0.363463431596756,0.654949963092804,0.248092919588089,0.15625233948230743,0.24048477411270142,0.12788216769695282,0.248092919588089,0.15794891119003296,0.19884426891803741,0.1612403839826584
being,0.2743402123451233,0.16089484095573425,0.41687241196632385,0.1827971637248993,0.4268448054790497,0.1861538141965866,0.4514104127883911,0.17480221390724182,0.41456547379493713,0.2009686976671219,0.4514104127883911,0.2324799746274948,0.3760843276977539,0.26743772625923157
used,0.25728896260261536,0.2289300262928009,0.4236139953136444,0.1918918490409851,0.414506196975708,0.27023276686668396,0.40058770775794983,0.15258321166038513,0.35597336292266846,0.20976735651493073,0.40058770775794983,0.3054939806461334,0.27546408772468567,0.22430120408535004
.,0.3581749200820923,0.15753796696662903,0.4726039469242096,0.27645573019981384,0.45942068099975586,0.18811486661434174,0.4645031690597534,0.3107494115829468,0.35067233443260193,0.3162994682788849,0.4645031690597534,0.3613996207714081,0.3567904531955719,0.4130953550338745
