,what,caused,the,us,public,to,condemn,the,occupation,of,the,philippines,?
in,0.30808621644973755,0.2494886964559555,0.6662389636039734,0.19746538996696472,0.29074716567993164,0.45010748505592346,0.1887899786233902,0.6662389636039734,0.1896161586046219,0.5696388483047485,0.6662389636039734,0.23086273670196533,0.20430970191955566
the,0.42745697498321533,0.24990202486515045,1.0,0.25727739930152893,0.22857438027858734,0.535392165184021,0.23145370185375214,1.0,0.23079249262809753,0.733189046382904,1.0,0.25927668809890747,0.22068053483963013
philippines,0.07227330654859543,0.23646806180477142,0.25927668809890747,0.19971731305122375,0.19239217042922974,0.21821308135986328,0.2419390082359314,0.25927668809890747,0.20956429839134216,0.2727682888507843,0.25927668809890747,1.0000001192092896,0.09991075843572617
as,0.31749409437179565,0.16101646423339844,0.48381632566452026,0.1875484585762024,0.2423635572195053,0.42092081904411316,0.20063981413841248,0.48381632566452026,0.16790249943733215,0.3886612355709076,0.48381632566452026,0.18297401070594788,0.27043893933296204
they,0.4431931674480438,0.28523552417755127,0.49925389885902405,0.2260487675666809,0.2280491590499878,0.5452046394348145,0.2799459397792816,0.49925389885902405,0.1426827609539032,0.3426007330417633,0.49925389885902405,0.18484783172607422,0.2753053903579712
also,0.42747777700424194,0.22320841252803802,0.6021018624305725,0.20712785422801971,0.3308127224445343,0.5348826050758362,0.23788198828697205,0.6021018624305725,0.17890827357769012,0.4924938678741455,0.6021018624305725,0.2477370798587799,0.21848613023757935
denounced,0.1807350069284439,0.24343553185462952,0.19813504815101624,0.13075952231884003,0.24806006252765656,0.17395806312561035,0.5010939240455627,0.19813504815101624,0.17845730483531952,0.23349860310554504,0.19813504815101624,0.1425933837890625,0.1610281616449356
them,0.4994642734527588,0.23084309697151184,0.4788833558559418,0.33278289437294006,0.21352608501911163,0.5916602611541748,0.3267832100391388,0.4788833558559418,0.1366983950138092,0.34503093361854553,0.4788833558559418,0.17924511432647705,0.35435691475868225
for,0.3017193675041199,0.1862620860338211,0.4739971458911896,0.26768606901168823,0.3092794418334961,0.4451248347759247,0.19479529559612274,0.4739971458911896,0.22735603153705597,0.4185989499092102,0.4739971458911896,0.15166261792182922,0.264628142118454
causing,0.24770919978618622,0.7221462726593018,0.2816545367240906,0.18299420177936554,0.1507389098405838,0.32551613450050354,0.2585277259349823,0.2816545367240906,0.1431265026330948,0.2885251045227051,0.2816545367240906,0.2346799671649933,0.1852436512708664
the,0.42745697498321533,0.24990202486515045,1.0,0.25727739930152893,0.22857438027858734,0.535392165184021,0.23145370185375214,1.0,0.23079249262809753,0.733189046382904,1.0,0.25927668809890747,0.22068053483963013
deaths,0.239221453666687,0.37372347712516785,0.2496282309293747,0.1602221578359604,0.11974309384822845,0.2328515201807022,0.15918809175491333,0.2496282309293747,0.1773778349161148,0.23438477516174316,0.2496282309293747,0.1251400113105774,0.1897452175617218
of,0.33290785551071167,0.29665443301200867,0.733189046382904,0.23568789660930634,0.2391265481710434,0.41548454761505127,0.23437967896461487,0.733189046382904,0.24415746331214905,1.0,0.733189046382904,0.2727682888507843,0.1826142966747284
many,0.36131182312965393,0.27676254510879517,0.4335206151008606,0.2307271808385849,0.25114959478378296,0.40243685245513916,0.2777576744556427,0.4335206151008606,0.189401775598526,0.37253960967063904,0.4335206151008606,0.2120240479707718,0.2124512493610382
filipinos,0.12062352895736694,0.22281163930892944,0.22845600545406342,0.21646714210510254,0.17512176930904388,0.26926711201667786,0.26259443163871765,0.22845600545406342,0.23986472189426422,0.22915805876255035,0.22845600545406342,0.6073551774024963,0.1893395632505417
.,0.3567904531955719,0.2413787543773651,0.5934505462646484,0.3162994682788849,0.21888655424118042,0.4645031690597534,0.1819818913936615,0.5934505462646484,0.20114995539188385,0.5352458953857422,0.5934505462646484,0.20894579589366913,0.4130953550338745
