,soon,after,gaining,florida,",",what,did,the,english,do,?
soon,1.0,0.5849637389183044,0.36482271552085876,0.11708763986825943,0.33847981691360474,0.3005380630493164,0.35734426975250244,0.3431394100189209,0.19694270193576813,0.24415087699890137,0.17460282146930695
constructed,0.1358790546655655,0.1273641139268875,0.15170462429523468,0.1078505590558052,0.21606628596782684,0.18810124695301056,0.1521158069372177,0.29105475544929504,0.19000668823719025,0.14996828138828278,0.12459525465965271
the,0.3431394100189209,0.4565047025680542,0.35633590817451477,0.24091358482837677,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.23982001841068268,0.30239659547805786,0.22068053483963013
king,0.19963645935058594,0.2272557020187378,0.15101857483386993,0.12367543578147888,0.27879971265792847,0.18449601531028748,0.24472618103027344,0.25887003540992737,0.17063689231872559,0.12008506059646606,0.19130074977874756
's,-0.051862090826034546,-0.055672239512205124,0.023491928353905678,0.03644531965255737,-0.0016132977325469255,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.04063878208398819,-0.01994597539305687,-0.023395681753754616
road,0.12634478509426117,0.14894792437553406,0.11466119438409805,0.21666717529296875,0.1889011263847351,0.14859327673912048,0.10854122787714005,0.27181798219680786,0.1689242422580719,0.06520134955644608,0.10894691944122314
connecting,0.09528850018978119,0.12418656796216965,0.21702487766742706,0.1167135089635849,0.2644299864768982,0.2097303718328476,0.051092199981212616,0.36355212330818176,0.07696322351694107,0.18103116750717163,0.0780353918671608
st.,0.12121715396642685,0.12132462114095688,0.1124325767159462,0.07602295279502869,0.26603782176971436,0.10219959169626236,0.11965964734554291,0.18141359090805054,0.18054214119911194,0.11009027063846588,0.13592876493930817
augustine,0.16314099729061127,0.18180960416793823,0.15452365577220917,0.30028197169303894,0.24419444799423218,0.24251607060432434,0.09729888290166855,0.23652029037475586,0.2547716796398163,0.12452415376901627,0.21213193237781525
to,0.3827410042285919,0.37890323996543884,0.36105313897132874,0.20760414004325867,0.44245919585227966,0.455847829580307,0.4452643394470215,0.535392165184021,0.21984367072582245,0.38876664638519287,0.29463258385658264
georgia,0.06061754375696182,0.18926885724067688,0.1198754534125328,0.524474024772644,0.26650553941726685,0.2098073810338974,0.21038854122161865,0.22469212114810944,0.15162347257137299,0.12424133718013763,0.14345775544643402
.,0.34328213334083557,0.35870397090911865,0.25974494218826294,0.23988212645053864,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2881386876106262,0.3613996207714081,0.4130953550338745
