,what,does,coastal,beriods,use,as,teeth,?
deep-sea,0.2213214784860611,0.1783718466758728,0.3928852677345276,0.23557083308696747,0.21302321553230286,0.23674142360687256,0.1829562783241272,0.21262329816818237
platyctenids,0.20016786456108093,0.19609728455543518,0.30802226066589355,0.41817063093185425,0.1976064145565033,0.19725194573402405,0.5425897836685181,0.1917940229177475
",",0.3087472915649414,0.28617382049560547,0.21444359421730042,0.23813533782958984,0.3276674151420593,0.48816442489624023,0.20114922523498535,0.31091248989105225
in,0.30808621644973755,0.214483380317688,0.2924878001213074,0.2081892043352127,0.2715643048286438,0.3887844979763031,0.1853443831205368,0.20430970191955566
which,0.5261979103088379,0.39111801981925964,0.26179441809654236,0.2864810526371002,0.39254313707351685,0.41006597876548767,0.26112839579582214,0.25814583897590637
the,0.42745697498321533,0.35928019881248474,0.2718130946159363,0.2851976752281189,0.34342584013938904,0.48381632566452026,0.19723956286907196,0.22068053483963013
adults,0.2567427158355713,0.17722420394420624,0.199190154671669,0.26694294810295105,0.2828303575515747,0.16857901215553284,0.2919231057167053,0.22581297159194946
of,0.33290785551071167,0.3119818866252899,0.29121753573417664,0.23081111907958984,0.2750902473926544,0.3886612355709076,0.19241274893283844,0.1826142966747284
most,0.3219912350177765,0.30044323205947876,0.2806214392185211,0.3377319574356079,0.3331718146800995,0.3548237979412079,0.16124671697616577,0.2107497900724411
species,0.14617158472537994,0.1635095626115799,0.3119371235370636,0.2945016324520111,0.23278357088565826,0.2342512160539627,0.29723212122917175,0.1957087516784668
lack,0.28247135877609253,0.3064509630203247,0.15443147718906403,0.25991952419281006,0.3525133430957794,0.23638373613357544,0.27135682106018066,0.16953514516353607
combs,0.16265150904655457,0.15549354255199432,0.0851888656616211,0.2572955787181854,0.2571667432785034,0.28271484375,0.28022292256355286,0.24039559066295624
",",0.3087472915649414,0.28617382049560547,0.21444359421730042,0.23813533782958984,0.3276674151420593,0.48816442489624023,0.20114922523498535,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.2637535333633423,0.2836010158061981,0.34145063161849976,0.49487000703811646,0.23773503303527832,0.20544172823429108
the,0.42745697498321533,0.35928019881248474,0.2718130946159363,0.2851976752281189,0.34342584013938904,0.48381632566452026,0.19723956286907196,0.22068053483963013
coastal,0.18264484405517578,0.0979510098695755,1.0000001192092896,0.19018130004405975,0.15719905495643616,0.151224747300148,0.21063010394573212,0.13777320086956024
beroids,0.19189316034317017,0.2186700850725174,0.11846580356359482,0.29866230487823486,0.2344503402709961,0.2262221872806549,0.27946123480796814,0.2394029200077057
",",0.3087472915649414,0.28617382049560547,0.21444359421730042,0.23813533782958984,0.3276674151420593,0.48816442489624023,0.20114922523498535,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.26179441809654236,0.2864810526371002,0.39254313707351685,0.41006597876548767,0.26112839579582214,0.25814583897590637
lack,0.28247135877609253,0.3064509630203247,0.15443147718906403,0.25991952419281006,0.3525133430957794,0.23638373613357544,0.27135682106018066,0.16953514516353607
tentacles,0.17259258031845093,0.2339419275522232,0.2564155161380768,0.26396283507347107,0.2705498933792114,0.16763678193092346,0.42958199977874756,0.15145425498485565
and,0.31309178471565247,0.3461615741252899,0.2637535333633423,0.2836010158061981,0.34145063161849976,0.49487000703811646,0.23773503303527832,0.20544172823429108
prey,0.21349354088306427,0.18921011686325073,0.28381600975990295,0.27475228905677795,0.28662407398223877,0.14409971237182617,0.4261958599090576,0.15793472528457642
on,0.34226128458976746,0.2568802833557129,0.17405883967876434,0.14969049394130707,0.2776605486869812,0.36047765612602234,0.18939237296581268,0.2714994251728058
other,0.341873437166214,0.2947014272212982,0.19473424553871155,0.2575741708278656,0.389494389295578,0.42805421352386475,0.22522826492786407,0.24682199954986572
ctenophores,0.2505159080028534,0.2655069828033447,0.27554091811180115,0.3343299925327301,0.2871485650539398,0.23381571471691132,0.42791327834129333,0.2054179310798645
by,0.2455483376979828,0.143477201461792,0.10084307193756104,0.16308638453483582,0.21048003435134888,0.3815547823905945,0.11843442171812057,0.17966607213020325
using,0.27984681725502014,0.2979021370410919,0.09530194848775864,0.19528988003730774,0.7256444692611694,0.31195345520973206,0.16887886822223663,0.2804589569568634
huge,0.2735622227191925,0.19100916385650635,0.29060104489326477,0.16209939122200012,0.16691067814826965,0.23649834096431732,0.23737289011478424,0.13631469011306763
mouths,0.24395591020584106,0.24734711647033691,0.38392922282218933,0.26895374059677124,0.2237352579832077,0.1107025220990181,0.4926484525203705,0.23623421788215637
armed,0.15827620029449463,0.10074612498283386,0.2672594487667084,0.24658900499343872,0.18313747644424438,0.1771813929080963,0.20421558618545532,0.18816959857940674
with,0.2464839518070221,0.26186925172805786,0.18404316902160645,0.2599695026874542,0.3356984257698059,0.40387406945228577,0.2073718011379242,0.2433311939239502
groups,0.23137421905994415,0.1172703430056572,0.2079678624868393,0.2616810202598572,0.2616036832332611,0.18660825490951538,0.17596937716007233,0.14349548518657684
of,0.33290785551071167,0.3119818866252899,0.29121753573417664,0.23081111907958984,0.2750902473926544,0.3886612355709076,0.19241274893283844,0.1826142966747284
large,0.2017821967601776,0.22553202509880066,0.31335049867630005,0.21770808100700378,0.2578502595424652,0.24282054603099823,0.26764991879463196,0.1355665624141693
",",0.3087472915649414,0.28617382049560547,0.21444359421730042,0.23813533782958984,0.3276674151420593,0.48816442489624023,0.20114922523498535,0.31091248989105225
stiffened,0.197576105594635,0.16260676085948944,0.2282160371541977,0.3012411594390869,0.17753472924232483,0.24335071444511414,0.45077112317085266,0.1260303109884262
cilia,0.17923450469970703,0.21396709978580475,0.2171974778175354,0.2444295734167099,0.18583528697490692,0.14007630944252014,0.3524807393550873,0.15204964578151703
that,0.6297725439071655,0.4764937460422516,0.20089487731456757,0.26087087392807007,0.3939064145088196,0.4735107421875,0.2890678346157074,0.32716336846351624
act,0.2622668445110321,0.21016603708267212,0.16650554537773132,0.14632873237133026,0.26740407943725586,0.2497578263282776,0.12388762086629868,0.1482519507408142
as,0.31749409437179565,0.31202155351638794,0.151224747300148,0.24043361842632294,0.3453201949596405,1.0,0.1294114887714386,0.27043893933296204
teeth,0.22073125839233398,0.17966675758361816,0.21063010394573212,0.29250141978263855,0.17621755599975586,0.1294114887714386,0.9999999403953552,0.1356803923845291
.,0.3567904531955719,0.3022993505001068,0.21270635724067688,0.2265133261680603,0.3711656630039215,0.515582263469696,0.1780254989862442,0.4130953550338745
