,during,what,type,of,climate,is,oxygen,18,in,seawater,at,higher,levels,?
oxygen-16,0.2138749212026596,0.22204910218715668,0.18869349360466003,0.18333350121974945,0.22962622344493866,0.2357422560453415,0.9598668813705444,0.00919197965413332,0.1697354018688202,0.5025926828384399,0.16735443472862244,0.2479241043329239,0.3199726641178131,0.18815967440605164
",",0.3225448727607727,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.224740669131279,0.4691906273365021,0.21812842786312103,-0.03270421177148819,0.5201468467712402,0.25631090998649597,0.38314947485923767,0.251458078622818,0.2284579873085022,0.31091248989105225
evaporate,0.16198842227458954,0.2049381285905838,0.19059832394123077,0.1939833164215088,0.3632059693336487,0.248049795627594,0.49913960695266724,0.015389631502330303,0.18357552587985992,0.6267623901367188,0.1569008231163025,0.3497372567653656,0.35511547327041626,0.18591727316379547
at,0.372769296169281,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.21870127320289612,0.25906258821487427,0.1428557187318802,-0.11965709179639816,0.4374977946281433,0.19803456962108612,1.0,0.2542303204536438,0.1926388293504715,0.21978627145290375
a,0.30341604351997375,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1805623322725296,0.658733606338501,0.21662019193172455,-0.08585336059331894,0.539380669593811,0.25208809971809387,0.3095070421695709,0.2608921229839325,0.21465790271759033,0.23916715383529663
slightly,0.17928199470043182,0.30401676893234253,0.201944038271904,0.26854947209358215,0.23089098930358887,0.32454636693000793,0.18072201311588287,-0.10072461515665054,0.22947166860103607,0.2764284610748291,0.25931423902511597,0.39164042472839355,0.26309168338775635,0.15424269437789917
faster,0.21466846764087677,0.32900017499923706,0.27108702063560486,0.1398756504058838,0.17658455669879913,0.17344902455806732,0.2846527397632599,-0.07899155467748642,0.17384104430675507,0.2853423058986664,0.17512010037899017,0.4181011915206909,0.3136172890663147,0.2566389739513397
rate,0.20080311596393585,0.21845893561840057,0.2446887195110321,0.24132871627807617,0.245150625705719,0.24290183186531067,0.254759818315506,-0.06674210727214813,0.24951417744159698,0.27242311835289,0.1911962926387787,0.3718094527721405,0.3403352200984955,0.1308269053697586
than,0.2507126033306122,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.17530375719070435,0.2839990258216858,0.25305241346359253,-0.09327849000692368,0.3270052373409271,0.3086142838001251,0.27679139375686646,0.4844343364238739,0.2943741977214813,0.24917294085025787
water,0.2296343296766281,0.17456887662410736,0.20635251700878143,0.2741255462169647,0.2854657471179962,0.2879090905189514,0.4692627191543579,0.010092809796333313,0.23966141045093536,0.7707866430282593,0.14569826424121857,0.2635023891925812,0.2848517894744873,0.14731885492801666
molecules,0.16198618710041046,0.2143162339925766,0.15775926411151886,0.24428431689739227,0.18359890580177307,0.20481984317302704,0.5126039981842041,-0.0022692675702273846,0.2197362184524536,0.42030274868011475,0.18083149194717407,0.2442016750574112,0.3379976153373718,0.17409995198249817
containing,0.0934012308716774,0.10250329971313477,0.22218455374240875,0.3227089047431946,0.1001143604516983,0.31318455934524536,0.3438732624053955,0.015761764720082283,0.2999787926673889,0.2697160840034485,0.1835942268371582,0.22904083132743835,0.3138713836669922,0.1655367761850357
the,0.4838213622570038,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2693597674369812,0.5823672413825989,0.20428593456745148,-0.07796193659305573,0.6662389636039734,0.27259325981140137,0.457212895154953,0.3292480409145355,0.286034494638443,0.22068053483963013
12,0.12063150107860565,0.1696145385503769,0.1895684152841568,0.2886716425418854,0.209889218211174,0.33493560552597046,0.0862145945429802,0.012466782703995705,0.18516430258750916,0.27704641222953796,0.14602552354335785,0.15145260095596313,0.08279913663864136,0.10021790862083435
%,0.11905162036418915,0.20738190412521362,0.21680237352848053,0.19953428208827972,0.11157955974340439,0.18672586977481842,0.25139331817626953,-0.019343817606568336,0.19465309381484985,0.23302040994167328,0.18534855544567108,0.25407564640045166,0.20091992616653442,0.21441808342933655
heavier,0.19630110263824463,0.2097170352935791,0.24295029044151306,0.21473699808120728,0.1787421852350235,0.2303333580493927,0.38095200061798096,-0.12929615378379822,0.17398591339588165,0.3577161431312561,0.12489954382181168,0.3959316909313202,0.29154831171035767,0.16665932536125183
oxygen-18,0.1936788707971573,0.19612939655780792,0.17968297004699707,0.1664983332157135,0.22543609142303467,0.22614090144634247,0.9602074027061462,0.012821277603507042,0.1496700793504715,0.4898826479911804,0.15062803030014038,0.22632916271686554,0.3048911988735199,0.17341867089271545
;,0.04684014990925789,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.09140459448099136,0.05324986204504967,0.010789583437144756,-0.021073654294013977,0.092739537358284,0.046681616455316544,0.00622112350538373,0.006160003133118153,-0.0013996509369462729,0.10349778085947037
this,0.34351885318756104,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.2539234161376953,0.480927973985672,0.31131085753440857,-0.10476349294185638,0.45205554366111755,0.33167120814323425,0.32544323801994324,0.29082757234573364,0.2716869115829468,0.3155723512172699
disparity,0.18985828757286072,0.40293318033218384,0.16557392477989197,0.3107764422893524,0.22100315988063812,0.24964092671871185,0.24529008567333221,-0.07812786847352982,0.21367432177066803,0.3291783332824707,0.14841020107269287,0.2876514196395874,0.34481894969940186,0.2772253155708313
increases,0.2530524730682373,0.23849372565746307,0.2283170521259308,0.3793904483318329,0.2079104781150818,0.24743452668190002,0.3400064706802368,-0.04916631057858467,0.2302049696445465,0.3826245665550232,0.2674424350261688,0.507759690284729,0.45439237356185913,0.10270863026380539
at,0.372769296169281,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.21870127320289612,0.25906258821487427,0.1428557187318802,-0.11965709179639816,0.4374977946281433,0.19803456962108612,1.0,0.2542303204536438,0.1926388293504715,0.21978627145290375
lower,0.18886689841747284,0.20079238712787628,0.23376202583312988,0.31757521629333496,0.2210913598537445,0.20806168019771576,0.21222375333309174,-0.06603297591209412,0.27455443143844604,0.22217409312725067,0.1926431655883789,0.5770463347434998,0.3851044178009033,0.08471795171499252
temperatures,0.28266534209251404,0.2523624897003174,0.19048833847045898,0.2011728584766388,0.5534055829048157,0.2816123366355896,0.38756829500198364,-0.008868996053934097,0.2835210859775543,0.46900978684425354,0.22577746212482452,0.3653656244277954,0.3648151755332947,0.1895846426486969
.,0.3485563397407532,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22208234667778015,0.4569662809371948,0.2554275095462799,-0.05821654945611954,0.5591574311256409,0.27737748622894287,0.4549728035926819,0.2524722218513489,0.24042059481143951,0.4130953550338745
