,where,did,the,world,'s,first,railway,journey,terminate,?
21,-0.042835529893636703,-0.051883723586797714,-0.05849577113986015,0.07056166231632233,0.07130758464336395,0.10486142337322235,0.1217486709356308,-0.030067991465330124,-0.17465272545814514,-0.01186173316091299
february,0.18131472170352936,0.25426602363586426,0.26483774185180664,0.18396277725696564,-0.056284528225660324,0.27188631892204285,0.14505800604820251,0.17840343713760376,0.06328272819519043,0.29594847559928894
1804,0.004534937907010317,-0.06567509472370148,-0.031808193773031235,0.0395176075398922,-0.07666779309511185,-0.15224631130695343,-0.04541214928030968,-0.0796247199177742,0.03326297923922539,0.011757442727684975
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.34503069519996643,0.21531596779823303,0.18947862088680267,0.20923475921154022,0.31091248989105225
the,0.5003893971443176,0.34736719727516174,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.2692219316959381,0.24944555759429932,0.24870391190052032,0.22068053483963013
world,0.29259413480758667,0.1944720596075058,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.31190985441207886,0.15220041573047638,0.2800378203392029,0.049345336854457855,0.17579582333564758
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,0.11877062171697617,0.9999999403953552,-0.014458609744906425,0.04776231199502945,0.0539570115506649,-0.04613347724080086,-0.023395681753754616
first,0.3238157331943512,0.33691170811653137,0.49448907375335693,0.31190985441207886,-0.014458609744906425,1.0,0.17453445494174957,0.27903813123703003,0.17357979714870453,0.18701928853988647
railway,0.1763903647661209,0.13646093010902405,0.2692219316959381,0.15220041573047638,0.04776231199502945,0.17453445494174957,1.0,0.18982551991939545,0.24255739152431488,0.07994066178798676
journey,0.21481096744537354,0.173209547996521,0.24944555759429932,0.2800378203392029,0.0539570115506649,0.27903813123703003,0.18982551991939545,0.9999998807907104,0.22653645277023315,0.06391996890306473
took,0.21095216274261475,0.42470768094062805,0.31657639145851135,0.23690995573997498,0.06150028854608536,0.36460110545158386,0.11819141358137131,0.20370562374591827,0.11776045709848404,0.14109265804290771
place,0.4786618947982788,0.24020224809646606,0.4179787337779999,0.2469390332698822,-0.03236493840813637,0.283309668302536,0.14031782746315002,0.23520958423614502,0.17707403004169464,0.2455766350030899
as,0.35409465432167053,0.3596470057964325,0.48381632566452026,0.22848254442214966,-0.05775856226682663,0.33842000365257263,0.19128337502479553,0.16659961640834808,0.2657472491264343,0.27043893933296204
trevithick,0.2482410967350006,0.17673523724079132,0.31533631682395935,0.26725339889526367,-0.011014672927558422,0.32800382375717163,0.3499394357204437,0.2559751570224762,0.11227838695049286,0.2125524878501892
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,0.11877062171697617,0.9999999403953552,-0.014458609744906425,0.04776231199502945,0.0539570115506649,-0.04613347724080086,-0.023395681753754616
unnamed,0.24830329418182373,0.13089357316493988,0.317085862159729,0.13680507242679596,-0.0010809183586388826,0.28028708696365356,0.09658078104257584,0.2640388309955597,0.2161940187215805,0.15394726395606995
steam,0.18907299637794495,0.19902050495147705,0.23105813562870026,0.14963915944099426,0.03992457315325737,0.2210129350423813,0.4340377151966095,0.20856675505638123,0.21210983395576477,0.113324373960495
locomotive,0.14270856976509094,0.07816889882087708,0.22304096817970276,0.09237456321716309,0.04955169931054115,0.16801829636096954,0.562675416469574,0.12893030047416687,0.21564500033855438,0.10199091583490372
hauled,0.17066046595573425,0.25758326053619385,0.25450438261032104,0.20038996636867523,-0.014318399131298065,0.2582257091999054,0.4002758264541626,0.19154781103134155,0.33436840772628784,0.20349560678005219
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.4287874400615692,0.23760579526424408,0.1638973504304886,0.2106388509273529,0.23916715383529663
train,0.2426021546125412,0.13482995331287384,0.22828160226345062,0.15147261321544647,0.006521238945424557,0.20000076293945312,0.5728828310966492,0.32083019614219666,0.2854752540588379,0.14194068312644958
along,0.3530636131763458,0.18832118809223175,0.39495137333869934,0.164489284157753,-0.05784126743674278,0.23936891555786133,0.22928255796432495,0.218464195728302,0.20240867137908936,0.17134909331798553
the,0.5003893971443176,0.34736719727516174,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.2692219316959381,0.24944555759429932,0.24870391190052032,0.22068053483963013
tramway,0.17000402510166168,0.19883887469768524,0.26713812351226807,0.1841210126876831,0.0607585608959198,0.22583214938640594,0.6131868362426758,0.20283164083957672,0.21585290133953094,0.1270989626646042
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.22603429853916168,-0.01936490088701248,0.23348960280418396,0.16502360999584198,0.19643481075763702,0.20611542463302612,0.19969791173934937
the,0.5003893971443176,0.34736719727516174,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.2692219316959381,0.24944555759429932,0.24870391190052032,0.22068053483963013
pen-y-darren,0.1933460235595703,0.18909215927124023,0.23910298943519592,0.17736802995204926,0.05593332275748253,0.27006059885025024,0.19818927347660065,0.24746198952198029,0.27182695269584656,0.22408299148082733
ironworks,0.22782514989376068,0.09107862412929535,0.3233153522014618,0.28132694959640503,0.012302819639444351,0.2942066192626953,0.3559719920158386,0.2394169121980667,0.18889527022838593,0.11666838079690933
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.34503069519996643,0.21531596779823303,0.18947862088680267,0.20923475921154022,0.31091248989105225
near,0.4188554286956787,0.08748484402894974,0.2879819869995117,0.13713081181049347,-0.09597858041524887,0.14128509163856506,0.23610255122184753,0.1595255732536316,0.19629722833633423,0.10734958201646805
merthyr,0.10969918221235275,0.1390838772058487,0.18598799407482147,0.12955830991268158,-0.07052405923604965,0.12852907180786133,0.3220284879207611,0.17103785276412964,0.12884421646595,0.18144433200359344
tydfil,0.1878734678030014,0.0759275034070015,0.21313093602657318,0.1427396684885025,0.025880316272377968,0.1963110715150833,0.35874322056770325,0.19184720516204834,0.21337904036045074,0.1899530440568924
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.26213452219963074,0.03782717138528824,0.3792489171028137,0.20460735261440277,0.31875574588775635,0.31959468126296997,0.29463258385658264
abercynon,0.2274644374847412,0.1424626260995865,0.31709733605384827,0.14346280694007874,-0.009116046130657196,0.24485181272029877,0.36786460876464844,0.2325015813112259,0.1430324763059616,0.15294891595840454
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.4127444326877594,0.2326211929321289,0.1607937216758728,0.1790952831506729,0.20430970191955566
south,0.2539864182472229,0.1510593444108963,0.3129390776157379,0.23710407316684723,0.06268392503261566,0.21650062501430511,0.2943040728569031,0.2586081027984619,0.16846142709255219,0.12336621433496475
wales,0.18642514944076538,0.18606702983379364,0.23852568864822388,0.20330080389976501,-0.09569765627384186,0.19307951629161835,0.24153657257556915,0.17720650136470795,0.14039333164691925,0.15627945959568024
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.4345304071903229,0.20848026871681213,0.1895405799150467,0.186951145529747,0.4130953550338745
