,bqp,and,qma,are,examples,of,complexity,classes,most,commonly,associated,with,what,type,of,turing,machine,?
are,0.181287482380867,0.48576638102531433,0.14132271707057953,1.0,0.5214043259620667,0.39081433415412903,0.27680158615112305,0.2913099527359009,0.48698675632476807,0.4038049578666687,0.28055059909820557,0.38996943831443787,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.17666763067245483,0.17000128328800201,0.24591213464736938
defined,0.27692902088165283,0.2678177058696747,0.15236946940422058,0.2598877251148224,0.3056606650352478,0.2659633457660675,0.32216620445251465,0.2014472633600235,0.17652170360088348,0.2574748396873474,0.3484164774417877,0.23112677037715912,0.25343453884124756,0.27646204829216003,0.2659633457660675,0.19055604934692383,0.09573116153478622,0.22494901716709137
using,0.19107118248939514,0.33157408237457275,0.1478746384382248,0.3385874032974243,0.37008148431777954,0.24298200011253357,0.2878689169883728,0.20710119605064392,0.25117412209510803,0.3275452256202698,0.17376847565174103,0.3917884826660156,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.2872474789619446,0.3032263517379761,0.2804589569568634
boolean,0.2579188346862793,0.16683293879032135,0.23673148453235626,0.23972216248512268,0.289700448513031,0.15521764755249023,0.3921334147453308,0.25139960646629333,0.18315187096595764,0.2412932813167572,0.20316506922245026,0.13382364809513092,0.27341124415397644,0.3211498558521271,0.15521764755249023,0.37214887142181396,0.25920727849006653,0.31161975860595703
circuits,0.20160065591335297,0.2274526208639145,0.22077088057994843,0.281847208738327,0.2694280743598938,0.26405566930770874,0.3720915615558624,0.20703531801700592,0.21703916788101196,0.22827595472335815,0.1557580977678299,0.12872202694416046,0.18163272738456726,0.1758715957403183,0.26405566930770874,0.2664732336997986,0.3028978407382965,0.07647933810949326
;,0.10651590675115585,0.08403264731168747,0.07761978358030319,0.15315808355808258,0.023555397987365723,0.054534342139959335,0.013201623223721981,0.07329844683408737,0.09552082419395447,0.053477320820093155,0.05939144268631935,0.12944702804088593,0.10986888408660889,-0.004756918177008629,0.054534342139959335,-0.0509064756333828,-0.06011990085244179,0.10349778085947037
and,0.19487349689006805,1.0,0.17966698110103607,0.48576638102531433,0.35639533400535583,0.5116966962814331,0.2520415782928467,0.2892279624938965,0.4309377074241638,0.2290310114622116,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22459711134433746,0.20538194477558136,0.20544172823429108
bqp,1.0,0.19487349689006805,0.2554605305194855,0.181287482380867,0.2116616666316986,0.1784011721611023,0.24594111740589142,0.16549146175384521,0.2952728271484375,0.21080127358436584,0.1667158007621765,0.2253616601228714,0.13864435255527496,0.16034090518951416,0.1784011721611023,0.1806178241968155,0.11613089591264725,0.18803688883781433
and,0.19487349689006805,1.0,0.17966698110103607,0.48576638102531433,0.35639533400535583,0.5116966962814331,0.2520415782928467,0.2892279624938965,0.4309377074241638,0.2290310114622116,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22459711134433746,0.20538194477558136,0.20544172823429108
qma,0.2554605305194855,0.17966698110103607,1.0,0.14132271707057953,0.18105025589466095,0.15008953213691711,0.22094041109085083,0.20371733605861664,0.174788236618042,0.23799163103103638,0.21199436485767365,0.1765545755624771,0.2618003189563751,0.15996739268302917,0.15008953213691711,0.23636570572853088,0.19562767446041107,0.23617024719715118
",",0.1596367508172989,0.6633074283599854,0.26072943210601807,0.4062570035457611,0.2687304615974426,0.4946078956127167,0.27822354435920715,0.26848307251930237,0.3636029064655304,0.27548834681510925,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2807261645793915,0.21841607987880707,0.31091248989105225
which,0.2058171033859253,0.506277859210968,0.3023393452167511,0.42922598123550415,0.38271647691726685,0.5011631846427917,0.2941568195819855,0.2896202504634857,0.4637843072414398,0.3553910553455353,0.3083685338497162,0.46403205394744873,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.2775655686855316,0.27888262271881104,0.25814583897590637
are,0.181287482380867,0.48576638102531433,0.14132271707057953,1.0,0.5214043259620667,0.39081433415412903,0.27680158615112305,0.2913099527359009,0.48698675632476807,0.4038049578666687,0.28055059909820557,0.38996943831443787,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.17666763067245483,0.17000128328800201,0.24591213464736938
defined,0.27692902088165283,0.2678177058696747,0.15236946940422058,0.2598877251148224,0.3056606650352478,0.2659633457660675,0.32216620445251465,0.2014472633600235,0.17652170360088348,0.2574748396873474,0.3484164774417877,0.23112677037715912,0.25343453884124756,0.27646204829216003,0.2659633457660675,0.19055604934692383,0.09573116153478622,0.22494901716709137
using,0.19107118248939514,0.33157408237457275,0.1478746384382248,0.3385874032974243,0.37008148431777954,0.24298200011253357,0.2878689169883728,0.20710119605064392,0.25117412209510803,0.3275452256202698,0.17376847565174103,0.3917884826660156,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.2872474789619446,0.3032263517379761,0.2804589569568634
quantum,0.20930343866348267,0.16976895928382874,0.2875847816467285,0.2200530767440796,0.18203707039356232,0.24717314541339874,0.3877669870853424,0.15355417132377625,0.15890373289585114,0.2503238320350647,0.13747689127922058,0.1917714923620224,0.3095471262931824,0.18317517638206482,0.24717314541339874,0.37597617506980896,0.24225576221942902,0.20770002901554108
turing,0.1806178241968155,0.22459711134433746,0.23636570572853088,0.17666763067245483,0.22628818452358246,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.23340554535388947,0.2264614999294281,0.12496623396873474,0.15793664753437042,0.2806522250175476,0.044547878205776215,0.2670239806175232,1.0000001192092896,0.4048772156238556,0.1460462063550949
machines,0.13465480506420135,0.2919604778289795,0.1845434606075287,0.3025093972682953,0.3613598346710205,0.18757474422454834,0.3310573697090149,0.273708313703537,0.28568926453590393,0.22942689061164856,0.14539353549480438,0.1873357594013214,0.25512105226516724,0.19346262514591217,0.18757474422454834,0.4426501989364624,0.7925316095352173,0.17646311223506927
.,0.2524750530719757,0.588965117931366,0.21472400426864624,0.3452940285205841,0.28905922174453735,0.5352458953857422,0.21340465545654297,0.24851149320602417,0.35404038429260254,0.2135825902223587,0.2184346318244934,0.4446153938770294,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.19254323840141296,0.20798662304878235,0.4130953550338745
