,in,what,year,was,the,40th,anniversary,of,abc,'s,founding,?
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.18852253258228302,0.1787421703338623,0.5052502155303955,0.21331243216991425,0.04866964742541313,0.2064124047756195,0.23916715383529663
gold,0.21206732094287872,0.15779642760753632,0.12933579087257385,0.24345459043979645,0.27136439085006714,0.11543197929859161,0.23148110508918762,0.2101457566022873,0.19865921139717102,0.095478355884552,0.1781558394432068,0.11542754620313644
cgi,0.16430653631687164,0.31627628207206726,0.12121321260929108,0.15270084142684937,0.21307460963726044,0.14491432905197144,0.16259102523326874,0.15242518484592438,0.26801732182502747,0.05737344175577164,0.12457185238599777,0.40525439381599426
design,0.21856798231601715,0.23893405497074127,0.14728954434394836,0.2780803442001343,0.27913451194763184,0.11471344530582428,0.07899042218923569,0.2522938847541809,0.131185382604599,0.04322526603937149,0.14936159551143646,0.16351860761642456
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.5107308030128479,0.1515364646911621,0.26800811290740967,0.3966929316520691,0.2862928807735443,0.0026888418942689896,0.1928575485944748,0.2714994251728058
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.18852253258228302,0.1787421703338623,0.5052502155303955,0.21331243216991425,0.04866964742541313,0.2064124047756195,0.23916715383529663
blue,0.22384510934352875,0.17981211841106415,0.11267708241939545,0.15539668500423431,0.2734997570514679,0.15932229161262512,0.15496093034744263,0.23528409004211426,0.20072442293167114,-0.0033745844848454,0.10381527245044708,0.15668673813343048
background,0.15983064472675323,0.2643679678440094,0.11969750374555588,0.12994760274887085,0.2008458375930786,0.12438952177762985,0.12863999605178833,0.18715104460716248,0.1345415711402893,-0.0009064198820851743,0.1563141942024231,0.18481217324733734
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.12832628190517426,0.20396199822425842,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.2779809832572937,0.31091248989105225
accompanied,0.18386249244213104,0.16123847663402557,0.10479679703712463,0.21553421020507812,0.27266716957092285,0.09505964815616608,0.21134896576404572,0.28507187962532043,0.09463045746088028,-0.01453784666955471,0.17649045586585999,0.14135776460170746
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.18736127018928528,0.22581592202186584,0.3646814823150635,0.17600902915000916,-0.010884488001465797,0.24328337609767914,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.23304851353168488,0.29318708181381226,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.34138360619544983,0.22068053483963013
slogan,0.1767037957906723,0.23116420209407806,0.15068846940994263,0.1933601200580597,0.19725175201892853,0.15551315248012543,0.22100980579853058,0.12181873619556427,0.233711376786232,0.07890976220369339,0.17363494634628296,0.24092936515808105
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,-0.004748824518173933,-0.07950975000858307,0.06780257821083069,-0.04806871339678764,-0.03416389226913452,0.07354024052619934,0.0685480609536171
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.23185963928699493,0.18585778772830963,0.41498205065727234,0.17440107464790344,0.04397977516055107,0.2016766220331192,0.32716336846351624
special,0.2897285223007202,0.24134232103824615,0.10077399760484695,0.1585642695426941,0.3027077615261078,0.11889999359846115,0.3297252953052521,0.27998968958854675,0.16786715388298035,-0.03405539691448212,0.08899419009685516,0.29623302817344666
feeling,0.13166682422161102,0.3777739107608795,0.12457180768251419,0.11769548058509827,0.19550150632858276,0.14822222292423248,0.1298014223575592,0.1762189418077469,0.13374711573123932,-0.023043503984808922,0.1345214694738388,0.25650694966316223
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.041273195296525955,-0.015370463021099567,-0.05068732053041458,0.13035868108272552,-0.05768610164523125,-0.04859459400177002,0.1198454424738884,0.018684765323996544
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.13990257680416107,0.25491592288017273,0.5696388483047485,0.1697147786617279,-0.037580832839012146,0.2295561581850052,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.18852253258228302,0.1787421703338623,0.5052502155303955,0.21331243216991425,0.04866964742541313,0.2064124047756195,0.23916715383529663
script,0.17682331800460815,0.23662243783473969,0.10401793569326401,0.18141986429691315,0.21384064853191376,0.12145431339740753,0.08476916700601578,0.13506785035133362,0.14251770079135895,0.01303926482796669,0.09558188170194626,0.24144527316093445
font,0.1565127670764923,0.1812034547328949,0.058139752596616745,0.12429995834827423,0.20224379003047943,0.10665691643953323,0.14679358899593353,0.17728616297245026,0.18278329074382782,0.011258385144174099,0.17220358550548553,0.2416732758283615
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.17750310897827148,0.2281392365694046,0.5352458953857422,0.2567209303379059,-0.003708066651597619,0.2340429127216339,0.4130953550338745
