,what,is,the,french,name,for,the,rhine,?
well,0.4154493808746338,0.33406564593315125,0.42630070447921753,0.2028287649154663,0.17632928490638733,0.46352139115333557,0.42630070447921753,0.19703485071659088,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.20159029960632324,0.2851914167404175,0.44774648547172546,0.48381632566452026,0.18380387127399445,0.27043893933296204
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.22093388438224792,0.2459065467119217,0.4322226941585541,0.6662389636039734,0.24648422002792358,0.20430970191955566
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.4790405333042145,0.14387056231498718,0.17564234137535095,0.256483793258667,0.49305370450019836,0.13978645205497742
rhein,0.15212267637252808,0.2335740327835083,0.2614726424217224,0.2412143051624298,0.1940275877714157,0.14696891605854034,0.2614726424217224,0.6607828736305237,0.2176131010055542
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.32751965522766113,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.22029656171798706,0.20544172823429108
french,0.17393042147159576,0.19312386214733124,0.2555147111415863,1.0000001192092896,0.18910211324691772,0.17280760407447815,0.2555147111415863,0.2762029767036438,0.1386883556842804
rhin,0.15439370274543762,0.2761684060096741,0.34496304392814636,0.35649967193603516,0.2083192765712738,0.15634116530418396,0.34496304392814636,0.7436901330947876,0.16895344853401184
is,0.28837618231773376,1.0,0.5823672413825989,0.19312386214733124,0.3359788954257965,0.43268078565597534,0.5823672413825989,0.15617261826992035,0.22961433231830597
due,0.15204688906669617,0.24065633118152618,0.22577603161334991,0.10779138654470444,0.12454797327518463,0.2363993525505066,0.22577603161334991,0.12440928816795349,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1713797152042389,0.27806994318962097,0.4451248347759247,0.535392165184021,0.1736302673816681,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.2555147111415863,0.3171212375164032,0.4739971458911896,1.0,0.30735138058662415,0.22068053483963013
influence,0.2790174186229706,0.19989071786403656,0.3039984107017517,0.18965335190296173,0.17677690088748932,0.22429068386554718,0.3039984107017517,0.1753658801317215,0.14200882613658905
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19450366497039795,0.24075818061828613,0.4185989499092102,0.733189046382904,0.2548927664756775,0.1826142966747284
greek,0.14808377623558044,0.22842112183570862,0.23564283549785614,0.29957684874534607,0.26015329360961914,0.16074992716312408,0.23564283549785614,0.14018139243125916,0.11180876195430756
orthography,0.23798006772994995,0.24262379109859467,0.20881643891334534,0.2181204855442047,0.1915094405412674,0.21221208572387695,0.20881643891334534,0.08382247388362885,0.21616482734680176
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28806620836257935,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.167837992310524,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.1363781839609146,0.1396448314189911,0.4232339859008789,0.39804592728614807,0.13762977719306946,0.21076419949531555
the,0.42745697498321533,0.5823672413825989,1.0,0.2555147111415863,0.3171212375164032,0.4739971458911896,1.0,0.30735138058662415,0.22068053483963013
vocalisation,0.24808937311172485,0.22951136529445648,0.2970617115497589,0.13738112151622772,0.22145484387874603,0.24077583849430084,0.2970617115497589,0.19427615404129028,0.23394854366779327
-i-,0.17242462933063507,0.020425040274858475,0.17976893484592438,0.06221705675125122,-0.038034819066524506,0.059688542038202286,0.17976893484592438,0.11105752736330032,0.12119023501873016
is,0.28837618231773376,1.0,0.5823672413825989,0.19312386214733124,0.3359788954257965,0.43268078565597534,0.5823672413825989,0.15617261826992035,0.22961433231830597
due,0.15204688906669617,0.24065633118152618,0.22577603161334991,0.10779138654470444,0.12454797327518463,0.2363993525505066,0.22577603161334991,0.12440928816795349,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1713797152042389,0.27806994318962097,0.4451248347759247,0.535392165184021,0.1736302673816681,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.2555147111415863,0.3171212375164032,0.4739971458911896,1.0,0.30735138058662415,0.22068053483963013
proto-germanic,0.26451098918914795,0.23438391089439392,0.3311484754085541,0.2507966458797455,0.2827814221382141,0.20161142945289612,0.3311484754085541,0.43494361639022827,0.20944932103157043
adoption,0.2520635426044464,0.2359195500612259,0.27656617760658264,0.10664833337068558,0.22808490693569183,0.2922368049621582,0.27656617760658264,0.15840929746627808,0.23771828413009644
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19450366497039795,0.24075818061828613,0.4185989499092102,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2555147111415863,0.3171212375164032,0.4739971458911896,1.0,0.30735138058662415,0.22068053483963013
gaulish,0.21051912009716034,0.1982312947511673,0.30116724967956543,0.3503310978412628,0.2910001873970032,0.18472345173358917,0.30116724967956543,0.35650089383125305,0.1297006756067276
name,0.18623162806034088,0.3359788954257965,0.3171212375164032,0.18910211324691772,1.0,0.25737348198890686,0.3171212375164032,0.12217257916927338,0.15381577610969543
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.20159029960632324,0.2851914167404175,0.44774648547172546,0.48381632566452026,0.18380387127399445,0.27043893933296204
*rīnaz,0.15815728902816772,0.19722384214401245,0.2245812863111496,0.11587023735046387,0.19735465943813324,0.1748407781124115,0.2245812863111496,0.23536986112594604,0.22434574365615845
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28806620836257935,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.167837992310524,0.31091248989105225
via,0.16736915707588196,0.18325740098953247,0.23979412019252777,0.03254854679107666,0.13969911634922028,0.1971353143453598,0.23979412019252777,0.10537445545196533,0.19443516433238983
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.1230572909116745,0.23472236096858978,0.2211335301399231,0.31849798560142517,0.18212221562862396,0.20577076077461243
frankish,0.1821095049381256,0.16241204738616943,0.3168545961380005,0.3803434669971466,0.19949719309806824,0.09401438385248184,0.3168545961380005,0.40046441555023193,0.152495339512825
giving,0.28628480434417725,0.24181054532527924,0.3626074492931366,0.1420040726661682,0.17302481830120087,0.39347827434539795,0.3626074492931366,0.10939128696918488,0.2052922248840332
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.1230572909116745,0.23472236096858978,0.2211335301399231,0.31849798560142517,0.18212221562862396,0.20577076077461243
english,0.25060737133026123,0.24613474309444427,0.23982001841068268,0.47204166650772095,0.27055349946022034,0.2594873905181885,0.23982001841068268,0.16806156933307648,0.23251567780971527
rín,0.19725275039672852,0.22478969395160675,0.24690473079681396,0.19568848609924316,0.1601487696170807,0.24048812687397003,0.24690473079681396,0.15122096240520477,0.1986149251461029
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28806620836257935,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.167837992310524,0.31091248989105225
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.1230572909116745,0.23472236096858978,0.2211335301399231,0.31849798560142517,0.18212221562862396,0.20577076077461243
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.11777796596288681,0.1618267446756363,0.1925620585680008,0.28034812211990356,0.11970903724431992,0.11137914657592773
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.4790405333042145,0.14387056231498718,0.17564234137535095,0.256483793258667,0.49305370450019836,0.13978645205497742
rīn,0.09445355832576752,0.19188092648983002,0.23114950954914093,0.1798083335161209,0.05099182203412056,0.12773065268993378,0.23114950954914093,0.24737611413002014,0.061222050338983536
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28806620836257935,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.167837992310524,0.31091248989105225
dutch,0.1643560230731964,0.12900666892528534,0.1705695390701294,0.45117130875587463,0.16558535397052765,0.1401536464691162,0.1705695390701294,0.31772172451019287,0.1081366017460823
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.2662942409515381,0.12630204856395721,0.14207713305950165,0.15022686123847961,0.41360682249069214,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.19998501241207123,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.12381801009178162,0.40561532974243164
formerly,0.1585959643125534,0.3130042850971222,0.2854805290699005,0.16384685039520264,0.29912957549095154,0.26421916484832764,0.2854805290699005,0.1298975795507431,0.0843876302242279
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.24775905907154083,0.34663957357406616,0.5373267531394958,0.6021018624305725,0.1230347603559494,0.21848613023757935
spelled,0.15883488953113556,0.2914513647556305,0.2190741002559662,0.10296118259429932,0.38674718141555786,0.14300763607025146,0.2190741002559662,0.10277950018644333,0.13924984633922577
rhijn,0.2331310361623764,0.24567444622516632,0.25715991854667664,0.28222498297691345,0.2063145786523819,0.17927035689353943,0.25715991854667664,0.6588083505630493,0.2904971241950989
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21857915818691254,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.12686386704444885,0.42300865054130554
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21857915818691254,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2480926215648651,0.24737101793289185,0.4726039469242096,0.5934505462646484,0.2089352011680603,0.4130953550338745
