,what,other,two,famous,performers,were,part,of,the,super,bowl,50,halftime,?
coldplay,0.23672455549240112,0.20073091983795166,0.18971207737922668,0.16467127203941345,0.3607291877269745,0.20237749814987183,0.13851463794708252,0.163177028298378,0.2809646725654602,0.1792786419391632,0.2318706214427948,0.061377592384815216,0.5025559067726135,0.2499987930059433
with,0.2464839518070221,0.44086363911628723,0.4333336651325226,0.22583967447280884,0.20611190795898438,0.3179011940956116,0.294111043214798,0.41827285289764404,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.3187163174152374,0.2433311939239502
special,0.24134232103824615,0.31906658411026,0.25693705677986145,0.19625474512577057,0.217904731631279,0.2070464789867401,0.20047609508037567,0.27998968958854675,0.3027077615261078,0.2675681412220001,0.188632994890213,0.010398488491773605,0.2269991636276245,0.29623302817344666
guest,0.1783466339111328,0.1950407773256302,0.192762553691864,0.27879682183265686,0.3861766457557678,0.13512934744358063,0.14223970472812653,0.17263373732566833,0.17925196886062622,0.14743146300315857,0.15391510725021362,-0.035958822816610336,0.3126589357852936,0.23479853570461273
performers,0.18230268359184265,0.2412322759628296,0.21933186054229736,0.3347647488117218,0.9999998807907104,0.28019243478775024,0.13490033149719238,0.170048788189888,0.2311975508928299,0.18863414227962494,0.21752095222473145,0.04357623681426048,0.4207268953323364,0.1344873309135437
beyoncé,0.2106333076953888,0.1692003756761551,0.16731081902980804,0.21789343655109406,0.37804171442985535,0.13758254051208496,0.14502669870853424,0.2009456306695938,0.2099055051803589,0.24138446152210236,0.12174837291240692,0.06065298616886139,0.4306446313858032,0.25188755989074707
and,0.31309178471565247,0.5504306554794312,0.4671151638031006,0.2970265746116638,0.26166966557502747,0.42175528407096863,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.20544172823429108
bruno,0.06070578843355179,0.08791003376245499,0.11007112264633179,0.16354747116565704,0.19772879779338837,0.15769775211811066,0.13081060349941254,0.11561735719442368,0.15010739862918854,0.18888013064861298,0.16676555573940277,0.02545374073088169,0.26777195930480957,0.1273501217365265
mars,0.16458405554294586,0.2408735156059265,0.12783339619636536,0.1392839252948761,0.1754826307296753,0.17082537710666656,0.13706225156784058,0.15517613291740417,0.22427980601787567,0.07628661394119263,0.10299471765756607,0.05056136101484299,0.1926746964454651,0.1826961636543274
",",0.3087472915649414,0.4446498453617096,0.35859420895576477,0.2816491723060608,0.2566743791103363,0.36755475401878357,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31091248989105225
who,0.40942975878715515,0.3612329661846161,0.2791741192340851,0.31358224153518677,0.3387889564037323,0.3188014328479767,0.19576206803321838,0.2827862501144409,0.3733934462070465,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.19379067420959473,0.26220351457595825
headlined,0.20502004027366638,0.19559912383556366,0.22271615266799927,0.21812301874160767,0.37757447361946106,0.2191377729177475,0.14046768844127655,0.17921726405620575,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.26601076126098633
the,0.42745697498321533,0.44152235984802246,0.43858039379119873,0.28616565465927124,0.2311975508928299,0.3906462490558624,0.527681291103363,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.22068053483963013
super,0.13651713728904724,0.15647977590560913,0.19097526371479034,0.2126353234052658,0.18863414227962494,0.18743500113487244,0.14509333670139313,0.14718765020370483,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.166326642036438
bowl,0.15942467749118805,0.12835361063480377,0.20622028410434723,0.20125330984592438,0.21752095222473145,0.17085392773151398,0.15861135721206665,0.2243070751428604,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.21118052303791046
xlvii,0.16788068413734436,0.19319063425064087,0.29503151774406433,0.19923222064971924,0.19964797794818878,0.2719118595123291,0.21219691634178162,0.24718672037124634,0.2988950312137604,0.5601666569709778,0.5970584154129028,0.13962267339229584,0.5093367695808411,0.19350703060626984
and,0.31309178471565247,0.5504306554794312,0.4671151638031006,0.2970265746116638,0.26166966557502747,0.42175528407096863,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.20544172823429108
super,0.13651713728904724,0.15647977590560913,0.19097526371479034,0.2126353234052658,0.18863414227962494,0.18743500113487244,0.14509333670139313,0.14718765020370483,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.166326642036438
bowl,0.15942467749118805,0.12835361063480377,0.20622028410434723,0.20125330984592438,0.21752095222473145,0.17085392773151398,0.15861135721206665,0.2243070751428604,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.21118052303791046
xlviii,0.1383136361837387,0.1996462643146515,0.2645670175552368,0.1966162919998169,0.18685030937194824,0.2629554569721222,0.22821874916553497,0.24976594746112823,0.2765132784843445,0.5269481539726257,0.5582984089851379,0.1264488399028778,0.46320661902427673,0.18409758806228638
halftime,0.18945850431919098,0.1981584131717682,0.3340820074081421,0.24913844466209412,0.4207268953323364,0.3162761330604553,0.20910288393497467,0.2234645038843155,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.21138669550418854
shows,0.30282244086265564,0.28631672263145447,0.23579803109169006,0.26610299944877625,0.33970531821250916,0.1903110295534134,0.24494107067584991,0.3410852253437042,0.36348509788513184,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.23730841279029846,0.2040930688381195
",",0.3087472915649414,0.4446498453617096,0.35859420895576477,0.2816491723060608,0.2566743791103363,0.36755475401878357,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31091248989105225
respectively,0.13204659521579742,0.3546757996082306,0.4571808874607086,0.1272089034318924,0.19633401930332184,0.31166696548461914,0.1848861277103424,0.25484955310821533,0.3498423993587494,0.17725007236003876,0.08850861340761185,0.018622776493430138,0.2488977015018463,0.1307799071073532
.,0.3567904531955719,0.41511186957359314,0.3524959683418274,0.2322506159543991,0.20598925650119781,0.3378238379955292,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.33941835165023804,0.4130953550338745
