,what,is,the,bond,order,of,dioxygen,molecules,?
the,0.42745697498321533,0.5823672413825989,1.0,0.17178761959075928,0.3284194767475128,0.733189046382904,0.2871758043766022,0.2374771386384964,0.22068053483963013
filling,0.2489190697669983,0.22023674845695496,0.27447065711021423,0.1948903650045395,0.15571066737174988,0.23377564549446106,0.26962703466415405,0.28901341557502747,0.21185900270938873
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16458465158939362,0.31287699937820435,1.0,0.24121849238872528,0.24428431689739227,0.1826142966747284
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.20225228369235992,0.32510286569595337,0.5011631846427917,0.35948604345321655,0.35953670740127563,0.25814583897590637
results,0.2425258755683899,0.20523308217525482,0.2863679826259613,0.1618298888206482,0.13264918327331543,0.19509612023830414,0.19976715743541718,0.31059694290161133,0.21797199547290802
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2135949283838272,0.24184700846672058,0.5696388483047485,0.21299557387828827,0.2197362184524536,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2513032853603363,0.24138490855693817,0.5052502155303955,0.240678608417511,0.23147501051425934,0.23916715383529663
bond,0.19208040833473206,0.21518169343471527,0.17178761959075928,1.0000001192092896,0.10485438257455826,0.16458465158939362,0.3172967731952667,0.43351638317108154,0.13208535313606262
order,0.16634008288383484,0.19403748214244843,0.3284194767475128,0.10485438257455826,1.0000001192092896,0.31287699937820435,0.2110757976770401,0.2070329636335373,0.13725648820400238
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16458465158939362,0.31287699937820435,1.0,0.24121849238872528,0.24428431689739227,0.1826142966747284
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.2938443422317505,0.22536668181419373,0.37726253271102905,0.25695866346359253,0.26032379269599915,0.19645625352859497
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2628142833709717,0.20712141692638397,0.5352458953857422,0.27416276931762695,0.25748172402381897,0.4130953550338745
