,how,many,teams,has,manning,won,the,super,bowl,with,?
oldest,0.04958721250295639,0.1858057677745819,0.10468466579914093,0.2517220079898834,0.15745723247528076,0.1440572589635849,0.30836519598960876,0.08387745171785355,0.12132421880960464,0.13709428906440735,0.14864160120487213
quarterback,0.10935026407241821,0.09331715106964111,0.4060954749584198,0.1908290684223175,0.5449647903442383,0.23940183222293854,0.23757418990135193,0.28511252999305725,0.37160974740982056,0.1795865148305893,0.13221268355846405
ever,0.2605767250061035,0.24830207228660583,0.18791036307811737,0.2906934916973114,0.1798992156982422,0.31208834052085876,0.3474041819572449,0.26257312297821045,0.1696997582912445,0.24614813923835754,0.3358461856842041
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.3619994819164276,0.24857525527477264,0.1945943981409073,0.535392165184021,0.17783479392528534,0.16993016004562378,0.4239959120750427,0.29463258385658264
win,0.16622953116893768,0.1518358737230301,0.35015249252319336,0.1720101237297058,0.2927981913089752,0.667466402053833,0.28308698534965515,0.23746667802333832,0.2581532299518585,0.20612569153308868,0.1873117983341217
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.4670248031616211,0.2509649395942688,0.22534137964248657,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.3783375024795532,0.23916715383529663
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.15233033895492554,0.30535250902175903,0.23658764362335205,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.1518537551164627,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.17163237929344177,0.32417115569114685,0.2380966693162918,0.21576224267482758,0.4848237931728363,1.0,0.18353787064552307,0.21118052303791046
at,0.2154216170310974,0.2716965675354004,0.25427719950675964,0.2743658423423767,0.2622990310192108,0.28372395038604736,0.457212895154953,0.11449114978313446,0.2709662914276123,0.29126521944999695,0.21978627145290375
age,0.17137715220451355,0.17488515377044678,0.12593722343444824,0.16823618113994598,0.2003740668296814,0.18063628673553467,0.24711290001869202,0.1118914783000946,0.0928628072142601,0.1666649878025055,0.16859300434589386
39,0.07569380104541779,0.13422085344791412,0.10731025040149689,0.07306913286447525,0.0860123261809349,0.02382904291152954,0.12403792142868042,0.08757179975509644,0.17817457020282745,0.1444168984889984,0.04514012485742569
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3734780251979828,0.30921146273612976,0.35968565940856934,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.4120737314224243,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.43716782331466675,0.2638654112815857,0.2795773446559906,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.5477725267410278,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.4177538752555847,0.27058160305023193,0.29432493448257446,1.0,0.21959073841571808,0.21576224267482758,0.4223487675189972,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.2436947077512741,0.28288596868515015,0.28783273696899414,0.3494749963283539,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.2691199779510498,0.18701928853988647
quarterback,0.10935026407241821,0.09331715106964111,0.4060954749584198,0.1908290684223175,0.5449647903442383,0.23940183222293854,0.23757418990135193,0.28511252999305725,0.37160974740982056,0.1795865148305893,0.13221268355846405
ever,0.2605767250061035,0.24830207228660583,0.18791036307811737,0.2906934916973114,0.1798992156982422,0.31208834052085876,0.3474041819572449,0.26257312297821045,0.1696997582912445,0.24614813923835754,0.3358461856842041
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.3619994819164276,0.24857525527477264,0.1945943981409073,0.535392165184021,0.17783479392528534,0.16993016004562378,0.4239959120750427,0.29463258385658264
win,0.16622953116893768,0.1518358737230301,0.35015249252319336,0.1720101237297058,0.2927981913089752,0.667466402053833,0.28308698534965515,0.23746667802333832,0.2581532299518585,0.20612569153308868,0.1873117983341217
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.4670248031616211,0.2509649395942688,0.22534137964248657,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.3783375024795532,0.23916715383529663
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.15233033895492554,0.30535250902175903,0.23658764362335205,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.1518537551164627,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.17163237929344177,0.32417115569114685,0.2380966693162918,0.21576224267482758,0.4848237931728363,1.0,0.18353787064552307,0.21118052303791046
with,0.3525622487068176,0.35744401812553406,0.20248530805110931,0.44092974066734314,0.18539859354496002,0.24544957280158997,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.9999999403953552,0.2433311939239502
two,0.2499001920223236,0.5147606730461121,0.29386359453201294,0.3772575855255127,0.1973157376050949,0.24457098543643951,0.43858039379119873,0.19097526371479034,0.20622028410434723,0.4333336651325226,0.19645625352859497
different,0.411273330450058,0.6061229109764099,0.2530205547809601,0.35839274525642395,0.1111261174082756,0.12494014948606491,0.36412742733955383,0.15523937344551086,0.1472696214914322,0.3571763038635254,0.24476227164268494
teams,0.11085164546966553,0.1992911547422409,1.0,0.19200891256332397,0.2626858949661255,0.37233343720436096,0.3164927661418915,0.26333683729171753,0.2752957046031952,0.20248530805110931,0.11150168627500534
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3734780251979828,0.30921146273612976,0.35968565940856934,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.4120737314224243,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.19458292424678802,0.2546449601650238,0.27035990357398987,0.2223460078239441,0.39804592728614807,0.20227555930614471,0.15627816319465637,0.4426766335964203,0.21076419949531555
gary,0.14828187227249146,0.17031745612621307,0.1655001938343048,0.16673582792282104,0.2343967705965042,0.20591774582862854,0.16962489485740662,0.15355345606803894,0.12636373937129974,0.19551704823970795,0.06767930835485458
kubiak,0.06607796996831894,0.10550004988908768,0.2863094210624695,0.16112284362316132,0.3307993710041046,0.31197458505630493,0.1740415245294571,0.2177102267742157,0.21843846142292023,0.2046213150024414,0.15975911915302277
became,0.10954522341489792,0.25642040371894836,0.16736291348934174,0.2400304079055786,0.1938459426164627,0.3002188503742218,0.36325156688690186,0.15664279460906982,0.1635434478521347,0.23679126799106598,0.11374033987522125
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.4177538752555847,0.27058160305023193,0.29432493448257446,1.0,0.21959073841571808,0.21576224267482758,0.4223487675189972,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.2436947077512741,0.28288596868515015,0.28783273696899414,0.3494749963283539,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.2691199779510498,0.18701928853988647
head,0.17195114493370056,0.1185159832239151,0.18019908666610718,0.20106372237205505,0.1677197366952896,0.15105806291103363,0.3079071640968323,0.10849252343177795,0.1580892950296402,0.2096976488828659,0.10879309475421906
coach,0.12556599080562592,0.08077322691679001,0.3642618954181671,0.11957728862762451,0.26993462443351746,0.2705681324005127,0.14297698438167572,0.14526855945587158,0.2445603609085083,0.2121175080537796,0.11963751912117004
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.3619994819164276,0.24857525527477264,0.1945943981409073,0.535392165184021,0.17783479392528534,0.16993016004562378,0.4239959120750427,0.29463258385658264
win,0.16622953116893768,0.1518358737230301,0.35015249252319336,0.1720101237297058,0.2927981913089752,0.667466402053833,0.28308698534965515,0.23746667802333832,0.2581532299518585,0.20612569153308868,0.1873117983341217
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.4670248031616211,0.2509649395942688,0.22534137964248657,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.3783375024795532,0.23916715383529663
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.15233033895492554,0.30535250902175903,0.23658764362335205,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.1518537551164627,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.17163237929344177,0.32417115569114685,0.2380966693162918,0.21576224267482758,0.4848237931728363,1.0,0.18353787064552307,0.21118052303791046
with,0.3525622487068176,0.35744401812553406,0.20248530805110931,0.44092974066734314,0.18539859354496002,0.24544957280158997,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.9999999403953552,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.4177538752555847,0.27058160305023193,0.29432493448257446,1.0,0.21959073841571808,0.21576224267482758,0.4223487675189972,0.22068053483963013
same,0.28913575410842896,0.3821374177932739,0.18861302733421326,0.3106575906276703,0.1916591376066208,0.18350711464881897,0.4583131968975067,0.1560860574245453,0.11758513003587723,0.33861321210861206,0.22649677097797394
franchise,0.1421767622232437,0.1937589943408966,0.3386823832988739,0.23065800964832306,0.274777352809906,0.23129621148109436,0.30872398614883423,0.3508962392807007,0.2876890301704407,0.21402783691883087,0.13445523381233215
he,0.2594625651836395,0.3483840227127075,0.269357293844223,0.4109892249107361,0.33812835812568665,0.379067599773407,0.4571082592010498,0.18361671268939972,0.1560072898864746,0.2845253646373749,0.2089974731206894
went,0.18771818280220032,0.24444319307804108,0.26453614234924316,0.20773717761039734,0.25731343030929565,0.37715619802474976,0.3345835506916046,0.18673880398273468,0.20031854510307312,0.22259940207004547,0.12109432369470596
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.3619994819164276,0.24857525527477264,0.1945943981409073,0.535392165184021,0.17783479392528534,0.16993016004562378,0.4239959120750427,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.4177538752555847,0.27058160305023193,0.29432493448257446,1.0,0.21959073841571808,0.21576224267482758,0.4223487675189972,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.15233033895492554,0.30535250902175903,0.23658764362335205,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.1518537551164627,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.17163237929344177,0.32417115569114685,0.2380966693162918,0.21576224267482758,0.4848237931728363,1.0,0.18353787064552307,0.21118052303791046
with,0.3525622487068176,0.35744401812553406,0.20248530805110931,0.44092974066734314,0.18539859354496002,0.24544957280158997,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.9999999403953552,0.2433311939239502
as,0.33782753348350525,0.4070141911506653,0.17005419731140137,0.351646363735199,0.27189740538597107,0.21471917629241943,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.40387406945228577,0.27043893933296204
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.4670248031616211,0.2509649395942688,0.22534137964248657,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.3783375024795532,0.23916715383529663
player,0.15277224779129028,0.11136914044618607,0.3989505171775818,0.2232464849948883,0.3113711178302765,0.26352548599243164,0.19900773465633392,0.19942335784435272,0.1651131808757782,0.15822981297969818,0.18988972902297974
.,0.3287222981452942,0.3974229395389557,0.23459066450595856,0.4105546176433563,0.2937074899673462,0.3011801838874817,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4446153938770294,0.4130953550338745
