,what,is,considered,as,a,potential,advantage,for,wealth,for,some,americans,?
",",0.3087472915649414,0.4691906273365021,0.32932984828948975,0.48816442489624023,0.427140474319458,0.23060423135757446,0.1772463619709015,0.4464869201183319,0.22482609748840332,0.4464869201183319,0.42400437593460083,0.2545861303806305,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.4028765559196472,0.48381632566452026,0.5829201340675354,0.27955570816993713,0.2844003438949585,0.4739971458911896,0.24999672174453735,0.4739971458911896,0.4566698372364044,0.3275100290775299,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.06466352939605713,0.03910288214683533,0.07272057235240936,0.04544786736369133,0.08284550160169601,0.01270448137074709,0.03245234861969948,0.01270448137074709,0.06408426910638809,0.00415491359308362,0.0685480609536171
richest,0.15347081422805786,0.22298955917358398,0.31763148307800293,0.23500661551952362,0.19698546826839447,0.14600035548210144,0.159684419631958,0.19477729499340057,0.5262152552604675,0.19477729499340057,0.20981022715568542,0.2053712159395218,0.15691500902175903
1,-0.21266892552375793,-0.12491171807050705,-0.19963058829307556,-0.2728762626647949,-0.20817746222019196,-0.2269085943698883,-0.23152072727680206,-0.31088897585868835,-0.21828408539295197,-0.31088897585868835,-0.24203214049339294,-0.22948673367500305,-0.249979168176651
percent,0.2506202459335327,0.24196593463420868,0.18991489708423615,0.17814046144485474,0.2187717854976654,0.22990727424621582,0.19487392902374268,0.23493695259094238,0.25318506360054016,0.23493695259094238,0.29627692699432373,0.27703842520713806,0.14671556651592255
in,0.30808621644973755,0.5394441485404968,0.28591203689575195,0.3887844979763031,0.539380669593811,0.204794779419899,0.1498534232378006,0.4322226941585541,0.1835664063692093,0.4322226941585541,0.4010399878025055,0.24953381717205048,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4028765559196472,0.48381632566452026,0.5829201340675354,0.27955570816993713,0.2844003438949585,0.4739971458911896,0.24999672174453735,0.4739971458911896,0.4566698372364044,0.3275100290775299,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.1966063380241394,0.27979812026023865,0.2732578217983246,0.2176145315170288,0.0995497778058052,0.30487096309661865,0.20285993814468384,0.30487096309661865,0.22087086737155914,0.3496367633342743,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.22931645810604095,0.26192235946655273,0.24708621203899384,0.21249030530452728,0.12442521005868912,0.2496437132358551,0.19904936850070953,0.2496437132358551,0.2479456067085266,0.39995473623275757,0.16272737085819244
now,0.4903225302696228,0.39589470624923706,0.263723760843277,0.3483183979988098,0.3046339154243469,0.23288854956626892,0.13678453862667084,0.3636377453804016,0.20391657948493958,0.3636377453804016,0.37763336300849915,0.15517579019069672,0.29641881585121155
own,0.35062843561172485,0.2145606279373169,0.20714573562145233,0.26007014513015747,0.3093770742416382,0.236477792263031,0.2702144682407379,0.30703625082969666,0.23646432161331177,0.30703625082969666,0.396758496761322,0.19416801631450653,0.1937696635723114
more,0.3484537899494171,0.2946030795574188,0.34512007236480713,0.42839905619621277,0.3452818691730499,0.33727627992630005,0.3196917474269867,0.3891189992427826,0.24429993331432343,0.3891189992427826,0.5524908900260925,0.2998882234096527,0.27894994616508484
wealth,0.2415573000907898,0.19482117891311646,0.27755406498908997,0.2313503623008728,0.20101723074913025,0.3576705753803253,0.24179504811763763,0.21390709280967712,0.9999998807907104,0.21390709280967712,0.19046124815940857,0.2542923092842102,0.1624586433172226
than,0.29388150572776794,0.2839990258216858,0.3166120946407318,0.40532299876213074,0.3126874566078186,0.25874069333076477,0.3065538704395294,0.30793827772140503,0.22315660119056702,0.30793827772140503,0.46446433663368225,0.2501428425312042,0.24917294085025787
the,0.42745697498321533,0.5823672413825989,0.4028765559196472,0.48381632566452026,0.5829201340675354,0.27955570816993713,0.2844003438949585,0.4739971458911896,0.24999672174453735,0.4739971458911896,0.4566698372364044,0.3275100290775299,0.22068053483963013
bottom,0.22912470996379852,0.21165522933006287,0.0635094940662384,0.1739419549703598,0.2053840160369873,0.17667017877101898,0.20798873901367188,0.16863200068473816,0.1142057254910469,0.16863200068473816,0.22461941838264465,0.12150657176971436,0.21899469196796417
90,-0.03224492445588112,-0.03490179032087326,-0.07545444369316101,-0.16039200127124786,-0.022219151258468628,-0.23460498452186584,-0.22210541367530823,-0.11492597311735153,-0.0915931686758995,-0.11492597311735153,-0.11970095336437225,0.02722385711967945,-0.0034062080085277557
percent,0.2506202459335327,0.24196593463420868,0.18991489708423615,0.17814046144485474,0.2187717854976654,0.22990727424621582,0.19487392902374268,0.23493695259094238,0.25318506360054016,0.23493695259094238,0.29627692699432373,0.27703842520713806,0.14671556651592255
'',0.08143015950918198,0.0793738141655922,0.15465481579303741,0.006628023460507393,0.04890415817499161,0.011033089831471443,0.03822442889213562,-0.04479556903243065,0.0916694775223732,-0.04479556903243065,0.04253336414694786,-0.01845560036599636,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.29356086254119873,0.515582263469696,0.50484299659729,0.23111921548843384,0.18389295041561127,0.4726039469242096,0.1815606653690338,0.4726039469242096,0.40663889050483704,0.2883085310459137,0.4130953550338745
