,what,proportion,did,detached,homes,rise,in,2010,?
census,0.2061002552509308,0.243010476231575,0.11873560398817062,0.16502253711223602,0.26597365736961365,0.13493309915065765,0.2571312189102173,0.24752415716648102,0.12548218667507172
(,0.2411840260028839,0.19680894911289215,0.18979617953300476,0.1557450294494629,0.12291105836629868,0.1435801088809967,0.3087427020072937,0.08905135095119476,0.40561532974243164
to,0.455847829580307,0.27622002363204956,0.4452643394470215,0.17825621366500854,0.2634379267692566,0.23256368935108185,0.45010748505592346,0.3413967490196228,0.29463258385658264
7.8,-0.044524502009153366,-0.11790869385004044,7.378269219771028e-05,0.06811957061290741,0.001800177269615233,0.04334954544901848,0.05974779278039932,-0.009711138904094696,-0.09796684235334396
%,0.20738190412521362,0.385781466960907,0.1450016051530838,0.07643448561429977,0.21571825444698334,0.15569819509983063,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.26259949803352356,0.18458174169063568,0.18584993481636047,0.15876930952072144,0.11384997516870499,0.15284043550491333,0.3326910734176636,0.09984386712312698,0.42300865054130554
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
in,0.30808621644973755,0.2268213927745819,0.2593238651752472,0.17419780790805817,0.2459857165813446,0.1934409737586975,1.0,0.2692960798740387,0.20430970191955566
this,0.5489566326141357,0.3000532388687134,0.3609912693500519,0.23495326936244965,0.20173895359039307,0.24347206950187683,0.45205554366111755,0.25088995695114136,0.3155723512172699
instance,0.3862040638923645,0.3754662573337555,0.21199829876422882,0.20124642550945282,0.23037089407444,0.2102457731962204,0.23631897568702698,0.1758277267217636,0.30205854773521423
this,0.5489566326141357,0.3000532388687134,0.3609912693500519,0.23495326936244965,0.20173895359039307,0.24347206950187683,0.45205554366111755,0.25088995695114136,0.3155723512172699
was,0.22111038863658905,0.18948890268802643,0.41399896144866943,0.1312868297100067,0.21167151629924774,0.1483619064092636,0.45514053106307983,0.23825319111347198,0.18412111699581146
coupled,0.20149748027324677,0.3561720550060272,0.18181002140045166,0.27490684390068054,0.17168444395065308,0.22406189143657684,0.19284312427043915,0.08573612570762634,0.22709330916404724
with,0.2464839518070221,0.24809357523918152,0.25472134351730347,0.24359875917434692,0.18574486672878265,0.15083500742912292,0.4080928862094879,0.20064860582351685,0.2433311939239502
a,0.3320399522781372,0.2806292176246643,0.2552328109741211,0.25019901990890503,0.1711449772119522,0.2110608071088791,0.539380669593811,0.18140065670013428,0.23916715383529663
similar,0.30608364939689636,0.2660263180732727,0.29411372542381287,0.2545734643936157,0.13361789286136627,0.23956836760044098,0.28091391921043396,0.21080513298511505,0.23309361934661865
rise,0.23887591063976288,0.20683957636356354,0.16756875813007355,0.08753468096256256,0.18258526921272278,1.0,0.1934409737586975,0.11701581627130508,0.10799103230237961
in,0.30808621644973755,0.2268213927745819,0.2593238651752472,0.17419780790805817,0.2459857165813446,0.1934409737586975,1.0,0.2692960798740387,0.20430970191955566
flats,0.15326234698295593,0.23299680650234222,0.1425594985485077,0.17366234958171844,0.2941891849040985,0.254955530166626,0.18896114826202393,0.11579152941703796,0.0691165030002594
and,0.31309178471565247,0.2984730005264282,0.34479495882987976,0.19073612987995148,0.3257494568824768,0.2639505863189697,0.4954058527946472,0.27321958541870117,0.20544172823429108
waterside,0.16172142326831818,0.17923177778720856,0.11453036963939667,0.2742902338504791,0.273933470249176,0.16177146136760712,0.31724536418914795,0.15602882206439972,0.10944898426532745
apartments,0.13978047668933868,0.16597552597522736,0.11867158114910126,0.2741866707801819,0.47769367694854736,0.15077048540115356,0.2593035101890564,0.07598769664764404,0.10140594840049744
to,0.455847829580307,0.27622002363204956,0.4452643394470215,0.17825621366500854,0.2634379267692566,0.23256368935108185,0.45010748505592346,0.3413967490196228,0.29463258385658264
25.6,0.043311651796102524,0.06911429017782211,0.08925025910139084,0.002886812901124358,0.1706133484840393,0.05248513072729111,0.30691322684288025,0.17407266795635223,0.05618119612336159
%,0.20738190412521362,0.385781466960907,0.1450016051530838,0.07643448561429977,0.21571825444698334,0.15569819509983063,0.19465309381484985,0.26349833607673645,0.21441808342933655
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
and,0.31309178471565247,0.2984730005264282,0.34479495882987976,0.19073612987995148,0.3257494568824768,0.2639505863189697,0.4954058527946472,0.27321958541870117,0.20544172823429108
the,0.42745697498321533,0.2945463955402374,0.34736719727516174,0.22360335290431976,0.22941356897354126,0.3404741883277893,0.6662389636039734,0.31722962856292725,0.22068053483963013
proportion,0.21334725618362427,1.0,0.18728114664554596,0.15506623685359955,0.1936022788286209,0.20683957636356354,0.2268213927745819,0.1808910220861435,0.16980072855949402
of,0.33290785551071167,0.326309472322464,0.2513895630836487,0.19064097106456757,0.2122298777103424,0.2733727991580963,0.5696388483047485,0.26419875025749207,0.1826142966747284
converted,0.1663769781589508,0.14718756079673767,0.10387513041496277,0.161586731672287,0.22143477201461792,0.22284772992134094,0.22429603338241577,0.16225312650203705,0.12743066251277924
or,0.33867141604423523,0.33011776208877563,0.28211739659309387,0.24218657612800598,0.30432453751564026,0.18233485519886017,0.3586423695087433,0.22861367464065552,0.32389625906944275
shared,0.18776313960552216,0.21172557771205902,0.21182450652122498,0.15797853469848633,0.18566608428955078,0.05907710641622543,0.24815475940704346,0.229398712515831,0.18310070037841797
houses,0.1434021294116974,0.26744580268859863,0.2445467859506607,0.2638704478740692,0.5516307950019836,0.143558070063591,0.2622964382171631,0.16531415283679962,0.10120081901550293
in,0.30808621644973755,0.2268213927745819,0.2593238651752472,0.17419780790805817,0.2459857165813446,0.1934409737586975,1.0,0.2692960798740387,0.20430970191955566
2011,0.04286744073033333,-0.029439793899655342,-0.03760814294219017,0.0015070257941260934,0.10705849528312683,0.01656603440642357,0.08290185779333115,-0.012720898725092411,0.005212190095335245
renders,0.12966082990169525,0.1552303433418274,0.11454548686742783,0.19796855747699738,0.1764725148677826,0.16898344457149506,0.16746695339679718,0.01581982895731926,0.12628787755966187
this,0.5489566326141357,0.3000532388687134,0.3609912693500519,0.23495326936244965,0.20173895359039307,0.24347206950187683,0.45205554366111755,0.25088995695114136,0.3155723512172699
dwelling,0.2450004369020462,0.30858084559440613,0.17862460017204285,0.27925005555152893,0.3200288414955139,0.2784977853298187,0.22181351482868195,0.2373228520154953,0.22199395298957825
type,0.2722663879394531,0.13515342772006989,0.16984181106090546,0.16930465400218964,0.07057777047157288,0.05735350772738457,0.20604541897773743,0.10125482827425003,0.17536182701587677
within,0.2498195916414261,0.2673839032649994,0.15734176337718964,0.26148006319999695,0.1839248239994049,0.1585804969072342,0.40576374530792236,0.19180241227149963,0.1870293766260147
the,0.42745697498321533,0.2945463955402374,0.34736719727516174,0.22360335290431976,0.22941356897354126,0.3404741883277893,0.6662389636039734,0.31722962856292725,0.22068053483963013
highest,0.19637788832187653,0.2564219534397125,0.12890996038913727,0.10444849729537964,0.14642629027366638,0.27533119916915894,0.3400614559650421,0.20087288320064545,0.11527936160564423
of,0.33290785551071167,0.326309472322464,0.2513895630836487,0.19064097106456757,0.2122298777103424,0.2733727991580963,0.5696388483047485,0.26419875025749207,0.1826142966747284
the,0.42745697498321533,0.2945463955402374,0.34736719727516174,0.22360335290431976,0.22941356897354126,0.3404741883277893,0.6662389636039734,0.31722962856292725,0.22068053483963013
five,0.18688078224658966,0.16839320957660675,0.1999429613351822,0.21549150347709656,0.2389114648103714,0.19197796285152435,0.3634254038333893,0.16067445278167725,0.18342848122119904
colour-coded,0.27267691493034363,0.3069726228713989,0.2142784595489502,0.2277715802192688,0.19646765291690826,0.16982044279575348,0.19381605088710785,0.18736030161380768,0.2657078206539154
brackets,0.2432994693517685,0.2840251326560974,0.17415128648281097,0.22563597559928894,0.2021549493074417,0.1719575971364975,0.22041325271129608,0.08255596458911896,0.20899316668510437
at,0.2838611304759979,0.18190248310565948,0.28390252590179443,0.15909506380558014,0.19572128355503082,0.14339812099933624,0.4374977946281433,0.23025034368038177,0.21978627145290375
5.9,-0.03574233874678612,-0.07100261747837067,-0.06906431168317795,-0.10186682641506195,-0.05204256996512413,-0.06224703788757324,-0.004353472497314215,-0.0365460030734539,-0.050876665860414505
%,0.20738190412521362,0.385781466960907,0.1450016051530838,0.07643448561429977,0.21571825444698334,0.15569819509983063,0.19465309381484985,0.26349833607673645,0.21441808342933655
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
and,0.31309178471565247,0.2984730005264282,0.34479495882987976,0.19073612987995148,0.3257494568824768,0.2639505863189697,0.4954058527946472,0.27321958541870117,0.20544172823429108
on,0.34226128458976746,0.1838841289281845,0.2670976221561432,0.24368776381015778,0.1787196695804596,0.17464827001094818,0.46853652596473694,0.18072794377803802,0.2714994251728058
a,0.3320399522781372,0.2806292176246643,0.2552328109741211,0.25019901990890503,0.1711449772119522,0.2110608071088791,0.539380669593811,0.18140065670013428,0.23916715383529663
par,0.11508969962596893,0.07821661233901978,0.1436838060617447,0.11055898666381836,0.02532927133142948,0.08558566868305206,0.1283838003873825,0.01372354943305254,0.18598014116287231
with,0.2464839518070221,0.24809357523918152,0.25472134351730347,0.24359875917434692,0.18574486672878265,0.15083500742912292,0.4080928862094879,0.20064860582351685,0.2433311939239502
oxford,0.17534328997135162,0.14274564385414124,0.15962888300418854,0.08667006343603134,0.12204726040363312,0.21136601269245148,0.24480320513248444,0.1799595057964325,0.14411403238773346
and,0.31309178471565247,0.2984730005264282,0.34479495882987976,0.19073612987995148,0.3257494568824768,0.2639505863189697,0.4954058527946472,0.27321958541870117,0.20544172823429108
reading,0.3198648989200592,0.17676757276058197,0.21754992008209229,0.14868970215320587,0.12981271743774414,0.2550976872444153,0.23746685683727264,0.13946832716464996,0.2818225026130676
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
greater,0.1946859508752823,0.3338996469974518,0.12908196449279785,0.12102901190519333,0.12042085826396942,0.268335223197937,0.26627716422080994,0.15467096865177155,0.09723397344350815
than,0.29388150572776794,0.3676738440990448,0.24820660054683685,0.13901473581790924,0.27103176712989807,0.2648017704486847,0.3270052373409271,0.1977308690547943,0.24917294085025787
manchester,0.13493712246418,0.14937232434749603,0.15425357222557068,0.13111069798469543,0.15111252665519714,0.13883355259895325,0.23722787201404572,0.19632582366466522,0.1106586754322052
and,0.31309178471565247,0.2984730005264282,0.34479495882987976,0.19073612987995148,0.3257494568824768,0.2639505863189697,0.4954058527946472,0.27321958541870117,0.20544172823429108
liverpool,0.18151158094406128,0.11798366159200668,0.18162576854228973,0.1510094404220581,0.0685381069779396,0.13821744918823242,0.21965892612934113,0.19772347807884216,0.11240486055612564
and,0.31309178471565247,0.2984730005264282,0.34479495882987976,0.19073612987995148,0.3257494568824768,0.2639505863189697,0.4954058527946472,0.27321958541870117,0.20544172823429108
below,0.23541416227817535,0.20526546239852905,0.15562111139297485,0.16506357491016388,0.12325053662061691,0.21358613669872284,0.29600706696510315,0.16561555862426758,0.17692236602306366
a,0.3320399522781372,0.2806292176246643,0.2552328109741211,0.25019901990890503,0.1711449772119522,0.2110608071088791,0.539380669593811,0.18140065670013428,0.23916715383529663
handful,0.2922556698322296,0.23574617505073547,0.21430984139442444,0.2046649008989334,0.23876114189624786,0.08010675013065338,0.16840678453445435,0.17665588855743408,0.21969880163669586
of,0.33290785551071167,0.326309472322464,0.2513895630836487,0.19064097106456757,0.2122298777103424,0.2733727991580963,0.5696388483047485,0.26419875025749207,0.1826142966747284
historic,0.18988226354122162,0.1256430596113205,0.1524318903684616,0.22137658298015594,0.29623499512672424,0.060225289314985275,0.3082408010959625,0.18680597841739655,0.09992891550064087
densely,0.19661039113998413,0.27227017283439636,0.06010212376713753,0.32357072830200195,0.29747137427330017,0.21962323784828186,0.3320384919643402,0.3102306127548218,0.06828517466783524
occupied,0.2295091450214386,0.2760741412639618,0.21438418328762054,0.23997390270233154,0.22402304410934448,0.17553439736366272,0.30793076753616333,0.24654628336429596,0.11679025739431381
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
arguably,0.3008277118206024,0.24257710576057434,0.2248549461364746,0.1484551578760147,0.11800321936607361,0.19217358529567719,0.268486887216568,0.10038678348064423,0.213229700922966
overinflated,0.22614282369613647,0.30104687809944153,0.26624760031700134,0.30318495631217957,0.24095433950424194,0.2642989754676819,0.3204985558986664,0.07431422173976898,0.15386471152305603
markets,0.12341798096895218,0.2080836445093155,0.16989949345588684,0.15789201855659485,0.272569864988327,0.17739468812942505,0.2811138927936554,0.12041953951120377,0.11209505051374435
in,0.30808621644973755,0.2268213927745819,0.2593238651752472,0.17419780790805817,0.2459857165813446,0.1934409737586975,1.0,0.2692960798740387,0.20430970191955566
the,0.42745697498321533,0.2945463955402374,0.34736719727516174,0.22360335290431976,0.22941356897354126,0.3404741883277893,0.6662389636039734,0.31722962856292725,0.22068053483963013
local,0.18981902301311493,0.18006129562854767,0.1319427639245987,0.19965963065624237,0.1883237659931183,0.03548646718263626,0.2223825752735138,0.26805999875068665,0.15022775530815125
authorities,0.23251837491989136,0.19764426350593567,0.30031415820121765,0.16772575676441193,0.31387022137641907,0.12724797427654266,0.2868952453136444,0.3042696416378021,0.17285770177841187
:,-0.12022944539785385,-0.040194302797317505,-0.05305134505033493,-0.06562983989715576,-0.12183713167905807,-0.07963713258504868,0.020521078258752823,-0.07145890593528748,-0.07156077772378922
harrogate,0.2441006451845169,0.09510383754968643,0.19034123420715332,0.17083564400672913,0.2363555133342743,0.16661719977855682,0.18553614616394043,0.20965957641601562,0.1562594622373581
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
cheltenham,0.13727574050426483,0.14002437889575958,0.18129102885723114,0.16659288108348846,0.23016302287578583,0.16089580953121185,0.23282000422477722,0.2256961464881897,0.09060408920049667
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
bath,0.1070404127240181,0.08887842297554016,0.16201342642307281,0.1979246437549591,0.2340487688779831,0.14491701126098633,0.2252107709646225,0.13429036736488342,0.12758642435073853
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
inner,0.226011261343956,0.20004789531230927,0.1292029768228531,0.2362428456544876,0.2491491436958313,0.20456421375274658,0.22538623213768005,0.14192774891853333,0.10395674407482147
london,0.15188734233379364,0.13911542296409607,0.25170615315437317,0.14028005301952362,0.18345998227596283,0.1586371660232544,0.2785358726978302,0.17187781631946564,0.11278104782104492
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
hastings,0.19458791613578796,0.1307731717824936,0.14673200249671936,0.10603980720043182,0.14027030766010284,0.12550336122512817,0.30078795552253723,0.19865424931049347,0.12590168416500092
",",0.3087472915649414,0.23342293500900269,0.3015086054801941,0.15830671787261963,0.2378510683774948,0.2350703477859497,0.5201468467712402,0.24006164073944092,0.31091248989105225
brighton,0.16455525159835815,0.17520718276500702,0.20158228278160095,0.22706826031208038,0.27869707345962524,0.13827437162399292,0.3261612057685852,0.20495295524597168,0.13032378256320953
and,0.31309178471565247,0.2984730005264282,0.34479495882987976,0.19073612987995148,0.3257494568824768,0.2639505863189697,0.4954058527946472,0.27321958541870117,0.20544172823429108
tunbridge,0.17571981251239777,0.18336868286132812,0.1897520273923874,0.19847601652145386,0.18495365977287292,0.13195767998695374,0.3236851692199707,0.1933218538761139,0.15352597832679749
wells,0.07079237699508667,0.16336721181869507,0.1512305736541748,0.174257293343544,0.2117053121328354,0.19032022356987,0.19266776740550995,0.10189899802207947,0.12499259412288666
.,0.3567904531955719,0.2634446322917938,0.35288307070732117,0.20181472599506378,0.27827757596969604,0.1888146847486496,0.5591574311256409,0.26320725679397583,0.4130953550338745
