,how,is,genghis,khan,spelled,in,turkic,?
khaan,0.09749186038970947,0.20492428541183472,0.5834661722183228,0.7512640953063965,0.3248569965362549,0.17278970777988434,0.4995918273925781,0.09780357033014297
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
english,0.18202126026153564,0.24613474309444427,0.20710451900959015,0.14020130038261414,0.22519013285636902,0.19623121619224548,0.24871712923049927,0.23251567780971527
chinghiz,0.18164710700511932,0.23004840314388275,0.6437373757362366,0.5090888142585754,0.25091883540153503,0.24826087057590485,0.39798277616500854,0.2852024435997009
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chinghis,0.2170242816209793,0.25918707251548767,0.7815756797790527,0.5381636023521423,0.24372756481170654,0.2696067988872528,0.41075047850608826,0.2768298089504242
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
and,0.33647966384887695,0.3859752118587494,0.26551535725593567,0.22885166108608246,0.06133298948407173,0.4954058527946472,0.243145152926445,0.20544172823429108
chingiz,0.2155565470457077,0.22664225101470947,0.5060409903526306,0.43119266629219055,0.25412341952323914,0.23451685905456543,0.36510801315307617,0.23973824083805084
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chinese,0.21388240158557892,0.1841094046831131,0.37333089113235474,0.2961319386959076,0.16237761080265045,0.20821347832679749,0.3748684227466583,0.20843194425106049
:,-0.11215605586767197,-0.07222653180360794,-0.06470442563295364,-0.01070716418325901,0.024907032027840614,0.020521078258752823,-0.014723054133355618,-0.07156077772378922
成吉思汗,0.08834496885538101,0.115904301404953,0.11232675611972809,0.020968923345208168,0.1373409628868103,-0.02532382309436798,0.0998578667640686,0.11251655220985413
;,0.07230665534734726,0.05324986204504967,0.031445953994989395,-0.059930913150310516,0.1024206280708313,0.092739537358284,0.11325033754110336,0.10349778085947037
pinyin,0.15191812813282013,0.2858012616634369,0.3192955553531647,0.262067586183548,0.33481454849243164,0.23205791413784027,0.36085760593414307,0.22529643774032593
:,-0.11215605586767197,-0.07222653180360794,-0.06470442563295364,-0.01070716418325901,0.024907032027840614,0.020521078258752823,-0.014723054133355618,-0.07156077772378922
chéngjísī,0.13772259652614594,0.22155803442001343,0.4142398238182068,0.29669803380966187,0.2558019161224365,0.19365422427654266,0.2765275239944458,0.20427900552749634
hán,0.15567515790462494,0.1790618896484375,0.28725236654281616,0.27225351333618164,0.23336482048034668,0.20123937726020813,0.32090243697166443,0.19986291229724884
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
turkic,0.12244947254657745,0.19278517365455627,0.46669715642929077,0.39127790927886963,0.23773193359375,0.19491073489189148,1.0000001192092896,0.16415703296661377
:,-0.11215605586767197,-0.07222653180360794,-0.06470442563295364,-0.01070716418325901,0.024907032027840614,0.020521078258752823,-0.014723054133355618,-0.07156077772378922
cengiz,0.1785680651664734,0.22573193907737732,0.5929053425788879,0.42161619663238525,0.2498987317085266,0.27145251631736755,0.4138469099998474,0.20562225580215454
han,0.1633017361164093,0.17219778895378113,0.43785804510116577,0.44047805666923523,0.1771821230649948,0.1791689544916153,0.3988237977027893,0.17129439115524292
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
çingiz,0.1787198781967163,0.2108536958694458,0.39388757944107056,0.3431892693042755,0.19807825982570648,0.2408473640680313,0.3535699248313904,0.1969750076532364
xan,0.14057785272598267,0.1970515251159668,0.23530396819114685,0.22959479689598083,0.14337322115898132,0.17132872343063354,0.1959393471479416,0.25991496443748474
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
çingiz,0.1787198781967163,0.2108536958694458,0.39388757944107056,0.3431892693042755,0.19807825982570648,0.2408473640680313,0.3535699248313904,0.1969750076532364
han,0.1633017361164093,0.17219778895378113,0.43785804510116577,0.44047805666923523,0.1771821230649948,0.1791689544916153,0.3988237977027893,0.17129439115524292
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chingizxon,0.2408677339553833,0.2438148707151413,0.4867185652256012,0.39001524448394775,0.25393977761268616,0.24518679082393646,0.35224026441574097,0.2609524428844452
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
çıñğız,0.18254414200782776,0.3003205955028534,0.2358718067407608,0.19638004899024963,0.2389843612909317,0.15322843194007874,0.42674553394317627,0.26085180044174194
xan,0.14057785272598267,0.1970515251159668,0.23530396819114685,0.22959479689598083,0.14337322115898132,0.17132872343063354,0.1959393471479416,0.25991496443748474
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chengez,0.24451212584972382,0.2655916213989258,0.4309377670288086,0.36463701725006104,0.2157803475856781,0.27232909202575684,0.3290928602218628,0.341160386800766
khan,0.11783289164304733,0.20103248953819275,0.5896923542022705,1.0,0.20567770302295685,0.1527150720357895,0.39127790927886963,0.12862591445446014
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chinggis,0.1961689591407776,0.28871068358421326,0.4531481862068176,0.31392401456832886,0.24641619622707367,0.28682565689086914,0.2893676459789276,0.27154234051704407
khan,0.11783289164304733,0.20103248953819275,0.5896923542022705,1.0,0.20567770302295685,0.1527150720357895,0.39127790927886963,0.12862591445446014
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chinggis,0.1961689591407776,0.28871068358421326,0.4531481862068176,0.31392401456832886,0.24641619622707367,0.28682565689086914,0.2893676459789276,0.27154234051704407
xaan,0.13429929316043854,0.23035825788974762,0.33704882860183716,0.3542087972164154,0.24297171831130981,0.2299853265285492,0.30195489525794983,0.12387631088495255
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chingis,0.19276447594165802,0.22073422372341156,0.43321043252944946,0.28873005509376526,0.2278820276260376,0.2853679358959198,0.2643001079559326,0.26673197746276855
khan,0.11783289164304733,0.20103248953819275,0.5896923542022705,1.0,0.20567770302295685,0.1527150720357895,0.39127790927886963,0.12862591445446014
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
jenghis,0.18699586391448975,0.23352253437042236,0.9152323007583618,0.5681595206260681,0.25452011823654175,0.2636066973209381,0.46096134185791016,0.2427954077720642
khan,0.11783289164304733,0.20103248953819275,0.5896923542022705,1.0,0.20567770302295685,0.1527150720357895,0.39127790927886963,0.12862591445446014
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
chinggis,0.1961689591407776,0.28871068358421326,0.4531481862068176,0.31392401456832886,0.24641619622707367,0.28682565689086914,0.2893676459789276,0.27154234051704407
qan,0.1686054766178131,0.22696341574192047,0.42099130153656006,0.5432401895523071,0.2429167777299881,0.18108677864074707,0.42244279384613037,0.23809635639190674
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
djingis,0.25563308596611023,0.2530026435852051,0.41284334659576416,0.28534623980522156,0.24369202554225922,0.3283485472202301,0.3545018434524536,0.2707977294921875
kahn,0.1641228049993515,0.1304260492324829,0.2187458574771881,0.2509532868862152,0.09799344837665558,0.17605438828468323,0.1280209869146347,0.20280954241752625
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
russian,0.13242654502391815,0.16853557527065277,0.25997278094291687,0.32057932019233704,0.10895435512065887,0.2035142034292221,0.3904406726360321,0.12951652705669403
:,-0.11215605586767197,-0.07222653180360794,-0.06470442563295364,-0.01070716418325901,0.024907032027840614,0.020521078258752823,-0.014723054133355618,-0.07156077772378922
чингисхан,0.09404782950878143,0.20261286199092865,-0.004004746675491333,0.05597643926739693,0.056806158274412155,0.22849540412425995,-0.015778448432683945,0.011597955599427223
(,0.1676948219537735,0.35393038392066956,0.2257842868566513,0.1773909628391266,0.2189006805419922,0.3087427020072937,0.1655256599187851,0.40561532974243164
čingiskhan,0.26887989044189453,0.3261396884918213,0.5063080787658691,0.6382501721382141,0.28682810068130493,0.36711663007736206,0.4475724399089813,0.28189170360565186
),0.17939934134483337,0.37732169032096863,0.24887141585350037,0.2105041742324829,0.24884064495563507,0.3326910734176636,0.18375879526138306,0.42300865054130554
or,0.3378981947898865,0.41870999336242676,0.1795828640460968,0.20532798767089844,0.2585550844669342,0.3586423695087433,0.308735728263855,0.32389625906944275
чингиз-хан,0.13784505426883698,-0.0395977608859539,-0.0165659561753273,-0.0694696456193924,-0.042753368616104126,-0.06145639345049858,0.08031217753887177,0.010218546725809574
(,0.1676948219537735,0.35393038392066956,0.2257842868566513,0.1773909628391266,0.2189006805419922,0.3087427020072937,0.1655256599187851,0.40561532974243164
čingiz-khan,0.23466216027736664,0.30727505683898926,0.5757932662963867,0.7225342392921448,0.26829054951667786,0.2978071868419647,0.4632145166397095,0.22555488348007202
),0.17939934134483337,0.37732169032096863,0.24887141585350037,0.2105041742324829,0.24884064495563507,0.3326910734176636,0.18375879526138306,0.42300865054130554
",",0.22659391164779663,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.246441051363945,0.5201468467712402,0.23167413473129272,0.31091248989105225
etc,0.2721891701221466,0.1353025883436203,0.18814638257026672,0.1777328997850418,0.1691703051328659,0.2138867825269699,0.18882611393928528,0.38010111451148987
.,0.3287222981452942,0.4569662809371948,0.25373268127441406,0.19819748401641846,0.12672196328639984,0.5591574311256409,0.22604352235794067,0.4130953550338745
