,the,price,of,oil,is,usually,a,stable,commodity,until,when,?
the,1.0,0.22636492550373077,0.733189046382904,0.21849922835826874,0.5823672413825989,0.36782920360565186,0.5829201340675354,0.19243422150611877,0.16836760938167572,0.37191009521484375,0.5091903209686279,0.22068053483963013
price,0.22636492550373077,1.0,0.15675179660320282,0.3166557550430298,0.23069579899311066,0.16440235078334808,0.18269109725952148,0.20632217824459076,0.43171456456184387,0.2161538153886795,0.17377425730228424,0.14631175994873047
had,0.3875846862792969,0.1814015656709671,0.37755560874938965,0.1329135298728943,0.2932159900665283,0.22845587134361267,0.34897568821907043,0.1513412594795227,0.18977399170398712,0.42164283990859985,0.37526828050613403,0.20728366076946259
also,0.6021018624305725,0.24178732931613922,0.4924938678741455,0.23521269857883453,0.5012649297714233,0.46235284209251404,0.5149940252304077,0.2458830326795578,0.2374848872423172,0.32785749435424805,0.5475645065307617,0.21848613023757935
remained,0.3492392301559448,0.2018951028585434,0.35287612676620483,0.10869627445936203,0.25548267364501953,0.16175712645053864,0.23739774525165558,0.2643054723739624,0.1650550365447998,0.4684528708457947,0.28067004680633545,0.08263323456048965
fairly,0.24584251642227173,0.22310005128383636,0.23944813013076782,0.13727986812591553,0.3188806474208832,0.3343698978424072,0.3584083914756775,0.29027706384658813,0.23761621117591858,0.24138134717941284,0.31416434049606323,0.269774466753006
stable,0.19243422150611877,0.20632217824459076,0.21093958616256714,0.21685437858104706,0.24228155612945557,0.23010006546974182,0.280546098947525,1.0000001192092896,0.22861959040164948,0.201433926820755,0.3108965754508972,0.11452282965183258
versus,0.2504773736000061,0.1829742044210434,0.17810623347759247,0.11162422597408295,0.2069822996854782,0.1398969143629074,0.19023410975933075,0.14457745850086212,0.17794881761074066,0.1410956084728241,0.21707047522068024,0.17916910350322723
other,0.44152235984802246,0.15038326382637024,0.38583824038505554,0.19068658351898193,0.25895947217941284,0.42674925923347473,0.2806335389614105,0.25019147992134094,0.2521325945854187,0.18209607899188995,0.34102705121040344,0.24682199954986572
currencies,0.22975313663482666,0.38489651679992676,0.19289253652095795,0.22883759438991547,0.1997722089290619,0.23430240154266357,0.15747816860675812,0.19999991357326508,0.43009230494499207,0.14314207434654236,0.17708411812782288,0.1689658910036087
and,0.5171257257461548,0.24203191697597504,0.5116966962814331,0.19239190220832825,0.3859752118587494,0.3817319869995117,0.3739250600337982,0.24914555251598358,0.21606163680553436,0.3372601866722107,0.4716290831565857,0.20544172823429108
commodities,0.19182176887989044,0.4222579598426819,0.18926386535167694,0.3056020140647888,0.2267184555530548,0.2950288653373718,0.2127179056406021,0.20196937024593353,0.8834642171859741,0.09608808904886246,0.17227178812026978,0.18083880841732025
.,0.5934505462646484,0.20274421572685242,0.5352458953857422,0.22117017209529877,0.4569662809371948,0.28580138087272644,0.50484299659729,0.2419736087322235,0.17870840430259705,0.36876651644706726,0.475719153881073,0.4130953550338745
