,which,khitan,prince,became,an,important,administrator,in,the,mongol,empire,?
worked,0.12601633369922638,0.09054221957921982,0.1210743635892868,0.4022679924964905,0.1962650716304779,0.2777407169342041,0.26671913266181946,0.28707414865493774,0.22615844011306763,0.0380651019513607,0.1287260502576828,0.0901828184723854
for,0.44095608592033386,0.14577914774417877,0.12641793489456177,0.3017078936100006,0.3236706852912903,0.3458578288555145,0.22280412912368774,0.4322226941585541,0.4739971458911896,0.1556200236082077,0.18193261325359344,0.264628142118454
the,0.6521818041801453,0.28280338644981384,0.24284426867961884,0.36325156688690186,0.4207492768764496,0.39348116517066956,0.23136885464191437,0.6662389636039734,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
jin,0.17571210861206055,0.5048726797103882,0.2600821852684021,0.14871738851070404,0.1609758883714676,0.13026294112205505,0.1771697998046875,0.20222510397434235,0.23336409032344818,0.4456239342689514,0.27039724588394165,0.12195159494876862
and,0.506277859210968,0.23556430637836456,0.2184920310974121,0.31226563453674316,0.2838519215583801,0.37549954652786255,0.24388648569583893,0.4954058527946472,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.20544172823429108
had,0.3188965916633606,0.22013366222381592,0.19957926869392395,0.4615839719772339,0.22327841818332672,0.21008498966693878,0.19595035910606384,0.385026752948761,0.3875846862792969,0.22751455008983612,0.21882809698581696,0.20728366076946259
been,0.36993977427482605,0.2070460170507431,0.1406492441892624,0.3113580644130707,0.24947525560855865,0.22582055628299713,0.2475397139787674,0.3515113592147827,0.3563927710056305,0.17720259726047516,0.14292287826538086,0.24354910850524902
captured,0.1977560818195343,0.297071248292923,0.22448894381523132,0.208351269364357,0.1370694786310196,0.17623741924762726,0.1620202511548996,0.27827006578445435,0.2944179177284241,0.2785310447216034,0.2731732130050659,0.11851847916841507
by,0.40543368458747864,0.20310933887958527,0.1780114620923996,0.24051691591739655,0.2719563841819763,0.1897295117378235,0.10100654512643814,0.370934396982193,0.4408751428127289,0.1995033621788025,0.19236046075820923,0.17966607213020325
the,0.6521818041801453,0.28280338644981384,0.24284426867961884,0.36325156688690186,0.4207492768764496,0.39348116517066956,0.23136885464191437,0.6662389636039734,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
mongol,0.22227831184864044,0.5881062150001526,0.2672766447067261,0.13622134923934937,0.09708178043365479,0.13405485451221466,0.09807852655649185,0.16958336532115936,0.2924198508262634,1.0000001192092896,0.45230501890182495,0.12849251925945282
army,0.14114242792129517,0.29419657588005066,0.21336573362350464,0.2339673489332199,0.10463648289442062,0.1600184589624405,0.22288596630096436,0.25258398056030273,0.31011611223220825,0.27053940296173096,0.3075399100780487,0.180583193898201
after,0.3217443823814392,0.2235979586839676,0.1865045726299286,0.35676637291908264,0.20180045068264008,0.1976628452539444,0.2662346661090851,0.44050168991088867,0.4565047025680542,0.20212414860725403,0.23534879088401794,0.16608688235282898
the,0.6521818041801453,0.28280338644981384,0.24284426867961884,0.36325156688690186,0.4207492768764496,0.39348116517066956,0.23136885464191437,0.6662389636039734,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
jin,0.17571210861206055,0.5048726797103882,0.2600821852684021,0.14871738851070404,0.1609758883714676,0.13026294112205505,0.1771697998046875,0.20222510397434235,0.23336409032344818,0.4456239342689514,0.27039724588394165,0.12195159494876862
dynasty,0.1794537752866745,0.47796887159347534,0.26806992292404175,0.19745652377605438,0.17141813039779663,0.2450445592403412,0.18201060593128204,0.15246383845806122,0.26267939805984497,0.5123041272163391,0.43554046750068665,0.15884074568748474
was,0.2830964922904968,0.2591716945171356,0.21743454039096832,0.6575068235397339,0.3694365322589874,0.24924467504024506,0.26034414768218994,0.45514053106307983,0.48711544275283813,0.17204789817333221,0.30602675676345825,0.18412111699581146
defeated,0.1519288420677185,0.24416224658489227,0.1941978633403778,0.2609522342681885,0.12289980798959732,0.10983073711395264,0.1533370465040207,0.24813973903656006,0.2833898365497589,0.2997566759586334,0.29430949687957764,0.1413237303495407
.,0.45942068099975586,0.2087598592042923,0.2213638871908188,0.2806840240955353,0.3581749200820923,0.33938494324684143,0.279374897480011,0.5591574311256409,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.4130953550338745
