,how,many,of,the,following,three,fourth,quarter,drives,after,the,field,goal,makng,the,score,16-10,ended,in,punts,?
funchess,0.23999552428722382,0.19429266452789307,0.30151912569999695,0.2866738736629486,0.20330636203289032,0.16440361738204956,0.2000117152929306,0.28009459376335144,0.2036300152540207,0.21958836913108826,0.2866738736629486,0.1782236546278,0.242384672164917,0.25842079520225525,0.2866738736629486,0.23641899228096008,0.020317697897553444,0.1435316503047943,0.26251447200775146,0.2711094915866852,0.20353761315345764
and,0.33647966384887695,0.5296266674995422,0.5116966962814331,0.5171257257461548,0.2696467339992523,0.3826501965522766,0.27958914637565613,0.24505728483200073,0.2143097072839737,0.3765919506549835,0.5171257257461548,0.26487240195274353,0.20885969698429108,0.28542065620422363,0.5171257257461548,0.16766662895679474,0.13382701575756073,0.2036798745393753,0.4954058527946472,0.25207623839378357,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.5052502155303955,0.5829201340675354,0.27489006519317627,0.3025658130645752,0.3032437562942505,0.26766106486320496,0.23937544226646423,0.3831600844860077,0.5829201340675354,0.2030690312385559,0.20853768289089203,0.24333511292934418,0.5829201340675354,0.19997252523899078,0.020807143300771713,0.23481619358062744,0.539380669593811,0.22842645645141602,0.23916715383529663
12-yard,0.23588337004184723,0.17705181241035461,0.1742749661207199,0.2714778780937195,0.11144975572824478,0.20336318016052246,0.21361680328845978,0.22742959856987,0.22612033784389496,0.23613624274730682,0.2714778780937195,0.2330370992422104,0.2229161262512207,0.15990565717220306,0.2714778780937195,0.22528617084026337,-0.07255081087350845,0.15296347439289093,0.22555901110172272,0.2592106759548187,0.10327286273241043
run,0.2245650738477707,0.24698178470134735,0.2272813767194748,0.27883726358413696,0.21596939861774445,0.2245328724384308,0.1322060078382492,0.14740826189517975,0.2817820906639099,0.1923825591802597,0.27883726358413696,0.11617713421583176,0.24854470789432526,0.08414671570062637,0.27883726358413696,0.21920634806156158,0.006421142723411322,0.23642955720424652,0.26368704438209534,0.2443336844444275,0.17904110252857208
by,0.34370526671409607,0.3409687578678131,0.3646814823150635,0.4408751428127289,0.25132864713668823,0.28754812479019165,0.29941973090171814,0.15562428534030914,0.18389129638671875,0.41259682178497314,0.4408751428127289,0.18480901420116425,0.14687420427799225,0.1718556433916092,0.4408751428127289,0.19075021147727966,0.06686434894800186,0.23570303618907928,0.370934396982193,0.1575193852186203,0.17966607213020325
stewart,0.1742994338274002,0.14387744665145874,0.19252897799015045,0.2287025898694992,0.16147556900978088,0.14769186079502106,0.19248193502426147,0.05369866266846657,0.25822126865386963,0.24626262485980988,0.2287025898694992,0.20084623992443085,0.09508170187473297,0.19123892486095428,0.2287025898694992,0.18609677255153656,-0.09825131297111511,0.20140311121940613,0.2197740226984024,0.20742331445217133,0.11473192274570465
then,0.36093711853027344,0.27087974548339844,0.2937326431274414,0.4297412931919098,0.32272595167160034,0.31523916125297546,0.18949101865291595,0.20768693089485168,0.21477973461151123,0.4163074791431427,0.4297412931919098,0.20403032004833221,0.15350303053855896,0.19142627716064453,0.4297412931919098,0.13396427035331726,-0.07544367760419846,0.20999465882778168,0.36253848671913147,0.22190743684768677,0.2884598970413208
set,0.2561637759208679,0.23547255992889404,0.20671486854553223,0.2927955985069275,0.2539300322532654,0.29786497354507446,0.2234344482421875,0.16724243760108948,0.1689479649066925,0.19158436357975006,0.2927955985069275,0.1578865945339203,0.21092823147773743,0.09738144278526306,0.2927955985069275,0.17716898024082184,0.06357252597808838,0.23391138017177582,0.2663729190826416,0.2525709867477417,0.1698019951581955
up,0.2819872200489044,0.2688518464565277,0.32945773005485535,0.38423117995262146,0.1681058704853058,0.27807340025901794,0.22606000304222107,0.258023738861084,0.17931240797042847,0.3247016668319702,0.38423117995262146,0.11040262877941132,0.22843164205551147,0.17859184741973877,0.38423117995262146,0.19020967185497284,0.010733244940638542,0.2923337519168854,0.3120773434638977,0.2582780420780182,0.1819818764925003
gano,0.0923214927315712,0.1426343470811844,0.18499763309955597,0.22641095519065857,0.16188716888427734,0.1878659725189209,0.14079302549362183,0.10331828892230988,0.21473777294158936,0.21708084642887115,0.22641095519065857,0.1191931962966919,0.13990363478660583,0.2776552140712738,0.22641095519065857,0.14481769502162933,-0.07105682790279388,0.08490674942731857,0.22192120552062988,0.21245133876800537,0.12128016352653503
's,-0.026164190843701363,0.01698932610452175,-0.03817026689648628,-0.01540423184633255,-0.005975736305117607,0.03946888819336891,0.031030623242259026,0.027195217087864876,0.05928873270750046,-0.055672239512205124,-0.01540423184633255,0.07850787043571472,0.0441170372068882,0.04005886986851692,-0.01540423184633255,0.06112585589289665,0.07475151866674423,-0.00953457411378622,-0.037580832839012146,0.04079074040055275,-0.023395681753754616
39-yard,0.28164052963256836,0.18343187868595123,0.1702103465795517,0.29000911116600037,0.1223953366279602,0.2175949513912201,0.2555117607116699,0.22509892284870148,0.285521000623703,0.2345886379480362,0.29000911116600037,0.2437637448310852,0.24654942750930786,0.22287829220294952,0.29000911116600037,0.27617838978767395,-0.09757836163043976,0.17654526233673096,0.22039805352687836,0.3179693818092346,0.1945265233516693
field,0.19519785046577454,0.1401631236076355,0.20410659909248352,0.2105809599161148,0.1763940155506134,0.1366681307554245,0.11194980144500732,0.14932142198085785,0.08397650718688965,0.13112539052963257,0.2105809599161148,1.0,0.26796361804008484,0.08418463170528412,0.2105809599161148,0.1500541716814041,0.012945248745381832,0.0627288669347763,0.20553018152713776,0.2482326775789261,0.11279727518558502
goal,0.20538218319416046,0.11800757050514221,0.1838325709104538,0.2443244755268097,0.17103786766529083,0.17430058121681213,0.12558625638484955,0.2406294047832489,0.19683897495269775,0.176401287317276,0.2443244755268097,0.26796361804008484,1.0000001192092896,0.1359749287366867,0.2443244755268097,0.3320634365081787,0.012062451802194118,0.23189735412597656,0.2241991013288498,0.26882994174957275,0.1964566856622696
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.27101513743400574,0.3347506821155548,0.271299809217453,0.2742914855480194,0.20152543485164642,0.38860568404197693,0.4933079481124878,0.27645614743232727,0.2145523726940155,0.3734613060951233,0.4933079481124878,0.16025088727474213,0.08949712663888931,0.2682836353778839,0.5201468467712402,0.2694568932056427,0.31091248989105225
cutting,0.2312716394662857,0.25936827063560486,0.26013487577438354,0.2671166658401489,0.13968589901924133,0.1921420842409134,0.10479718446731567,0.17871704697608948,0.1968366503715515,0.2448737621307373,0.2671166658401489,0.08939063549041748,0.20428287982940674,0.22364754974842072,0.2671166658401489,0.13379888236522675,0.004430558066815138,0.17265935242176056,0.16022035479545593,0.2714546024799347,0.07885761559009552
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.39779382944107056,0.43452659249305725,0.40804702043533325,0.3659466803073883,0.20820994675159454,0.4565047025680542,1.0,0.2105809599161148,0.2443244755268097,0.23005302250385284,1.0,0.2042495757341385,0.1257832646369934,0.3356485068798065,0.6662389636039734,0.21641352772712708,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.23357392847537994,0.2602776288986206,0.19753699004650116,0.2735981047153473,0.22012262046337128,0.19848515093326569,0.14671653509140015,0.19522592425346375,0.2602776288986206,0.20978039503097534,0.20438778400421143,0.250092089176178,0.2602776288986206,0.1884668916463852,-0.006161956116557121,0.20598870515823364,0.2115829735994339,0.3164474368095398,0.16608978807926178
deficit,0.2709174156188965,0.20897448062896729,0.22850900888442993,0.2421877682209015,0.20461472868919373,0.1977645754814148,0.22948907315731049,0.22973473370075226,0.2543640434741974,0.1848108470439911,0.2421877682209015,0.13288761675357819,0.27417245507240295,0.17369402945041656,0.2421877682209015,0.20625534653663635,0.04817027598619461,0.24757643043994904,0.23198767006397247,0.16218098998069763,0.2131306529045105
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.535392165184021,0.31711265444755554,0.3043823838233948,0.22159133851528168,0.21890336275100708,0.27728408575057983,0.37890323996543884,0.535392165184021,0.2647967040538788,0.37094977498054504,0.22300125658512115,0.535392165184021,0.18782086670398712,0.1116461381316185,0.26005783677101135,0.45010748505592346,0.3062010407447815,0.29463258385658264
one,0.3213292360305786,0.4223630726337433,0.4999135136604309,0.5514441132545471,0.3153666853904724,0.5923700332641602,0.38157644867897034,0.3398086130619049,0.23170024156570435,0.3593756854534149,0.5514441132545471,0.17056670784950256,0.2164333313703537,0.2575681805610657,0.5514441132545471,0.2255811244249344,0.02398218959569931,0.21130260825157166,0.4129433035850525,0.2088591456413269,0.2673267424106598
score,0.21145649254322052,0.06875400245189667,0.1790168732404709,0.2042495757341385,0.15339744091033936,0.18246787786483765,0.19676806032657623,0.2676204442977905,0.17619068920612335,0.13012400269508362,0.2042495757341385,0.1500541716814041,0.3320634365081787,0.14138175547122955,0.2042495757341385,1.0,0.014178154990077019,0.08692356199026108,0.13240541517734528,0.20740576088428497,0.199510395526886
at,0.2154216170310974,0.2716965675354004,0.42558613419532776,0.457212895154953,0.2045423686504364,0.2833487093448639,0.19002698361873627,0.19312992691993713,0.12338882684707642,0.3622083067893982,0.457212895154953,0.190035879611969,0.20931877195835114,0.1480635404586792,0.457212895154953,0.17552298307418823,0.013275370933115482,0.2377178817987442,0.4374977946281433,0.2484780102968216,0.21978627145290375
16–10,-0.06525324285030365,0.002187779638916254,0.04156067967414856,0.07457347214221954,0.048125121742486954,0.04045579582452774,0.030250461772084236,-0.03932047635316849,-0.11451860517263412,0.05156470462679863,0.07457347214221954,-0.0651056319475174,-0.027859250083565712,0.06765595078468323,0.07457347214221954,0.017444228753447533,0.47260069847106934,0.03017655946314335,0.0881878137588501,-0.043061189353466034,0.00041399712790735066
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.30538758635520935,0.34968629479408264,0.27895694971084595,0.29042351245880127,0.1786690652370453,0.35870397090911865,0.5934505462646484,0.23224417865276337,0.19919876754283905,0.25215762853622437,0.5934505462646484,0.17928162217140198,0.07177552580833435,0.23468057811260223,0.5591574311256409,0.2402263879776001,0.4130953550338745
