,some,chinese,considered,the,yuan,a,legitimate,dynasty,",",but,what,did,other,chinese,think,it,was,?
dynasty,0.14835017919540405,0.39861640334129333,0.16050711274147034,0.26267939805984497,0.49336904287338257,0.14993494749069214,0.23546229302883148,1.0,0.1976536363363266,0.16503159701824188,0.17240095138549805,0.19201454520225525,0.14103373885154724,0.39861640334129333,0.20320449769496918,0.1929178684949875,0.24324211478233337,0.15884074568748474
of,0.4300730526447296,0.24275560677051544,0.4190242290496826,0.733189046382904,0.22696353495121002,0.5052502155303955,0.2887045741081238,0.285645067691803,0.4946078956127167,0.39942997694015503,0.33290785551071167,0.2513895630836487,0.38583824038505554,0.24275560677051544,0.2625778615474701,0.38761502504348755,0.4069072902202606,0.1826142966747284
china,0.256110280752182,0.6621482372283936,0.18771207332611084,0.3110525608062744,0.5794417262077332,0.17720326781272888,0.1846688836812973,0.45030730962753296,0.27650898694992065,0.21039363741874695,0.13832437992095947,0.16472692787647247,0.2609413266181946,0.6621482372283936,0.18330733478069305,0.260415643453598,0.20567192137241364,0.18007943034172058
",",0.42400437593460083,0.2697280943393707,0.32932984828948975,0.4933079481124878,0.20958951115608215,0.427140474319458,0.2597030699253082,0.1976536363363266,1.0000001192092896,0.48126736283302307,0.3087472915649414,0.3015086054801941,0.4446498453617096,0.2697280943393707,0.3095206320285797,0.48329564929008484,0.45456063747406006,0.31091248989105225
but,0.5773703455924988,0.19667485356330872,0.438747376203537,0.4859698414802551,0.21263279020786285,0.44750767946243286,0.36479929089546204,0.16503159701824188,0.48126736283302307,1.0000001192092896,0.5029441118240356,0.49033689498901367,0.5185769200325012,0.19667485356330872,0.5420777797698975,0.5299214720726013,0.36023372411727905,0.27921953797340393
rather,0.4512019157409668,0.20703041553497314,0.3260406255722046,0.31983619928359985,0.1774480789899826,0.4061340093612671,0.2863457500934601,0.08497178554534912,0.276650071144104,0.528715193271637,0.3923804461956024,0.3137456178665161,0.3909560441970825,0.20703041553497314,0.44844239950180054,0.37351861596107483,0.23478160798549652,0.3053998053073883
as,0.4293700158596039,0.2490641176700592,0.4031961262226105,0.48381632566452026,0.2132488638162613,0.39550232887268066,0.25306951999664307,0.1805962324142456,0.48816442489624023,0.4864770472049713,0.31749409437179565,0.3596470057964325,0.42805421352386475,0.2490641176700592,0.3555661737918854,0.4461488723754883,0.3677520453929901,0.27043893933296204
a,0.34539633989334106,0.23124997317790985,0.36109375953674316,0.5829201340675354,0.18084076046943665,1.0,0.20584626495838165,0.14993494749069214,0.427140474319458,0.44750767946243286,0.3320399522781372,0.2552328109741211,0.2806335389614105,0.23124997317790985,0.35850703716278076,0.5452592968940735,0.4508470594882965,0.23916715383529663
period,0.2709828019142151,0.2499673217535019,0.2355184257030487,0.3125074505805969,0.19361332058906555,0.25205814838409424,0.17022447288036346,0.3387860953807831,0.25030651688575745,0.24058657884597778,0.24507179856300354,0.1760309934616089,0.21095453202724457,0.2499673217535019,0.24470402300357819,0.2586527168750763,0.2820133864879608,0.18706195056438446
of,0.4300730526447296,0.24275560677051544,0.4190242290496826,0.733189046382904,0.22696353495121002,0.5052502155303955,0.2887045741081238,0.285645067691803,0.4946078956127167,0.39942997694015503,0.33290785551071167,0.2513895630836487,0.38583824038505554,0.24275560677051544,0.2625778615474701,0.38761502504348755,0.4069072902202606,0.1826142966747284
foreign,0.22365473210811615,0.2788213789463043,0.1882607340812683,0.2946566939353943,0.18260851502418518,0.16994866728782654,0.24501103162765503,0.1868470311164856,0.2636609673500061,0.15108166635036469,0.1784719079732895,0.16029956936836243,0.26105988025665283,0.2788213789463043,0.1856858879327774,0.14808714389801025,0.18690811097621918,0.13770383596420288
domination,0.2098688930273056,0.20796024799346924,0.2940489649772644,0.38634535670280457,0.16067133843898773,0.2537585496902466,0.2454262226819992,0.2537032961845398,0.2807385325431824,0.26239830255508423,0.2354229837656021,0.16392973065376282,0.22804221510887146,0.20796024799346924,0.22103135287761688,0.23645904660224915,0.25614774227142334,0.14703449606895447
.,0.40663889050483704,0.25441038608551025,0.29356086254119873,0.5934505462646484,0.17233723402023315,0.50484299659729,0.2252013385295868,0.20616187155246735,0.6812511086463928,0.46573564410209656,0.3567904531955719,0.35288307070732117,0.41511186957359314,0.25441038608551025,0.31119775772094727,0.5593622326850891,0.40146201848983765,0.4130953550338745
,some,chinese,considered,the,yuan,a,legitimate,dynasty,",",but,what,did,other,chinese,think,it,was,?
in,0.4010399878025055,0.20821347832679749,0.28591203689575195,0.6662389636039734,0.14850552380084991,0.539380669593811,0.15761952102184296,0.15246383845806122,0.5201468467712402,0.48674455285072327,0.30808621644973755,0.2593238651752472,0.39989137649536133,0.20821347832679749,0.23837615549564362,0.5130809545516968,0.45514053106307983,0.20430970191955566
the,0.4566698372364044,0.2785343527793884,0.4028765559196472,1.0,0.2548272907733917,0.5829201340675354,0.23253867030143738,0.26267939805984497,0.4933079481124878,0.4859698414802551,0.42745697498321533,0.34736719727516174,0.44152235984802246,0.2785343527793884,0.3102172613143921,0.6251175999641418,0.48711544275283813,0.22068053483963013
historiography,0.2649127244949341,0.1816655993461609,0.26287707686424255,0.253398597240448,0.13918249309062958,0.19762274622917175,0.3034350574016571,0.21749582886695862,0.3101833462715149,0.17402362823486328,0.27266544103622437,0.22725991904735565,0.17980563640594482,0.1816655993461609,0.2521657943725586,0.19298596680164337,0.23922370374202728,0.2179996222257614
of,0.4300730526447296,0.24275560677051544,0.4190242290496826,0.733189046382904,0.22696353495121002,0.5052502155303955,0.2887045741081238,0.285645067691803,0.4946078956127167,0.39942997694015503,0.33290785551071167,0.2513895630836487,0.38583824038505554,0.24275560677051544,0.2625778615474701,0.38761502504348755,0.4069072902202606,0.1826142966747284
mongolia,0.22950507700443268,0.3658251464366913,0.08190958201885223,0.26887956261634827,0.3873007595539093,0.17644062638282776,0.08332157880067825,0.39224785566329956,0.23564393818378448,0.2373940795660019,0.18044717609882355,0.15721069276332855,0.20172333717346191,0.3658251464366913,0.1807117760181427,0.2439413219690323,0.12289638072252274,0.12165829539299011
",",0.42400437593460083,0.2697280943393707,0.32932984828948975,0.4933079481124878,0.20958951115608215,0.427140474319458,0.2597030699253082,0.1976536363363266,1.0000001192092896,0.48126736283302307,0.3087472915649414,0.3015086054801941,0.4446498453617096,0.2697280943393707,0.3095206320285797,0.48329564929008484,0.45456063747406006,0.31091248989105225
it,0.4438856542110443,0.16969463229179382,0.3332322835922241,0.6251175999641418,0.16246572136878967,0.5452592968940735,0.20086166262626648,0.1929178684949875,0.48329564929008484,0.5299214720726013,0.45803478360176086,0.2993364930152893,0.36282607913017273,0.16969463229179382,0.4360305368900299,0.9999999403953552,0.4577186405658722,0.25732165575027466
is,0.3038453459739685,0.1841094046831131,0.4096149802207947,0.5823672413825989,0.1437031477689743,0.658733606338501,0.16789257526397705,0.16410371661186218,0.4691906273365021,0.4106791317462921,0.28837618231773376,0.19247472286224365,0.25895947217941284,0.1841094046831131,0.33370211720466614,0.6328473687171936,0.5810302495956421,0.22961433231830597
generally,0.5420756936073303,0.23662009835243225,0.45004865527153015,0.41466525197029114,0.18202494084835052,0.37653425335884094,0.2598409652709961,0.14442843198776245,0.29679131507873535,0.48635709285736084,0.40614598989486694,0.27544987201690674,0.4106457829475403,0.23662009835243225,0.4276205897331238,0.43426820635795593,0.25163960456848145,0.23411904275417328
considered,0.3833121359348297,0.1532049924135208,1.0,0.4028765559196472,0.09289617091417313,0.36109375953674316,0.34072592854499817,0.16050711274147034,0.32932984828948975,0.438747376203537,0.2834889590740204,0.2623664438724518,0.2968703508377075,0.1532049924135208,0.443157434463501,0.3332322835922241,0.384328156709671,0.19909770786762238
to,0.4636894166469574,0.17416036128997803,0.2954166829586029,0.535392165184021,0.1499021351337433,0.45503583550453186,0.29134130477905273,0.1214921623468399,0.44245919585227966,0.5542377829551697,0.455847829580307,0.4452643394470215,0.4193183183670044,0.17416036128997803,0.3748004138469696,0.513711154460907,0.3636345863342285,0.29463258385658264
be,0.49956634640693665,0.21031901240348816,0.41927069425582886,0.4248143136501312,0.2021288126707077,0.39883795380592346,0.31591153144836426,0.1536118984222412,0.39254459738731384,0.5764366984367371,0.3929833769798279,0.22657383978366852,0.4629868268966675,0.21031901240348816,0.4904957115650177,0.5203388929367065,0.42228707671165466,0.3324260413646698
the,0.4566698372364044,0.2785343527793884,0.4028765559196472,1.0,0.2548272907733917,0.5829201340675354,0.23253867030143738,0.26267939805984497,0.4933079481124878,0.4859698414802551,0.42745697498321533,0.34736719727516174,0.44152235984802246,0.2785343527793884,0.3102172613143921,0.6251175999641418,0.48711544275283813,0.22068053483963013
continuation,0.20821155607700348,0.11468221247196198,0.29555732011795044,0.41826045513153076,0.10533353686332703,0.31851640343666077,0.26968806982040405,0.16020767390727997,0.2539788484573364,0.31144601106643677,0.30185413360595703,0.2656138241291046,0.22483615577220917,0.11468221247196198,0.21289114654064178,0.3166973888874054,0.3183766305446625,0.14227430522441864
of,0.4300730526447296,0.24275560677051544,0.4190242290496826,0.733189046382904,0.22696353495121002,0.5052502155303955,0.2887045741081238,0.285645067691803,0.4946078956127167,0.39942997694015503,0.33290785551071167,0.2513895630836487,0.38583824038505554,0.24275560677051544,0.2625778615474701,0.38761502504348755,0.4069072902202606,0.1826142966747284
the,0.4566698372364044,0.2785343527793884,0.4028765559196472,1.0,0.2548272907733917,0.5829201340675354,0.23253867030143738,0.26267939805984497,0.4933079481124878,0.4859698414802551,0.42745697498321533,0.34736719727516174,0.44152235984802246,0.2785343527793884,0.3102172613143921,0.6251175999641418,0.48711544275283813,0.22068053483963013
mongol,0.14068067073822021,0.3877440094947815,0.08445995301008224,0.2924198508262634,0.5039428472518921,0.15921570360660553,0.14548899233341217,0.5123041272163391,0.2229510098695755,0.20088046789169312,0.15870186686515808,0.17534953355789185,0.17935317754745483,0.3877440094947815,0.18655820190906525,0.17263510823249817,0.17204789817333221,0.12849251925945282
empire,0.18784920871257782,0.19877436757087708,0.23529143631458282,0.32532164454460144,0.2975424826145172,0.1900206059217453,0.17728425562381744,0.43554046750068665,0.27646857500076294,0.22501397132873535,0.21723191440105438,0.18850058317184448,0.17392708361148834,0.19877436757087708,0.20579831302165985,0.24114786088466644,0.30602675676345825,0.14909450709819794
.,0.40663889050483704,0.25441038608551025,0.29356086254119873,0.5934505462646484,0.17233723402023315,0.50484299659729,0.2252013385295868,0.20616187155246735,0.6812511086463928,0.46573564410209656,0.3567904531955719,0.35288307070732117,0.41511186957359314,0.25441038608551025,0.31119775772094727,0.5593622326850891,0.40146201848983765,0.4130953550338745
