,the,function,of,long-lived,memory,cells,is,an,example,of,what,kind,of,immune,response,?
lifetime,0.23827359080314636,0.1962672919034958,0.21739114820957184,0.3257189989089966,0.24562545120716095,0.15544721484184265,0.1807953268289566,0.17860226333141327,0.20141468942165375,0.21739114820957184,0.19307348132133484,0.1282845139503479,0.21739114820957184,0.1806715726852417,0.12346142530441284,0.15465202927589417
of,0.733189046382904,0.16667552292346954,1.0,0.3074536621570587,0.17919406294822693,0.21305565536022186,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.2285657674074173,1.0,0.16620753705501556,0.21864040195941925,0.1826142966747284
an,0.4207492768764496,0.15086998045444489,0.32280945777893066,0.22187651693820953,0.11904668807983398,0.18335485458374023,0.4654068350791931,1.0,0.3076696991920471,0.32280945777893066,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.20370379090309143,0.2884137034416199,0.19793890416622162
individual,0.3706541955471039,0.25201186537742615,0.3372420072555542,0.1537787765264511,0.1767445057630539,0.271009236574173,0.21069909632205963,0.2758936285972595,0.35102155804634094,0.3372420072555542,0.34021541476249695,0.261625736951828,0.3372420072555542,0.2616753876209259,0.2560650408267975,0.2058374285697937
as,0.48381632566452026,0.19182996451854706,0.3886612355709076,0.2610812783241272,0.12827107310295105,0.2328435331583023,0.43216490745544434,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.17487213015556335,0.21680697798728943,0.27043893933296204
an,0.4207492768764496,0.15086998045444489,0.32280945777893066,0.22187651693820953,0.11904668807983398,0.18335485458374023,0.4654068350791931,1.0,0.3076696991920471,0.32280945777893066,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.20370379090309143,0.2884137034416199,0.19793890416622162
adaptation,0.2371719926595688,0.2651883661746979,0.14920257031917572,0.23530559241771698,0.14209654927253723,0.23737703263759613,0.2123592644929886,0.2006184160709381,0.2055286020040512,0.14920257031917572,0.15146222710609436,0.22263509035110474,0.14920257031917572,0.26519015431404114,0.20204704999923706,0.138858363032341
to,0.535392165184021,0.2079751342535019,0.41548454761505127,0.24575208127498627,0.19370511174201965,0.26320719718933105,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2541976273059845,0.277526319026947,0.29463258385658264
infection,0.21775591373443604,0.3020852208137512,0.2276538908481598,0.21302421391010284,0.21478354930877686,0.43708765506744385,0.23968450725078583,0.16551917791366577,0.25792405009269714,0.2276538908481598,0.17579561471939087,0.18354737758636475,0.2276538908481598,0.5376827120780945,0.3102411925792694,0.18650056421756744
with,0.4223487675189972,0.14359338581562042,0.41827285289764404,0.24174697697162628,0.18847763538360596,0.2187740057706833,0.3250955045223236,0.2730048894882202,0.3082926869392395,0.41827285289764404,0.2464839518070221,0.2680599093437195,0.41827285289764404,0.20084229111671448,0.19723214209079742,0.2433311939239502
that,0.5473989248275757,0.2751213610172272,0.41498205065727234,0.25860676169395447,0.2535226345062256,0.2709589898586273,0.3995479643344879,0.365763783454895,0.429897665977478,0.41498205065727234,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.30237793922424316,0.3606419265270233,0.32716336846351624
pathogen,0.21664372086524963,0.3497108817100525,0.22046351432800293,0.13251478970050812,0.28101876378059387,0.6038617491722107,0.1968173384666443,0.1627405285835266,0.2633884847164154,0.22046351432800293,0.2550991475582123,0.2749246060848236,0.22046351432800293,0.5720921158790588,0.35348427295684814,0.1893778294324875
and,0.5171257257461548,0.22180378437042236,0.5116966962814331,0.34082338213920593,0.20261503756046295,0.24033623933792114,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.14400269091129303,0.21754570305347443,0.20544172823429108
prepares,0.2904987931251526,0.15049384534358978,0.23792286217212677,0.19347643852233887,0.14249901473522186,0.18021366000175476,0.2056565284729004,0.19507452845573425,0.24209560453891754,0.23792286217212677,0.2642574608325958,0.22561600804328918,0.23792286217212677,0.2312823235988617,0.25493818521499634,0.20479165017604828
the,1.0,0.2037137746810913,0.733189046382904,0.3086957037448883,0.1785092055797577,0.19095487892627716,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21364226937294006,0.28909924626350403,0.22068053483963013
immune,0.21364226937294006,0.33145061135292053,0.16620753705501556,0.14482156932353973,0.26059073209762573,0.5300963521003723,0.2092347890138626,0.20370379090309143,0.2656582295894623,0.16620753705501556,0.2410416603088379,0.2694495916366577,0.16620753705501556,1.0,0.43541768193244934,0.16080476343631744
system,0.3233085572719574,0.30217769742012024,0.25597915053367615,0.14589747786521912,0.18036310374736786,0.29856014251708984,0.2282046526670456,0.17536801099777222,0.26560860872268677,0.25597915053367615,0.23557309806346893,0.22309651970863342,0.25597915053367615,0.3962631821632385,0.2933112382888794,0.15556083619594574
for,0.4739971458911896,0.22728246450424194,0.4185989499092102,0.25940555334091187,0.2050125151872635,0.18419811129570007,0.43268078565597534,0.3236706852912903,0.45665353536605835,0.4185989499092102,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.1448224037885666,0.2802165448665619,0.264628142118454
future,0.2337762415409088,0.10773897916078568,0.25455814599990845,0.16143135726451874,0.2027306705713272,0.18955384194850922,0.1601216346025467,0.16225744783878326,0.18704934418201447,0.25455814599990845,0.29700374603271484,0.1595882773399353,0.25455814599990845,0.17355720698833466,0.246992290019989,0.3367180824279785
challenges,0.30580970644950867,0.15272684395313263,0.24345360696315765,0.15339525043964386,0.2190411239862442,0.14579510688781738,0.21511712670326233,0.11894745379686356,0.1954415738582611,0.24345360696315765,0.2590004801750183,0.15568122267723083,0.24345360696315765,0.3852308392524719,0.30632761120796204,0.16748188436031342
.,0.5934505462646484,0.253307044506073,0.5352458953857422,0.37740620970726013,0.13056598603725433,0.2868211269378662,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.18267881870269775,0.2878446877002716,0.4130953550338745
,the,function,of,long-lived,memory,cells,is,an,example,of,what,kind,of,immune,response,?
throughout,0.4158564507961273,0.15441186726093292,0.35374847054481506,0.2633730173110962,0.14296430349349976,0.15625086426734924,0.2639545500278473,0.14042221009731293,0.2230958789587021,0.35374847054481506,0.2130906730890274,0.2366458624601364,0.35374847054481506,0.18539787828922272,0.21593926846981049,0.12665234506130219
the,1.0,0.2037137746810913,0.733189046382904,0.3086957037448883,0.1785092055797577,0.19095487892627716,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21364226937294006,0.28909924626350403,0.22068053483963013
lifetime,0.23827359080314636,0.1962672919034958,0.21739114820957184,0.3257189989089966,0.24562545120716095,0.15544721484184265,0.1807953268289566,0.17860226333141327,0.20141468942165375,0.21739114820957184,0.19307348132133484,0.1282845139503479,0.21739114820957184,0.1806715726852417,0.12346142530441284,0.15465202927589417
of,0.733189046382904,0.16667552292346954,1.0,0.3074536621570587,0.17919406294822693,0.21305565536022186,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.2285657674074173,1.0,0.16620753705501556,0.21864040195941925,0.1826142966747284
an,0.4207492768764496,0.15086998045444489,0.32280945777893066,0.22187651693820953,0.11904668807983398,0.18335485458374023,0.4654068350791931,1.0,0.3076696991920471,0.32280945777893066,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.20370379090309143,0.2884137034416199,0.19793890416622162
animal,0.2502762973308563,0.20379433035850525,0.2429264932870865,0.24246303737163544,0.12210030853748322,0.30846908688545227,0.22882415354251862,0.22269535064697266,0.23236501216888428,0.2429264932870865,0.2420092225074768,0.21657370030879974,0.2429264932870865,0.27000612020492554,0.21360813081264496,0.13991324603557587
",",0.4933079481124878,0.18487244844436646,0.4946078956127167,0.3769347667694092,0.14977091550827026,0.20582014322280884,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.15102852880954742,0.24039098620414734,0.31091248989105225
these,0.49086877703666687,0.26955848932266235,0.42684608697891235,0.24559229612350464,0.1923643797636032,0.297294020652771,0.2498808652162552,0.16632772982120514,0.4419577121734619,0.42684608697891235,0.4164220690727234,0.30441078543663025,0.42684608697891235,0.2535412013530731,0.2656902074813843,0.2571668326854706
memory,0.1785092055797577,0.16231182217597961,0.17919406294822693,0.17526155710220337,0.9999999403953552,0.2407664954662323,0.2188194841146469,0.11904668807983398,0.18622858822345734,0.17919406294822693,0.20690667629241943,0.17371892929077148,0.17919406294822693,0.26059073209762573,0.22855053842067719,0.1397676020860672
cells,0.19095487892627716,0.31475570797920227,0.21305565536022186,0.16953180730342865,0.2407664954662323,1.0,0.1644774079322815,0.18335485458374023,0.24890154600143433,0.21305565536022186,0.1758001297712326,0.24291619658470154,0.21305565536022186,0.5300963521003723,0.30744311213493347,0.1898086667060852
remember,0.29700079560279846,0.15957853198051453,0.23909355700016022,0.1977580338716507,0.4057387411594391,0.25401580333709717,0.29090118408203125,0.2407165914773941,0.3123075067996979,0.23909355700016022,0.4253670573234558,0.28315722942352295,0.23909355700016022,0.3128011226654053,0.3133527338504791,0.40803268551826477
each,0.470844566822052,0.2673278748989105,0.38460010290145874,0.18892234563827515,0.15498580038547516,0.26087647676467896,0.2954041659832001,0.20307137072086334,0.38267919421195984,0.38460010290145874,0.3353266417980194,0.23845946788787842,0.38460010290145874,0.20908746123313904,0.22566114366054535,0.21173812448978424
specific,0.3501757085323334,0.2914702296257019,0.2744234502315521,0.15906715393066406,0.18864426016807556,0.301485151052475,0.27748769521713257,0.248777374625206,0.4179742932319641,0.2744234502315521,0.37695175409317017,0.33920881152153015,0.2744234502315521,0.3464908301830292,0.34199488162994385,0.30923372507095337
pathogen,0.21664372086524963,0.3497108817100525,0.22046351432800293,0.13251478970050812,0.28101876378059387,0.6038617491722107,0.1968173384666443,0.1627405285835266,0.2633884847164154,0.22046351432800293,0.2550991475582123,0.2749246060848236,0.22046351432800293,0.5720921158790588,0.35348427295684814,0.1893778294324875
encountered,0.27817660570144653,0.1250101774930954,0.25009191036224365,0.25014179944992065,0.15645813941955566,0.19618181884288788,0.2139289230108261,0.26604369282722473,0.19694553315639496,0.25009191036224365,0.1966421753168106,0.23583562672138214,0.25009191036224365,0.2720407247543335,0.33316490054130554,0.12880854308605194
and,0.5171257257461548,0.22180378437042236,0.5116966962814331,0.34082338213920593,0.20261503756046295,0.24033623933792114,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.14400269091129303,0.21754570305347443,0.20544172823429108
can,0.312528520822525,0.2664915919303894,0.2603091299533844,0.15903517603874207,0.20877830684185028,0.32483595609664917,0.44256699085235596,0.23671309649944305,0.5023694038391113,0.2603091299533844,0.34502777457237244,0.4151865541934967,0.2603091299533844,0.2696937620639801,0.19982025027275085,0.3226337134838104
mount,0.26066282391548157,-0.019091395661234856,0.18665535748004913,0.22833384573459625,0.15778546035289764,0.10489597171545029,0.1771300882101059,0.2129720151424408,0.16689877212047577,0.18665535748004913,0.158494234085083,0.11909910291433334,0.18665535748004913,0.11795376986265182,0.1322851926088333,0.10283114016056061
a,0.5829201340675354,0.20934805274009705,0.5052502155303955,0.23902775347232819,0.20081622898578644,0.2297232300043106,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.20466765761375427,0.25924429297447205,0.23916715383529663
strong,0.22482411563396454,0.15766528248786926,0.2524286210536957,0.1903686225414276,0.10156883299350739,0.13613563776016235,0.24643836915493011,0.2345537394285202,0.2393629252910614,0.2524286210536957,0.19839218258857727,0.277687132358551,0.2524286210536957,0.24806301295757294,0.2683790922164917,0.11990999430418015
response,0.28909924626350403,0.2675766944885254,0.21864040195941925,0.1225297749042511,0.22855053842067719,0.30744311213493347,0.21022158861160278,0.2884137034416199,0.29709959030151367,0.21864040195941925,0.3532308340072632,0.22298553586006165,0.21864040195941925,0.43541768193244934,1.0000001192092896,0.2007838636636734
if,0.33724796772003174,0.4055565595626831,0.2557544410228729,0.19484317302703857,0.1372872292995453,0.28476598858833313,0.30927813053131104,0.26347705721855164,0.5037236213684082,0.2557544410228729,0.5277165174484253,0.32327282428741455,0.2557544410228729,0.28697746992111206,0.2783529460430145,0.4441644251346588
the,1.0,0.2037137746810913,0.733189046382904,0.3086957037448883,0.1785092055797577,0.19095487892627716,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21364226937294006,0.28909924626350403,0.22068053483963013
pathogen,0.21664372086524963,0.3497108817100525,0.22046351432800293,0.13251478970050812,0.28101876378059387,0.6038617491722107,0.1968173384666443,0.1627405285835266,0.2633884847164154,0.22046351432800293,0.2550991475582123,0.2749246060848236,0.22046351432800293,0.5720921158790588,0.35348427295684814,0.1893778294324875
is,0.5823672413825989,0.17586156725883484,0.4854315221309662,0.21976596117019653,0.2188194841146469,0.1644774079322815,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.2092347890138626,0.21022158861160278,0.22961433231830597
detected,0.28185898065567017,0.261861652135849,0.2278669774532318,0.19520223140716553,0.19659999012947083,0.3351874351501465,0.2183358520269394,0.1993335783481598,0.2404111921787262,0.2278669774532318,0.2134944349527359,0.1653197556734085,0.2278669774532318,0.3157164752483368,0.2873382568359375,0.21156318485736847
again,0.4104243218898773,0.13322670757770538,0.24152639508247375,0.21487142145633698,0.1563590168952942,0.1832074671983719,0.2348884791135788,0.22134363651275635,0.21282680332660675,0.24152639508247375,0.3921525180339813,0.21292288601398468,0.24152639508247375,0.15485496819019318,0.2501336634159088,0.2679590880870819
.,0.5934505462646484,0.253307044506073,0.5352458953857422,0.37740620970726013,0.13056598603725433,0.2868211269378662,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.18267881870269775,0.2878446877002716,0.4130953550338745
