,what,class,of,t,cells,recognizes,intact,antigens,that,are,not,associated,with,mhc,receptors,?
that,0.6297725439071655,0.23035554587841034,0.41498205065727234,0.3801133632659912,0.2709589898586273,0.2756374776363373,0.3810898959636688,0.2741839289665222,1.0,0.45265161991119385,0.6600887179374695,0.2675568461418152,0.4154358208179474,0.34129875898361206,0.271827757358551,0.32716336846351624
recognize,0.32970860600471497,0.17170466482639313,0.34210383892059326,0.1884491890668869,0.21322911977767944,0.8540583252906799,0.2920486330986023,0.30095183849334717,0.36979150772094727,0.2827646732330322,0.3878784775733948,0.18146511912345886,0.25432655215263367,0.307886004447937,0.26936256885528564,0.24790367484092712
intact,0.2567657232284546,0.13401032984256744,0.3116806447505951,0.08242063969373703,0.29652145504951477,0.25189968943595886,1.0000001192092896,0.32276615500450134,0.3810898959636688,0.26374176144599915,0.34038230776786804,0.2503916919231415,0.28577563166618347,0.3272527754306793,0.24146872758865356,0.1481182724237442
antigens,0.1918221414089203,0.11736816167831421,0.2752571105957031,0.25939205288887024,0.5661771297454834,0.2579009532928467,0.32276615500450134,0.9999999403953552,0.2741839289665222,0.3016895651817322,0.28979161381721497,0.2574481666088104,0.24492989480495453,0.6622920632362366,0.6031544804573059,0.21072189509868622
that,0.6297725439071655,0.23035554587841034,0.41498205065727234,0.3801133632659912,0.2709589898586273,0.2756374776363373,0.3810898959636688,0.2741839289665222,1.0,0.45265161991119385,0.6600887179374695,0.2675568461418152,0.4154358208179474,0.34129875898361206,0.271827757358551,0.32716336846351624
are,0.29724663496017456,0.1495869755744934,0.39081433415412903,0.2180873155593872,0.2908284366130829,0.24455863237380981,0.26374176144599915,0.3016895651817322,0.45265161991119385,1.0,0.46186959743499756,0.28055059909820557,0.38996943831443787,0.3820771276950836,0.34147852659225464,0.24591213464736938
not,0.5449194312095642,0.1832761913537979,0.3307090103626251,0.4579204320907593,0.286389023065567,0.2622072994709015,0.34038230776786804,0.28979161381721497,0.6600887179374695,0.46186959743499756,0.9999999403953552,0.26507848501205444,0.3409014642238617,0.33229905366897583,0.2248455286026001,0.41942933201789856
bound,0.16997487843036652,0.16903594136238098,0.23408229649066925,0.10913686454296112,0.15919986367225647,0.08695655316114426,0.1411663442850113,0.19993185997009277,0.2574479877948761,0.25661301612854004,0.2331501543521881,0.2527686655521393,0.23389144241809845,0.2364444136619568,0.16828331351280212,0.12182208895683289
to,0.455847829580307,0.18696844577789307,0.41548454761505127,0.30417174100875854,0.26320719718933105,0.21606756746768951,0.2669530212879181,0.2549254596233368,0.5436353087425232,0.3504326641559601,0.5149973034858704,0.2648659348487854,0.4239959120750427,0.285098671913147,0.22309477627277374,0.29463258385658264
mhc,0.30283498764038086,0.22516021132469177,0.2909306585788727,0.2424878627061844,0.5492251515388489,0.2606642544269562,0.3272527754306793,0.6622920632362366,0.34129875898361206,0.3820771276950836,0.33229905366897583,0.2675802409648895,0.26297271251678467,1.0000001192092896,0.6138448119163513,0.21010775864124298
receptors,0.2304931879043579,0.18659058213233948,0.19634202122688293,0.23740226030349731,0.5704531669616699,0.20289665460586548,0.24146872758865356,0.6031544804573059,0.271827757358551,0.34147852659225464,0.2248455286026001,0.25228533148765564,0.22561310231685638,0.6138448119163513,1.0,0.1343143880367279
.,0.3567904531955719,0.24688394367694855,0.5352458953857422,0.3410096764564514,0.2868211269378662,0.22774146497249603,0.2848342955112457,0.2706400752067566,0.4460422694683075,0.3452940285205841,0.4824007451534271,0.2184346318244934,0.4446153938770294,0.2869736850261688,0.2069593220949173,0.4130953550338745
