,what,was,norman,cantor,'s,theory,about,the,plague,?
cantor,0.16117540001869202,0.26996946334838867,0.229426309466362,1.0,-0.021838929504156113,0.37370818853378296,0.12261727452278137,0.2872921824455261,0.08161965012550354,0.11217422783374786
(,0.2411840260028839,0.2980341613292694,0.15467549860477448,0.22838453948497772,0.0012731997994706035,0.15548324584960938,0.27495184540748596,0.33289089798927307,0.137485072016716,0.40561532974243164
2001,-0.11417052894830704,-0.1705034077167511,-0.1412273794412613,-0.0366114117205143,-0.11581677943468094,-0.0013570900773629546,-0.1371750682592392,-0.07246288657188416,-0.020498530939221382,-0.08740651607513428
),0.26259949803352356,0.3267642855644226,0.15243752300739288,0.21784481406211853,0.021107977256178856,0.1646711826324463,0.2775460183620453,0.3456730246543884,0.1338484138250351,0.42300865054130554
thought,0.4469435214996338,0.42560186982154846,0.13890382647514343,0.18311865627765656,0.04379833862185478,0.33378612995147705,0.3717701733112335,0.3509289622306824,0.2600853145122528,0.2600135803222656
it,0.45803478360176086,0.4577186405658722,0.16129343211650848,0.19726140797138214,0.06608816236257553,0.19945570826530457,0.4291239380836487,0.6251175999641418,0.28122323751449585,0.25732165575027466
may,0.25739946961402893,0.3388521671295166,0.15007524192333221,0.2654785215854645,-0.07006479054689407,0.14138443768024445,0.2019033581018448,0.2694292366504669,0.1761840134859085,0.2768254578113556
have,0.39808809757232666,0.2863433063030243,0.1152675449848175,0.168056920170784,-0.02807004563510418,0.25909456610679626,0.3940475583076477,0.40389683842658997,0.1807374507188797,0.32991164922714233
been,0.2567804455757141,0.518218457698822,0.15426310896873474,0.1440419703722,-0.10734795778989792,0.13807545602321625,0.2887439727783203,0.3563927710056305,0.21858860552310944,0.24354910850524902
a,0.3320399522781372,0.4508470594882965,0.16633400321006775,0.28567370772361755,0.04866964742541313,0.2233850657939911,0.34171196818351746,0.5829201340675354,0.22077761590480804,0.23916715383529663
combination,0.2204057276248932,0.22673027217388153,0.10336189717054367,0.2052740603685379,0.08142107725143433,0.2839144766330719,0.12944893538951874,0.2879151701927185,0.14872793853282928,0.1620941311120987
of,0.33290785551071167,0.4069072902202606,0.15827171504497528,0.25930967926979065,-0.03817026689648628,0.23506702482700348,0.40939709544181824,0.733189046382904,0.27455615997314453,0.1826142966747284
anthrax,0.16195808351039886,0.20570091903209686,0.11155437678098679,0.09978732466697693,-0.041365064680576324,0.128099262714386,0.21813102066516876,0.24893595278263092,0.4229944050312042,0.17561925947666168
and,0.31309178471565247,0.3740963041782379,0.21611377596855164,0.2525353729724884,0.06895173341035843,0.1765792816877365,0.3875081241130829,0.5171257257461548,0.2229994833469391,0.20544172823429108
other,0.341873437166214,0.14651623368263245,0.09694300591945648,0.18778257071971893,0.04445967823266983,0.22177660465240479,0.3130497336387634,0.44152235984802246,0.14735755324363708,0.24682199954986572
pandemics,0.22295908629894257,0.19576434791088104,0.07289335131645203,0.1406896710395813,0.10041192919015884,0.32551735639572144,0.2618294656276703,0.22383008897304535,0.5208886861801147,0.19305606186389923
.,0.3567904531955719,0.40146201848983765,0.24800069630146027,0.2276131510734558,-0.003708066651597619,0.18047811090946198,0.42038556933403015,0.5934505462646484,0.2547653317451477,0.4130953550338745
