,in,what,interval,are,some,of,the,greatest,primes,without,a,distinct,form,discovered,in,?
particular,0.3090636432170868,0.4548671245574951,0.3170349895954132,0.3587656319141388,0.49067193269729614,0.3490585684776306,0.4066357910633087,0.19636110961437225,0.16972604393959045,0.3624792695045471,0.439316987991333,0.40453413128852844,0.2893526256084442,0.15788397192955017,0.3090636432170868,0.2741454839706421
form,0.2815987169742584,0.15868011116981506,0.28518980741500854,0.29983413219451904,0.33171209692955017,0.29600051045417786,0.29286009073257446,0.06506963074207306,0.2012440413236618,0.2701738774776459,0.3088195323944092,0.38659432530403137,0.9999999403953552,0.10886829346418381,0.2815987169742584,0.1463010311126709
(,0.3087427020072937,0.2411840260028839,0.2089993804693222,0.23263892531394958,0.2279975414276123,0.35032153129577637,0.33289089798927307,0.17585980892181396,0.210494726896286,0.1785571426153183,0.3206180930137634,0.11524256318807602,0.1860738843679428,0.12828822433948517,0.3087427020072937,0.40561532974243164
that,0.435920387506485,0.6297725439071655,0.28721317648887634,0.45265161991119385,0.6049469113349915,0.41498205065727234,0.5473989248275757,0.2497471570968628,0.30276167392730713,0.3644297122955322,0.47537946701049805,0.34265080094337463,0.31894639134407043,0.3047933280467987,0.435920387506485,0.32716336846351624
is,0.5394441485404968,0.28837618231773376,0.23920756578445435,0.5330929756164551,0.3038453459739685,0.4854315221309662,0.5823672413825989,0.16166137158870697,0.2382466346025467,0.22869740426540375,0.658733606338501,0.23772971332073212,0.3218395411968231,0.21262536942958832,0.5394441485404968,0.22961433231830597
",",0.5201468467712402,0.3087472915649414,0.16855499148368835,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21757464110851288,0.29003697633743286,0.24492648243904114,0.427140474319458,0.26380297541618347,0.21805599331855774,0.26185235381126404,0.5201468467712402,0.31091248989105225
no,0.24372287094593048,0.339326947927475,0.25913307070732117,0.2432553917169571,0.33139827847480774,0.24809792637825012,0.3461136817932129,0.20673535764217377,0.19484524428844452,0.4206812083721161,0.26280897855758667,0.19468627870082855,0.18404491245746613,0.16545382142066956,0.24372287094593048,0.32165053486824036
simple,0.18105459213256836,0.4218197166919708,0.2964717447757721,0.3569783866405487,0.3765711784362793,0.23205730319023132,0.24738673865795135,0.14272743463516235,0.27934160828590393,0.28836286067962646,0.34160614013671875,0.27221471071243286,0.2837270498275757,0.1455507129430771,0.18105459213256836,0.4614735543727875
formula,0.17837907373905182,0.1849268674850464,0.2475438266992569,0.11536013334989548,0.14583714306354523,0.18542331457138062,0.19533312320709229,0.1465788632631302,0.24355360865592957,0.12970872223377228,0.19709807634353638,0.1249685063958168,0.22205641865730286,0.1335693895816803,0.17837907373905182,0.16194304823875427
such,0.2704046070575714,0.23989605903625488,0.20840385556221008,0.4654397666454315,0.6118295192718506,0.3209529519081116,0.3575236201286316,0.23682644963264465,0.22065632045269012,0.3131762146949768,0.2706976532936096,0.2998203635215759,0.2648303806781769,0.2189716249704361,0.2704046070575714,0.17851735651493073
as,0.3887844979763031,0.31749409437179565,0.1819206178188324,0.3826591968536377,0.4293700158596039,0.3886612355709076,0.48381632566452026,0.20775499939918518,0.23833559453487396,0.2948721945285797,0.39550232887268066,0.2622053325176239,0.24710296094417572,0.21748995780944824,0.3887844979763031,0.27043893933296204
that,0.435920387506485,0.6297725439071655,0.28721317648887634,0.45265161991119385,0.6049469113349915,0.41498205065727234,0.5473989248275757,0.2497471570968628,0.30276167392730713,0.3644297122955322,0.47537946701049805,0.34265080094337463,0.31894639134407043,0.3047933280467987,0.435920387506485,0.32716336846351624
of,0.5696388483047485,0.33290785551071167,0.2126392126083374,0.39081433415412903,0.4300730526447296,1.0,0.733189046382904,0.30395472049713135,0.22199293971061707,0.3081340193748474,0.5052502155303955,0.3053031265735626,0.29600051045417786,0.22074753046035767,0.5696388483047485,0.1826142966747284
mersenne,0.21984080970287323,0.24111336469650269,0.40946879982948303,0.26690182089805603,0.2572198510169983,0.26412224769592285,0.2577901780605316,0.26196447014808655,0.5664515495300293,0.18321149051189423,0.23936179280281067,0.2115984857082367,0.25622043013572693,0.24582625925540924,0.21984080970287323,0.22092168033123016
primes,0.20882321894168854,0.2505246102809906,0.43778443336486816,0.2606703042984009,0.22199895977973938,0.22199293971061707,0.22359657287597656,0.23875346779823303,1.0,0.15932278335094452,0.21026647090911865,0.23697872459888458,0.2012440413236618,0.2640332877635956,0.20882321894168854,0.18851876258850098
),0.3326910734176636,0.26259949803352356,0.21841691434383392,0.2373749315738678,0.2398642599582672,0.3680361211299896,0.3456730246543884,0.1778138130903244,0.20394806563854218,0.19944514334201813,0.3640355169773102,0.13389815390110016,0.20926380157470703,0.11319553852081299,0.3326910734176636,0.42300865054130554
have,0.36843645572662354,0.39808809757232666,0.25882115960121155,0.6577680706977844,0.6421269774436951,0.3802283704280853,0.40389683842658997,0.2049201875925064,0.23869918286800385,0.3828096389770508,0.338716596364975,0.4069804251194,0.3062373399734497,0.2744525372982025,0.36843645572662354,0.32991164922714233
been,0.3515113592147827,0.2567804455757141,0.15504465997219086,0.4703826308250427,0.42383694648742676,0.31685134768486023,0.3563927710056305,0.20079132914543152,0.17375190556049347,0.26306283473968506,0.3315402865409851,0.23343664407730103,0.17258793115615845,0.3348144292831421,0.3515113592147827,0.24354910850524902
found,0.39141854643821716,0.1796332150697708,0.1970001459121704,0.2740558087825775,0.3385355472564697,0.2982911467552185,0.3452354073524475,0.13791523873806,0.20922976732254028,0.14685355126857758,0.2869448959827423,0.22862601280212402,0.2106456607580185,0.4998607039451599,0.39141854643821716,0.16790300607681274
by,0.370934396982193,0.2455483376979828,0.14020010828971863,0.37842893600463867,0.306446373462677,0.3646814823150635,0.4408751428127289,0.21669237315654755,0.16924074292182922,0.3249483108520508,0.32094135880470276,0.19072821736335754,0.20338405668735504,0.2291465401649475,0.370934396982193,0.17966607213020325
taking,0.25282081961631775,0.24635453522205353,0.1726493537425995,0.2409871220588684,0.292289137840271,0.29240402579307556,0.32714390754699707,0.10656222701072693,0.18775972723960876,0.3231890797615051,0.2834925353527069,0.16158075630664825,0.14356832206249237,0.21970000863075256,0.25282081961631775,0.19960761070251465
a,0.539380669593811,0.3320399522781372,0.2903451919555664,0.265255331993103,0.34539633989334106,0.5052502155303955,0.5829201340675354,0.15944629907608032,0.21026647090911865,0.2797018885612488,1.0,0.2888047993183136,0.3088195323944092,0.20319467782974243,0.539380669593811,0.23916715383529663
piece,0.20736105740070343,0.2553826570510864,0.33353886008262634,0.1947411298751831,0.23390641808509827,0.24685195088386536,0.2841556668281555,0.16355490684509277,0.1925351768732071,0.29068294167518616,0.37707507610321045,0.1947401463985443,0.28646978735923767,0.1630069464445114,0.20736105740070343,0.14355646073818207
of,0.5696388483047485,0.33290785551071167,0.2126392126083374,0.39081433415412903,0.4300730526447296,1.0,0.733189046382904,0.30395472049713135,0.22199293971061707,0.3081340193748474,0.5052502155303955,0.3053031265735626,0.29600051045417786,0.22074753046035767,0.5696388483047485,0.1826142966747284
semi-random,0.28482434153556824,0.3237275183200836,0.3873752951622009,0.31415602564811707,0.30019915103912354,0.293485164642334,0.30952557921409607,0.13521118462085724,0.3412533700466156,0.299229234457016,0.35310834646224976,0.33348751068115234,0.20403654873371124,0.16514253616333008,0.28482434153556824,0.30913376808166504
binary,0.16351808607578278,0.21848982572555542,0.37894922494888306,0.2925727367401123,0.32672151923179626,0.21468596160411835,0.18260802328586578,0.10239968448877335,0.31335675716400146,0.23738011717796326,0.28007954359054565,0.3384481966495514,0.3048410713672638,0.2922569513320923,0.16351808607578278,0.16258445382118225
data,0.17588379979133606,0.23453554511070251,0.24177323281764984,0.192618265748024,0.18171559274196625,0.20013196766376495,0.20546740293502808,0.046211324632167816,0.1789027899503708,0.1779278963804245,0.2163095474243164,0.16896599531173706,0.1320720762014389,0.17694102227687836,0.17588379979133606,0.17909851670265198
",",0.5201468467712402,0.3087472915649414,0.16855499148368835,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21757464110851288,0.29003697633743286,0.24492648243904114,0.427140474319458,0.26380297541618347,0.21805599331855774,0.26185235381126404,0.5201468467712402,0.31091248989105225
converting,0.18052031099796295,0.23847343027591705,0.30512791872024536,0.2624861001968384,0.31775662302970886,0.25009793043136597,0.2683429718017578,0.07288844138383865,0.17102676630020142,0.35901758074760437,0.2675849497318268,0.2949582040309906,0.22952426970005035,0.13533717393875122,0.18052031099796295,0.23131810128688812
it,0.5130809545516968,0.45803478360176086,0.26785987615585327,0.3617996573448181,0.4438856542110443,0.38761502504348755,0.6251175999641418,0.16593337059020996,0.2287449687719345,0.23948165774345398,0.5452592968940735,0.26791784167289734,0.31451088190078735,0.2705569565296173,0.5130809545516968,0.25732165575027466
to,0.45010748505592346,0.455847829580307,0.2301582545042038,0.3504326641559601,0.4636894166469574,0.41548454761505127,0.535392165184021,0.1702185571193695,0.22901344299316406,0.37970873713493347,0.45503583550453186,0.20252932608127594,0.2772196829319,0.17764629423618317,0.45010748505592346,0.29463258385658264
a,0.539380669593811,0.3320399522781372,0.2903451919555664,0.265255331993103,0.34539633989334106,0.5052502155303955,0.5829201340675354,0.15944629907608032,0.21026647090911865,0.2797018885612488,1.0,0.2888047993183136,0.3088195323944092,0.20319467782974243,0.539380669593811,0.23916715383529663
number,0.3024539053440094,0.23046229779720306,0.33193397521972656,0.3537501394748688,0.3415636718273163,0.2778518795967102,0.35145696997642517,0.28229549527168274,0.42379385232925415,0.17065288126468658,0.2992287278175354,0.2389853447675705,0.19919145107269287,0.16768693923950195,0.3024539053440094,0.19256845116615295
n,0.16728445887565613,0.16510315239429474,0.24440741539001465,0.17244575917720795,0.09764911234378815,0.18925218284130096,0.18813885748386383,0.12129312008619308,0.31138479709625244,0.1492006927728653,0.25362148880958557,0.15095971524715424,0.1530732959508896,0.09757086634635925,0.16728445887565613,0.19161871075630188
",",0.5201468467712402,0.3087472915649414,0.16855499148368835,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21757464110851288,0.29003697633743286,0.24492648243904114,0.427140474319458,0.26380297541618347,0.21805599331855774,0.26185235381126404,0.5201468467712402,0.31091248989105225
multiplying,0.16769881546497345,0.3022106885910034,0.46161139011383057,0.27665019035339355,0.2556869089603424,0.2391423135995865,0.23108643293380737,0.1910257339477539,0.4685945510864258,0.26427698135375977,0.27440372109413147,0.30735865235328674,0.24576358497142792,0.1599951833486557,0.16769881546497345,0.20277070999145508
it,0.5130809545516968,0.45803478360176086,0.26785987615585327,0.3617996573448181,0.4438856542110443,0.38761502504348755,0.6251175999641418,0.16593337059020996,0.2287449687719345,0.23948165774345398,0.5452592968940735,0.26791784167289734,0.31451088190078735,0.2705569565296173,0.5130809545516968,0.25732165575027466
by,0.370934396982193,0.2455483376979828,0.14020010828971863,0.37842893600463867,0.306446373462677,0.3646814823150635,0.4408751428127289,0.21669237315654755,0.16924074292182922,0.3249483108520508,0.32094135880470276,0.19072821736335754,0.20338405668735504,0.2291465401649475,0.370934396982193,0.17966607213020325
256k,0.15742984414100647,0.03154338523745537,-0.05629860237240791,-0.050417155027389526,0.06289421021938324,0.0192737840116024,0.050395384430885315,-0.0875634029507637,-0.0653761476278305,-0.0034090192057192326,0.09435932338237762,0.022011125460267067,0.018133113160729408,0.07805430889129639,0.15742984414100647,-0.0033796571660786867
for,0.4322226941585541,0.3017193675041199,0.18517611920833588,0.3895993232727051,0.4257155656814575,0.4185989499092102,0.4739971458911896,0.2271939516067505,0.23085950314998627,0.4273005723953247,0.44038116931915283,0.20806187391281128,0.2342945635318756,0.15577654540538788,0.4322226941585541,0.264628142118454
some,0.4010399878025055,0.4491020441055298,0.2359711229801178,0.6331475377082825,0.9999999403953552,0.4300730526447296,0.4566698372364044,0.26609721779823303,0.22199895977973938,0.3382771611213684,0.34539633989334106,0.3729992210865021,0.33171209692955017,0.3082274794578552,0.4010399878025055,0.2562315762042999
positive,0.1836131066083908,0.2491111010313034,0.33361920714378357,0.2170984148979187,0.2515958845615387,0.19149050116539001,0.20502062141895294,0.16632598638534546,0.3307371139526367,0.21255989372730255,0.2522195875644684,0.1759929656982422,0.1724863350391388,0.15277476608753204,0.1836131066083908,0.16532565653324127
integer,0.14432935416698456,0.23293888568878174,0.5231911540031433,0.25369736552238464,0.1685035526752472,0.158325657248497,0.14182277023792267,0.15216600894927979,0.5403520464897156,0.16525329649448395,0.22195649147033691,0.309596985578537,0.21904760599136353,0.1319163590669632,0.14432935416698456,0.2503974437713623
k,0.12703301012516022,0.14852966368198395,0.1620030552148819,0.1733349859714508,0.16665254533290863,0.10444437712430954,0.12050728499889374,0.09148941189050674,0.20510680973529816,0.035159073770046234,0.19276081025600433,0.1601538211107254,0.05859363079071045,0.09051872044801712,0.12703301012516022,0.14407193660736084
",",0.5201468467712402,0.3087472915649414,0.16855499148368835,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21757464110851288,0.29003697633743286,0.24492648243904114,0.427140474319458,0.26380297541618347,0.21805599331855774,0.26185235381126404,0.5201468467712402,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.17268961668014526,0.48576638102531433,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.22727768123149872,0.24551862478256226,0.35511502623558044,0.3739250600337982,0.3309379518032074,0.30469027161598206,0.21031536161899567,0.4954058527946472,0.20544172823429108
searching,0.20772281289100647,0.26203444600105286,0.014090214855968952,0.1940363645553589,0.28789788484573364,0.20568980276584625,0.26388484239578247,0.12895983457565308,0.16360673308372498,0.19560983777046204,0.25525227189064026,0.13455811142921448,0.16096530854701996,0.3137368857860565,0.20772281289100647,0.25871166586875916
for,0.4322226941585541,0.3017193675041199,0.18517611920833588,0.3895993232727051,0.4257155656814575,0.4185989499092102,0.4739971458911896,0.2271939516067505,0.23085950314998627,0.4273005723953247,0.44038116931915283,0.20806187391281128,0.2342945635318756,0.15577654540538788,0.4322226941585541,0.264628142118454
possible,0.2287878543138504,0.3281886577606201,0.35126346349716187,0.3083013594150543,0.38970518112182617,0.3314395844936371,0.32701125741004944,0.18022598326206207,0.3325490951538086,0.34051692485809326,0.3421713411808014,0.3055106997489929,0.23094657063484192,0.23750750720500946,0.2287878543138504,0.3059970438480377
primes,0.20882321894168854,0.2505246102809906,0.43778443336486816,0.2606703042984009,0.22199895977973938,0.22199293971061707,0.22359657287597656,0.23875346779823303,1.0,0.15932278335094452,0.21026647090911865,0.23697872459888458,0.2012440413236618,0.2640332877635956,0.20882321894168854,0.18851876258850098
within,0.40576374530792236,0.2498195916414261,0.21222738921642303,0.3069663643836975,0.2974689304828644,0.39594778418540955,0.39827480912208557,0.13690069317817688,0.07645390182733536,0.3854602575302124,0.3858051896095276,0.39639538526535034,0.26019302010536194,0.1677168309688568,0.40576374530792236,0.1870293766260147
the,0.6662389636039734,0.42745697498321533,0.25265976786613464,0.40399202704429626,0.4566698372364044,0.733189046382904,1.0,0.2877289056777954,0.22359657287597656,0.3270869255065918,0.5829201340675354,0.28305986523628235,0.29286009073257446,0.27493247389793396,0.6662389636039734,0.22068053483963013
interval,0.1763410121202469,0.2597726285457611,1.0000001192092896,0.26019105315208435,0.2359711229801178,0.2126392126083374,0.25265976786613464,0.19295263290405273,0.43778443336486816,0.2041831761598587,0.2903451919555664,0.27665960788726807,0.28518980741500854,0.21081086993217468,0.1763410121202469,0.18040785193443298
[,0.12324675917625427,0.010752761736512184,0.043407514691352844,0.021565506234765053,0.07011006027460098,0.010817250236868858,0.07130392640829086,0.1644999086856842,-0.002898742677643895,0.057955432683229446,0.03893941268324852,-0.10733318328857422,0.001517741591669619,-0.07324922829866409,0.12324675917625427,0.011015460826456547
256kn,0.04767914116382599,-0.04891950637102127,0.15157151222229004,0.09435628354549408,-0.0009938930161297321,0.07610654085874557,0.041652385145425797,-0.0034148809500038624,0.05781090259552002,-0.013411412946879864,0.025140155106782913,0.03374984860420227,0.029352234676480293,-0.05307755991816521,0.04767914116382599,0.07194098085165024
+,0.15357549488544464,0.1158081665635109,0.21265725791454315,0.18708056211471558,0.21267129480838776,0.14862146973609924,0.12941905856132507,0.12540483474731445,0.21849572658538818,0.13124461472034454,0.10495228320360184,0.20908251404762268,0.1295623481273651,0.09939645230770111,0.15357549488544464,0.2903686463832855
1,-0.10660158097743988,-0.21266892552375793,-0.16840864717960358,-0.2175680249929428,-0.24203214049339294,-0.09473495930433273,-0.1554475575685501,-0.1490742266178131,-0.25417813658714294,-0.23902738094329834,-0.20817746222019196,-0.12276279181241989,-0.12375190854072571,-0.058500368148088455,-0.10660158097743988,-0.249979168176651
",",0.5201468467712402,0.3087472915649414,0.16855499148368835,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21757464110851288,0.29003697633743286,0.24492648243904114,0.427140474319458,0.26380297541618347,0.21805599331855774,0.26185235381126404,0.5201468467712402,0.31091248989105225
256k,0.15742984414100647,0.03154338523745537,-0.05629860237240791,-0.050417155027389526,0.06289421021938324,0.0192737840116024,0.050395384430885315,-0.0875634029507637,-0.0653761476278305,-0.0034090192057192326,0.09435932338237762,0.022011125460267067,0.018133113160729408,0.07805430889129639,0.15742984414100647,-0.0033796571660786867
(,0.3087427020072937,0.2411840260028839,0.2089993804693222,0.23263892531394958,0.2279975414276123,0.35032153129577637,0.33289089798927307,0.17585980892181396,0.210494726896286,0.1785571426153183,0.3206180930137634,0.11524256318807602,0.1860738843679428,0.12828822433948517,0.3087427020072937,0.40561532974243164
n,0.16728445887565613,0.16510315239429474,0.24440741539001465,0.17244575917720795,0.09764911234378815,0.18925218284130096,0.18813885748386383,0.12129312008619308,0.31138479709625244,0.1492006927728653,0.25362148880958557,0.15095971524715424,0.1530732959508896,0.09757086634635925,0.16728445887565613,0.19161871075630188
+,0.15357549488544464,0.1158081665635109,0.21265725791454315,0.18708056211471558,0.21267129480838776,0.14862146973609924,0.12941905856132507,0.12540483474731445,0.21849572658538818,0.13124461472034454,0.10495228320360184,0.20908251404762268,0.1295623481273651,0.09939645230770111,0.15357549488544464,0.2903686463832855
1,-0.10660158097743988,-0.21266892552375793,-0.16840864717960358,-0.2175680249929428,-0.24203214049339294,-0.09473495930433273,-0.1554475575685501,-0.1490742266178131,-0.25417813658714294,-0.23902738094329834,-0.20817746222019196,-0.12276279181241989,-0.12375190854072571,-0.058500368148088455,-0.10660158097743988,-0.249979168176651
),0.3326910734176636,0.26259949803352356,0.21841691434383392,0.2373749315738678,0.2398642599582672,0.3680361211299896,0.3456730246543884,0.1778138130903244,0.20394806563854218,0.19944514334201813,0.3640355169773102,0.13389815390110016,0.20926380157470703,0.11319553852081299,0.3326910734176636,0.42300865054130554
−,0.11897612363100052,0.14940914511680603,0.3724406957626343,0.1165706217288971,0.12799504399299622,0.12494775652885437,0.15648725628852844,0.14945173263549805,0.3414650857448578,0.12284522503614426,0.11609785258769989,0.13787409663200378,0.10286037623882294,0.13539546728134155,0.11897612363100052,0.22067660093307495
1,-0.10660158097743988,-0.21266892552375793,-0.16840864717960358,-0.2175680249929428,-0.24203214049339294,-0.09473495930433273,-0.1554475575685501,-0.1490742266178131,-0.25417813658714294,-0.23902738094329834,-0.20817746222019196,-0.12276279181241989,-0.12375190854072571,-0.058500368148088455,-0.10660158097743988,-0.249979168176651
],-0.1088862195611,-0.03775298595428467,0.012628279626369476,-0.02216748520731926,-0.035315051674842834,-0.035044461488723755,-0.04779602214694023,0.07960399240255356,0.019529283046722412,-0.06409964710474014,-0.049516137689352036,0.02161160483956337,-0.04165400192141533,0.13877694308757782,-0.1088862195611,-0.0022520492784678936
.,0.5591574311256409,0.3567904531955719,0.22162705659866333,0.3452940285205841,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.2034384310245514,0.2564551830291748,0.29967203736305237,0.50484299659729,0.22976486384868622,0.28317511081695557,0.23523737490177155,0.5591574311256409,0.4130953550338745
