,how,many,vector,equations,did,heaviside,and,gibbs,reformilate,maxwell,'s,20,scalar,equtions,into,?
earlier,0.190433070063591,0.28851112723350525,0.16381336748600006,0.1706584393978119,0.24518106877803802,0.16041450202465057,0.18838374316692352,0.07626988738775253,0.23351967334747314,0.129653662443161,0.04531743377447128,-0.0014617297565564513,0.15431588888168335,0.26842355728149414,0.14497961103916168,0.13306351006031036
theories,0.34812280535697937,0.3199993073940277,0.2063993215560913,0.4572960436344147,0.23958267271518707,0.30107977986335754,0.2395821362733841,0.13457433879375458,0.4204180836677551,0.27138346433639526,0.01589547097682953,0.06811843067407608,0.3051428198814392,0.46474966406822205,0.19439169764518738,0.21320602297782898
into,0.2303972691297531,0.2618265151977539,0.15434879064559937,0.13186931610107422,0.14888085424900055,0.18219788372516632,0.36597734689712524,0.10696873068809509,0.28680330514907837,0.12663288414478302,0.00961404386907816,0.07792755216360092,0.14103513956069946,0.12694914638996124,1.0,0.15662476420402527
a,0.29312583804130554,0.2872205972671509,0.23196560144424438,0.17679406702518463,0.2552328109741211,0.34569936990737915,0.3739250600337982,0.12754173576831818,0.2655555009841919,0.20065519213676453,0.04866964742541313,-0.014937898144125938,0.2754318416118622,0.2318629026412964,0.3461161255836487,0.23916715383529663
set,0.2561637759208679,0.23547255992889404,0.16550792753696442,0.2013266682624817,0.19107604026794434,0.19847829639911652,0.27649927139282227,0.15537068247795105,0.1950521320104599,0.10298485308885574,0.05998389050364494,-0.05064362287521362,0.2678326964378357,0.21582770347595215,0.1811854988336563,0.1698019951581955
of,0.2480744868516922,0.37253960967063904,0.20483794808387756,0.186348557472229,0.2513895630836487,0.23859341442584991,0.5116966962814331,0.12077943980693817,0.3451492488384247,0.1715129315853119,-0.03817026689648628,-0.0318976491689682,0.2585209012031555,0.2802162766456604,0.32255905866622925,0.1826142966747284
20,-0.010775676928460598,0.10720284283161163,-0.038541682064533234,-0.10703365504741669,-0.11960799992084503,-0.12836576998233795,0.04124240204691887,-0.11743304133415222,-0.06840205192565918,-0.16078561544418335,-0.016651324927806854,1.0,-0.022491533309221268,-0.05467715859413147,0.07792755216360092,0.11360422521829605
scalar,0.3003329336643219,0.2154029756784439,0.5599367618560791,0.5676447153091431,0.15151166915893555,0.36033427715301514,0.19899652898311615,0.23880819976329803,0.2419852614402771,0.2827782928943634,-0.056617967784404755,-0.022491533309221268,1.0000001192092896,0.3743255138397217,0.14103513956069946,0.2135646492242813
equations,0.3422422707080841,0.2668621242046356,0.4681781828403473,1.0,0.199812114238739,0.36000725626945496,0.1906200498342514,0.3090016543865204,0.2717095613479614,0.4569254517555237,-0.01846993900835514,-0.10703365504741669,0.5676447153091431,0.603563129901886,0.13186931610107422,0.2186179906129837
",",0.22659391164779663,0.40610817074775696,0.2533281445503235,0.22271932661533356,0.3015086054801941,0.2818934917449951,0.6633074283599854,0.25297093391418457,0.2639904022216797,0.2861239016056061,-0.0016132977325469255,0.02128993533551693,0.22868604958057404,0.293232798576355,0.2826121151447296,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.25355106592178345,0.2633192837238312,0.2750149369239807,0.3665086627006531,0.506277859210968,0.14599213004112244,0.3676072955131531,0.14416827261447906,0.03856118768453598,-0.061742693185806274,0.3170299232006073,0.28013214468955994,0.4405161738395691,0.25814583897590637
were,0.2082374095916748,0.4804460406303406,0.08065322786569595,0.18330945074558258,0.4162326455116272,0.21036075055599213,0.42175528407096863,0.12459346652030945,0.35360297560691833,0.10513898730278015,0.007088581565767527,0.01462146732956171,0.11372855305671692,0.3254930377006531,0.2657007873058319,0.17890112102031708
later,0.2534695267677307,0.3450429439544678,0.16349314153194427,0.18498444557189941,0.38386887311935425,0.26430320739746094,0.4216292202472687,0.1508764922618866,0.3833311200141907,0.2087831348180771,0.05591587722301483,-0.08879324048757553,0.14993762969970703,0.20253436267375946,0.36569949984550476,0.1417175978422165
reformulated,0.24265532195568085,0.2819399833679199,0.18672266602516174,0.40544453263282776,0.2334378957748413,0.31324177980422974,0.2540411949157715,0.12513642013072968,0.7135369181632996,0.23299282789230347,-0.015521579422056675,-0.03818792849779129,0.2863449454307556,0.4498806893825531,0.23475436866283417,0.15781787037849426
into,0.2303972691297531,0.2618265151977539,0.15434879064559937,0.13186931610107422,0.14888085424900055,0.18219788372516632,0.36597734689712524,0.10696873068809509,0.28680330514907837,0.12663288414478302,0.00961404386907816,0.07792755216360092,0.14103513956069946,0.12694914638996124,1.0,0.15662476420402527
4,-0.09503452479839325,-0.054631516337394714,0.0646245926618576,-0.0045067500323057175,0.0646207332611084,0.08427451550960541,0.11143114417791367,0.0797870010137558,0.04091468080878258,0.11380244791507721,-0.0858617052435875,0.0002546114264987409,0.1367710530757904,-0.12136178463697433,0.0536930151283741,0.010515431873500347
vector,0.28761154413223267,0.16420577466487885,0.9999998807907104,0.4681781828403473,0.14134031534194946,0.2503170073032379,0.20854924619197845,0.17986910045146942,0.1673133820295334,0.2694542109966278,-0.05913268402218819,-0.038541682064533234,0.5599367618560791,0.2729533910751343,0.15434879064559937,0.26140129566192627
equations,0.3422422707080841,0.2668621242046356,0.4681781828403473,1.0,0.199812114238739,0.36000725626945496,0.1906200498342514,0.3090016543865204,0.2717095613479614,0.4569254517555237,-0.01846993900835514,-0.10703365504741669,0.5676447153091431,0.603563129901886,0.13186931610107422,0.2186179906129837
by,0.34370526671409607,0.3409687578678131,0.17359676957130432,0.2063426524400711,0.18574509024620056,0.2902498245239258,0.4289871156215668,0.19533418118953705,0.23878635466098785,0.1799612194299698,-0.010884488001465797,-0.023094383999705315,0.18750306963920593,0.20260681211948395,0.30473223328590393,0.17966607213020325
oliver,0.256617933511734,0.16582316160202026,0.09953032433986664,0.10522003471851349,0.124863401055336,0.3233126997947693,0.22139447927474976,0.24796800315380096,0.1867646425962448,0.2779584527015686,0.03277194872498512,-0.016768502071499825,0.13579809665679932,0.15350989997386932,0.11728034168481827,0.20260699093341827
heaviside,0.26505738496780396,0.2071867138147354,0.2503170073032379,0.36000725626945496,0.23829533159732819,0.9999998807907104,0.3358288109302521,0.31385326385498047,0.3140065371990204,0.38363176584243774,-0.0587838739156723,-0.12836576998233795,0.36033427715301514,0.26226717233657837,0.18219788372516632,0.1551138013601303
and,0.33647966384887695,0.5296266674995422,0.20854924619197845,0.1906200498342514,0.34479495882987976,0.3358288109302521,1.0,0.22526833415031433,0.3598848879337311,0.21700043976306915,0.06895173341035843,0.04124240204691887,0.19899652898311615,0.2879192531108856,0.36597734689712524,0.20544172823429108
josiah,0.23092399537563324,0.1997775286436081,0.14354054629802704,0.2639400362968445,0.21059159934520721,0.3470827043056488,0.17651227116584778,0.3424242436885834,0.291542649269104,0.3113543391227722,-0.010122883133590221,-0.02639133855700493,0.15644967555999756,0.2449829876422882,0.05496445670723915,0.11097413301467896
willard,0.20020942389965057,0.1402176171541214,0.15663953125476837,0.2619399130344391,0.16589002311229706,0.292266309261322,0.2522672116756439,0.3694532513618469,0.1881747990846634,0.3177902400493622,0.01837892085313797,0.005666051059961319,0.1390567421913147,0.18333561718463898,0.056371573358774185,0.1463320255279541
gibbs,0.19327175617218018,0.12496317923069,0.17986910045146942,0.3090016543865204,0.1657790243625641,0.31385326385498047,0.22526833415031433,0.9999999403953552,0.07601918280124664,0.362354576587677,0.02089269459247589,-0.11743304133415222,0.23880819976329803,0.2313559353351593,0.10696873068809509,0.11323598772287369
.,0.3287222981452942,0.3974229395389557,0.26781588792800903,0.23421989381313324,0.35288307070732117,0.30646952986717224,0.588965117931366,0.2168876677751541,0.31823936104774475,0.18446774780750275,-0.003708066651597619,0.01334344781935215,0.18948566913604736,0.2711581885814667,0.26250120997428894,0.4130953550338745
