,which,musical,genre,did,the,progressive,folk-rock,band,gryphon,presented,at,a,concert/lecture,at,the,v,&,a,?
explored,0.20191670954227448,0.1877671182155609,0.19772975146770477,0.2389964908361435,0.28095129132270813,0.16630226373672485,0.3117564916610718,0.14250391721725464,0.10976474732160568,0.22986280918121338,0.1490078717470169,0.161062553524971,0.20589905977249146,0.1490078717470169,0.28095129132270813,0.10272609442472458,0.06621523946523666,0.161062553524971,0.08649857342243195
the,0.6521818041801453,0.2295164167881012,0.16448336839675903,0.34736719727516174,1.0,0.2495650351047516,0.27547213435173035,0.25564542412757874,0.2872163951396942,0.3251480758190155,0.457212895154953,0.5829201340675354,0.3413928151130676,0.457212895154953,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
lineage,0.27365240454673767,0.12010621279478073,0.13439404964447021,0.13412486016750336,0.2478068619966507,0.1844995766878128,0.2401839643716812,0.14164187014102936,0.24235713481903076,0.11895250529050827,0.0888463705778122,0.1881593018770218,0.23092028498649597,0.0888463705778122,0.2478068619966507,0.029164327308535576,0.09774500131607056,0.1881593018770218,0.1394401341676712
of,0.5011631846427917,0.2380346953868866,0.13994969427585602,0.2513895630836487,0.733189046382904,0.27990299463272095,0.31121528148651123,0.2142038196325302,0.266397088766098,0.30231305956840515,0.42558613419532776,0.5052502155303955,0.331722617149353,0.42558613419532776,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
mediaeval,0.30481991171836853,0.20632384717464447,0.1759592592716217,0.15256918966770172,0.3513486087322235,0.18248768150806427,0.34066110849380493,0.0741397812962532,0.2896570563316345,0.24115312099456787,0.14097553491592407,0.2778959274291992,0.36725926399230957,0.14097553491592407,0.3513486087322235,0.14743082225322723,0.13267739117145538,0.2778959274291992,0.09072708338499069
music,0.27402597665786743,0.6456038355827332,0.43361058831214905,0.21389511227607727,0.2714049816131592,0.34082701802253723,0.4582953155040741,0.3831055164337158,0.28060072660446167,0.25084954500198364,0.2415672391653061,0.2234005630016327,0.5074501037597656,0.2415672391653061,0.2714049816131592,0.12051979452371597,0.12416104227304459,0.2234005630016327,0.18264494836330414
and,0.506277859210968,0.28433868288993835,0.19336675107479095,0.34479495882987976,0.5171257257461548,0.2772483825683594,0.35796231031417847,0.2830182611942291,0.2843937277793884,0.26139622926712036,0.3571503460407257,0.3739250600337982,0.2966100871562958,0.3571503460407257,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
instrumentation,0.30826112627983093,0.487374871969223,0.32382985949516296,0.18018171191215515,0.20040465891361237,0.2870350182056427,0.36785340309143066,0.3302411437034607,0.25864750146865845,0.2420094907283783,0.12627920508384705,0.27209049463272095,0.44196972250938416,0.12627920508384705,0.20040465891361237,0.1283479630947113,0.1549687534570694,0.27209049463272095,0.1747913807630539
and,0.506277859210968,0.28433868288993835,0.19336675107479095,0.34479495882987976,0.5171257257461548,0.2772483825683594,0.35796231031417847,0.2830182611942291,0.2843937277793884,0.26139622926712036,0.3571503460407257,0.3739250600337982,0.2966100871562958,0.3571503460407257,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.20544172823429108
related,0.3823266327381134,0.25665760040283203,0.23282943665981293,0.20720073580741882,0.26962998509407043,0.1573120355606079,0.19442053139209747,0.10608384758234024,0.10410083085298538,0.25178590416908264,0.22199802100658417,0.21209308505058289,0.23104384541511536,0.22199802100658417,0.26962998509407043,0.11237668246030807,0.20010052621364594,0.21209308505058289,0.17689068615436554
how,0.4852597713470459,0.2172233760356903,0.17096784710884094,0.375736802816391,0.33890387415885925,0.24656933546066284,0.21047012507915497,0.14363105595111847,0.18268078565597534,0.24352394044399261,0.2154216170310974,0.29312583804130554,0.34808439016342163,0.2154216170310974,0.33890387415885925,0.15972670912742615,0.1377509981393814,0.29312583804130554,0.4024120569229126
those,0.48319631814956665,0.1903577744960785,0.16196602582931519,0.38519078493118286,0.42861196398735046,0.22240795195102692,0.27924787998199463,0.13275475800037384,0.17343543469905853,0.21747875213623047,0.2508816719055176,0.24251152575016022,0.27977508306503296,0.2508816719055176,0.42861196398735046,0.1235371008515358,0.10838925838470459,0.24251152575016022,0.3328189253807068
contributed,0.24774141609668732,0.15256620943546295,0.1943475753068924,0.25130900740623474,0.2633678913116455,0.34208008646965027,0.2623843252658844,0.12060035765171051,0.06087980791926384,0.3331862688064575,0.24894243478775024,0.24738897383213043,0.306871622800827,0.24894243478775024,0.2633678913116455,0.1090041846036911,0.09611384570598602,0.24738897383213043,0.21200142800807953
to,0.5345056653022766,0.21814438700675964,0.19614960253238678,0.4452643394470215,0.535392165184021,0.17989914119243622,0.2613135576248169,0.24239279329776764,0.24705837666988373,0.24592746794223785,0.36524343490600586,0.45503583550453186,0.324055939912796,0.36524343490600586,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.29463258385658264
contemporary,0.22929219901561737,0.27051424980163574,0.3914142847061157,0.21341855823993683,0.25350451469421387,0.3035270869731903,0.41342324018478394,0.2339312881231308,0.21247771382331848,0.2630736827850342,0.21015460789203644,0.1928429901599884,0.34950771927833557,0.21015460789203644,0.25350451469421387,0.09005378931760788,0.1791093796491623,0.1928429901599884,0.09539991617202759
music,0.27402597665786743,0.6456038355827332,0.43361058831214905,0.21389511227607727,0.2714049816131592,0.34082701802253723,0.4582953155040741,0.3831055164337158,0.28060072660446167,0.25084954500198364,0.2415672391653061,0.2234005630016327,0.5074501037597656,0.2415672391653061,0.2714049816131592,0.12051979452371597,0.12416104227304459,0.2234005630016327,0.18264494836330414
500,-0.023339297622442245,-0.023837681859731674,-0.03185968101024628,-0.19424214959144592,-0.031206801533699036,-0.024516034871339798,-0.028379786759614944,-0.03186357021331787,-0.000729986175429076,-0.09355922043323517,0.007655886467546225,-0.024614928290247917,0.0259868036955595,0.007655886467546225,-0.031206801533699036,0.16067025065422058,-0.030375994741916656,-0.024614928290247917,0.05473969131708145
years,0.23232990503311157,0.13289402425289154,0.1207091361284256,0.2695724070072174,0.2912273406982422,0.2008972316980362,0.20392335951328278,0.13282784819602966,0.1976054310798645,0.20486631989479065,0.2851444482803345,0.23773819208145142,0.25661417841911316,0.2851444482803345,0.2912273406982422,0.15056827664375305,0.0772986188530922,0.23773819208145142,0.1914375126361847
later,0.39698365330696106,0.20352989435195923,0.10391746461391449,0.38386887311935425,0.4060266613960266,0.21830187737941742,0.30207130312919617,0.2420639544725418,0.2297549843788147,0.25765225291252136,0.3238905966281891,0.34254932403564453,0.28865140676498413,0.3238905966281891,0.4060266613960266,0.13437555730342865,0.1510971635580063,0.34254932403564453,0.1417175978422165
.,0.45942068099975586,0.19384656846523285,0.22309662401676178,0.35288307070732117,0.5934505462646484,0.21317042410373688,0.3428054749965668,0.26936691999435425,0.26841577887535095,0.2494649887084961,0.4549728035926819,0.50484299659729,0.3361499309539795,0.4549728035926819,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4130953550338745
