,what,was,the,focus,of,luther,'s,last,sermon,?
urgency,0.28412193059921265,0.15134868025779724,0.1994205117225647,0.21003863215446472,0.1884467899799347,0.16434434056282043,-0.04691574349999428,0.15454033017158508,0.25420844554901123,0.22992472350597382
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.33288413286209106,0.41548454761505127,0.18029534816741943,0.03782717138528824,0.30156898498535156,0.2613533139228821,0.29463258385658264
expel,0.183424711227417,0.16281220316886902,0.2922263443470001,0.08068542182445526,0.26974937319755554,0.06284020841121674,-0.02186211198568344,0.137940913438797,0.12529148161411285,0.042190879583358765
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.22077937424182892,0.4249346852302551,0.10716932266950607,-0.01936490088701248,0.235591322183609,0.1456841677427292,0.19969791173934937
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.24327483773231506,0.42798417806625366,0.1917443871498108,0.03181743621826172,0.31457728147506714,0.24989250302314758,0.29575422406196594
german,0.1960553526878357,0.26016926765441895,0.256483793258667,0.1371263712644577,0.2122138887643814,0.28169330954551697,0.07066776603460312,0.14264658093452454,0.062499865889549255,0.13978645205497742
territory,0.21338070929050446,0.20208659768104553,0.3000710904598236,0.09283525496721268,0.27564212679862976,0.08734865486621857,0.08730373531579971,0.16201084852218628,0.1307765394449234,0.09435105323791504
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23845507204532623,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.29026782512664795,0.25290775299072266,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.06837473064661026,0.13035868108272552,-0.04572787508368492,-0.04859459400177002,-0.004244830925017595,0.0015918195713311434,0.018684765323996544
according,0.2776208221912384,0.31116798520088196,0.3202974498271942,0.19778308272361755,0.3307822346687317,0.1085624098777771,-0.0037221983075141907,0.16712309420108795,0.28958651423454285,0.21173474192619324
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.33288413286209106,0.41548454761505127,0.18029534816741943,0.03782717138528824,0.30156898498535156,0.2613533139228821,0.29463258385658264
léon,0.1558346003293991,0.30115920305252075,0.25618597865104675,0.1859954595565796,0.19628925621509552,0.20471781492233276,0.008044225163757801,0.15735194087028503,0.15919825434684753,0.14196829497814178
poliakov,0.19744965434074402,0.2321474403142929,0.1641840934753418,0.1388632357120514,0.16552875936031342,0.12741674482822418,0.03751232847571373,0.1681280881166458,0.16672378778457642,0.17066605389118195
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.21183714270591736,0.5352458953857422,0.24907569587230682,-0.003708066651597619,0.3548945486545563,0.23411345481872559,0.4130953550338745
