,how,many,branches,does,the,rhine,branch,into,?
(,0.1676948219537735,0.1455259770154953,0.17995621263980865,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.19595609605312347,0.1606949418783188,0.40561532974243164
6/9,-0.05232517048716545,-0.0642969012260437,-0.05410410836338997,-0.009659257717430592,-0.024941783398389816,-9.452595259062946e-05,-0.12577228248119354,0.05060421675443649,-0.08642232418060303
of,0.2480744868516922,0.37253960967063904,0.3017720878124237,0.3119818866252899,0.733189046382904,0.2548927664756775,0.23972897231578827,0.32255905866622925,0.1826142966747284
total,0.22199897468090057,0.2912171483039856,0.15369494259357452,0.17424942553043365,0.27068960666656494,0.11633466184139252,0.12675850093364716,0.18543516099452972,0.14396025240421295
discharge,0.17195333540439606,0.15673960745334625,0.19484788179397583,0.2124834507703781,0.2714732885360718,0.22111549973487854,0.21553301811218262,0.203592449426651,0.13592740893363953
),0.17939934134483337,0.16602720320224762,0.17631977796554565,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.22207215428352356,0.1600802093744278,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.24196526408195496,0.28617382049560547,0.4933079481124878,0.167837992310524,0.2610839307308197,0.2826121151447296,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.3295007646083832,0.35928019881248474,1.0,0.30735138058662415,0.2630956768989563,0.39493247866630554,0.22068053483963013
river,0.09142279624938965,0.12832623720169067,0.22026997804641724,0.14026834070682526,0.2894456386566162,0.3672541379928589,0.24672359228134155,0.20569592714309692,0.15390869975090027
nederrijn,0.10722466558218002,0.09139763563871384,0.2065238058567047,0.11752732843160629,0.1956699937582016,0.40257158875465393,0.21963247656822205,0.15256458520889282,0.254536509513855
–,0.13681066036224365,0.12880176305770874,0.12291692197322845,0.13794226944446564,0.2607575058937073,0.11030594259500504,0.14616024494171143,0.1457354873418808,0.2714554965496063
lek,0.06429805606603622,0.06359229236841202,0.07056749612092972,0.07555647194385529,0.17809559404850006,0.2286171168088913,0.08232205361127853,0.11873724311590195,0.12949015200138092
(,0.1676948219537735,0.1455259770154953,0.17995621263980865,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.19595609605312347,0.1606949418783188,0.40561532974243164
2/9,0.10407254844903946,0.0781564861536026,0.008178706280887127,0.04432687163352966,0.02282324992120266,0.000980853452347219,0.06588049232959747,0.025669755414128304,0.044578030705451965
of,0.2480744868516922,0.37253960967063904,0.3017720878124237,0.3119818866252899,0.733189046382904,0.2548927664756775,0.23972897231578827,0.32255905866622925,0.1826142966747284
total,0.22199897468090057,0.2912171483039856,0.15369494259357452,0.17424942553043365,0.27068960666656494,0.11633466184139252,0.12675850093364716,0.18543516099452972,0.14396025240421295
discharge,0.17195333540439606,0.15673960745334625,0.19484788179397583,0.2124834507703781,0.2714732885360718,0.22111549973487854,0.21553301811218262,0.203592449426651,0.13592740893363953
),0.17939934134483337,0.16602720320224762,0.17631977796554565,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.22207215428352356,0.1600802093744278,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.2934940755367279,0.3461615741252899,0.5171257257461548,0.22029656171798706,0.23874594271183014,0.36597734689712524,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3295007646083832,0.35928019881248474,1.0,0.30735138058662415,0.2630956768989563,0.39493247866630554,0.22068053483963013
river,0.09142279624938965,0.12832623720169067,0.22026997804641724,0.14026834070682526,0.2894456386566162,0.3672541379928589,0.24672359228134155,0.20569592714309692,0.15390869975090027
ijssel,0.13282962143421173,0.13925017416477203,0.22112983465194702,0.10766929388046265,0.2897469401359558,0.544929563999176,0.21089433133602142,0.2875998914241791,0.10587967932224274
(,0.1676948219537735,0.1455259770154953,0.17995621263980865,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.19595609605312347,0.1606949418783188,0.40561532974243164
1/9,0.07051004469394684,0.008609575219452381,0.049556564539670944,-0.00835744570940733,0.018934570252895355,-0.021435368806123734,0.015707772225141525,-0.07741512358188629,-0.01525864191353321
of,0.2480744868516922,0.37253960967063904,0.3017720878124237,0.3119818866252899,0.733189046382904,0.2548927664756775,0.23972897231578827,0.32255905866622925,0.1826142966747284
total,0.22199897468090057,0.2912171483039856,0.15369494259357452,0.17424942553043365,0.27068960666656494,0.11633466184139252,0.12675850093364716,0.18543516099452972,0.14396025240421295
discharge,0.17195333540439606,0.15673960745334625,0.19484788179397583,0.2124834507703781,0.2714732885360718,0.22111549973487854,0.21553301811218262,0.203592449426651,0.13592740893363953
),0.17939934134483337,0.16602720320224762,0.17631977796554565,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.22207215428352356,0.1600802093744278,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.20754438638687134,0.3022993505001068,0.5934505462646484,0.2089352011680603,0.1572728455066681,0.26250120997428894,0.4130953550338745
