,what,is,the,use,of,the,law,by,the,holy,spirit,?
reviews,0.2519516944885254,0.16257420182228088,0.2074589878320694,0.196288600564003,0.1464875042438507,0.2074589878320694,0.105396568775177,0.2197643220424652,0.2074589878320694,0.12735308706760406,0.15039218962192535,0.18590256571769714
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.34145063161849976,0.5116966962814331,0.5171257257461548,0.254730761051178,0.4289871156215668,0.5171257257461548,0.1533736139535904,0.17865221202373505,0.20544172823429108
reaffirms,0.2886015474796295,0.20274695754051208,0.3319562077522278,0.25823935866355896,0.3419952094554901,0.3319562077522278,0.4244188666343689,0.23909154534339905,0.3319562077522278,0.2969357967376709,0.25352540612220764,0.22722569108009338
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3276674151420593,0.4946078956127167,0.4933079481124878,0.24953721463680267,0.3680937886238098,0.4933079481124878,0.2074567973613739,0.19358892738819122,0.31091248989105225
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2776605486869812,0.3966929316520691,0.5107308030128479,0.13878796994686127,0.33887791633605957,0.5107308030128479,0.16306132078170776,0.11627816408872604,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.34342584013938904,0.733189046382904,1.0,0.24548950791358948,0.4408751428127289,1.0,0.2778179347515106,0.24389684200286865,0.22068053483963013
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.3501819968223572,0.4999135136604309,0.5514441132545471,0.17846634984016418,0.29445651173591614,0.5514441132545471,0.20445740222930908,0.20370915532112122,0.2673267424106598
hand,0.26703396439552307,0.2402249276638031,0.253619521856308,0.31524062156677246,0.18184109032154083,0.253619521856308,0.1107868030667305,0.24163919687271118,0.253619521856308,0.19756151735782623,0.1068749651312828,0.20656698942184448
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3276674151420593,0.4946078956127167,0.4933079481124878,0.24953721463680267,0.3680937886238098,0.4933079481124878,0.2074567973613739,0.19358892738819122,0.31091248989105225
what,0.9999998807907104,0.28837618231773376,0.42745697498321533,0.3453877568244934,0.33290785551071167,0.42745697498321533,0.2145031988620758,0.2455483376979828,0.42745697498321533,0.21269184350967407,0.21102753281593323,0.5051238536834717
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.2701425552368164,0.3909035325050354,0.4177538752555847,0.15925909578800201,0.3254803419113159,0.4177538752555847,0.12140345573425293,0.15564683079719543,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.3563927710056305,0.27338850498199463,0.31685134768486023,0.3563927710056305,0.1556238830089569,0.39107078313827515,0.3563927710056305,0.14141149818897247,0.15822257101535797,0.24354910850524902
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.30098897218704224,0.4222904443740845,0.489897221326828,0.20824196934700012,0.3092815577983856,0.489897221326828,0.22955924272537231,0.18485304713249207,0.18963319063186646
the,0.42745697498321533,0.5823672413825989,1.0,0.34342584013938904,0.733189046382904,1.0,0.24548950791358948,0.4408751428127289,1.0,0.2778179347515106,0.24389684200286865,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.098173126578331,0.06780257821083069,0.029072100296616554,0.005725041963160038,-0.030704375356435776,0.029072100296616554,0.02915552631020546,-0.0626511201262474,0.0685480609536171
second,0.19948028028011322,0.3161451518535614,0.4620301127433777,0.20317557454109192,0.353416383266449,0.4620301127433777,0.17866025865077972,0.2977677285671234,0.4620301127433777,0.18254606425762177,0.08723753690719604,0.17239587008953094
use,0.3453877568244934,0.3357410430908203,0.34342584013938904,1.0,0.2750902473926544,0.34342584013938904,0.23739519715309143,0.21048003435134888,0.34342584013938904,0.10976704210042953,0.17729909718036652,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2750902473926544,1.0,0.733189046382904,0.2816956341266632,0.3646814823150635,0.733189046382904,0.32529065012931824,0.20069757103919983,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.34342584013938904,0.733189046382904,1.0,0.24548950791358948,0.4408751428127289,1.0,0.2778179347515106,0.24389684200286865,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.23739519715309143,0.2816956341266632,0.24548950791358948,1.0000001192092896,0.1977037936449051,0.24548950791358948,0.21584832668304443,0.1721675843000412,0.1528988480567932
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3276674151420593,0.4946078956127167,0.4933079481124878,0.24953721463680267,0.3680937886238098,0.4933079481124878,0.2074567973613739,0.19358892738819122,0.31091248989105225
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.09741680324077606,0.13035868108272552,0.041273195296525955,0.02283594384789467,-0.010275691747665405,0.041273195296525955,0.04031439870595932,-0.060247451066970825,0.018684765323996544
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3939064145088196,0.41498205065727234,0.5473989248275757,0.23277728259563446,0.37496164441108704,0.5473989248275757,0.27322056889533997,0.34428662061691284,0.32716336846351624
is,0.28837618231773376,1.0,0.5823672413825989,0.3357410430908203,0.4854315221309662,0.5823672413825989,0.18597714602947235,0.3899846076965332,0.5823672413825989,0.1708448827266693,0.17636965215206146,0.22961433231830597
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3276674151420593,0.4946078956127167,0.4933079481124878,0.24953721463680267,0.3680937886238098,0.4933079481124878,0.2074567973613739,0.19358892738819122,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.34342584013938904,0.733189046382904,1.0,0.24548950791358948,0.4408751428127289,1.0,0.2778179347515106,0.24389684200286865,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.23739519715309143,0.2816956341266632,0.24548950791358948,1.0000001192092896,0.1977037936449051,0.24548950791358948,0.21584832668304443,0.1721675843000412,0.1528988480567932
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.3453201949596405,0.3886612355709076,0.48381632566452026,0.2346976399421692,0.3815547823905945,0.48381632566452026,0.18535472452640533,0.2119169682264328,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.34342584013938904,0.733189046382904,1.0,0.24548950791358948,0.4408751428127289,1.0,0.2778179347515106,0.24389684200286865,0.22068053483963013
holy,0.21269184350967407,0.1708448827266693,0.2778179347515106,0.10976704210042953,0.32529065012931824,0.2778179347515106,0.21584832668304443,0.16387277841567993,0.2778179347515106,1.0,0.3761526048183441,0.18148104846477509
spirit,0.21102753281593323,0.17636965215206146,0.24389684200286865,0.17729909718036652,0.20069757103919983,0.24389684200286865,0.1721675843000412,0.12057076394557953,0.24389684200286865,0.3761526048183441,1.0,0.18818747997283936
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.004619393963366747,-0.03817026689648628,-0.01540423184633255,-0.06109188124537468,-0.010884488001465797,-0.01540423184633255,0.01974828913807869,0.03130851686000824,-0.023395681753754616
tool,0.2978120744228363,0.2158731371164322,0.20790323615074158,0.4566009044647217,0.15587300062179565,0.20790323615074158,0.17215774953365326,0.13873547315597534,0.20790323615074158,0.09168914705514908,0.18987174332141876,0.2828463613986969
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.47261837124824524,0.41548454761505127,0.535392165184021,0.259207159280777,0.33534231781959534,0.535392165184021,0.22131432592868805,0.24216829240322113,0.29463258385658264
work,0.3762225806713104,0.22475390136241913,0.2704800069332123,0.38692766427993774,0.23473061621189117,0.2704800069332123,0.21239785850048065,0.25005507469177246,0.2704800069332123,0.1168174296617508,0.14800775051116943,0.2621155381202698
sorrow,0.2596469223499298,0.1704811453819275,0.18808715045452118,0.18930810689926147,0.1989675611257553,0.18808715045452118,0.1683322787284851,0.17491915822029114,0.18808715045452118,0.28372329473495483,0.32124578952789307,0.2599213421344757
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.24625542759895325,0.36136594414711,0.39856547117233276,0.08360998332500458,0.29360154271125793,0.39856547117233276,0.18470290303230286,0.13991858065128326,0.25742942094802856
sin,0.2028670310974121,0.22605369985103607,0.18401655554771423,0.14407767355442047,0.1845542937517166,0.18401655554771423,0.23443979024887085,0.19910776615142822,0.18401655554771423,0.252145379781723,0.24565863609313965,0.17164617776870728
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2715643048286438,0.5696388483047485,0.6662389636039734,0.24850773811340332,0.370934396982193,0.6662389636039734,0.2163282334804535,0.18238019943237305,0.20430970191955566
man,0.21916821599006653,0.2326623499393463,0.23171134293079376,0.1781846284866333,0.16490690410137177,0.23171134293079376,0.13435621559619904,0.17209449410438538,0.23171134293079376,0.17274397611618042,0.3123142123222351,0.2528940737247467
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.004619393963366747,-0.03817026689648628,-0.01540423184633255,-0.06109188124537468,-0.010884488001465797,-0.01540423184633255,0.01974828913807869,0.03130851686000824,-0.023395681753754616
heart,0.18515849113464355,0.21632468700408936,0.23747070133686066,0.04898388683795929,0.21639685332775116,0.23747070133686066,0.16744796931743622,0.11031413078308105,0.23747070133686066,0.18477259576320648,0.2205217182636261,0.11825142055749893
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3276674151420593,0.4946078956127167,0.4933079481124878,0.24953721463680267,0.3680937886238098,0.4933079481124878,0.2074567973613739,0.19358892738819122,0.31091248989105225
thus,0.30745524168014526,0.244685098528862,0.4036877751350403,0.3165740966796875,0.3487406373023987,0.4036877751350403,0.21202929317951202,0.2587898373603821,0.4036877751350403,0.22973084449768066,0.19610737264156342,0.18769288063049316
preparing,0.29370415210723877,0.12569595873355865,0.2806416451931,0.24704764783382416,0.28603753447532654,0.2806416451931,0.16831836104393005,0.18847385048866272,0.2806416451931,0.1767248511314392,0.23810206353664398,0.18170884251594543
him,0.34912991523742676,0.21291719377040863,0.39213326573371887,0.23894885182380676,0.2764812409877777,0.39213326573371887,0.20244468748569489,0.29878008365631104,0.39213326573371887,0.25744473934173584,0.29709768295288086,0.23943768441677094
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.47655582427978516,0.4185989499092102,0.4739971458911896,0.1650637686252594,0.3248702883720398,0.4739971458911896,0.16892583668231964,0.21089161932468414,0.264628142118454
christ,0.2615339457988739,0.19270560145378113,0.25124865770339966,0.1346733570098877,0.27289092540740967,0.25124865770339966,0.16689257323741913,0.16001635789871216,0.25124865770339966,0.4445907473564148,0.3313409090042114,0.13772203028202057
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.004619393963366747,-0.03817026689648628,-0.01540423184633255,-0.06109188124537468,-0.010884488001465797,-0.01540423184633255,0.01974828913807869,0.03130851686000824,-0.023395681753754616
fulfillment,0.3053361773490906,0.23313689231872559,0.3381873667240143,0.18022385239601135,0.32622307538986206,0.3381873667240143,0.20205514132976532,0.1356469988822937,0.3381873667240143,0.2550349831581116,0.34741833806037903,0.21143175661563873
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2750902473926544,1.0,0.733189046382904,0.2816956341266632,0.3646814823150635,0.733189046382904,0.32529065012931824,0.20069757103919983,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.34342584013938904,0.733189046382904,1.0,0.24548950791358948,0.4408751428127289,1.0,0.2778179347515106,0.24389684200286865,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.23739519715309143,0.2816956341266632,0.24548950791358948,1.0000001192092896,0.1977037936449051,0.24548950791358948,0.21584832668304443,0.1721675843000412,0.1528988480567932
offered,0.1662205457687378,0.17584599554538727,0.270993173122406,0.23669850826263428,0.2674071192741394,0.270993173122406,0.21391086280345917,0.19948285818099976,0.270993173122406,0.21257442235946655,0.18958847224712372,0.22244536876678467
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2715643048286438,0.5696388483047485,0.6662389636039734,0.24850773811340332,0.370934396982193,0.6662389636039734,0.2163282334804535,0.18238019943237305,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.34342584013938904,0.733189046382904,1.0,0.24548950791358948,0.4408751428127289,1.0,0.2778179347515106,0.24389684200286865,0.22068053483963013
gospel,0.23854802548885345,0.1333623081445694,0.16253972053527832,0.09332878887653351,0.23520871996879578,0.16253972053527832,0.1214831992983818,0.1260783076286316,0.16253972053527832,0.3310604393482208,0.2775309681892395,0.1407461166381836
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3711656630039215,0.5352458953857422,0.5934505462646484,0.24482665956020355,0.3936232924461365,0.5934505462646484,0.20362335443496704,0.24955514073371887,0.4130953550338745
