,who,was,the,original,pilot,for,the,first,apollo,mission,?
gemini,0.15008172392845154,0.17653077840805054,0.24857638776302338,0.1336146593093872,0.290157675743103,0.19162577390670776,0.24857638776302338,0.23570014536380768,0.5220452547073364,0.38291406631469727,0.14296509325504303
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29575109481811523,0.22935014963150024,0.5064792633056641,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.16932862997055054,0.20544172823429108
apollo,0.19149452447891235,0.2306441366672516,0.2169172167778015,0.16671626269817352,0.35071489214897156,0.18462510406970978,0.2169172167778015,0.21067003905773163,0.9999999403953552,0.4094500243663788,0.191528782248497
programs,0.2319195568561554,0.16294841468334198,0.21757709980010986,0.21064093708992004,0.21310654282569885,0.3644469678401947,0.21757709980010986,0.20401053130626678,0.22120101749897003,0.25026410818099976,0.16452431678771973
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23508994281291962,0.2157025933265686,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.21226151287555695,0.31091248989105225
selected,0.25855591893196106,0.18810634315013885,0.31003430485725403,0.2456142008304596,0.16696812212467194,0.4079265892505646,0.31003430485725403,0.3143344521522522,0.17875351011753082,0.16494181752204895,0.19565007090568542
the,0.3733934462070465,0.48711544275283813,1.0,0.4037000238895416,0.17881006002426147,0.4739971458911896,1.0,0.49448907375335693,0.2169172167778015,0.22673439979553223,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.3307017385959625,0.27490973472595215,0.3800288736820221,0.49448907375335693,1.0,0.21067003905773163,0.254679799079895,0.18701928853988647
apollo,0.19149452447891235,0.2306441366672516,0.2169172167778015,0.16671626269817352,0.35071489214897156,0.18462510406970978,0.2169172167778015,0.21067003905773163,0.9999999403953552,0.4094500243663788,0.191528782248497
crew,0.28323259949684143,0.20329242944717407,0.25329816341400146,0.20720642805099487,0.43303799629211426,0.22704027593135834,0.25329816341400146,0.22136586904525757,0.36530131101608276,0.30851319432258606,0.16586194932460785
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.2534193694591522,0.15693403780460358,0.4322226941585541,0.6662389636039734,0.4127444326877594,0.1461767554283142,0.2224319875240326,0.20430970191955566
january,0.20979668200016022,0.3933098316192627,0.2467057853937149,0.11610064655542374,0.24167871475219727,0.27304044365882874,0.2467057853937149,0.2734774649143219,0.15597297251224518,0.20250752568244934,0.28608936071395874
1966,0.008801804855465889,-0.12360594421625137,-0.0162473414093256,0.08585438132286072,-0.02682209573686123,-0.04156658425927162,-0.0162473414093256,0.001165196648798883,0.07825193554162979,0.005232949275523424,0.08956238627433777
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23508994281291962,0.2157025933265686,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.21226151287555695,0.31091248989105225
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.24073785543441772,0.12796345353126526,0.39140474796295166,0.4223487675189972,0.2691199779510498,0.1249200850725174,0.13122236728668213,0.2433311939239502
grissom,0.24186021089553833,0.24284367263317108,0.23234018683433533,0.19323833286762238,0.41306763887405396,0.18423908948898315,0.23234018683433533,0.28052282333374023,0.47608157992362976,0.31001657247543335,0.20562298595905304
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2790030837059021,0.12943927943706512,0.44774648547172546,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.1715000569820404,0.27043893933296204
command,0.23636431992053986,0.22477014362812042,0.27488255500793457,0.14321269094944,0.3081945478916168,0.18338429927825928,0.27488255500793457,0.2783474922180176,0.2812953591346741,0.3409545123577118,0.13402260839939117
pilot,0.19510570168495178,0.19330571591854095,0.17881006002426147,0.16515259444713593,0.9999999403953552,0.14753924310207367,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.36843666434288025,0.08986082673072815
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23508994281291962,0.2157025933265686,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.21226151287555695,0.31091248989105225
white,0.19768168032169342,0.17150278389453888,0.25492873787879944,0.12411282956600189,0.12819284200668335,0.17847545444965363,0.25492873787879944,0.22259800136089325,0.1497035026550293,0.07619033753871918,0.124679796397686
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2790030837059021,0.12943927943706512,0.44774648547172546,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.1715000569820404,0.27043893933296204
senior,0.31078362464904785,0.28220850229263306,0.24212658405303955,0.1781281679868698,0.2053883969783783,0.20986340939998627,0.24212658405303955,0.2735283672809601,0.1454075425863266,0.25386276841163635,0.104712575674057
pilot,0.19510570168495178,0.19330571591854095,0.17881006002426147,0.16515259444713593,0.9999999403953552,0.14753924310207367,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.36843666434288025,0.08986082673072815
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23508994281291962,0.2157025933265686,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.21226151287555695,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29575109481811523,0.22935014963150024,0.5064792633056641,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.16932862997055054,0.20544172823429108
rookie,0.17461314797401428,0.2457139939069748,0.2438497394323349,0.21142646670341492,0.21674886345863342,0.234993115067482,0.2438497394323349,0.24955706298351288,0.14270329475402832,0.1789391189813614,0.14955708384513855
donn,0.2504380941390991,0.2582033574581146,0.21779371798038483,0.14248327910900116,0.30507200956344604,0.16059665381908417,0.21779371798038483,0.2539541721343994,0.25917255878448486,0.2561781406402588,0.15848851203918457
f.,0.16394910216331482,0.17113131284713745,0.18440215289592743,0.034406520426273346,0.11141453683376312,0.09660456329584122,0.18440215289592743,0.13310599327087402,0.03540044650435448,0.1727079600095749,0.11007396876811981
eisele,0.15218181908130646,0.2927251160144806,0.25543972849845886,0.15915273129940033,0.3676390051841736,0.19878441095352173,0.25543972849845886,0.2625060975551605,0.3578231930732727,0.20944993197917938,0.15890517830848694
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2790030837059021,0.12943927943706512,0.44774648547172546,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.1715000569820404,0.27043893933296204
pilot,0.19510570168495178,0.19330571591854095,0.17881006002426147,0.16515259444713593,0.9999999403953552,0.14753924310207367,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.36843666434288025,0.08986082673072815
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.275844931602478,0.22197768092155457,0.4726039469242096,0.5934505462646484,0.4345304071903229,0.22384987771511078,0.2227463275194168,0.4130953550338745
,who,was,the,original,pilot,for,the,first,apollo,mission,?
but,0.4487357437610626,0.36023372411727905,0.4859698414802551,0.2737142741680145,0.1358339935541153,0.45162561535835266,0.4859698414802551,0.34309494495391846,0.16874025762081146,0.14115874469280243,0.27921953797340393
eisele,0.15218181908130646,0.2927251160144806,0.25543972849845886,0.15915273129940033,0.3676390051841736,0.19878441095352173,0.25543972849845886,0.2625060975551605,0.3578231930732727,0.20944993197917938,0.15890517830848694
dislocated,0.2508074641227722,0.15934066474437714,0.4257296323776245,0.12012302875518799,0.14717432856559753,0.20947033166885376,0.4257296323776245,0.15502353012561798,0.09318575263023376,0.16245053708553314,0.10118554532527924
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.25526919960975647,0.1299775093793869,0.39312878251075745,0.4394008219242096,0.3241460621356964,0.22865809500217438,0.18896536529064178,0.18075084686279297
shoulder,0.20941370725631714,0.17638835310935974,0.24511294066905975,0.13108210265636444,0.17598651349544525,0.22763076424598694,0.24511294066905975,0.17369458079338074,0.19665804505348206,0.11417848616838455,0.18949906527996063
twice,0.24565871059894562,0.32907354831695557,0.3638015687465668,0.21473488211631775,0.1273202747106552,0.3137311041355133,0.3638015687465668,0.379257470369339,0.15281172096729279,0.07643971592187881,0.16248004138469696
aboard,0.21529525518417358,0.1957647204399109,0.2512768507003784,0.0637059360742569,0.3952140808105469,0.2158517837524414,0.2512768507003784,0.3002481758594513,0.3399275839328766,0.37474316358566284,0.14193153381347656
the,0.3733934462070465,0.48711544275283813,1.0,0.4037000238895416,0.17881006002426147,0.4739971458911896,1.0,0.49448907375335693,0.2169172167778015,0.22673439979553223,0.22068053483963013
kc135,0.3223682641983032,0.37687262892723083,0.320482462644577,0.1957453340291977,0.23248516023159027,0.2978507876396179,0.320482462644577,0.34438884258270264,0.1658504605293274,0.20102699100971222,0.34132230281829834
weightlessness,0.2027357667684555,0.13343293964862823,0.2365463227033615,0.09968581795692444,0.2203999012708664,0.2704968750476837,0.2365463227033615,0.18060152232646942,0.2721475064754486,0.18672189116477966,0.1819990575313568
training,0.24868889153003693,0.18356037139892578,0.22380973398685455,0.0926746055483818,0.3292609453201294,0.36461034417152405,0.22380973398685455,0.2067626267671585,0.19260098040103912,0.31191274523735046,0.14311334490776062
aircraft,0.1643979847431183,0.21092349290847778,0.24209992587566376,0.06656251847743988,0.4816271662712097,0.16829945147037506,0.24209992587566376,0.1998140662908554,0.21133014559745789,0.2777194678783417,0.14893899857997894
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23508994281291962,0.2157025933265686,0.4464869201183319,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.21226151287555695,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29575109481811523,0.22935014963150024,0.5064792633056641,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.16932862997055054,0.20544172823429108
had,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.239691361784935,0.17818136513233185,0.3270139992237091,0.3875846862792969,0.3379828929901123,0.19647769629955292,0.1780654937028885,0.20728366076946259
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.30182456970214844,0.17718982696533203,0.4451248347759247,0.535392165184021,0.3792489171028137,0.23190522193908691,0.26700642704963684,0.29463258385658264
undergo,0.19362711906433105,0.1307339370250702,0.21054203808307648,0.06723737716674805,0.12553520500659943,0.2719481587409973,0.21054203808307648,0.20775090157985687,0.12022240459918976,0.1324341893196106,0.15837688744068146
surgery,0.22873808443546295,0.22310712933540344,0.23019781708717346,0.12189747393131256,0.2188284695148468,0.148825004696846,0.23019781708717346,0.19989953935146332,0.22685503959655762,0.1547461450099945,0.12943582236766815
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.21149557828903198,0.19904166460037231,0.36199691891670227,0.5107308030128479,0.3120559751987457,0.16069947183132172,0.21317659318447113,0.2714994251728058
january,0.20979668200016022,0.3933098316192627,0.2467057853937149,0.11610064655542374,0.24167871475219727,0.27304044365882874,0.2467057853937149,0.2734774649143219,0.15597297251224518,0.20250752568244934,0.28608936071395874
27,-0.03443349897861481,0.07487557828426361,0.02698022499680519,0.022732878103852272,0.11667876690626144,0.07060686498880386,0.02698022499680519,0.06892988085746765,-0.03392769768834114,0.06070509925484657,0.036716945469379425
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.275844931602478,0.22197768092155457,0.4726039469242096,0.5934505462646484,0.4345304071903229,0.22384987771511078,0.2227463275194168,0.4130953550338745
