,in,what,part,of,the,united,states,did,many,students,migrate,to,christian,academies,during,the,desegregation,period,?
migrated,0.24539399147033691,0.19371747970581055,0.2792328894138336,0.22638455033302307,0.2544929087162018,0.17634353041648865,0.2019219845533371,0.17642201483249664,0.29833489656448364,0.2158922702074051,0.8624827265739441,0.2297086864709854,0.12033209949731827,0.1744718700647354,0.2638203501701355,0.2544929087162018,0.2308913618326187,0.20719864964485168,0.10196463763713837
to,0.45010748505592346,0.455847829580307,0.2875264883041382,0.41548454761505127,0.535392165184021,0.2715383470058441,0.2828785181045532,0.4452643394470215,0.40243685245513916,0.2905822694301605,0.30646026134490967,1.0,0.19438040256500244,0.23163951933383942,0.2828781306743622,0.535392165184021,0.2734090983867645,0.24346192181110382,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.34367692470550537,0.3463578522205353,0.34736719727516174,0.4335206151008606,0.25268980860710144,0.23256927728652954,0.535392165184021,0.19930796325206757,0.25615057349205017,0.4838213622570038,1.0,0.2901201546192169,0.3125074505805969,0.22068053483963013
academies,0.2481706738471985,0.14465993642807007,0.23213036358356476,0.27202022075653076,0.25615057349205017,0.2776084542274475,0.2802281379699707,0.18438482284545898,0.2804204225540161,0.5133576989173889,0.15886349976062775,0.23163951933383942,0.23504137992858887,0.9999998807907104,0.17634505033493042,0.25615057349205017,0.28508034348487854,0.15415926277637482,0.09729845076799393
",",0.5201468467712402,0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.3015086054801941,0.40610817074775696,0.26501646637916565,0.21026313304901123,0.44245919585227966,0.23595517873764038,0.28677549958229065,0.3225448727607727,0.4933079481124878,0.2785925567150116,0.25030651688575745,0.31091248989105225
while,0.3399278521537781,0.35511791706085205,0.2376212179660797,0.3366928696632385,0.39804592728614807,0.22924698889255524,0.21951094269752502,0.3330625295639038,0.3748262822628021,0.2701949179172516,0.21582113206386566,0.43899232149124146,0.1943245530128479,0.1898118108510971,0.3849048316478729,0.39804592728614807,0.22941309213638306,0.17496702075004578,0.21076419949531555
public,0.29074716567993164,0.1729622185230255,0.1572943478822708,0.2391265481710434,0.22857438027858734,0.30716967582702637,0.3012831211090088,0.19092120230197906,0.25114959478378296,0.3258378803730011,0.015891510993242264,0.2672370672225952,0.11506713181734085,0.3276686370372772,0.20130407810211182,0.22857438027858734,0.38548409938812256,0.12481942027807236,0.19872993230819702
schools,0.2632134258747101,0.1820785105228424,0.17430028319358826,0.265506386756897,0.22905772924423218,0.30707988142967224,0.2958741784095764,0.20622693002223969,0.3108086585998535,0.6169943809509277,0.16692177951335907,0.2362271547317505,0.18196630477905273,0.4855159819126129,0.17017436027526855,0.22905772924423218,0.4198628067970276,0.14667361974716187,0.18349280953407288
became,0.31047213077545166,0.1434093862771988,0.26536715030670166,0.3638904094696045,0.36325156688690186,0.3053349256515503,0.2520880699157715,0.3632316589355469,0.25642040371894836,0.1619117558002472,0.08480829745531082,0.20401327311992645,0.1774614006280899,0.21753239631652832,0.37706515192985535,0.36325156688690186,0.19024263322353363,0.2737521827220917,0.11374033987522125
in,1.0,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.2593238651752472,0.41474202275276184,0.2676171064376831,0.2098366916179657,0.45010748505592346,0.17218929529190063,0.2481706738471985,0.4627237319946289,0.6662389636039734,0.2808973491191864,0.23051127791404724,0.20430970191955566
turn,0.1769595742225647,0.29013973474502563,0.13257932662963867,0.23566555976867676,0.3359498679637909,0.10727161914110184,0.13113343715667725,0.16850222647190094,0.2281372994184494,0.12523281574249268,0.24291780591011047,0.3696671724319458,0.07380135357379913,0.10068037360906601,0.17416764795780182,0.3359498679637909,0.17653338611125946,0.1386065036058426,0.2072952687740326
more,0.32563260197639465,0.3484537899494171,0.2521849572658539,0.30478984117507935,0.39758381247520447,0.1760239452123642,0.22187471389770508,0.2803135812282562,0.48608261346817017,0.27059733867645264,0.22166182100772858,0.47084665298461914,0.1325426548719406,0.19014807045459747,0.2523808181285858,0.39758381247520447,0.2132684737443924,0.24919436872005463,0.27894994616508484
heavily,0.20618461072444916,0.22760839760303497,0.20175766944885254,0.15830223262310028,0.2549211382865906,0.11811373382806778,0.14568780362606049,0.23438814282417297,0.331102192401886,0.10178083926439285,0.07205290347337723,0.21706987917423248,0.13209374248981476,0.12480855733156204,0.28139474987983704,0.2549211382865906,0.195951908826828,0.19519200921058655,0.1724066138267517
concentrated,0.29073235392570496,0.20476274192333221,0.28879451751708984,0.28396520018577576,0.2688957750797272,0.13718006014823914,0.17059201002120972,0.23969793319702148,0.3271962106227875,0.18467749655246735,0.14170488715171814,0.2865214943885803,0.06361332535743713,0.1919907033443451,0.2747296988964081,0.2688957750797272,0.16097034513950348,0.13101977109909058,0.11501483619213104
with,0.4080928862094879,0.2464839518070221,0.294111043214798,0.41827285289764404,0.4223487675189972,0.19869105517864227,0.21424104273319244,0.25472134351730347,0.35744401812553406,0.17162418365478516,0.16866353154182434,0.4239959120750427,0.14147578179836273,0.1075432077050209,0.28545209765434265,0.4223487675189972,0.17955781519412994,0.20673511922359467,0.2433311939239502
african-american,0.28320804238319397,0.20474658906459808,0.20244957506656647,0.2843579947948456,0.3077481985092163,0.36140042543411255,0.37162718176841736,0.2607497572898865,0.29033350944519043,0.21189038455486298,0.21842394769191742,0.2531247138977051,0.25208479166030884,0.260000616312027,0.2672916352748871,0.3077481985092163,0.4642825722694397,0.15707096457481384,0.21985267102718353
students,0.2676171064376831,0.2380729615688324,0.2078409045934677,0.25513339042663574,0.25268980860710144,0.2107360064983368,0.21916930377483368,0.1996062994003296,0.2713872492313385,1.0,0.22690437734127045,0.2905822694301605,0.2519765794277191,0.5133576989173889,0.1957223117351532,0.25268980860710144,0.330325722694397,0.14483660459518433,0.18017297983169556
(,0.3087427020072937,0.2411840260028839,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.18979617953300476,0.1455259770154953,0.13481496274471283,0.12425858527421951,0.30882009863853455,0.22214962542057037,0.16435295343399048,0.2139192670583725,0.33289089798927307,0.16074414551258087,0.22779083251953125,0.40561532974243164
see,0.2973747253417969,0.44941186904907227,0.2181103527545929,0.33962661027908325,0.3770301640033722,0.16392365097999573,0.18436387181282043,0.30981990694999695,0.30813032388687134,0.22464071214199066,0.2947107255458832,0.3792734146118164,0.17188391089439392,0.13097552955150604,0.17134864628314972,0.3770301640033722,0.18400445580482483,0.2170678824186325,0.42005208134651184
list,0.2799903452396393,0.22366273403167725,0.20395711064338684,0.3032784163951874,0.2863321602344513,0.20551839470863342,0.2127545177936554,0.13643468916416168,0.3007022738456726,0.179024800658226,0.09249626100063324,0.17417719960212708,0.14343054592609406,0.121138796210289,0.10163573175668716,0.2863321602344513,0.100160613656044,0.16373683512210846,0.23630984127521515
of,0.5696388483047485,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.3187655806541443,0.30884552001953125,0.2513895630836487,0.37253960967063904,0.25513339042663574,0.18236465752124786,0.41548454761505127,0.23494116961956024,0.27202022075653076,0.3869180977344513,0.733189046382904,0.26084643602371216,0.2698146104812622,0.1826142966747284
private,0.21135757863521576,0.16778090596199036,0.1465214490890503,0.18706899881362915,0.18291357159614563,0.29325538873672485,0.2793917953968048,0.1676381528377533,0.2148355096578598,0.35454505681991577,0.0695619061589241,0.18892748653888702,0.1836940497159958,0.28446143865585327,0.15882597863674164,0.18291357159614563,0.23791566491127014,0.08130945265293121,0.14389030635356903
schools,0.2632134258747101,0.1820785105228424,0.17430028319358826,0.265506386756897,0.22905772924423218,0.30707988142967224,0.2958741784095764,0.20622693002223969,0.3108086585998535,0.6169943809509277,0.16692177951335907,0.2362271547317505,0.18196630477905273,0.4855159819126129,0.17017436027526855,0.22905772924423218,0.4198628067970276,0.14667361974716187,0.18349280953407288
in,1.0,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.2593238651752472,0.41474202275276184,0.2676171064376831,0.2098366916179657,0.45010748505592346,0.17218929529190063,0.2481706738471985,0.4627237319946289,0.6662389636039734,0.2808973491191864,0.23051127791404724,0.20430970191955566
mississippi,0.21188393235206604,0.1531691700220108,0.17959348857402802,0.20277418196201324,0.2582274377346039,0.3139795958995819,0.37608370184898376,0.24067096412181854,0.18412695825099945,0.18122974038124084,0.18140347301959991,0.17388485372066498,0.16601401567459106,0.1670541912317276,0.25981858372688293,0.2582274377346039,0.35330232977867126,0.1230277344584465,0.1548103243112564
),0.3326910734176636,0.26259949803352356,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.18584993481636047,0.16602720320224762,0.15868785977363586,0.11148501932621002,0.31236231327056885,0.2600603401660919,0.16639181971549988,0.23182427883148193,0.3456730246543884,0.1643521636724472,0.2531823217868805,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.35288307070732117,0.3974229395389557,0.2607303857803345,0.23550152778625488,0.4645031690597534,0.2474701702594757,0.2239297479391098,0.3485563397407532,0.5934505462646484,0.3181525468826294,0.2575049102306366,0.4130953550338745
