,in,1992,",",what,percentage,of,east,german,students,attended,private,schools,?
germany,0.3642844259738922,0.08224713057279587,0.2898865044116974,0.21690446138381958,0.13454008102416992,0.2942050099372864,0.32127928733825684,0.69117671251297,0.1952982395887375,0.17771083116531372,0.11005246639251709,0.2058108150959015,0.1388660967350006
increased,0.244624063372612,0.00751487398520112,0.20936180651187897,0.1599731743335724,0.36538106203079224,0.3371390700340271,0.22244864702224731,0.10827012360095978,0.2069181650876999,0.14815011620521545,0.11747687309980392,0.18632730841636658,0.09587585180997849
from,0.4274188280105591,0.09224555641412735,0.39760664105415344,0.2737620174884796,0.18376870453357697,0.4249346852302551,0.27024149894714355,0.18661607801914215,0.20272988080978394,0.17608754336833954,0.18150165677070618,0.1357884258031845,0.19969791173934937
6.1,-0.04338095337152481,0.16726145148277283,0.14991404116153717,0.2672003209590912,0.013867169618606567,-0.04374516010284424,0.03090939298272133,0.03863314166665077,-0.040841564536094666,0.012052726931869984,-0.025318872183561325,-0.1186407059431076,0.28849825263023376
%,0.19465309381484985,-0.01976959779858589,0.22757403552532196,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.17282892763614655,0.08875784277915955,0.22348105907440186,0.08139271289110184,0.14337216317653656,0.177998885512352,0.21441808342933655
to,0.45010748505592346,0.1306968331336975,0.44245919585227966,0.455847829580307,0.25744274258613586,0.41548454761505127,0.24717837572097778,0.15143753588199615,0.2905822694301605,0.22961699962615967,0.18892748653888702,0.2362271547317505,0.29463258385658264
7.8,0.05974779278039932,-0.18208368122577667,0.022802704945206642,-0.044524502009153366,-0.010909182950854301,0.030618401244282722,0.03690404072403908,0.024836847558617592,-0.006120272912085056,0.022077511996030807,-0.030189678072929382,-0.019995056092739105,-0.09796684235334396
%,0.19465309381484985,-0.01976959779858589,0.22757403552532196,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.17282892763614655,0.08875784277915955,0.22348105907440186,0.08139271289110184,0.14337216317653656,0.177998885512352,0.21441808342933655
(,0.3087427020072937,0.015520838089287281,0.6363511681556702,0.2411840260028839,0.15512096881866455,0.35032153129577637,0.21615204215049744,0.21152326464653015,0.13481496274471283,0.14059726893901825,0.162434384226799,0.15322564542293549,0.40561532974243164
including,0.35857823491096497,0.010893460363149643,0.4127510190010071,0.18328791856765747,0.1866491734981537,0.44195112586021423,0.20827072858810425,0.1577586680650711,0.1970643699169159,0.25005754828453064,0.15517660975456238,0.28791218996047974,0.1633303165435791
rise,0.1934409737586975,0.035559721291065216,0.2350703477859497,0.23887591063976288,0.22535064816474915,0.2733727991580963,0.16384631395339966,0.10984232276678085,0.15980179607868195,0.14626602828502655,0.04078371450304985,0.12188068777322769,0.10799103230237961
from,0.4274188280105591,0.09224555641412735,0.39760664105415344,0.2737620174884796,0.18376870453357697,0.4249346852302551,0.27024149894714355,0.18661607801914215,0.20272988080978394,0.17608754336833954,0.18150165677070618,0.1357884258031845,0.19969791173934937
0.5,0.027939535677433014,-0.04950268939137459,0.0711640939116478,0.1663554310798645,0.016165830194950104,0.10742470622062683,0.027946840971708298,-0.08616748452186584,0.06671332567930222,-0.002667043125256896,-0.032941412180662155,-0.01565844751894474,0.12970097362995148
%,0.19465309381484985,-0.01976959779858589,0.22757403552532196,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.17282892763614655,0.08875784277915955,0.22348105907440186,0.08139271289110184,0.14337216317653656,0.177998885512352,0.21441808342933655
to,0.45010748505592346,0.1306968331336975,0.44245919585227966,0.455847829580307,0.25744274258613586,0.41548454761505127,0.24717837572097778,0.15143753588199615,0.2905822694301605,0.22961699962615967,0.18892748653888702,0.2362271547317505,0.29463258385658264
6.1,-0.04338095337152481,0.16726145148277283,0.14991404116153717,0.2672003209590912,0.013867169618606567,-0.04374516010284424,0.03090939298272133,0.03863314166665077,-0.040841564536094666,0.012052726931869984,-0.025318872183561325,-0.1186407059431076,0.28849825263023376
%,0.19465309381484985,-0.01976959779858589,0.22757403552532196,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.17282892763614655,0.08875784277915955,0.22348105907440186,0.08139271289110184,0.14337216317653656,0.177998885512352,0.21441808342933655
in,1.0,0.0684703141450882,0.5201468467712402,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.32659441232681274,0.21098364889621735,0.2676171064376831,0.2787896692752838,0.21135757863521576,0.2632134258747101,0.20430970191955566
the,0.6662389636039734,0.12138951569795609,0.4933079481124878,0.42745697498321533,0.2736506462097168,0.733189046382904,0.3383176326751709,0.256483793258667,0.25268980860710144,0.2369099110364914,0.18291357159614563,0.22905772924423218,0.22068053483963013
former,0.2668642997741699,0.15713487565517426,0.2738454341888428,0.13598288595676422,0.14361266791820526,0.30415382981300354,0.24478542804718018,0.26772117614746094,0.15790601074695587,0.2573593854904175,0.14940941333770752,0.12415030598640442,0.10570605844259262
gdr,0.20914919674396515,0.14579103887081146,0.16141077876091003,0.24852773547172546,0.11489872634410858,0.19536426663398743,0.3783724904060364,0.4878579080104828,0.1773909479379654,0.15963445603847504,0.11283785849809647,0.1677139848470688,0.12829086184501648
),0.3326910734176636,0.04948631674051285,0.63033527135849,0.26259949803352356,0.18347817659378052,0.3680361211299896,0.20465658605098724,0.21792921423912048,0.15868785977363586,0.14860834181308746,0.16768941283226013,0.16219249367713928,0.42300865054130554
.,0.5591574311256409,0.0746634230017662,0.6812511086463928,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.28351864218711853,0.2407633364200592,0.2607303857803345,0.2017192840576172,0.2534593939781189,0.2752705216407776,0.4130953550338745
