,what,was,the,name,of,the,stadium,that,the,teams,played,in,?
galaxy,0.18749870359897614,0.17159079015254974,0.21574880182743073,0.07957622408866882,0.15125752985477448,0.21574880182743073,0.12110019475221634,0.25279760360717773,0.21574880182743073,0.17495350539684296,0.1520923376083374,0.1905420422554016,0.2027440369129181
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.11777293682098389,0.4731321930885315,0.5171257257461548,0.2197335660457611,0.268975168466568,0.4954058527946472,0.20544172823429108
chivas,0.1345309168100357,0.21401271224021912,0.2529444992542267,0.25065430998802185,0.20651642978191376,0.2529444992542267,0.2881823778152466,0.13663917779922485,0.2529444992542267,0.3374957740306854,0.2881466746330261,0.2812504470348358,0.16370920836925507
usa,0.1744624823331833,0.23334220051765442,0.18954607844352722,0.1719333678483963,0.17888924479484558,0.18954607844352722,0.18666645884513855,0.21883118152618408,0.18954607844352722,0.17809779942035675,0.15426744520664215,0.3085354268550873,0.18464894592761993
—,0.15849889814853668,0.17802409827709198,0.20689499378204346,0.13224270939826965,0.2523677349090576,0.20689499378204346,0.039527446031570435,0.13326826691627502,0.20689499378204346,0.12859666347503662,0.07487320899963379,0.21084477007389069,0.23527392745018005
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.12195040285587311,1.0,0.5473989248275757,0.22682182490825653,0.16256408393383026,0.435920387506485,0.32716336846351624
both,0.3361809551715851,0.2990766167640686,0.4931981563568115,0.2019103318452835,0.3565710783004761,0.4931981563568115,0.11307177692651749,0.4532228112220764,0.4931981563568115,0.25199511647224426,0.2189488708972931,0.3960166871547699,0.19455738365650177
played,0.14831039309501648,0.3139837682247162,0.2603478729724884,0.15816985070705414,0.21120788156986237,0.2603478729724884,0.2688959240913391,0.16256408393383026,0.2603478729724884,0.39578181505203247,1.0,0.27605336904525757,0.14096300303936005
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.22218671441078186,0.3183255195617676,0.457212895154953,0.25427719950675964,0.20532193779945374,0.4374977946281433,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.5473989248275757,1.0,0.3164927661418915,0.2603478729724884,0.6662389636039734,0.22068053483963013
stubhub,0.3505922853946686,0.24993601441383362,0.28344836831092834,0.21928107738494873,0.30214178562164307,0.28344836831092834,0.2372402548789978,0.37345147132873535,0.28344836831092834,0.21058344841003418,0.23858420550823212,0.2719562351703644,0.4566129446029663
center,0.1908310204744339,0.19517986476421356,0.29064592719078064,0.1019691452383995,0.24526838958263397,0.29064592719078064,0.1971304565668106,0.22661058604717255,0.29064592719078064,0.1594773381948471,0.09677845984697342,0.27253323793411255,0.12538520991802216
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.11777293682098389,0.4731321930885315,0.5171257257461548,0.2197335660457611,0.268975168466568,0.4954058527946472,0.20544172823429108
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.1580192744731903,0.34038281440734863,0.3906462490558624,0.15496990084648132,0.35517072677612305,0.3906462490558624,0.28874582052230835,0.23924671113491058,0.3815755248069763,0.17890112102031708
local,0.18981902301311493,0.11715790629386902,0.2130540907382965,0.17083096504211426,0.20668989419937134,0.2130540907382965,0.12082308530807495,0.22915975749492645,0.2130540907382965,0.136668860912323,0.11974174529314041,0.2223825752735138,0.15022775530815125
rivals,0.1377900242805481,0.19527795910835266,0.22553907334804535,0.08910547941923141,0.16559164226055145,0.22553907334804535,0.2450585961341858,0.21673424541950226,0.22553907334804535,0.3674739599227905,0.3038376271724701,0.1964770406484604,0.10840261727571487
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.1958179920911789,0.4460422694683075,0.5934505462646484,0.23459066450595856,0.2876244783401489,0.5591574311256409,0.4130953550338745
