,what,doctor,was,first,referred,to,as,``,his,secret,'',?
secret,0.2518046498298645,0.2532878518104553,0.1647149920463562,0.23099933564662933,0.13670162856578827,0.20223848521709442,0.21219967305660248,0.028469569981098175,0.2219962477684021,1.0000001192092896,-0.0280301533639431,0.16440534591674805
'',0.08143015950918198,0.06782495975494385,0.04456103965640068,-0.03874251991510391,0.10532526671886444,-0.009905828163027763,0.006628023460507393,-0.09173435717821121,0.016508836299180984,-0.0280301533639431,1.0,0.018684765323996544
and,0.31309178471565247,0.21673844754695892,0.3740963041782379,0.3167642652988434,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.036644238978624344,0.4234102666378021,0.20960891246795654,0.021612688899040222,0.20544172823429108
who,0.40942975878715515,0.3504868149757385,0.3318818509578705,0.39065709710121155,0.1539032906293869,0.42656609416007996,0.3923053741455078,0.02397952415049076,0.44966956973075867,0.2725749909877777,0.024401003494858742,0.26220351457595825
is,0.28837618231773376,0.19875872135162354,0.5810302495956421,0.30889374017715454,0.3144040107727051,0.42745086550712585,0.43216490745544434,0.058766357600688934,0.24372583627700806,0.17441964149475098,0.0793738141655922,0.22961433231830597
subsequently,0.10897690057754517,0.15726996958255768,0.3486802279949188,0.2787216007709503,0.197932630777359,0.29023027420043945,0.34672755002975464,0.032359588891267776,0.2808636724948883,0.11162283271551132,-0.04080626741051674,0.005594457965344191
revealed,0.20127414166927338,0.26854407787323,0.31683555245399475,0.21625195443630219,0.254558265209198,0.23871088027954102,0.250055730342865,-0.04488290473818779,0.321264386177063,0.4287259876728058,0.057495079934597015,0.21034270524978638
to,0.455847829580307,0.22950075566768646,0.3636345863342285,0.3792489171028137,0.22845174372196198,1.0,0.42092081904411316,0.06720756739377975,0.3715193271636963,0.20223848521709442,-0.009905828163027763,0.29463258385658264
be,0.3929833769798279,0.1729569286108017,0.42228707671165466,0.29818081855773926,0.27025455236434937,0.4972836375236511,0.5230465531349182,0.07670000940561295,0.21738691627979279,0.19345498085021973,0.08835477381944656,0.3324260413646698
the,0.42745697498321533,0.2820442318916321,0.48711544275283813,0.49448907375335693,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.4394008219242096,0.23541073501110077,0.041273195296525955,0.22068053483963013
war,0.22516006231307983,0.17948800325393677,0.3560331463813782,0.3144489526748657,0.15056544542312622,0.2610234022140503,0.24018222093582153,0.02770489826798439,0.2932312488555908,0.22909288108348846,-0.04993505775928497,0.15510529279708862
doctor,0.20870667695999146,0.9999999403953552,0.19672659039497375,0.27244147658348083,0.07224930822849274,0.22950075566768646,0.17422905564308167,0.03718610852956772,0.2365143597126007,0.2532878518104553,0.06782495975494385,0.1462511420249939
.,0.3567904531955719,0.22361043095588684,0.40146201848983765,0.4345304071903229,0.16569985449314117,0.4645031690597534,0.515582263469696,0.05720457062125206,0.3119256794452667,0.25202471017837524,-0.07181349396705627,0.4130953550338745
